date,EU_IGF_2022_Q3,meta
2022-09-19 10:30:00,-308.96044772500136,
2022-09-19 11:00:00,-343.469191219845,
2022-09-19 23:59:59,-320.40638079591554,c
2022-09-20 00:00:00,-305.9289974284766,
2022-09-20 03:30:00,-332.5846341728593,
2022-09-20 04:00:00,-283.33685209357463,
2022-09-20 06:00:00,-112.2088412569392,
2022-09-20 08:00:00,-104.56976710513482,
2022-09-20 10:30:00,-36.397351094532496,
2022-09-20 11:00:00,-64.65672869890659,
2022-09-20 23:59:59,-83.0094316263021,c
2022-09-21 00:00:00,-53.650437954554945,
2022-09-21 03:30:00,-133.72983583592395,
2022-09-21 04:00:00,-188.7026360296095,
2022-09-21 06:00:00,-203.1814090032458,
2022-09-21 08:00:00,-229.84156116871418,
2022-09-21 10:30:00,-296.97181281943267,
2022-09-21 11:00:00,-279.9505965397093,
2022-09-21 23:59:59,-294.1795226606391,c
2022-09-22 00:00:00,-187.51584067004114,
2022-09-22 03:30:00,-183.46510474297247,
2022-09-22 04:00:00,-209.0881708809011,
2022-09-22 06:00:00,-232.70668436241613,
2022-09-22 08:00:00,-242.8890144013767,
2022-09-22 10:30:00,-177.52066307996574,
2022-09-22 11:00:00,-140.2927330804796,
2022-09-22 23:59:59,-149.4913270980378,c
2022-09-23 00:00:00,-147.94166636762384,
2022-09-23 03:30:00,-93.26658744127053,
2022-09-23 04:00:00,-72.85914782230793,
2022-09-23 06:00:00,21.647089595619036,
2022-09-23 08:00:00,150.17021895764265,
2022-09-23 10:30:00,77.16829085467361,
2022-09-23 11:00:00,100.80967212709947,
2022-09-23 23:59:59,0.0,a
2022-09-26 00:00:00,87.91360952031027,
2022-09-26 03:30:00,17.73209742144536,
2022-09-26 04:00:00,77.44629989005807,
2022-09-26 06:00:00,146.1627847304153,
2022-09-26 08:00:00,154.20874446810558,
2022-09-26 10:30:00,142.24471783928493,
2022-09-26 11:00:00,187.4756278290206,
2022-09-26 23:59:59,242.9434881703337,c
2022-09-27 00:00:00,226.3719871515459,
2022-09-27 03:30:00,184.43505531553274,
2022-09-27 04:00:00,190.0422122675318,
2022-09-27 06:00:00,277.89304307179464,
2022-09-27 08:00:00,225.77439249845884,
2022-09-27 10:30:00,332.56640303526274,
2022-09-27 11:00:00,336.57666999182857,
2022-09-27 23:59:59,413.60443659761677,c
2022-09-28 00:00:00,490.4165577979684,
2022-09-28 03:30:00,545.4617304956009,
2022-09-28 04:00:00,476.9179385663465,
2022-09-28 06:00:00,555.8113608979929,
2022-09-28 08:00:00,481.7365960298084,
2022-09-28 10:30:00,313.4966789033224,
2022-09-28 11:00:00,291.18368931249825,
2022-09-28 23:59:59,358.52114599819924,c
2022-09-29 00:00:00,459.1432592930005,
2022-09-29 03:30:00,496.91425184937543,
2022-09-29 04:00:00,521.7641163371536,
2022-09-29 06:00:00,458.53162147977946,
2022-09-29 08:00:00,485.8947535115394,
2022-09-29 10:30:00,464.2748669248458,
2022-09-29 11:00:00,423.4660116669329,
2022-09-29 23:59:59,509.3605427475786,c
2022-09-30 00:00:00,462.2045797958035,
2022-09-30 03:30:00,400.36969311852044,
2022-09-30 04:00:00,378.4895510322258,
2022-09-30 06:00:00,441.7106495025282,
2022-09-30 08:00:00,523.667542248495,
2022-09-30 10:30:00,547.6890732390857,
2022-09-30 11:00:00,517.3683074219898,
2022-09-30 23:59:59,497.0190035124997,e
2022-10-03 00:00:00,488.426322596486,
2022-10-03 03:30:00,430.4445468976719,
2022-10-03 04:00:00,407.2279443873131,
2022-10-03 06:00:00,387.5306835232723,
2022-10-03 08:00:00,328.6519087992374,
2022-10-03 10:30:00,205.24736368415688,
2022-10-03 11:00:00,186.9258150513415,
2022-10-03 23:59:59,217.44608364255873,c
2022-10-04 00:00:00,190.43145461642234,
2022-10-04 03:30:00,168.47453454470087,
2022-10-04 04:00:00,140.6545340249886,
2022-10-04 06:00:00,134.57699706031963,
2022-10-04 08:00:00,132.24273862749214,
2022-10-04 10:30:00,124.68215352144034,
2022-10-04 11:00:00,89.76887864263881,
2022-10-04 23:59:59,134.1949755277583,c
2022-10-05 00:00:00,159.28872762194078,
2022-10-05 03:30:00,201.19514212975628,
2022-10-05 04:00:00,160.05963583529228,
2022-10-05 06:00:00,267.09277618842407,
2022-10-05 08:00:00,288.06651010700625,
2022-10-05 10:30:00,410.6644152833924,
2022-10-05 11:00:00,393.5061975781082,
2022-10-05 23:59:59,260.3212645771364,c
2022-10-06 00:00:00,260.21105745390923,
2022-10-06 03:30:00,231.4348088678289,
2022-10-06 04:00:00,253.61380181915774,
2022-10-06 06:00:00,324.1445411995428,
2022-10-06 08:00:00,410.62039448451014,
2022-10-06 10:30:00,516.9157363065087,
2022-10-06 11:00:00,501.69564574830474,
2022-10-06 23:59:59,442.60826252156676,c
2022-10-07 00:00:00,490.5421183943945,
2022-10-07 03:30:00,473.95367587947203,
2022-10-07 04:00:00,478.00875443058794,
2022-10-07 06:00:00,434.49390344002495,
2022-10-07 08:00:00,413.7537652216952,
2022-10-07 10:30:00,565.4251187138452,
2022-10-07 11:00:00,567.5172239872554,
2022-10-07 23:59:59,575.3453567791139,w
2022-10-10 00:00:00,625.8142066740775,
2022-10-10 03:30:00,650.0467201323363,
2022-10-10 04:00:00,663.9821958613011,
2022-10-10 06:00:00,619.1706246541544,
2022-10-10 08:00:00,624.19129168587,
2022-10-10 10:30:00,666.7528055266321,
2022-10-10 11:00:00,669.5856116513314,
2022-10-10 23:59:59,645.838141793256,c
2022-10-11 00:00:00,691.2718538130239,
2022-10-11 03:30:00,636.6919162516242,
2022-10-11 04:00:00,707.6075211834577,
2022-10-11 06:00:00,744.0566445989534,
2022-10-11 08:00:00,688.0431226607407,
2022-10-11 10:30:00,800.5847000252916,
2022-10-11 11:00:00,749.068155844062,
2022-10-11 23:59:59,767.8381776019432,c
2022-10-12 00:00:00,735.6678696400368,
2022-10-12 03:30:00,863.029997748371,
2022-10-12 04:00:00,891.88493986296,
2022-10-12 06:00:00,803.0168324057668,
2022-10-12 08:00:00,831.7653915086466,
2022-10-12 10:30:00,842.5652593768737,
2022-10-12 11:00:00,826.3119538604051,
2022-10-12 23:59:59,839.1091293325517,c
2022-10-13 00:00:00,927.3529748594183,
2022-10-13 03:30:00,883.8817583240198,
2022-10-13 04:00:00,911.2960789408435,
2022-10-13 06:00:00,766.4801699930276,
2022-10-13 08:00:00,664.2935726554406,
2022-10-13 10:30:00,783.2496999427776,
2022-10-13 11:00:00,790.1911798112033,
2022-10-13 23:59:59,760.2741002692655,c
2022-10-14 00:00:00,609.0940192929975,
2022-10-14 03:30:00,641.6198640535813,
2022-10-14 04:00:00,599.5476647980695,
2022-10-14 06:00:00,620.9592167113824,
2022-10-14 08:00:00,640.0740155213507,
2022-10-14 10:30:00,676.469633652644,
2022-10-14 11:00:00,645.8203579326164,
2022-10-14 23:59:59,610.3089596448908,w
