date,PKW_2022_Q1,meta
2022-01-14 13:30:00,-71.51542405505432,
2022-01-14 15:00:00,-71.44581240875021,
2022-01-14 15:30:30,-71.44581240875021,
2022-01-14 23:59:59,-74.95031202910177,w
2022-01-17 00:00:00,-74.95031202910177,
2022-01-17 10:00:00,-74.95031202910177,
2022-01-17 10:30:00,-74.95031202910177,
2022-01-17 12:00:00,-74.95031202910177,
2022-01-17 13:30:00,-74.95031202910177,
2022-01-17 15:00:00,-74.95031202910177,
2022-01-17 15:30:30,-74.95031202910177,
2022-01-17 23:59:59,-74.95031202910177,c
2022-01-18 00:00:00,-72.59990619984747,
2022-01-18 10:00:00,-88.34276616782074,
2022-01-18 10:30:00,-95.88459907025616,
2022-01-18 12:00:00,-88.78361209563971,
2022-01-18 13:30:00,-73.63924864076947,
2022-01-18 15:00:00,-74.9746023584959,
2022-01-18 15:30:30,-74.9746023584959,
2022-01-18 23:59:59,-63.93893622177143,c
2022-01-19 00:00:00,-49.68735803834213,
2022-01-19 10:00:00,-57.73695332807369,
2022-01-19 10:30:00,-64.58976993757574,
2022-01-19 12:00:00,-46.82348476058971,
2022-01-19 13:30:00,-60.156865871963625,
2022-01-19 15:00:00,-56.567140921272,
2022-01-19 15:30:30,-56.567140921272,
2022-01-19 23:59:59,-55.878417567595164,c
2022-01-20 00:00:00,-57.51367436764311,
2022-01-20 10:00:00,-52.061953012265654,
2022-01-20 10:30:00,-67.7814614801817,
2022-01-20 12:00:00,-76.67425343009589,
2022-01-20 13:30:00,-75.2895350165094,
2022-01-20 15:00:00,-69.56320434777064,
2022-01-20 15:30:30,-69.56320434777064,
2022-01-20 23:59:59,-58.71084257457575,c
2022-01-21 00:00:00,-57.03490372360506,
2022-01-21 10:00:00,-51.38838804377383,
2022-01-21 10:30:00,-50.677449087520706,
2022-01-21 12:00:00,-43.17001181277504,
2022-01-21 13:30:00,-33.52084345123278,
2022-01-21 15:00:00,-33.92571402292283,
2022-01-21 15:30:30,-33.92571402292283,
2022-01-21 23:59:59,-26.708515663978304,w
2022-01-24 00:00:00,-25.49030636785952,
2022-01-24 10:00:00,-6.091962831475669,
2022-01-24 10:30:00,-8.115431462663675,
2022-01-24 12:00:00,12.559803358878213,
2022-01-24 13:30:00,14.193662824005983,
2022-01-24 15:00:00,4.015340258454192,
2022-01-24 15:30:30,4.015340258454192,
2022-01-24 23:59:59,0.0,a
2022-01-25 00:00:00,17.116864105703502,
2022-01-25 10:00:00,51.04336735390464,
2022-01-25 10:30:00,49.92388603633636,
2022-01-25 12:00:00,65.61126562399356,
2022-01-25 13:30:00,53.387452234374386,
2022-01-25 15:00:00,42.89578363345268,
2022-01-25 15:30:30,42.89578363345268,
2022-01-25 23:59:59,55.99491504796212,c
2022-01-26 00:00:00,27.945303487496094,
2022-01-26 10:00:00,39.28941602123672,
2022-01-26 10:30:00,36.181431838587244,
2022-01-26 12:00:00,29.25798494141506,
2022-01-26 13:30:00,21.977215704994016,
2022-01-26 15:00:00,36.34676869398918,
2022-01-26 15:30:30,36.34676869398918,
2022-01-26 23:59:59,43.351104551616004,c
2022-01-27 00:00:00,41.00461703787341,
2022-01-27 10:00:00,44.75890513675033,
2022-01-27 10:30:00,38.31949513801083,
2022-01-27 12:00:00,48.402696046282344,
2022-01-27 13:30:00,52.43760719473481,
2022-01-27 15:00:00,51.25886667384751,
2022-01-27 15:30:30,51.25886667384751,
2022-01-27 23:59:59,51.93000484777104,c
2022-01-28 00:00:00,66.54534834942629,
2022-01-28 10:00:00,77.80608536946862,
2022-01-28 10:30:00,84.22921492471566,
2022-01-28 12:00:00,74.56843318379381,
2022-01-28 13:30:00,76.92294158857561,
2022-01-28 15:00:00,84.20717799308767,
2022-01-28 15:30:30,84.20717799308767,
2022-01-28 23:59:59,69.04114894287271,w
2022-01-31 00:00:00,60.94221657880485,
2022-01-31 10:00:00,55.28016093441084,
2022-01-31 10:30:00,57.40011632772468,
2022-01-31 12:00:00,50.57538745412021,
2022-01-31 13:30:00,59.893720769738785,
2022-01-31 15:00:00,47.94632339987734,
2022-01-31 15:30:30,47.94632339987734,
2022-01-31 23:59:59,24.72864216209839,e
2022-02-01 00:00:00,22.933613467069407,
2022-02-01 10:00:00,36.566721469617924,
2022-02-01 10:30:00,33.48871480972356,
2022-02-01 12:00:00,33.42767679268538,
2022-02-01 13:30:00,34.5244815083882,
2022-02-01 15:00:00,48.38419395354149,
2022-02-01 15:30:30,48.38419395354149,
2022-02-01 23:59:59,36.059375462961874,c
2022-02-02 00:00:00,41.68305355003843,
2022-02-02 10:00:00,45.45629301553895,
2022-02-02 10:30:00,52.610305264819026,
2022-02-02 12:00:00,62.329806201391605,
2022-02-02 13:30:00,60.02089940485253,
2022-02-02 15:00:00,56.29008100382512,
2022-02-02 15:30:30,56.29008100382512,
2022-02-02 23:59:59,59.06437371807534,c
2022-02-03 00:00:00,73.97580703377626,
2022-02-03 10:00:00,53.51963873491408,
2022-02-03 10:30:00,55.65041718753169,
2022-02-03 12:00:00,47.13368239856102,
2022-02-03 13:30:00,37.191658229340675,
2022-02-03 15:00:00,43.49772466069508,
2022-02-03 15:30:30,43.49772466069508,
2022-02-03 23:59:59,45.825310900996904,c
2022-02-04 00:00:00,44.03396664393574,
2022-02-04 10:00:00,27.748036569282423,
2022-02-04 10:30:00,20.879083181631927,
2022-02-04 12:00:00,21.7559966698069,
2022-02-04 13:30:00,26.403408909954944,
2022-02-04 15:00:00,24.617482641016775,
2022-02-04 15:30:30,24.617482641016775,
2022-02-04 23:59:59,19.258603745060338,w
2022-02-07 00:00:00,30.19549873017159,
2022-02-07 10:00:00,10.826931817553646,
2022-02-07 10:30:00,17.112669392293284,
2022-02-07 12:00:00,7.589806218968405,
2022-02-07 13:30:00,4.986684136868087,
2022-02-07 15:00:00,8.806487145833424,
2022-02-07 15:30:30,8.806487145833424,
2022-02-07 23:59:59,8.898549733373304,c
2022-02-08 00:00:00,31.610664261749122,
2022-02-08 10:00:00,36.46373984996532,
2022-02-08 10:30:00,51.02773280600265,
2022-02-08 12:00:00,37.621895469206954,
2022-02-08 13:30:00,32.92090529264704,
2022-02-08 15:00:00,32.78656761766508,
2022-02-08 15:30:30,32.78656761766508,
2022-02-08 23:59:59,30.650648224414027,c
2022-02-09 00:00:00,22.29622567197765,
2022-02-09 10:00:00,29.04033619852243,
2022-02-09 10:30:00,33.39913980057945,
2022-02-09 12:00:00,23.709541464757518,
2022-02-09 13:30:00,16.655515779202357,
2022-02-09 15:00:00,19.207126354017284,
2022-02-09 15:30:30,19.207126354017284,
2022-02-09 23:59:59,10.084834516381921,c
2022-02-10 00:00:00,23.36329658250322,
2022-02-10 10:00:00,11.962086419528823,
2022-02-10 10:30:00,5.349354162715631,
2022-02-10 12:00:00,-0.9151097646404858,
2022-02-10 13:30:00,-3.485391183469595,
2022-02-10 15:00:00,10.549205069087396,
2022-02-10 15:30:30,10.549205069087396,
2022-02-10 23:59:59,11.014508634856615,c
2022-02-11 00:00:00,1.6680301720451942,
2022-02-11 10:00:00,22.21350761229531,
2022-02-11 10:30:00,29.312005281856244,
2022-02-11 12:00:00,42.920519525592944,
2022-02-11 13:30:00,35.502842166103726,
2022-02-11 15:00:00,52.514894010926994,
2022-02-11 15:30:30,52.514894010926994,
2022-02-11 23:59:59,50.562439521967605,w
2022-02-14 00:00:00,54.217867706176236,
2022-02-14 10:00:00,24.76353676269514,
2022-02-14 10:30:00,24.3396513653564,
2022-02-14 12:00:00,20.894342816229567,
2022-02-14 13:30:00,26.1416585629975,
2022-02-14 15:00:00,17.346760116022477,
2022-02-14 15:30:30,17.346760116022477,
2022-02-14 23:59:59,20.20248763532336,c
