date,OMFL_2021_Q4,meta
2021-11-25 15:30:30,-155.20756869582146,
2021-11-25 23:59:59,-155.20756869582146,c
2021-11-26 00:00:00,-66.35810442578759,
2021-11-26 10:00:00,-28.4444962839911,
2021-11-26 10:30:00,-49.247095978425534,
2021-11-26 12:00:00,-56.93081471439223,
2021-11-26 13:30:00,-56.93081471439223,
2021-11-26 15:00:00,-56.93081471439223,
2021-11-26 15:30:30,-56.93081471439223,
2021-11-26 23:59:59,-98.54496421457418,w
2021-11-29 00:00:00,-118.3098112270726,
2021-11-29 10:00:00,-72.3103543301824,
2021-11-29 10:30:00,-45.41724787657773,
2021-11-29 12:00:00,-42.13290077560771,
2021-11-29 13:30:00,-62.297699439721214,
2021-11-29 15:00:00,-51.38673573917595,
2021-11-29 15:30:30,-51.38673573917595,
2021-11-29 23:59:59,-53.12767577822825,c
2021-11-30 00:00:00,-35.144940592579246,
2021-11-30 10:00:00,-15.305662353912112,
2021-11-30 10:30:00,6.124228970115553,
2021-11-30 12:00:00,7.435431954505418,
2021-11-30 13:30:00,31.427019645154814,
2021-11-30 15:00:00,11.529024220084466,
2021-11-30 15:30:30,11.529024220084466,s
2021-11-30 23:59:59,0.0,a
2021-12-01 00:00:00,-32.166998039770704,
2021-12-01 10:00:00,-69.56280649399918,
2021-12-01 10:30:00,-66.74895859360726,
2021-12-01 12:00:00,-6.305617512897129,
2021-12-01 13:30:00,-1.9817952851441305,
2021-12-01 15:00:00,17.32930816600134,
2021-12-01 15:30:30,17.32930816600134,
2021-12-01 23:59:59,30.322277965115518,c
0,30.322277965115518,
0,30.322277965115518,
0,30.322277965115518,
0,30.322277965115518,
0,30.322277965115518,
0,30.322277965115518,
0,30.322277965115518,
0,30.322277965115518,
2021-12-02 00:00:00,1.9143711571186373,
2021-12-02 10:00:00,-15.430095025207322,
2021-12-02 10:30:00,-18.06257199251087,
2021-12-02 12:00:00,-43.98439224663616,
2021-12-02 13:30:00,-30.98760630118221,
2021-12-02 15:00:00,-55.692342987376946,
2021-12-02 15:30:30,-55.692342987376946,
2021-12-02 23:59:59,-54.68642076546132,c
2021-12-03 00:00:00,-61.77451929672054,
2021-12-03 10:00:00,-56.07058702568503,
2021-12-03 10:30:00,-74.46965787427496,
2021-12-03 12:00:00,-38.38657397239916,
2021-12-03 13:30:00,-44.88292429132315,
2021-12-03 15:00:00,-30.264828090983087,
2021-12-03 15:30:30,-30.264828090983087,
2021-12-03 23:59:59,-20.868147850067203,w
2021-12-06 00:00:00,-38.835159940367134,
2021-12-06 10:00:00,-33.73461321211329,
2021-12-06 10:30:00,-37.64849812821882,
2021-12-06 12:00:00,-45.31913386116025,
2021-12-06 13:30:00,-40.202792860598265,
2021-12-06 15:00:00,-39.631190208428166,
2021-12-06 15:30:30,-39.631190208428166,
2021-12-06 23:59:59,-18.462820587736076,e
2021-12-07 00:00:00,-33.082312157630554,
2021-12-07 10:00:00,-54.94143585424814,
2021-12-07 10:30:00,-67.3045236071676,
2021-12-07 12:00:00,-53.37173327444577,
2021-12-07 13:30:00,-58.398104755902466,
2021-12-07 15:00:00,-61.7912597966432,
2021-12-07 15:30:30,-61.7912597966432,
2021-12-07 23:59:59,-38.940784082719176,c
2021-12-08 00:00:00,-47.39810789338878,
2021-12-08 10:00:00,-47.02053935853212,
2021-12-08 10:30:00,-38.6848160098661,
2021-12-08 12:00:00,-61.219827656305654,
2021-12-08 13:30:00,-53.87501027359576,
2021-12-08 15:00:00,-42.49568929259243,
2021-12-08 15:30:30,-42.49568929259243,
2021-12-08 23:59:59,-27.934963802063294,c
2021-12-09 00:00:00,-15.672252806612107,
2021-12-09 10:00:00,-12.922787848613552,
2021-12-09 10:30:00,-16.852771647889256,
2021-12-09 12:00:00,-5.128512237218047,
2021-12-09 13:30:00,-6.749084850791064,
2021-12-09 15:00:00,6.015706960136299,
2021-12-09 15:30:30,6.015706960136299,
2021-12-09 23:59:59,11.374073324982021,c
2021-12-10 00:00:00,7.238454070909995,
2021-12-10 10:00:00,44.224021735962765,
2021-12-10 10:30:00,42.69894467943999,
2021-12-10 12:00:00,53.05447187827218,
2021-12-10 13:30:00,63.08245571841434,
2021-12-10 15:00:00,63.87642390077991,
2021-12-10 15:30:30,63.87642390077991,
2021-12-10 23:59:59,59.44284908144061,w
2021-12-13 00:00:00,59.24566407533047,
2021-12-13 10:00:00,113.69636840008144,
2021-12-13 10:30:00,117.47316475417728,
2021-12-13 12:00:00,151.37945638427965,
2021-12-13 13:30:00,151.1054980040464,
2021-12-13 15:00:00,147.44992757892925,
2021-12-13 15:30:30,147.44992757892925,
2021-12-13 23:59:59,144.5396690371541,c
2021-12-14 00:00:00,135.60296763817695,
2021-12-14 10:00:00,78.48514281237209,
2021-12-14 10:30:00,59.23956207439147,
2021-12-14 12:00:00,86.20704685976926,
2021-12-14 13:30:00,84.81614240720069,
2021-12-14 15:00:00,99.53323591848812,
2021-12-14 15:30:30,99.53323591848812,
2021-12-14 23:59:59,107.71747838922823,c
2021-12-15 00:00:00,111.3083114853311,
2021-12-15 10:00:00,151.86831329208138,
2021-12-15 10:30:00,163.2268314199764,
2021-12-15 12:00:00,159.91854623327612,
2021-12-15 13:30:00,145.30185774798753,
2021-12-15 15:00:00,164.60126140060072,
2021-12-15 15:30:30,164.60126140060072,
2021-12-15 23:59:59,159.44961442880322,c
2021-12-16 00:00:00,132.9970503606815,
2021-12-16 10:00:00,117.33686544717636,
2021-12-16 10:30:00,108.38731006061204,
2021-12-16 12:00:00,117.12256395000821,
2021-12-16 13:30:00,126.17705765692375,
2021-12-16 15:00:00,146.90171902325244,
2021-12-16 15:30:30,146.90171902325244,
2021-12-16 23:59:59,152.30304007979078,c
2021-12-17 00:00:00,142.08332348340576,
2021-12-17 10:00:00,161.39760973535044,
2021-12-17 10:30:00,150.0107619323815,
2021-12-17 12:00:00,133.42655987063557,
2021-12-17 13:30:00,141.1607961759239,
2021-12-17 15:00:00,139.1782403816714,
2021-12-17 15:30:30,139.1782403816714,q
2021-12-17 23:59:59,141.11637808820234,w
2021-12-20 00:00:00,164.97418766372346,
2021-12-20 10:00:00,192.88055645613485,
2021-12-20 10:30:00,188.8524670855354,
2021-12-20 12:00:00,221.32437010299213,
2021-12-20 13:30:00,231.52875532793553,
2021-12-20 15:00:00,225.84281565700803,
2021-12-20 15:30:30,225.84281565700803,
2021-12-20 23:59:59,208.35239921732864,c
