date,EU_DJSC_2022_Q2,meta
2022-06-21 03:30:00,148.1201875200685,
2022-06-21 04:00:00,130.223759425622,
2022-06-21 06:00:00,132.34214245164128,
2022-06-21 08:00:00,129.96602059239035,
2022-06-21 10:30:00,124.03993147459107,
2022-06-21 11:00:00,127.37740879338435,
2022-06-21 23:59:59,126.539494831242,c
2022-06-22 00:00:00,182.71420556256658,
2022-06-22 03:30:00,145.6041617548882,
2022-06-22 04:00:00,140.80549541571122,
2022-06-22 06:00:00,140.54286966568486,
2022-06-22 08:00:00,143.00518413399936,
2022-06-22 10:30:00,183.91113607115688,
2022-06-22 11:00:00,181.21973373708022,
2022-06-22 23:59:59,181.5132178221702,c
2022-06-23 00:00:00,193.81381416948136,
2022-06-23 03:30:00,193.5452474111164,
2022-06-23 04:00:00,197.11033027724795,
2022-06-23 06:00:00,196.19571783707897,
2022-06-23 08:00:00,172.08040430183723,
2022-06-23 10:30:00,190.64852768891024,
2022-06-23 11:00:00,201.13615119246765,
2022-06-23 23:59:59,196.34617843292972,c
2022-06-24 00:00:00,209.60511661316355,
2022-06-24 03:30:00,229.20847709762677,
2022-06-24 04:00:00,246.56833431307473,
2022-06-24 06:00:00,240.4162452402519,
2022-06-24 08:00:00,214.1315728401114,
2022-06-24 10:30:00,218.29147636735695,
2022-06-24 11:00:00,216.59900081382364,
2022-06-24 23:59:59,201.08617434988196,w
2022-06-27 00:00:00,241.91731759899847,
2022-06-27 03:30:00,237.08436585193476,
2022-06-27 04:00:00,249.51711572064312,
2022-06-27 06:00:00,272.94815322969987,
2022-06-27 08:00:00,285.07719191249487,
2022-06-27 10:30:00,293.35425106160153,
2022-06-27 11:00:00,282.41221578306033,
2022-06-27 23:59:59,285.6708076686051,c
2022-06-28 00:00:00,271.08704536450534,
2022-06-28 03:30:00,273.5560179686181,
2022-06-28 04:00:00,258.48113149504763,
2022-06-28 06:00:00,269.51796055466025,
2022-06-28 08:00:00,272.9689906542882,
2022-06-28 10:30:00,280.588099268851,
2022-06-28 11:00:00,274.2053308307477,
2022-06-28 23:59:59,255.56508899335722,c
2022-06-29 00:00:00,240.4354098907512,
2022-06-29 03:30:00,235.24552031024564,
2022-06-29 04:00:00,245.64067452726306,
2022-06-29 06:00:00,247.4775122929425,
2022-06-29 08:00:00,264.987755468881,
2022-06-29 10:30:00,296.0718753746853,
2022-06-29 11:00:00,315.2837964237731,
2022-06-29 23:59:59,315.4151464464926,c
2022-06-30 00:00:00,314.93026483665096,
2022-06-30 03:30:00,349.1929351771423,
2022-06-30 04:00:00,348.21429695383097,
2022-06-30 06:00:00,336.5910494067284,
2022-06-30 08:00:00,360.0650775534066,
2022-06-30 10:30:00,362.40345542480577,
2022-06-30 11:00:00,368.1504335062972,
2022-06-30 23:59:59,371.59640131650144,c
2022-07-01 00:00:00,349.48062531100913,
2022-07-01 03:30:00,347.22632847369914,
2022-07-01 04:00:00,349.7395379859862,
2022-07-01 06:00:00,344.2566777310424,
2022-07-01 08:00:00,353.5237014419737,
2022-07-01 10:30:00,374.7026114771428,
2022-07-01 11:00:00,395.02051285583013,
2022-07-01 23:59:59,389.26786619711766,w
