date,DJSECT_TRANS_2021_Q3,meta
2021-09-10 10:00:00,4.208681762455512,
2021-09-10 10:30:00,1.5953258556252763,
2021-09-10 12:00:00,5.590691398778404,
2021-09-10 13:30:00,2.8410920138483107,
2021-09-10 15:00:00,0.05540559588888527,
2021-09-10 15:30:30,0.05540559588888527,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,-2.28751265015228,
2021-09-13 10:00:00,-7.362502706911755,
2021-09-13 10:30:00,-11.139397147172645,
2021-09-13 12:00:00,-6.370840352442599,
2021-09-13 13:30:00,5.02921049936208,
2021-09-13 15:00:00,3.7271615524695108,
2021-09-13 15:30:30,3.7271615524695108,
2021-09-13 23:59:59,5.162043529434186,c
2021-09-14 00:00:00,4.249778415450351,
2021-09-14 10:00:00,10.772858464582782,
2021-09-14 10:30:00,3.8257891192035345,
2021-09-14 12:00:00,1.2542027717042288,
2021-09-14 13:30:00,-1.9621666113761194,
2021-09-14 15:00:00,-1.265335647029758,
2021-09-14 15:30:30,-1.265335647029758,
2021-09-14 23:59:59,-4.342999769890014,c
2021-09-15 00:00:00,-11.714033541572519,
2021-09-15 10:00:00,-5.433347610332191,
2021-09-15 10:30:00,0.5200117369363966,
2021-09-15 12:00:00,2.2205753553148497,
2021-09-15 13:30:00,-1.0504921617334162,
2021-09-15 15:00:00,9.039021104367407,
2021-09-15 15:30:30,9.039021104367407,
2021-09-15 23:59:59,10.305267236510247,c
2021-09-16 00:00:00,2.598801264287374,
2021-09-16 10:00:00,8.141625691163824,
2021-09-16 10:30:00,10.829711344579437,
2021-09-16 12:00:00,12.022996868173948,
2021-09-16 13:30:00,10.07391566226704,
2021-09-16 15:00:00,8.582577303468554,
2021-09-16 15:30:30,8.582577303468554,
2021-09-16 23:59:59,8.080430188705407,c
2021-09-17 00:00:00,6.776743081930306,
2021-09-17 10:00:00,6.601163522800277,
2021-09-17 10:30:00,5.313692081957697,
2021-09-17 12:00:00,-1.9712935462148948,
2021-09-17 13:30:00,-0.06416085739022037,
2021-09-17 15:00:00,7.022008202866459,
2021-09-17 15:30:30,7.022008202866459,
2021-09-17 23:59:59,7.675142413844242,e
2021-09-20 00:00:00,-27.323474691162005,
2021-09-20 10:00:00,-26.517852793999396,
2021-09-20 10:30:00,-36.29994774382993,
2021-09-20 12:00:00,-38.1736794373989,
2021-09-20 13:30:00,-35.428670275870275,
2021-09-20 15:00:00,-43.160794020184994,
2021-09-20 15:30:30,-43.160794020184994,
2021-09-20 23:59:59,-33.12827230588982,c
2021-09-21 00:00:00,-29.11392780398404,
2021-09-21 10:00:00,-35.86144061994975,
2021-09-21 10:30:00,-40.646555406062475,
2021-09-21 12:00:00,-41.45738392791253,
2021-09-21 13:30:00,-40.06527084345362,
2021-09-21 15:00:00,-36.71596890913918,
2021-09-21 15:30:30,-36.71596890913918,
2021-09-21 23:59:59,-36.36454573991864,c
2021-09-22 00:00:00,-30.91210206086481,
2021-09-22 10:00:00,-23.88291731421242,
2021-09-22 10:30:00,-32.46623854376122,
2021-09-22 12:00:00,-30.639540697508608,
2021-09-22 13:30:00,-32.458929882561165,
2021-09-22 15:00:00,-30.450984159520715,
2021-09-22 15:30:30,-30.450984159520715,
2021-09-22 23:59:59,-29.459720341067907,c
2021-09-23 00:00:00,-15.776769059539959,
2021-09-23 10:00:00,-14.215417554983105,
2021-09-23 10:30:00,-10.257504016128621,
2021-09-23 12:00:00,-3.241148155874214,
2021-09-23 13:30:00,3.4256726493917427,
2021-09-23 15:00:00,0.04656761733565418,
2021-09-23 15:30:30,0.04656761733565418,
2021-09-23 23:59:59,0.8489472823238202,c
2021-09-24 00:00:00,0.4423928350831261,
2021-09-24 10:00:00,4.336705443623316,
2021-09-24 10:30:00,4.440848462299243,
2021-09-24 12:00:00,3.2733127140830334,
2021-09-24 13:30:00,10.553866533781274,
2021-09-24 15:00:00,1.0016961644266758,
2021-09-24 15:30:30,1.0016961644266758,
2021-09-24 23:59:59,2.2831077679622354,w
2021-09-27 00:00:00,-3.993234927668823,
2021-09-27 10:00:00,-2.492948924565951,
2021-09-27 10:30:00,2.39430268238317,
2021-09-27 12:00:00,17.456483973966044,
2021-09-27 13:30:00,18.26206502328546,
2021-09-27 15:00:00,20.810196685385733,
2021-09-27 15:30:30,20.810196685385733,
2021-09-27 23:59:59,29.316613429915435,c
2021-09-28 00:00:00,25.46082340430371,
2021-09-28 10:00:00,17.19118534513973,
2021-09-28 10:30:00,2.204412933440551,
2021-09-28 12:00:00,7.756404177636341,
2021-09-28 13:30:00,10.322011307315051,
2021-09-28 15:00:00,12.250550514813426,
2021-09-28 15:30:30,12.250550514813426,
2021-09-28 23:59:59,3.3088706407966697,c
2021-09-29 00:00:00,6.662796863852975,
2021-09-29 10:00:00,-5.909859362053965,
2021-09-29 10:30:00,-8.73133095838483,
2021-09-29 12:00:00,-12.151555108724892,
2021-09-29 13:30:00,-15.70803862073251,
2021-09-29 15:00:00,-13.297948162392686,
2021-09-29 15:30:30,-13.297948162392686,
2021-09-29 23:59:59,-13.995194531907089,c
2021-09-30 00:00:00,-3.3481057696290577,
2021-09-30 10:00:00,-6.5312444513684795,
2021-09-30 10:30:00,-5.283560836569734,
2021-09-30 12:00:00,-3.1631278480487026,
2021-09-30 13:30:00,-1.576324262083915,
2021-09-30 15:00:00,-1.454605436049178,
2021-09-30 15:30:30,-1.454605436049178,
2021-09-30 23:59:59,-0.45584396336897726,c
2021-10-01 00:00:00,-2.1131007543264104,
2021-10-01 10:00:00,0.2862451974366991,
2021-10-01 10:30:00,-4.616715045681644,
2021-10-01 12:00:00,-3.1363757702060298,
2021-10-01 13:30:00,-4.125820059982516,
2021-10-01 15:00:00,-4.291660621593962,
2021-10-01 15:30:30,-4.291660621593962,
2021-10-01 23:59:59,-5.677174905204026,w
