date,EU_IDVY_2022_Q1,meta
2022-03-11 03:30:00,-57.944767401923855,
2022-03-11 04:00:00,-69.09653741876127,
2022-03-11 06:00:00,-126.30844404161894,
2022-03-11 08:00:00,-23.81705564640629,
2022-03-11 10:30:00,6.558612649514998,
2022-03-11 11:00:00,6.429824027622999,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,59.41237670246505,
2022-03-14 03:30:00,59.41237670246505,
2022-03-14 04:00:00,59.41237670246505,
2022-03-14 06:00:00,152.5002122750334,
2022-03-14 08:00:00,133.3492740776362,
2022-03-14 10:30:00,156.58489744650115,
2022-03-14 11:00:00,169.56515244112597,
2022-03-14 23:59:59,131.99938803132545,c
2022-03-15 00:00:00,136.38686337788477,
2022-03-15 03:30:00,136.38686337788477,
2022-03-15 04:00:00,136.38686337788477,
2022-03-15 06:00:00,59.68639282770846,
2022-03-15 08:00:00,88.97618193748644,
2022-03-15 10:30:00,143.04194794594014,
2022-03-15 11:00:00,165.97626642213413,
2022-03-15 23:59:59,136.41578149369457,c
2022-03-16 00:00:00,195.5776834689873,
2022-03-16 03:30:00,195.5776834689873,
2022-03-16 04:00:00,195.5776834689873,
2022-03-16 06:00:00,264.43327691423656,
2022-03-16 08:00:00,309.14212822716354,
2022-03-16 10:30:00,339.99142981065734,
2022-03-16 11:00:00,310.6902888566972,
2022-03-16 23:59:59,314.5749800715528,c
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
0,314.5749800715528,
2022-03-17 00:00:00,366.33899207946047,
2022-03-17 03:30:00,366.33899207946047,
2022-03-17 04:00:00,366.33899207946047,
2022-03-17 06:00:00,397.8284543237967,
2022-03-17 08:00:00,351.5530847731977,
2022-03-17 10:30:00,386.03194419234956,
2022-03-17 11:00:00,384.75742914518673,
2022-03-17 23:59:59,403.8157217799087,c
2022-03-18 00:00:00,372.6220212599794,
2022-03-18 03:30:00,372.6220212599794,
2022-03-18 04:00:00,372.6220212599794,
2022-03-18 06:00:00,409.6865961581518,
2022-03-18 08:00:00,393.60919861815614,
2022-03-18 10:30:00,444.25331857411925,
2022-03-18 11:00:00,499.5103834753868,
2022-03-18 23:59:59,554.8131225483037,e
2022-03-21 00:00:00,489.9145014432461,
2022-03-21 03:30:00,489.9145014432461,
2022-03-21 04:00:00,489.9145014432461,
2022-03-21 06:00:00,305.59632286005353,
2022-03-21 08:00:00,280.4209674192068,
2022-03-21 10:30:00,274.29833250314823,
2022-03-21 11:00:00,252.28090455233928,
2022-03-21 23:59:59,267.43548987674217,c
2022-03-22 00:00:00,290.9367195128873,
2022-03-22 03:30:00,290.9367195128873,
2022-03-22 04:00:00,290.9367195128873,
2022-03-22 06:00:00,291.67043460105697,
2022-03-22 08:00:00,324.02111313789555,
2022-03-22 10:30:00,330.86972092791916,
2022-03-22 11:00:00,325.10052024133097,
2022-03-22 23:59:59,340.642565596311,c
2022-03-23 00:00:00,336.87273603438643,
2022-03-23 03:30:00,336.87273603438643,
2022-03-23 04:00:00,336.87273603438643,
2022-03-23 06:00:00,271.0074809247401,
2022-03-23 08:00:00,271.3486300524055,
2022-03-23 10:30:00,236.2969801390068,
2022-03-23 11:00:00,251.08404766584727,
2022-03-23 23:59:59,263.66587365576333,c
2022-03-24 00:00:00,198.28592043925164,
2022-03-24 03:30:00,198.28592043925164,
2022-03-24 04:00:00,198.28592043925164,
2022-03-24 06:00:00,162.71751667636022,
2022-03-24 08:00:00,127.72717194946154,
2022-03-24 10:30:00,146.27314648846914,
2022-03-24 11:00:00,152.10665678362238,
2022-03-24 23:59:59,163.98796136759915,c
2022-03-25 00:00:00,149.72680252138116,
2022-03-25 03:30:00,149.72680252138116,
2022-03-25 04:00:00,149.72680252138116,
2022-03-25 06:00:00,103.02494398354247,
2022-03-25 08:00:00,87.22359718783378,
2022-03-25 10:30:00,64.15030033228618,
2022-03-25 11:00:00,58.98885179041736,
2022-03-25 23:59:59,66.24978213449845,w
2022-03-28 00:00:00,53.85669790548013,
2022-03-28 03:30:00,72.39124339068053,
2022-03-28 04:00:00,88.36562827797525,
2022-03-28 06:00:00,83.93705388120657,
2022-03-28 08:00:00,98.63694432629904,
2022-03-28 10:30:00,77.00631479338995,
2022-03-28 11:00:00,74.56067088050077,
2022-03-28 23:59:59,64.50768189885252,c
2022-03-29 00:00:00,108.18266073810696,
2022-03-29 03:30:00,136.02737425528244,
2022-03-29 04:00:00,123.4817378797054,
2022-03-29 06:00:00,160.32061191724733,
2022-03-29 08:00:00,176.83593120258115,
2022-03-29 10:30:00,247.63936144168383,
2022-03-29 11:00:00,280.86505967402013,
2022-03-29 23:59:59,266.4546608432413,c
2022-03-30 00:00:00,230.13139099045384,
2022-03-30 03:30:00,194.08761687138553,
2022-03-30 04:00:00,177.99951018220509,
2022-03-30 06:00:00,169.98396371314743,
2022-03-30 08:00:00,221.2516260418863,
2022-03-30 10:30:00,213.7188793579494,
2022-03-30 11:00:00,208.43558262161628,
2022-03-30 23:59:59,173.14670752488132,c
2022-03-31 00:00:00,166.04069626575665,
2022-03-31 03:30:00,177.70800973354744,
2022-03-31 04:00:00,149.15642259022889,
2022-03-31 06:00:00,150.1447572103748,
2022-03-31 08:00:00,144.3922380956319,
2022-03-31 10:30:00,112.53168556324295,
2022-03-31 11:00:00,118.60388035127312,
2022-03-31 23:59:59,130.152903123643,c
2022-04-01 00:00:00,130.11410428273211,
2022-04-01 03:30:00,192.12371027693666,
2022-04-01 04:00:00,162.2188887783991,
2022-04-01 06:00:00,166.7620615533806,
2022-04-01 08:00:00,137.48596648569514,
2022-04-01 10:30:00,116.17487534971701,
2022-04-01 11:00:00,127.61153846023831,
2022-04-01 23:59:59,122.4423306533788,w
