date,EU_MSCI_MINVOL_2022_Q2,meta
2022-05-23 00:00:00,-15.365261206020392,
2022-05-23 03:30:00,-5.749386615939159,
2022-05-23 04:00:00,3.414786573108536,
2022-05-23 06:00:00,-4.024979818033941,
2022-05-23 08:00:00,-8.552391325492664,
2022-05-23 10:30:00,22.10260084506878,
2022-05-23 11:00:00,29.85389853181998,
2022-05-23 23:59:59,21.170451242772934,c
2022-05-24 00:00:00,57.11418741749906,
2022-05-24 03:30:00,44.8859011778863,
2022-05-24 04:00:00,52.274776779653,
2022-05-24 06:00:00,57.29926341846677,
2022-05-24 08:00:00,44.28584991756628,
2022-05-24 10:30:00,75.27825694123304,
2022-05-24 11:00:00,80.87734667213181,
2022-05-24 23:59:59,92.00689256828082,c
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
0,92.00689256828082,
2022-05-25 00:00:00,93.6336454255534,
2022-05-25 03:30:00,120.67976910761439,
2022-05-25 04:00:00,116.55184793738985,
2022-05-25 06:00:00,121.1692451039805,
2022-05-25 08:00:00,130.45654437692343,
2022-05-25 10:30:00,107.96045880380683,
2022-05-25 11:00:00,107.30184812725022,
2022-05-25 23:59:59,107.42696421514619,c
2022-05-26 00:00:00,114.738384824983,
2022-05-26 03:30:00,123.07134881709504,
2022-05-26 04:00:00,109.10033376333753,
2022-05-26 06:00:00,118.2516175838752,
2022-05-26 08:00:00,105.36375980013588,
2022-05-26 10:30:00,91.37984104412232,
2022-05-26 11:00:00,84.61232926411785,
2022-05-26 23:59:59,76.38282121724845,c
2022-05-27 00:00:00,69.68415462225457,
2022-05-27 03:30:00,51.219786160631514,
2022-05-27 04:00:00,58.25248148562352,
2022-05-27 06:00:00,33.670132452679695,
2022-05-27 08:00:00,33.622166763303355,
2022-05-27 10:30:00,8.889072458156228,
2022-05-27 11:00:00,-5.006255510808529,
2022-05-27 23:59:59,-12.22623768718013,w
2022-05-30 00:00:00,-58.8549151801177,
2022-05-30 03:30:00,-114.00081109878752,
2022-05-30 04:00:00,-146.5261025672995,
2022-05-30 06:00:00,-165.43511713882128,
2022-05-30 08:00:00,-153.08239175761767,
2022-05-30 10:30:00,-143.0947526876428,
2022-05-30 11:00:00,-149.19798639459967,
2022-05-30 23:59:59,-144.5807285587493,c
2022-05-31 00:00:00,-132.7462264841685,
2022-05-31 03:30:00,-93.64027297234969,
2022-05-31 04:00:00,-106.87744196182672,
2022-05-31 06:00:00,-111.34209219898972,
2022-05-31 08:00:00,-137.86692483042648,
2022-05-31 10:30:00,-120.68730910552063,
2022-05-31 11:00:00,-112.5891929483083,
2022-05-31 23:59:59,-119.50190053946116,e
2022-06-01 00:00:00,-104.06654508077568,
2022-06-01 03:30:00,-96.56227715854723,
2022-06-01 04:00:00,-84.31647585744088,
2022-06-01 06:00:00,-87.76518557271714,
2022-06-01 08:00:00,-87.43402743374006,
2022-06-01 10:30:00,-106.78269734623368,
2022-06-01 11:00:00,-106.82433881252803,
2022-06-01 23:59:59,-94.95783860354248,c
2022-06-02 00:00:00,-94.08711308080373,
2022-06-02 03:30:00,-101.09652501295173,
2022-06-02 04:00:00,-108.03118809962291,
2022-06-02 06:00:00,-110.68619241708572,
2022-06-02 08:00:00,-109.78224559767395,
2022-06-02 10:30:00,-121.95203148720304,
2022-06-02 11:00:00,-123.30877013481364,
2022-06-02 23:59:59,-113.66770899750534,c
2022-06-03 00:00:00,-128.00236440572857,
2022-06-03 03:30:00,-138.35140351736754,
2022-06-03 04:00:00,-143.5748245183895,
2022-06-03 06:00:00,-150.7853976963619,
2022-06-03 08:00:00,-128.0929207634131,
2022-06-03 10:30:00,-116.35324223809195,
2022-06-03 11:00:00,-113.38211509684737,
2022-06-03 23:59:59,-112.13183519155228,w
2022-06-06 00:00:00,-108.25904569746166,
2022-06-06 03:30:00,-120.11655375035576,
2022-06-06 04:00:00,-115.66777818048391,
2022-06-06 06:00:00,-121.71854508111477,
2022-06-06 08:00:00,-122.79564998754606,
2022-06-06 10:30:00,-125.80663735468937,
2022-06-06 11:00:00,-125.83875019765688,
2022-06-06 23:59:59,-123.4839757116431,c
2022-06-07 00:00:00,-122.97132253364629,
2022-06-07 03:30:00,-125.09140924989177,
2022-06-07 04:00:00,-130.90502369950292,
2022-06-07 06:00:00,-122.7200935003591,
2022-06-07 08:00:00,-118.28363925585106,
2022-06-07 10:30:00,-117.55065685476995,
2022-06-07 11:00:00,-124.45083347394342,
2022-06-07 23:59:59,-127.9463834970602,c
2022-06-08 00:00:00,-141.16037994976756,
2022-06-08 03:30:00,-137.28757249217495,
2022-06-08 04:00:00,-137.1950790238855,
2022-06-08 06:00:00,-152.04817576237167,
2022-06-08 08:00:00,-143.98149322468586,
2022-06-08 10:30:00,-156.70759725708,
2022-06-08 11:00:00,-151.17830139186316,
2022-06-08 23:59:59,-137.53087588355774,c
2022-06-09 00:00:00,-117.5902760932218,
2022-06-09 03:30:00,-115.3774925318869,
2022-06-09 04:00:00,-131.4829577385898,
2022-06-09 06:00:00,-153.87044278132126,
2022-06-09 08:00:00,-138.64080323163572,
2022-06-09 10:30:00,-108.48821373519431,
2022-06-09 11:00:00,-102.70742308150503,
2022-06-09 23:59:59,-120.77435540846349,c
2022-06-10 00:00:00,-101.74018067484064,
2022-06-10 03:30:00,-96.04375563923821,
2022-06-10 04:00:00,-96.85843514072852,
2022-06-10 06:00:00,-128.65027374759933,
2022-06-10 08:00:00,-123.59917859239135,
2022-06-10 10:30:00,-85.1119062623331,
2022-06-10 11:00:00,-75.44878117376672,
2022-06-10 23:59:59,-75.06440886118097,w
2022-06-13 00:00:00,-52.59432953489737,
2022-06-13 03:30:00,-55.75749658274084,
2022-06-13 04:00:00,-53.305319895528925,
2022-06-13 06:00:00,-54.05376279830284,
2022-06-13 08:00:00,-58.98155054292977,
2022-06-13 10:30:00,-57.48515842834098,
2022-06-13 11:00:00,-56.41670319960889,
2022-06-13 23:59:59,-52.25462905816953,c
2022-06-14 00:00:00,-61.835714099600324,
2022-06-14 03:30:00,-53.40441146964285,
2022-06-14 04:00:00,-28.977359206514237,
2022-06-14 06:00:00,-31.799036084942458,
2022-06-14 08:00:00,-32.036184401149725,
2022-06-14 10:30:00,-14.872253602581907,
2022-06-14 11:00:00,-10.38342191801648,
2022-06-14 23:59:59,3.3080134062273956,c
2022-06-15 00:00:00,11.800074453001713,
2022-06-15 03:30:00,8.747955755884803,
2022-06-15 04:00:00,-0.37678622943023754,
2022-06-15 06:00:00,7.449834254728962,
2022-06-15 08:00:00,5.656194914278075,
2022-06-15 10:30:00,-2.4484113714118934,
2022-06-15 11:00:00,-5.549714264285356,
2022-06-15 23:59:59,-29.08217640990081,c
2022-06-16 00:00:00,-10.292173480600027,
2022-06-16 03:30:00,3.2579199099615366,
2022-06-16 04:00:00,6.091103677409727,
2022-06-16 06:00:00,6.77612344354722,
2022-06-16 08:00:00,27.949944564166856,
2022-06-16 10:30:00,38.75574793753712,
2022-06-16 11:00:00,41.212191041544145,
2022-06-16 23:59:59,7.917076868028019,c
2022-06-17 00:00:00,-1.8510243499096504,
2022-06-17 03:30:00,-40.37202632863767,
2022-06-17 04:00:00,-49.56003959236712,
2022-06-17 06:00:00,-62.93823916464433,
2022-06-17 08:00:00,-38.08949161406153,
2022-06-17 10:30:00,-49.57241823016443,
2022-06-17 11:00:00,-54.6524638487398,
2022-06-17 23:59:59,-58.95849350412665,w
2022-06-20 00:00:00,-67.76458573630046,
2022-06-20 03:30:00,-73.0086447188296,
2022-06-20 04:00:00,-98.65771045711341,
2022-06-20 06:00:00,-119.87159828636362,
2022-06-20 08:00:00,-106.93712721061803,
2022-06-20 10:30:00,-92.24344473587547,
2022-06-20 11:00:00,-95.07720732781772,
2022-06-20 23:59:59,-95.30479024683709,c
2022-06-21 00:00:00,-99.92711535130277,
2022-06-21 03:30:00,-129.80960832772888,
2022-06-21 04:00:00,-133.28778540954534,
2022-06-21 06:00:00,-133.59058392230423,
2022-06-21 08:00:00,-130.28413515994063,
2022-06-21 10:30:00,-135.78611055359903,
2022-06-21 11:00:00,-131.7083575214473,
2022-06-21 23:59:59,-122.85289319287648,c
