date,PKW_2023_Q1,meta
2023-02-03 15:00:00,-85.56910270864014,
2023-02-03 15:30:30,-85.56910270864014,
2023-02-03 23:59:59,-90.54483526328454,w
2023-02-06 00:00:00,-94.23610800648927,
2023-02-06 10:00:00,-101.05543950666402,
2023-02-06 10:30:00,-105.34185641560052,
2023-02-06 12:00:00,-93.80274305918996,
2023-02-06 13:30:00,-102.54286292688528,
2023-02-06 15:00:00,-105.26915200552804,
2023-02-06 15:30:30,-105.26915200552804,
2023-02-06 23:59:59,-107.82723759813666,c
2023-02-07 00:00:00,-103.64713601856309,
2023-02-07 10:00:00,-103.84998212365988,
2023-02-07 10:30:00,-108.49822420441015,
2023-02-07 12:00:00,-106.77610194478777,
2023-02-07 13:30:00,-107.1136900390687,
2023-02-07 15:00:00,-108.7893798274824,
2023-02-07 15:30:30,-108.7893798274824,
2023-02-07 23:59:59,-98.81143950865496,c
2023-02-08 00:00:00,-101.31819067651244,
2023-02-08 10:00:00,-116.45883771262856,
2023-02-08 10:30:00,-123.87890241145786,
2023-02-08 12:00:00,-130.02673828167258,
2023-02-08 13:30:00,-136.06696767221422,
2023-02-08 15:00:00,-139.07733402956225,
2023-02-08 15:30:30,-139.07733402956225,
2023-02-08 23:59:59,-137.98839928836392,c
2023-02-09 00:00:00,-130.16594554676627,
2023-02-09 10:00:00,-128.1124449637513,
2023-02-09 10:30:00,-133.3917142795769,
2023-02-09 12:00:00,-132.55716942358185,
2023-02-09 13:30:00,-127.54306615455502,
2023-02-09 15:00:00,-136.60300694182587,
2023-02-09 15:30:30,-136.60300694182587,
2023-02-09 23:59:59,-145.58656903146877,c
2023-02-10 00:00:00,-134.44145473663627,
2023-02-10 10:00:00,-126.40760447885589,
2023-02-10 10:30:00,-123.15101090485848,
2023-02-10 12:00:00,-129.44320515464958,
2023-02-10 13:30:00,-129.19166991241434,
2023-02-10 15:00:00,-123.84435064090519,
2023-02-10 15:30:30,-123.84435064090519,
2023-02-10 23:59:59,-121.31244665737813,w
2023-02-13 00:00:00,-127.88709048493783,
2023-02-13 10:00:00,-133.34864348399952,
2023-02-13 10:30:00,-134.65417252012827,
2023-02-13 12:00:00,-128.4489980056582,
2023-02-13 13:30:00,-126.5757871530657,
2023-02-13 15:00:00,-134.03920197690252,
2023-02-13 15:30:30,-134.03920197690252,
2023-02-13 23:59:59,-140.19163447193193,c
2023-02-14 00:00:00,-143.88577456837572,
2023-02-14 10:00:00,-127.11455036054724,
2023-02-14 10:30:00,-124.66243954154717,
2023-02-14 12:00:00,-114.10237977694013,
2023-02-14 13:30:00,-114.49338505370409,
2023-02-14 15:00:00,-109.33548398406822,
2023-02-14 15:30:30,-109.33548398406822,
2023-02-14 23:59:59,-107.82705108987417,c
