date,BUG_2022_Q4,meta
2022-11-17 10:00:00,-107.40577274136223,
2022-11-17 10:30:00,-67.78141608178174,
2022-11-17 12:00:00,-54.09735476528368,
2022-11-17 13:30:00,-77.6896904794869,
2022-11-17 15:00:00,-64.0418018124912,
2022-11-17 15:30:30,-64.0418018124912,
2022-11-17 23:59:59,-66.93142646127325,c
2022-11-18 00:00:00,-69.05005078199486,
2022-11-18 10:00:00,-138.32667067354186,
2022-11-18 10:30:00,-132.05472792945676,
2022-11-18 12:00:00,-122.41653679657492,
2022-11-18 13:30:00,-113.40712896761164,
2022-11-18 15:00:00,-126.26435355720781,
2022-11-18 15:30:30,-126.26435355720781,
2022-11-18 23:59:59,-108.66531048398502,w
2022-11-21 00:00:00,-126.68321510678987,
2022-11-21 10:00:00,-138.45599294881248,
2022-11-21 10:30:00,-171.04639426860768,
2022-11-21 12:00:00,-178.4017473490183,
2022-11-21 13:30:00,-182.78518738010865,
2022-11-21 15:00:00,-178.33655475400025,
2022-11-21 15:30:30,-178.33655475400025,
2022-11-21 23:59:59,-178.28143305966063,c
2022-11-22 00:00:00,-186.6570833958014,
2022-11-22 10:00:00,-213.4127309197657,
2022-11-22 10:30:00,-234.04592081362142,
2022-11-22 12:00:00,-215.26989750833042,
2022-11-22 13:30:00,-278.3288379684414,
2022-11-22 15:00:00,-282.1343323532961,
2022-11-22 15:30:30,-282.1343323532961,
2022-11-22 23:59:59,-277.80166845194395,c
2022-11-23 00:00:00,-266.3715871335807,
2022-11-23 10:00:00,-280.7718016985196,
2022-11-23 10:30:00,-298.49221824074476,
2022-11-23 12:00:00,-262.25080826336006,
2022-11-23 13:30:00,-243.0675395133821,
2022-11-23 15:00:00,-225.21786163962935,
2022-11-23 15:30:30,-225.21786163962935,
2022-11-23 23:59:59,-233.8563375443626,c
2022-11-24 00:00:00,-236.04797524633028,
2022-11-24 10:00:00,-235.80065645408894,
2022-11-24 10:30:00,-235.66545792522226,
2022-11-24 12:00:00,-237.20022794732137,
2022-11-24 13:30:00,-235.00817951864354,
2022-11-24 15:00:00,-232.59692624709663,
2022-11-24 15:30:30,-232.59692624709663,
2022-11-24 23:59:59,-235.1713201655429,c
2022-11-25 00:00:00,-219.77697726214484,
2022-11-25 10:00:00,-216.49198397660626,
2022-11-25 10:30:00,-209.55799086385485,
2022-11-25 12:00:00,-208.4075974095354,
2022-11-25 13:30:00,-207.39304648028389,
2022-11-25 15:00:00,-206.43078924086757,
2022-11-25 15:30:30,-206.43078924086757,
2022-11-25 23:59:59,-209.10165106395738,w
