date,EU_HTWO_2022_Q4,meta
2022-11-15 03:30:00,1647.085658902192,
2022-11-15 04:00:00,1640.7596869511688,
2022-11-15 06:00:00,1587.5242233407719,
2022-11-15 08:00:00,1538.066745830353,
2022-11-15 10:30:00,1591.7168169742329,
2022-11-15 11:00:00,1573.3625544582562,
2022-11-15 23:59:59,1523.1572098765334,c
2022-11-16 00:00:00,1582.371536537448,
2022-11-16 03:30:00,1375.4389181785898,
2022-11-16 04:00:00,1248.2015652955004,
2022-11-16 06:00:00,1401.7798388757694,
2022-11-16 08:00:00,1153.3741096762599,
2022-11-16 10:30:00,1111.4143723824411,
2022-11-16 11:00:00,1119.665960160183,
2022-11-16 23:59:59,1118.1731466941621,c
2022-11-17 00:00:00,1176.7645421446575,
2022-11-17 03:30:00,1334.1036808577094,
2022-11-17 04:00:00,1294.226461151318,
2022-11-17 06:00:00,1157.0055758915084,
2022-11-17 08:00:00,1226.2520638798198,
2022-11-17 10:30:00,1260.989836560739,
2022-11-17 11:00:00,1268.637060031191,
2022-11-17 23:59:59,1329.9588341204865,c
2022-11-18 00:00:00,1428.3741030905533,
2022-11-18 03:30:00,1528.7923345371407,
2022-11-18 04:00:00,1569.3958840735288,
2022-11-18 06:00:00,1743.5347291771975,
2022-11-18 08:00:00,1705.5754051992728,
2022-11-18 10:30:00,1768.9336499117483,
2022-11-18 11:00:00,1740.0142681759764,
2022-11-18 23:59:59,1729.8826199500747,e
2022-11-21 00:00:00,1873.828151582026,
2022-11-21 03:30:00,2093.561109609036,
2022-11-21 04:00:00,2004.7257231897318,
2022-11-21 06:00:00,2313.4452334376183,
2022-11-21 08:00:00,2774.4561322915442,
2022-11-21 10:30:00,2577.701004823439,
2022-11-21 11:00:00,2532.3362714035793,
2022-11-21 23:59:59,2734.3196943377925,c
2022-11-22 00:00:00,3340.965627364786,
2022-11-22 03:30:00,3581.0410813651188,
2022-11-22 04:00:00,3493.461388440809,
2022-11-22 06:00:00,3272.0507345157594,
2022-11-22 08:00:00,2976.2759884218576,
2022-11-22 10:30:00,2222.0102965968545,
2022-11-22 11:00:00,2370.211823994131,
2022-11-22 23:59:59,2836.5176052175657,c
2022-11-23 00:00:00,3070.5633249408684,
2022-11-23 03:30:00,2652.026925478941,
2022-11-23 04:00:00,2462.8187175158973,
2022-11-23 06:00:00,2588.77215990855,
2022-11-23 08:00:00,2574.098163262335,
2022-11-23 10:30:00,2609.63936281747,
2022-11-23 11:00:00,2649.975114206344,
2022-11-23 23:59:59,2483.5518483769447,c
2022-11-24 00:00:00,1965.0088175735507,
2022-11-24 03:30:00,1929.5883168394264,
2022-11-24 04:00:00,2058.695371295751,
2022-11-24 06:00:00,2005.8347790543392,
2022-11-24 08:00:00,2037.3770438960403,
2022-11-24 10:30:00,1909.2575592143319,
2022-11-24 11:00:00,1846.5953965402207,
2022-11-24 23:59:59,1870.1847702930106,c
2022-11-25 00:00:00,1875.39248802834,
2022-11-25 03:30:00,1799.293239149131,
2022-11-25 04:00:00,1825.3973152027972,
2022-11-25 06:00:00,1430.728483267447,
2022-11-25 08:00:00,1279.1071462201396,
2022-11-25 10:30:00,1426.1794383443414,
2022-11-25 11:00:00,1478.9665084661572,
2022-11-25 23:59:59,1412.7108946480469,w
2022-11-28 00:00:00,1199.7296553835038,
2022-11-28 03:30:00,1369.1757099187428,
2022-11-28 04:00:00,1328.7551178459569,
2022-11-28 06:00:00,1328.691515143316,
2022-11-28 08:00:00,1263.7095558621324,
2022-11-28 10:30:00,1359.2575819523697,
2022-11-28 11:00:00,1665.6169610352893,
2022-11-28 23:59:59,1958.518308702104,c
2022-11-29 00:00:00,1716.3995748727941,
2022-11-29 03:30:00,1645.769446436943,
2022-11-29 04:00:00,1758.7014663208035,
2022-11-29 06:00:00,1739.9737235392574,
2022-11-29 08:00:00,1730.3289090799497,
2022-11-29 10:30:00,1589.581773907409,
2022-11-29 11:00:00,1552.0673307762097,
2022-11-29 23:59:59,1487.777549653522,c
2022-11-30 00:00:00,1545.7929967217535,
2022-11-30 03:30:00,1454.4191404444125,
2022-11-30 04:00:00,1397.3608605881425,
2022-11-30 06:00:00,1316.9050752865317,
2022-11-30 08:00:00,1287.2476033305468,
2022-11-30 10:30:00,1181.4606512516586,
2022-11-30 11:00:00,1192.0409811417014,
2022-11-30 23:59:59,1146.8756692858958,c
2022-12-01 00:00:00,1225.4440798965777,
2022-12-01 03:30:00,1011.4484796945223,
2022-12-01 04:00:00,856.0476621364967,
2022-12-01 06:00:00,767.3509375468086,
2022-12-01 08:00:00,744.9972002543652,
2022-12-01 10:30:00,355.16608544059386,
2022-12-01 11:00:00,485.0121377996081,
2022-12-01 23:59:59,425.0125447468158,c
2022-12-02 00:00:00,485.24568634955153,
2022-12-02 03:30:00,413.0301549301689,
2022-12-02 04:00:00,564.6125398191678,
2022-12-02 06:00:00,511.8034191820441,
2022-12-02 08:00:00,474.57634667725574,
2022-12-02 10:30:00,420.91886658323324,
2022-12-02 11:00:00,447.1021899802738,
2022-12-02 23:59:59,440.5119500215269,w
