date,EU_PHOPIO_2021_Q4,meta
2021-11-30 06:00:00,-55.556997183786734,
2021-11-30 08:00:00,-37.9325533003539,
2021-11-30 10:30:00,-92.19420983576856,
2021-11-30 11:00:00,33.58442714522789,
2021-11-30 23:59:59,-48.35762810903179,c
2021-12-01 00:00:00,-86.48993998219703,
2021-12-01 03:30:00,19.343002463218,
2021-12-01 04:00:00,81.67520612683256,
2021-12-01 06:00:00,37.88003877584924,
2021-12-01 08:00:00,58.81823075696957,
2021-12-01 10:30:00,-25.78038654354168,
2021-12-01 11:00:00,-40.820702774663005,
2021-12-01 23:59:59,-91.71979231195837,c
2021-12-02 00:00:00,-43.01409321111714,
2021-12-02 03:30:00,-80.74270635176072,
2021-12-02 04:00:00,-45.82558227948357,
2021-12-02 06:00:00,-23.423502087189263,
2021-12-02 08:00:00,-0.8281750075457239,
2021-12-02 10:30:00,16.88945918385616,
2021-12-02 11:00:00,22.969047810747725,
2021-12-02 23:59:59,30.2918994762058,c
2021-12-03 00:00:00,27.775035176038728,
2021-12-03 03:30:00,18.19102997023583,
2021-12-03 04:00:00,23.09274529747745,
2021-12-03 06:00:00,-6.815984352291707,
2021-12-03 08:00:00,-1.8458784745380399,
2021-12-03 10:30:00,128.354560937134,
2021-12-03 11:00:00,144.16501833443726,
2021-12-03 23:59:59,104.13442103435955,w
2021-12-06 00:00:00,33.14888284198605,
2021-12-06 03:30:00,60.08520273785871,
2021-12-06 04:00:00,65.7154779780576,
2021-12-06 06:00:00,71.99768266810861,
2021-12-06 08:00:00,31.288129892660436,
2021-12-06 10:30:00,-8.420304751432923,
2021-12-06 11:00:00,7.420289980716916,
2021-12-06 23:59:59,3.9765218111169816,c
2021-12-07 00:00:00,3.9765218111169816,
2021-12-07 03:30:00,-12.128911899868399,
2021-12-07 04:00:00,-7.346472027984419,
2021-12-07 06:00:00,-12.648214758059112,
2021-12-07 08:00:00,-19.476359573824084,
2021-12-07 10:30:00,-24.209385551183004,
2021-12-07 11:00:00,-41.194810420147405,
2021-12-07 23:59:59,-80.66246691535889,c
2021-12-08 00:00:00,-97.32941273660981,
2021-12-08 03:30:00,-164.38433798866754,
2021-12-08 04:00:00,-168.4020107464512,
2021-12-08 06:00:00,-159.82606937368655,
2021-12-08 08:00:00,-103.3565190481786,
2021-12-08 10:30:00,-45.340622428140705,
2021-12-08 11:00:00,-43.80852351610338,
2021-12-08 23:59:59,-7.8883395922657655,c
2021-12-09 00:00:00,-41.967591048694885,
2021-12-09 03:30:00,-57.549923228112675,
2021-12-09 04:00:00,-110.03756870998222,
2021-12-09 06:00:00,-53.996471963582735,
2021-12-09 08:00:00,-38.95406780212761,
2021-12-09 10:30:00,-39.122193933882954,
2021-12-09 11:00:00,-44.91452513692457,
2021-12-09 23:59:59,-60.0963991579265,c
2021-12-10 00:00:00,-48.12236503023996,
2021-12-10 03:30:00,-42.48865557199133,
2021-12-10 04:00:00,-29.963175735465484,
2021-12-10 06:00:00,-6.251161895965197,
2021-12-10 08:00:00,-6.194783381994057,
2021-12-10 10:30:00,-36.57066459372072,
2021-12-10 11:00:00,-22.78467222368272,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,21.530789204798566,
2021-12-13 03:30:00,-7.95327915785856,
2021-12-13 04:00:00,6.620140584069304,
2021-12-13 06:00:00,-17.33052168211907,
2021-12-13 08:00:00,-11.68845424297433,
2021-12-13 10:30:00,8.73776969415303,
2021-12-13 11:00:00,24.524474128551446,
2021-12-13 23:59:59,16.23001425311668,c
2021-12-14 00:00:00,-48.1908695122238,
2021-12-14 03:30:00,-13.900043918512893,
2021-12-14 04:00:00,-8.417436639456355,
2021-12-14 06:00:00,-48.40094807237074,
2021-12-14 08:00:00,-58.944946201918356,
2021-12-14 10:30:00,37.9546305705062,
2021-12-14 11:00:00,64.87787958968329,
2021-12-14 23:59:59,99.67362930627496,c
2021-12-15 00:00:00,55.22847068154442,
2021-12-15 03:30:00,-6.781953528903614,
2021-12-15 04:00:00,7.947044042995913,
2021-12-15 06:00:00,70.52598376110109,
2021-12-15 08:00:00,62.09685242231171,
2021-12-15 10:30:00,69.88458704839832,
2021-12-15 11:00:00,52.378267454003435,
2021-12-15 23:59:59,42.524205153578805,c
2021-12-16 00:00:00,-52.499632748566,
2021-12-16 03:30:00,-46.15374790522037,
2021-12-16 04:00:00,-40.28419666514128,
2021-12-16 06:00:00,-21.381480729860414,
2021-12-16 08:00:00,23.470292445132145,
2021-12-16 10:30:00,-4.950528061766818,
2021-12-16 11:00:00,2.006288126582149,
2021-12-16 23:59:59,55.92906087459414,c
2021-12-17 00:00:00,81.88556235548822,
2021-12-17 03:30:00,84.00710859586616,
2021-12-17 04:00:00,83.70559280499765,
2021-12-17 06:00:00,134.17828760075827,
2021-12-17 08:00:00,123.26841674530988,
2021-12-17 10:30:00,142.77106234093844,
2021-12-17 11:00:00,124.86834726542475,
2021-12-17 23:59:59,99.97719939691524,e
2021-12-20 00:00:00,248.97101180509344,
2021-12-20 03:30:00,176.37035836513314,
2021-12-20 04:00:00,160.40036602495638,
2021-12-20 06:00:00,111.72137445550106,
2021-12-20 08:00:00,126.45671352442332,
2021-12-20 10:30:00,115.89655757307082,
2021-12-20 11:00:00,96.79932239354821,
2021-12-20 23:59:59,85.99070303066583,c
2021-12-21 00:00:00,26.27494153005682,
2021-12-21 03:30:00,-0.5179594409219135,
2021-12-21 04:00:00,10.761562830515686,
2021-12-21 06:00:00,25.12420047867454,
2021-12-21 08:00:00,10.098322418440148,
2021-12-21 10:30:00,32.53041821928855,
2021-12-21 11:00:00,56.796234075800385,
2021-12-21 23:59:59,57.24125338869635,c
2021-12-22 00:00:00,35.11752253594568,
2021-12-22 03:30:00,50.63003245362961,
2021-12-22 04:00:00,39.84346045087659,
2021-12-22 06:00:00,12.058346372983578,
2021-12-22 08:00:00,-21.289901610238303,
2021-12-22 10:30:00,-37.84428150860913,
2021-12-22 11:00:00,-67.53380161669156,
2021-12-22 23:59:59,-47.925482685337556,c
2021-12-23 00:00:00,-56.348791939413786,
2021-12-23 03:30:00,-76.84643310966567,
2021-12-23 04:00:00,-54.04832478776916,
2021-12-23 06:00:00,-81.34718087778856,
2021-12-23 08:00:00,-81.73664683701281,
2021-12-23 10:30:00,-109.06499932370389,
2021-12-23 11:00:00,-111.81076199994459,
2021-12-23 23:59:59,-96.51448073249412,c
2021-12-24 00:00:00,-115.22338419254447,
2021-12-24 03:30:00,-101.10555837710672,
2021-12-24 04:00:00,-77.46843462187098,
2021-12-24 06:00:00,-69.17334560197742,
2021-12-24 08:00:00,-69.17334560197742,
2021-12-24 10:30:00,-69.17334560197742,
2021-12-24 11:00:00,-69.17334560197742,
2021-12-24 23:59:59,-74.07432955896911,w
2021-12-27 00:00:00,-57.077765819132765,
2021-12-27 03:30:00,-70.20189475805455,
2021-12-27 04:00:00,-61.37155423127297,
2021-12-27 06:00:00,-70.63234479707171,
2021-12-27 08:00:00,-85.3739886013409,
2021-12-27 10:30:00,-80.70012060433692,
2021-12-27 11:00:00,-75.07273124773201,
2021-12-27 23:59:59,-83.96306579253906,c
2021-12-28 00:00:00,-79.52425413207311,
2021-12-28 03:30:00,-124.09000727869534,
2021-12-28 04:00:00,-131.79447121293924,
2021-12-28 06:00:00,-138.97268555226583,
2021-12-28 08:00:00,-155.20358001125896,
2021-12-28 10:30:00,-138.38780888590918,
2021-12-28 11:00:00,-140.22426617871133,
2021-12-28 23:59:59,-138.9908470363025,c
2021-12-29 00:00:00,-184.60371080198092,
2021-12-29 03:30:00,-224.10522527599824,
2021-12-29 04:00:00,-224.56125998948846,
2021-12-29 06:00:00,-215.2813239885163,
2021-12-29 08:00:00,-221.65770178200364,
2021-12-29 10:30:00,-239.4868690735202,
2021-12-29 11:00:00,-259.7219079103397,
2021-12-29 23:59:59,-213.96035329434744,c
2021-12-30 00:00:00,-224.52288414538089,
2021-12-30 03:30:00,-228.90359172772878,
2021-12-30 04:00:00,-214.90281261402015,
2021-12-30 06:00:00,-199.2114650774347,
2021-12-30 08:00:00,-239.01556117283326,
2021-12-30 10:30:00,-232.2556390270529,
2021-12-30 11:00:00,-235.66576994727257,
2021-12-30 23:59:59,-190.19409115283634,c
2021-12-31 00:00:00,-199.51209784821913,
2021-12-31 03:30:00,-199.00945383989892,
2021-12-31 04:00:00,-197.15303511564525,
2021-12-31 06:00:00,-194.415250795475,
2021-12-31 08:00:00,-194.415250795475,
2021-12-31 10:30:00,-194.415250795475,
2021-12-31 11:00:00,-194.415250795475,
2021-12-31 23:59:59,-178.12805367110923,w
