date,FVD_2021_Sep,meta
2021-09-21 13:30:00,-10.65597111165826,
2021-09-21 15:00:00,-16.717704132695587,
2021-09-21 15:30:30,-16.717704132695587,
2021-09-21 23:59:59,-14.805476471852302,c
2021-09-22 00:00:00,-9.337202577320681,
2021-09-22 10:00:00,-7.631915262097976,
2021-09-22 10:30:00,-26.0211795026906,
2021-09-22 12:00:00,-18.998745407705826,
2021-09-22 13:30:00,-18.55816421093533,
2021-09-22 15:00:00,0.9914123790412361,
2021-09-22 15:30:30,0.9914123790412361,
2021-09-22 23:59:59,-5.08608257902516,e
2021-09-23 00:00:00,-13.581826832245667,
2021-09-23 10:00:00,27.384072468376743,
2021-09-23 10:30:00,33.068256501446356,
2021-09-23 12:00:00,45.430111258689735,
2021-09-23 13:30:00,37.970352337524034,
2021-09-23 15:00:00,38.77078645904565,
2021-09-23 15:30:30,38.77078645904565,
2021-09-23 23:59:59,44.512288868056956,c
2021-09-24 00:00:00,46.426107433507596,
2021-09-24 10:00:00,48.34616450127574,
2021-09-24 10:30:00,50.76430773661143,
2021-09-24 12:00:00,45.96839884595887,
2021-09-24 13:30:00,40.16608822588266,
2021-09-24 15:00:00,47.65433481598784,
2021-09-24 15:30:30,47.65433481598784,
2021-09-24 23:59:59,51.3988033846547,w
2021-09-27 00:00:00,50.42302485338958,
2021-09-27 10:00:00,62.749944079112666,
2021-09-27 10:30:00,68.59437441093105,
2021-09-27 12:00:00,69.8452612674573,
2021-09-27 13:30:00,57.86581099382913,
2021-09-27 15:00:00,49.416856734021096,
2021-09-27 15:30:30,49.416856734021096,
2021-09-27 23:59:59,50.836838857550234,c
2021-09-28 00:00:00,50.03726821079128,
2021-09-28 10:00:00,40.97503354506675,
2021-09-28 10:30:00,50.29924357923831,
2021-09-28 12:00:00,40.66616487789513,
2021-09-28 13:30:00,53.86005068629201,
2021-09-28 15:00:00,53.4741602214002,
2021-09-28 15:30:30,53.4741602214002,
2021-09-28 23:59:59,49.7806919397549,c
2021-09-29 00:00:00,55.009522274363505,
2021-09-29 10:00:00,55.22928259519291,
2021-09-29 10:30:00,51.202586864215775,
2021-09-29 12:00:00,61.13769065725087,
2021-09-29 13:30:00,72.16612299673993,
2021-09-29 15:00:00,80.81064883794842,
2021-09-29 15:30:30,80.81064883794842,
2021-09-29 23:59:59,86.11492772303602,c
2021-09-30 00:00:00,101.03725471916646,
2021-09-30 10:00:00,121.09433071146317,
2021-09-30 10:30:00,118.9985338692686,
2021-09-30 12:00:00,121.53125279281001,
2021-09-30 13:30:00,114.98985045140084,
2021-09-30 15:00:00,108.49057161729739,
2021-09-30 15:30:30,108.49057161729739,
2021-09-30 23:59:59,108.54465743260072,c
2021-10-01 00:00:00,120.91264877370863,
2021-10-01 10:00:00,111.36318691678942,
2021-10-01 10:30:00,114.49921387567424,
2021-10-01 12:00:00,121.70909867616909,
2021-10-01 13:30:00,128.36896839242144,
2021-10-01 15:00:00,126.26222980721407,
2021-10-01 15:30:30,126.26222980721407,
2021-10-01 23:59:59,126.28218885471013,w
2021-10-04 00:00:00,109.97133145172792,
2021-10-04 10:00:00,144.1282097190388,
2021-10-04 10:30:00,140.05618741262646,
2021-10-04 12:00:00,166.52111416100763,
2021-10-04 13:30:00,172.3985089364246,
2021-10-04 15:00:00,174.82858106425755,
2021-10-04 15:30:30,174.82858106425755,
2021-10-04 23:59:59,170.91780088625006,c
2021-10-05 00:00:00,166.29243353269595,
2021-10-05 10:00:00,154.0559934678389,
2021-10-05 10:30:00,163.28551808033706,
2021-10-05 12:00:00,170.1375287394102,
2021-10-05 13:30:00,171.69241536335215,
2021-10-05 15:00:00,175.46719823661078,
2021-10-05 15:30:30,175.46719823661078,
2021-10-05 23:59:59,180.2786330415081,c
2021-10-06 00:00:00,188.1449593139372,
2021-10-06 10:00:00,160.97704145879874,
2021-10-06 10:30:00,155.63533752677517,
2021-10-06 12:00:00,154.43821545595677,
2021-10-06 13:30:00,163.49369396517875,
2021-10-06 15:00:00,160.85781051041772,
2021-10-06 15:30:30,160.85781051041772,
2021-10-06 23:59:59,158.62690516290678,c
