date,CLOU_2022_Q2,meta
2022-05-11 12:00:00,-459.2723535794796,
2022-05-11 13:30:00,-549.123008654381,
2022-05-11 15:00:00,-552.9109778190959,
2022-05-11 15:30:30,-552.9109778190959,
2022-05-11 23:59:59,-616.582434413087,c
2022-05-12 00:00:00,-721.2106777178205,
2022-05-12 10:00:00,-590.4325753603191,
2022-05-12 10:30:00,-393.52852369445714,
2022-05-12 12:00:00,-371.801769994343,
2022-05-12 13:30:00,-335.3935735385287,
2022-05-12 15:00:00,-430.87702431911543,
2022-05-12 15:30:30,-430.87702431911543,
2022-05-12 23:59:59,-302.36838412844804,c
2022-05-13 00:00:00,-144.60036485428577,
2022-05-13 10:00:00,96.4487035269633,
2022-05-13 10:30:00,114.79494059006424,
2022-05-13 12:00:00,145.16117464325202,
2022-05-13 13:30:00,177.9225589802934,
2022-05-13 15:00:00,183.95750471366296,
2022-05-13 15:30:30,183.95750471366296,
2022-05-13 23:59:59,186.58417094176616,e
2022-05-16 00:00:00,120.3015563245533,
2022-05-16 10:00:00,70.82017190848342,
2022-05-16 10:30:00,129.21249134419918,
2022-05-16 12:00:00,7.104866621984911,
2022-05-16 13:30:00,-30.539563863131434,
2022-05-16 15:00:00,-16.655455057850304,
2022-05-16 15:30:30,-16.655455057850304,
2022-05-16 23:59:59,-89.22425722532512,c
2022-05-17 00:00:00,56.853009112334576,
2022-05-17 10:00:00,-22.486543764989847,
2022-05-17 10:30:00,-130.42724623888375,
2022-05-17 12:00:00,-43.26589853722044,
2022-05-17 13:30:00,-20.608124242206713,
2022-05-17 15:00:00,-37.64958449866094,
2022-05-17 15:30:30,-37.64958449866094,
2022-05-17 23:59:59,23.3147248477253,c
2022-05-18 00:00:00,-111.46880936061416,
2022-05-18 10:00:00,-31.447685466574512,
2022-05-18 10:30:00,48.56330463086465,
2022-05-18 12:00:00,-50.18020960258605,
2022-05-18 13:30:00,-154.66605349756287,
2022-05-18 15:00:00,-151.27090323043626,
2022-05-18 15:30:30,-151.27090323043626,
2022-05-18 23:59:59,-125.97020850896911,c
2022-05-19 00:00:00,-100.41114571391677,
2022-05-19 10:00:00,51.5510484806332,
2022-05-19 10:30:00,104.72967471775996,
2022-05-19 12:00:00,314.0467588215686,
2022-05-19 13:30:00,257.50787140939224,
2022-05-19 15:00:00,287.79561925881103,
2022-05-19 15:30:30,287.79561925881103,
2022-05-19 23:59:59,215.44767595783355,c
2022-05-20 00:00:00,294.9647849155697,
2022-05-20 10:00:00,256.73703623348797,
2022-05-20 10:30:00,300.5755717204936,
2022-05-20 12:00:00,124.15592747746564,
2022-05-20 13:30:00,11.261120659724611,
2022-05-20 15:00:00,96.07253984460999,
2022-05-20 15:30:30,96.07253984460999,
2022-05-20 23:59:59,224.70509949859456,w
2022-05-23 00:00:00,166.92128806503183,
2022-05-23 10:00:00,26.907407814608632,
2022-05-23 10:30:00,66.83178373371834,
2022-05-23 12:00:00,141.00115259429663,
2022-05-23 13:30:00,118.34056566395179,
2022-05-23 15:00:00,97.65669979286417,
2022-05-23 15:30:30,97.65669979286417,
2022-05-23 23:59:59,145.7052087655677,c
2022-05-24 00:00:00,91.31073204354402,
2022-05-24 10:00:00,-161.51724633878348,
2022-05-24 10:30:00,-60.46383197961677,
2022-05-24 12:00:00,30.834981715026515,
2022-05-24 13:30:00,-16.22968813967782,
2022-05-24 15:00:00,-79.80987475145889,
2022-05-24 15:30:30,-79.80987475145889,
2022-05-24 23:59:59,-69.40103811872359,c
2022-05-25 00:00:00,-71.00875611810125,
2022-05-25 10:00:00,-9.441733855996517,
2022-05-25 10:30:00,56.81522423081469,
2022-05-25 12:00:00,36.44947860689376,
2022-05-25 13:30:00,72.0737707550868,
2022-05-25 15:00:00,109.92120599369741,
2022-05-25 15:30:30,109.92120599369741,
2022-05-25 23:59:59,125.06155869480995,c
2022-05-26 00:00:00,-5.00930651355975,
2022-05-26 10:00:00,167.12068462046477,
2022-05-26 10:30:00,149.40935327150623,
2022-05-26 12:00:00,187.6576112901514,
2022-05-26 13:30:00,215.38679228115257,
2022-05-26 15:00:00,236.44697075927502,
2022-05-26 15:30:30,236.44697075927502,
2022-05-26 23:59:59,210.41612332232603,c
2022-05-27 00:00:00,279.6153776496251,
2022-05-27 10:00:00,383.43599118230054,
2022-05-27 10:30:00,416.79322249356187,
2022-05-27 12:00:00,414.98525936942747,
2022-05-27 13:30:00,450.9081691982626,
2022-05-27 15:00:00,514.1485309944358,
2022-05-27 15:30:30,514.1485309944358,
2022-05-27 23:59:59,517.1140132375797,w
