date,DGTL_2022_Q2,meta
2022-06-22 23:59:59,11.170856562880488,c
2022-06-23 00:00:00,33.1675614885869,
2022-06-23 10:00:00,22.79126102896413,
2022-06-23 10:30:00,53.17639404293021,
2022-06-23 12:00:00,77.05559343339735,
2022-06-23 13:30:00,58.96018417675049,
2022-06-23 15:00:00,84.68005503803039,
2022-06-23 15:30:30,84.68005503803039,
2022-06-23 23:59:59,107.02465562095506,c
2022-06-24 00:00:00,100.44518039972081,
2022-06-24 10:00:00,174.8165359209288,
2022-06-24 10:30:00,128.62021902727224,
2022-06-24 12:00:00,108.2380331585291,
2022-06-24 13:30:00,167.530083100514,
2022-06-24 15:00:00,184.6067317961474,
2022-06-24 15:30:30,184.6067317961474,
2022-06-24 23:59:59,132.27667163255188,w
2022-06-27 00:00:00,156.2711359770875,
2022-06-27 10:00:00,104.33293226960058,
2022-06-27 10:30:00,35.12979541839263,
2022-06-27 12:00:00,71.43869383256907,
2022-06-27 13:30:00,90.9472626000495,
2022-06-27 15:00:00,113.50303203364012,
2022-06-27 15:30:30,113.50303203364012,
2022-06-27 23:59:59,116.66843589237965,c
2022-06-28 00:00:00,89.38286812376015,
2022-06-28 10:00:00,80.54624045509547,
2022-06-28 10:30:00,58.536789602606575,
2022-06-28 12:00:00,49.12404081530707,
2022-06-28 13:30:00,56.75259659114846,
2022-06-28 15:00:00,78.35660913645609,
2022-06-28 15:30:30,78.35660913645609,
2022-06-28 23:59:59,64.36068317650836,c
2022-06-29 00:00:00,52.969681207989254,
2022-06-29 10:00:00,54.74990563775924,
2022-06-29 10:30:00,70.2623103375816,
2022-06-29 12:00:00,50.58777193766605,
2022-06-29 13:30:00,47.97332384733119,
2022-06-29 15:00:00,55.95631379524059,
2022-06-29 15:30:30,55.95631379524059,
2022-06-29 23:59:59,56.12101244271645,c
2022-06-30 00:00:00,49.61684676314144,
2022-06-30 10:00:00,-12.850275284378881,
2022-06-30 10:30:00,-29.67943198585573,
2022-06-30 12:00:00,-8.002426605739117,
2022-06-30 13:30:00,-28.766219644453145,
2022-06-30 15:00:00,-32.370134236849765,
2022-06-30 15:30:30,-32.370134236849765,
2022-06-30 23:59:59,-18.977732042833395,c
2022-07-01 00:00:00,12.568129894782317,
2022-07-01 10:00:00,109.83482489438882,
2022-07-01 10:30:00,111.50454947843815,
2022-07-01 12:00:00,83.75124827252313,
2022-07-01 13:30:00,108.60158663694858,
2022-07-01 15:00:00,97.73643949188317,
2022-07-01 15:30:30,97.73643949188317,
2022-07-01 23:59:59,115.2089577866576,w
