date,AS_FTSE_AS_EM_SC_ADDSDELS_2021_Q4,meta
2021-10-29 20:00:00,-354.35674512524383,
2021-10-29 23:00:00,-354.35674512524383,
2021-10-29 23:59:59,-341.7848470268018,w
2021-11-01 00:00:00,-284.3640715837337,
2021-11-01 01:00:00,-285.6577916028691,
2021-11-01 02:30:00,-268.6871865379635,
2021-11-01 03:00:00,-262.5828151444093,
2021-11-01 18:30:00,-262.5828151444093,
2021-11-01 20:00:00,-262.5828151444093,
2021-11-01 23:00:00,-224.20806763486144,
2021-11-01 23:59:59,-251.20690495101553,c
2021-11-02 00:00:00,-205.95396038851868,
2021-11-02 01:00:00,-219.68031516611882,
2021-11-02 02:30:00,-273.58775504989353,
2021-11-02 03:00:00,-279.24160687119183,
2021-11-02 18:30:00,-279.24160687119183,
2021-11-02 20:00:00,-279.24160687119183,
2021-11-02 23:00:00,-384.93737524245626,
2021-11-02 23:59:59,-374.8479949549146,c
2021-11-03 00:00:00,-355.45660421600223,
2021-11-03 01:00:00,-333.7553503868967,
2021-11-03 02:30:00,-353.12352102393197,
2021-11-03 03:00:00,-342.47534712760717,
2021-11-03 18:30:00,-342.47534712760717,
2021-11-03 20:00:00,-342.47534712760717,
2021-11-03 23:00:00,-415.4397477361599,
2021-11-03 23:59:59,-452.34690424708424,c
2021-11-04 00:00:00,-411.07236738151914,
2021-11-04 01:00:00,-407.54266830401684,
2021-11-04 02:30:00,-517.5367434854179,
2021-11-04 03:00:00,-519.7240345581413,
2021-11-04 18:30:00,-519.7240345581413,
2021-11-04 20:00:00,-519.7240345581413,
2021-11-04 23:00:00,-683.7033174869484,
2021-11-04 23:59:59,-711.0484972017184,c
2021-11-05 00:00:00,-686.5901786660634,
2021-11-05 01:00:00,-704.0956263142998,
2021-11-05 02:30:00,-761.1604600691389,
2021-11-05 03:00:00,-777.4556220900358,
2021-11-05 18:30:00,-777.4556220900358,
2021-11-05 20:00:00,-777.4556220900358,
2021-11-05 23:00:00,-777.4556220900358,
2021-11-05 23:59:59,-747.9642030380965,w
2021-11-08 00:00:00,-838.1234391561011,
2021-11-08 01:00:00,-818.1859412153353,
2021-11-08 02:30:00,-781.9637125033478,
2021-11-08 03:00:00,-763.298866533858,
2021-11-08 18:30:00,-763.298866533858,
2021-11-08 20:00:00,-763.298866533858,
2021-11-08 23:00:00,-890.9169628662239,
2021-11-08 23:59:59,-900.0757386063688,c
2021-11-09 00:00:00,-746.409919383661,
2021-11-09 01:00:00,-665.9925232849,
2021-11-09 02:30:00,-650.2974626904615,
2021-11-09 03:00:00,-627.1149951215102,
2021-11-09 18:30:00,-627.1149951215102,
2021-11-09 20:00:00,-627.1149951215102,
2021-11-09 23:00:00,-657.0216174921661,
2021-11-09 23:59:59,-663.928045850409,c
2021-11-10 00:00:00,-616.3034661894599,
2021-11-10 01:00:00,-548.4824709511449,
2021-11-10 02:30:00,-479.9884670563915,
2021-11-10 03:00:00,-504.3095548733272,
2021-11-10 18:30:00,-504.3095548733272,
2021-11-10 20:00:00,-504.3095548733272,
2021-11-10 23:00:00,-517.1517578769599,
2021-11-10 23:59:59,-512.8950359034352,c
2021-11-11 00:00:00,-438.59702501776883,
2021-11-11 01:00:00,-361.13765417025206,
2021-11-11 02:30:00,-358.98931124024784,
2021-11-11 03:00:00,-344.19839842828515,
2021-11-11 18:30:00,-344.19839842828515,
2021-11-11 20:00:00,-344.19839842828515,
2021-11-11 23:00:00,-194.89397168714822,
2021-11-11 23:59:59,-179.24134384560784,c
2021-11-12 00:00:00,-149.69145998236127,
2021-11-12 01:00:00,-161.30536456094887,
2021-11-12 02:30:00,-139.671671108008,
2021-11-12 03:00:00,-147.6369955053815,
2021-11-12 18:30:00,-147.6369955053815,
2021-11-12 20:00:00,-147.6369955053815,
2021-11-12 23:00:00,-147.6369955053815,
2021-11-12 23:59:59,-146.4825759404357,w
2021-11-15 00:00:00,70.41561338477368,
2021-11-15 01:00:00,11.011057411562433,
2021-11-15 02:30:00,-10.98533191540082,
2021-11-15 03:00:00,14.66383261579358,
2021-11-15 18:30:00,14.66383261579358,
2021-11-15 20:00:00,14.66383261579358,
2021-11-15 23:00:00,30.77492422956675,
2021-11-15 23:59:59,33.12403292300223,c
2021-11-16 00:00:00,115.36240488490148,
2021-11-16 01:00:00,142.8860899170777,
2021-11-16 02:30:00,129.601782268428,
2021-11-16 03:00:00,137.84520940605216,
2021-11-16 18:30:00,137.84520940605216,
2021-11-16 20:00:00,137.84520940605216,
2021-11-16 23:00:00,-47.151789583635036,
2021-11-16 23:59:59,-81.86253340587245,c
2021-11-17 00:00:00,-66.76698527907138,
2021-11-17 01:00:00,-4.953807373389282,
2021-11-17 02:30:00,-3.2840345904478454,
2021-11-17 03:00:00,18.92242437274217,
2021-11-17 18:30:00,18.92242437274217,
2021-11-17 20:00:00,18.92242437274217,
2021-11-17 23:00:00,-79.68943673900867,
2021-11-17 23:59:59,-101.2887667529958,c
2021-11-18 00:00:00,-125.21991461226025,
2021-11-18 01:00:00,-142.83372044428143,
2021-11-18 02:30:00,-147.04463561733974,
2021-11-18 03:00:00,-131.72057542819675,
2021-11-18 18:30:00,-131.72057542819675,
2021-11-18 20:00:00,-131.72057542819675,
2021-11-18 23:00:00,27.773977166987606,
2021-11-18 23:59:59,18.011147652177897,c
2021-11-19 00:00:00,24.06397375202323,
2021-11-19 01:00:00,-10.592460256108097,
2021-11-19 02:30:00,-17.788442021521405,
2021-11-19 03:00:00,3.247849060498993,
2021-11-19 18:30:00,3.247849060498993,
2021-11-19 20:00:00,3.247849060498993,
2021-11-19 23:00:00,3.247849060498993,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,257.351259440029,
2021-11-22 01:00:00,231.4318081837646,
2021-11-22 02:30:00,213.69187296423115,
2021-11-22 03:00:00,199.04738577043645,
2021-11-22 18:30:00,199.04738577043645,
2021-11-22 20:00:00,199.04738577043645,
2021-11-22 23:00:00,154.89139909542791,
2021-11-22 23:59:59,137.782021830526,c
2021-11-23 00:00:00,149.48484346334408,
2021-11-23 01:00:00,195.71492954465975,
2021-11-23 02:30:00,252.53951947603673,
2021-11-23 03:00:00,193.8779244102243,
2021-11-23 18:30:00,193.8779244102243,
2021-11-23 20:00:00,193.8779244102243,
2021-11-23 23:00:00,174.48618366779738,
2021-11-23 23:59:59,136.8402291862949,c
2021-11-24 00:00:00,178.51285373481187,
2021-11-24 01:00:00,242.32774382211392,
2021-11-24 02:30:00,211.9470704123887,
2021-11-24 03:00:00,167.75567425402733,
2021-11-24 18:30:00,167.75567425402733,
2021-11-24 20:00:00,167.75567425402733,
2021-11-24 23:00:00,245.06482570065236,
2021-11-24 23:59:59,227.6085579963692,c
2021-11-25 00:00:00,279.09335302588806,
2021-11-25 01:00:00,273.0411129299355,
2021-11-25 02:30:00,253.88995519492528,
2021-11-25 03:00:00,235.91106912604846,
2021-11-25 18:30:00,235.91106912604846,
2021-11-25 20:00:00,235.91106912604846,
2021-11-25 23:00:00,289.330365892205,
2021-11-25 23:59:59,297.7166312569243,c
2021-11-26 00:00:00,434.5918449400797,
2021-11-26 01:00:00,323.9662458920957,
2021-11-26 02:30:00,302.37210906762266,
2021-11-26 03:00:00,281.980876573507,
2021-11-26 18:30:00,281.980876573507,
2021-11-26 20:00:00,281.980876573507,
2021-11-26 23:00:00,281.980876573507,
2021-11-26 23:59:59,284.9128340057632,w
2021-11-29 00:00:00,264.28104546639224,
2021-11-29 01:00:00,196.0448937099518,
2021-11-29 02:30:00,196.38419344660542,
2021-11-29 03:00:00,131.21780728591875,
2021-11-29 18:30:00,131.21780728591875,
2021-11-29 20:00:00,131.21780728591875,
2021-11-29 23:00:00,186.34276887187298,
2021-11-29 23:59:59,152.93634999192545,c
2021-11-30 00:00:00,186.64884399435687,
2021-11-30 01:00:00,26.85760644160655,
2021-11-30 02:30:00,-184.29791626049519,
2021-11-30 03:00:00,-243.9756659320483,
2021-11-30 18:30:00,-243.9756659320483,
2021-11-30 20:00:00,-243.9756659320483,
2021-11-30 23:00:00,-373.15276285806794,
2021-11-30 23:59:59,-380.7549271359949,c
2021-12-01 00:00:00,-378.2045238277278,
2021-12-01 01:00:00,-352.6373068890316,
2021-12-01 02:30:00,-356.4380864925988,
2021-12-01 03:00:00,-384.52899704342053,
2021-12-01 18:30:00,-384.52899704342053,
2021-12-01 20:00:00,-384.52899704342053,
2021-12-01 23:00:00,-660.1839801800452,
2021-12-01 23:59:59,-659.9270871445951,c
2021-12-02 00:00:00,-640.3674355384228,
2021-12-02 01:00:00,-636.5710524648312,
2021-12-02 02:30:00,-616.9168241260013,
2021-12-02 03:00:00,-608.7265642351576,
2021-12-02 18:30:00,-608.7265642351576,
2021-12-02 20:00:00,-608.7265642351576,
2021-12-02 23:00:00,-704.415662718673,
2021-12-02 23:59:59,-715.4682268449706,c
2021-12-03 00:00:00,-666.891743315131,
2021-12-03 01:00:00,-663.2701470620614,
2021-12-03 02:30:00,-711.7044674975914,
2021-12-03 03:00:00,-668.0433888779808,
2021-12-03 18:30:00,-668.0433888779808,
2021-12-03 20:00:00,-668.0433888779808,
2021-12-03 23:00:00,-668.0433888779808,
2021-12-03 23:59:59,-668.85321247301,w
2021-12-06 00:00:00,-994.5183890169938,
2021-12-06 01:00:00,-998.053894874136,
2021-12-06 02:30:00,-994.1802234159068,
2021-12-06 03:00:00,-1049.8617184502718,
2021-12-06 18:30:00,-1049.8617184502718,
2021-12-06 20:00:00,-1049.8617184502718,
2021-12-06 23:00:00,-1006.3395418475702,
2021-12-06 23:59:59,-1019.9499106852045,c
2021-12-07 00:00:00,-954.7779401359512,
2021-12-07 01:00:00,-884.6142598000388,
2021-12-07 02:30:00,-869.0620967915256,
2021-12-07 03:00:00,-871.2800382045152,
2021-12-07 18:30:00,-871.2800382045152,
2021-12-07 20:00:00,-871.2800382045152,
2021-12-07 23:00:00,-891.7329787489052,
2021-12-07 23:59:59,-900.1081013950843,c
2021-12-08 00:00:00,-823.541436710695,
2021-12-08 01:00:00,-822.9679500869406,
2021-12-08 02:30:00,-834.8193481900471,
2021-12-08 03:00:00,-825.3876025982063,
2021-12-08 18:30:00,-825.3876025982063,
2021-12-08 20:00:00,-825.3876025982063,
2021-12-08 23:00:00,-841.203727365837,
2021-12-08 23:59:59,-839.4532451854302,c
2021-12-09 00:00:00,-754.773283845876,
2021-12-09 01:00:00,-742.8332725809269,
2021-12-09 02:30:00,-745.0577283410039,
2021-12-09 03:00:00,-749.4422621899339,
2021-12-09 18:30:00,-749.4422621899339,
2021-12-09 20:00:00,-749.4422621899339,
2021-12-09 23:00:00,-890.8104561087785,
2021-12-09 23:59:59,-907.6145338165079,c
2021-12-10 00:00:00,-872.9686562137358,
2021-12-10 01:00:00,-913.2570625738808,
2021-12-10 02:30:00,-892.4336300730611,
2021-12-10 03:00:00,-916.4108533423205,
2021-12-10 18:30:00,-916.4108533423205,
2021-12-10 20:00:00,-916.4108533423205,
2021-12-10 23:00:00,-916.4108533423205,
2021-12-10 23:59:59,-916.0361364781274,w
2021-12-13 00:00:00,-866.4828818485985,
2021-12-13 01:00:00,-875.6397048057243,
2021-12-13 02:30:00,-923.5667566368738,
2021-12-13 03:00:00,-921.0159999049702,
2021-12-13 18:30:00,-921.0159999049702,
2021-12-13 20:00:00,-921.0159999049702,
2021-12-13 23:00:00,-1125.0636265494713,
2021-12-13 23:59:59,-1138.0276162605132,c
2021-12-14 00:00:00,-1163.3530335503056,
2021-12-14 01:00:00,-1175.237018126304,
2021-12-14 02:30:00,-1177.8422406516866,
2021-12-14 03:00:00,-1188.8068935715564,
2021-12-14 18:30:00,-1188.8068935715564,
2021-12-14 20:00:00,-1188.8068935715564,
2021-12-14 23:00:00,-1305.691633894552,
2021-12-14 23:59:59,-1302.853699197215,c
2021-12-15 00:00:00,-1259.22334633024,
2021-12-15 01:00:00,-1341.8989917994168,
2021-12-15 02:30:00,-1385.3619262193506,
2021-12-15 03:00:00,-1341.4415666404666,
2021-12-15 18:30:00,-1341.4415666404666,
2021-12-15 20:00:00,-1341.4415666404666,
2021-12-15 23:00:00,-1276.1684565810228,
2021-12-15 23:59:59,-1265.8449555980487,c
2021-12-16 00:00:00,-1268.1245036571618,
2021-12-16 01:00:00,-1268.8461435461386,
2021-12-16 02:30:00,-1211.8067425913687,
2021-12-16 03:00:00,-1225.672486629147,
2021-12-16 18:30:00,-1225.672486629147,
2021-12-16 20:00:00,-1225.672486629147,
2021-12-16 23:00:00,-1348.7568776108455,
2021-12-16 23:59:59,-1338.7334267549586,c
2021-12-17 00:00:00,-1347.1673572183336,
2021-12-17 01:00:00,-1300.6927422158533,
2021-12-17 02:30:00,-1321.5718647046706,
2021-12-17 03:00:00,-1414.8223356695398,
2021-12-17 18:30:00,-1414.8223356695398,
2021-12-17 20:00:00,-1414.8223356695398,
2021-12-17 23:00:00,-1414.8223356695398,
2021-12-17 23:59:59,-1413.4584642790833,e
2021-12-20 00:00:00,-1578.0421438194453,
2021-12-20 01:00:00,-1614.171833333222,
2021-12-20 02:30:00,-1658.5330787885296,
2021-12-20 03:00:00,-1609.016404738507,
2021-12-20 18:30:00,-1609.016404738507,
2021-12-20 20:00:00,-1609.016404738507,
2021-12-20 23:00:00,-1643.0905337379409,
2021-12-20 23:59:59,-1588.3807163913834,c
2021-12-21 00:00:00,-1546.4302142407496,
2021-12-21 01:00:00,-1553.6059991134498,
2021-12-21 02:30:00,-1544.9707617886306,
2021-12-21 03:00:00,-1549.8531234528436,
2021-12-21 18:30:00,-1549.8531234528436,
2021-12-21 20:00:00,-1549.8531234528436,
2021-12-21 23:00:00,-1701.7950559976834,
2021-12-21 23:59:59,-1714.4909792718327,c
2021-12-22 00:00:00,-1697.5604415125345,
2021-12-22 01:00:00,-1693.5129202220623,
2021-12-22 02:30:00,-1679.199277718535,
2021-12-22 03:00:00,-1667.1154883912977,
2021-12-22 18:30:00,-1667.1154883912977,
2021-12-22 20:00:00,-1667.1154883912977,
2021-12-22 23:00:00,-1582.6826590806832,
2021-12-22 23:59:59,-1577.323182852634,c
2021-12-23 00:00:00,-1544.0697976470992,
2021-12-23 01:00:00,-1536.2769745569158,
2021-12-23 02:30:00,-1585.2247371034755,
2021-12-23 03:00:00,-1571.9968524201213,
2021-12-23 18:30:00,-1571.9968524201213,
2021-12-23 20:00:00,-1571.9968524201213,
2021-12-23 23:00:00,-1739.472714333665,
2021-12-23 23:59:59,-1745.053330015996,c
2021-12-24 00:00:00,-1718.23754310177,
2021-12-24 01:00:00,-1718.23754310177,
2021-12-24 02:30:00,-1718.23754310177,
2021-12-24 03:00:00,-1718.23754310177,
2021-12-24 18:30:00,-1718.23754310177,
2021-12-24 20:00:00,-1718.23754310177,
2021-12-24 23:00:00,-1718.23754310177,
2021-12-24 23:59:59,-1720.6929370995585,w
2021-12-27 00:00:00,-1829.8471875190871,
2021-12-27 01:00:00,-1829.8471875190871,
2021-12-27 02:30:00,-1829.8471875190871,
2021-12-27 03:00:00,-1829.8471875190871,
2021-12-27 18:30:00,-1829.8471875190871,
2021-12-27 20:00:00,-1829.8471875190871,
2021-12-27 23:00:00,-1794.5069180836554,
2021-12-27 23:59:59,-1787.600562909779,c
2021-12-28 00:00:00,-1776.0450324315034,
2021-12-28 01:00:00,-1784.6462690645012,
2021-12-28 02:30:00,-1808.4930726622633,
2021-12-28 03:00:00,-1779.5097673323162,
2021-12-28 18:30:00,-1779.5097673323162,
2021-12-28 20:00:00,-1779.5097673323162,
2021-12-28 23:00:00,-1846.7534902977095,
2021-12-28 23:59:59,-1855.9038587081313,c
2021-12-29 00:00:00,-1832.254524470074,
2021-12-29 01:00:00,-1831.688654456697,
2021-12-29 02:30:00,-1833.7483699320146,
2021-12-29 03:00:00,-1828.476644654219,
2021-12-29 18:30:00,-1828.476644654219,
2021-12-29 20:00:00,-1828.476644654219,
2021-12-29 23:00:00,-1881.3068298965454,
2021-12-29 23:59:59,-1885.448865041295,c
2021-12-30 00:00:00,-1865.351541029153,
2021-12-30 01:00:00,-1889.664369324857,
2021-12-30 02:30:00,-1880.6137523893194,
2021-12-30 03:00:00,-1858.6841060793286,
2021-12-30 18:30:00,-1858.6841060793286,
2021-12-30 20:00:00,-1858.6841060793286,
2021-12-30 23:00:00,-1872.5549216927711,
2021-12-30 23:59:59,-1867.5436496882448,c
2021-12-31 00:00:00,-1810.057744608147,
2021-12-31 01:00:00,-1810.057744608147,
2021-12-31 02:30:00,-1810.057744608147,
2021-12-31 03:00:00,-1810.057744608147,
2021-12-31 18:30:00,-1810.057744608147,
2021-12-31 20:00:00,-1810.057744608147,
2021-12-31 23:00:00,-1810.057744608147,
2021-12-31 23:59:59,-1810.0015774675103,w
2022-01-03 00:00:00,-1773.6710151877387,
2022-01-03 01:00:00,-1761.870468501961,
2022-01-03 02:30:00,-1770.2044354826849,
2022-01-03 03:00:00,-1762.9572744503175,
2022-01-03 18:30:00,-1762.9572744503175,
2022-01-03 20:00:00,-1762.9572744503175,
2022-01-03 23:00:00,-1719.1607456182364,
2022-01-03 23:59:59,-1723.030871663107,c
2022-01-04 00:00:00,-1711.8372171197889,
2022-01-04 01:00:00,-1739.768317041552,
2022-01-04 02:30:00,-1734.4385480558494,
2022-01-04 03:00:00,-1734.3012684966861,
2022-01-04 18:30:00,-1734.3012684966861,
2022-01-04 20:00:00,-1734.3012684966861,
2022-01-04 23:00:00,-2028.324722876624,
2022-01-04 23:59:59,-2032.351656193543,c
2022-01-05 00:00:00,-2018.200248260554,
2022-01-05 01:00:00,-2089.1707195118115,
2022-01-05 02:30:00,-2120.973422936735,
2022-01-05 03:00:00,-2140.5433881604285,
2022-01-05 18:30:00,-2140.5433881604285,
2022-01-05 20:00:00,-2140.5433881604285,
2022-01-05 23:00:00,-2161.9894227006025,
2022-01-05 23:59:59,-2171.6438567916775,c
2022-01-06 00:00:00,-2185.4991183665343,
2022-01-06 01:00:00,-2239.436781698465,
2022-01-06 02:30:00,-2265.6026312608847,
2022-01-06 03:00:00,-2225.090749122688,
2022-01-06 18:30:00,-2225.090749122688,
2022-01-06 20:00:00,-2225.090749122688,
2022-01-06 23:00:00,-2305.2011775559267,
2022-01-06 23:59:59,-2304.0353662330244,c
2022-01-07 00:00:00,-2289.2884404767656,
2022-01-07 01:00:00,-2285.572711524922,
2022-01-07 02:30:00,-2293.419165967214,
2022-01-07 03:00:00,-2253.0621161287736,
2022-01-07 18:30:00,-2253.0621161287736,
2022-01-07 20:00:00,-2253.0621161287736,
2022-01-07 23:00:00,-2253.0621161287736,
2022-01-07 23:59:59,-2251.027334493051,w
