date,EU_SMIM_2022_Q3,meta
2022-09-21 10:30:00,-64.46536008158654,
2022-09-21 11:00:00,-69.60069048633093,
2022-09-21 23:59:59,-83.41988835734335,c
2022-09-22 00:00:00,-63.03733735563193,
2022-09-22 03:30:00,-44.14790688311042,
2022-09-22 04:00:00,-63.427106819584466,
2022-09-22 06:00:00,-117.38747368482979,
2022-09-22 08:00:00,-119.6069832420032,
2022-09-22 10:30:00,-76.91782878728253,
2022-09-22 11:00:00,-69.71483035231279,
2022-09-22 23:59:59,-65.2490635019294,c
2022-09-23 00:00:00,-49.99808318735773,
2022-09-23 03:30:00,-5.75466108897475,
2022-09-23 04:00:00,-27.61473559882947,
2022-09-23 06:00:00,7.533233562665586,
2022-09-23 08:00:00,10.439200089439034,
2022-09-23 10:30:00,22.47979503782406,
2022-09-23 11:00:00,21.51473432500177,
2022-09-23 23:59:59,5.219426848393184,w
2022-09-26 00:00:00,75.69034161834486,
2022-09-26 03:30:00,101.28657727242856,
2022-09-26 04:00:00,39.21990572712124,
2022-09-26 06:00:00,66.97567209686079,
2022-09-26 08:00:00,56.88235074950915,
2022-09-26 10:30:00,23.7560949175405,
2022-09-26 11:00:00,30.017551787423365,
2022-09-26 23:59:59,41.59595024058617,c
2022-09-27 00:00:00,32.36310088926573,
2022-09-27 03:30:00,63.73363857630277,
2022-09-27 04:00:00,38.55874942052507,
2022-09-27 06:00:00,88.3297510333557,
2022-09-27 08:00:00,86.19823881800318,
2022-09-27 10:30:00,120.0948236095171,
2022-09-27 11:00:00,125.18051322751936,
2022-09-27 23:59:59,144.55784222995857,c
2022-09-28 00:00:00,337.47800310882235,
2022-09-28 03:30:00,347.6232191688047,
2022-09-28 04:00:00,365.47267047383014,
2022-09-28 06:00:00,403.68298072789514,
2022-09-28 08:00:00,357.68485737086075,
2022-09-28 10:30:00,333.8412229976256,
2022-09-28 11:00:00,343.01480377363094,
2022-09-28 23:59:59,334.300144757657,c
2022-09-29 00:00:00,298.39922659832246,
2022-09-29 03:30:00,341.7178685460163,
2022-09-29 04:00:00,326.681310744467,
2022-09-29 06:00:00,335.6704700207799,
2022-09-29 08:00:00,330.3103972029463,
2022-09-29 10:30:00,339.1162385638114,
2022-09-29 11:00:00,313.21588100523087,
2022-09-29 23:59:59,323.46990612260277,c
2022-09-30 00:00:00,334.6894872924247,
2022-09-30 03:30:00,275.4542352087506,
2022-09-30 04:00:00,300.5651120340261,
2022-09-30 06:00:00,312.8313714521288,
2022-09-30 08:00:00,290.8520857629364,
2022-09-30 10:30:00,293.4937723223474,
2022-09-30 11:00:00,286.54674018282503,
2022-09-30 23:59:59,285.26480776904236,w
