date,AS_MSCI_AS_DM_MIG_2022_Q1,meta
2022-01-12 23:59:59,428.48863647744656,c
2022-01-13 00:00:00,425.4612549665608,
2022-01-13 01:00:00,418.7675524607439,
2022-01-13 02:30:00,418.7675524607439,
2022-01-13 03:00:00,418.7675524607439,
2022-01-13 18:30:00,450.6654947207762,
2022-01-13 20:00:00,557.6358089414598,
2022-01-13 23:00:00,690.9585442894759,
2022-01-13 23:59:59,716.8324896988242,c
2022-01-14 00:00:00,662.2993513639349,
2022-01-14 01:00:00,687.0253475423642,
2022-01-14 02:30:00,687.0253475423642,
2022-01-14 03:00:00,687.0253475423642,
2022-01-14 18:30:00,687.0253475423642,
2022-01-14 20:00:00,687.0253475423642,
2022-01-14 23:00:00,687.0253475423642,
2022-01-14 23:59:59,671.6866905759352,w
2022-01-17 00:00:00,554.538382018728,
2022-01-17 01:00:00,538.7995741193672,
2022-01-17 02:30:00,538.7995741193672,
2022-01-17 03:00:00,538.7995741193672,
2022-01-17 18:30:00,428.7297849726101,
2022-01-17 20:00:00,642.2358890622954,
2022-01-17 23:00:00,612.1653255297142,
2022-01-17 23:59:59,562.373594912292,c
2022-01-18 00:00:00,534.5877850447259,
2022-01-18 01:00:00,559.6155061001473,
2022-01-18 02:30:00,559.6155061001473,
2022-01-18 03:00:00,559.6155061001473,
2022-01-18 18:30:00,594.73879369732,
2022-01-18 20:00:00,597.1384637711608,
2022-01-18 23:00:00,339.9185108963511,
2022-01-18 23:59:59,402.12213248273747,c
2022-01-19 00:00:00,323.09100980290077,
2022-01-19 01:00:00,309.9720405355538,
2022-01-19 02:30:00,309.9720405355538,
2022-01-19 03:00:00,309.9720405355538,
2022-01-19 18:30:00,408.0318057064742,
2022-01-19 20:00:00,459.6550556047796,
2022-01-19 23:00:00,339.43652077190563,
2022-01-19 23:59:59,363.0392104923967,c
2022-01-20 00:00:00,278.65558722231344,
2022-01-20 01:00:00,301.86469583275266,
2022-01-20 02:30:00,301.86469583275266,
2022-01-20 03:00:00,301.86469583275266,
2022-01-20 18:30:00,193.99639568100247,
2022-01-20 20:00:00,260.80289011951663,
2022-01-20 23:00:00,323.8852080075221,
2022-01-20 23:59:59,327.6354027021089,c
2022-01-21 00:00:00,214.7214107503205,
2022-01-21 01:00:00,255.66504554624134,
2022-01-21 02:30:00,255.66504554624134,
2022-01-21 03:00:00,255.66504554624134,
2022-01-21 18:30:00,255.66504554624134,
2022-01-21 20:00:00,255.66504554624134,
2022-01-21 23:00:00,255.66504554624134,
2022-01-21 23:59:59,270.98997478990987,w
2022-01-24 00:00:00,384.1560538353724,
2022-01-24 01:00:00,375.39135265371806,
2022-01-24 02:30:00,375.39135265371806,
2022-01-24 03:00:00,375.39135265371806,
2022-01-24 18:30:00,336.59953241316,
2022-01-24 20:00:00,95.25829041031284,
2022-01-24 23:00:00,-73.45053391389229,
2022-01-24 23:59:59,-98.7704749172035,c
2022-01-25 00:00:00,-148.96399955989,
2022-01-25 01:00:00,-146.45567723030308,
2022-01-25 02:30:00,-146.45567723030308,
2022-01-25 03:00:00,-146.45567723030308,
2022-01-25 18:30:00,-146.45567723030308,
2022-01-25 20:00:00,-211.4624275352362,
2022-01-25 23:00:00,-169.78624832456535,
2022-01-25 23:59:59,-216.4135197676287,c
2022-01-26 00:00:00,-172.92572546416613,
2022-01-26 01:00:00,-176.6072031116655,
2022-01-26 02:30:00,-176.6072031116655,
2022-01-26 03:00:00,-176.6072031116655,
2022-01-26 18:30:00,-240.21407199375608,
2022-01-26 20:00:00,-393.3029911733993,
2022-01-26 23:00:00,-522.5605424969353,
2022-01-26 23:59:59,-555.9181361063829,c
2022-01-27 00:00:00,-566.6367522860046,
2022-01-27 01:00:00,-586.0439729719901,
2022-01-27 02:30:00,-586.0439729719901,
2022-01-27 03:00:00,-586.0439729719901,
2022-01-27 18:30:00,-633.5350701742354,
2022-01-27 20:00:00,-739.1085484986979,
2022-01-27 23:00:00,-680.0987129026034,
2022-01-27 23:59:59,-683.471653427724,c
2022-01-28 00:00:00,-590.7316933186012,
2022-01-28 01:00:00,-571.7572062756635,
2022-01-28 02:30:00,-571.7572062756635,
2022-01-28 03:00:00,-571.7572062756635,
2022-01-28 18:30:00,-571.7572062756635,
2022-01-28 20:00:00,-571.7572062756635,
2022-01-28 23:00:00,-571.7572062756635,
2022-01-28 23:59:59,-566.8960430826219,w
2022-01-31 00:00:00,-130.5328179115395,
2022-01-31 01:00:00,-94.91586182754418,
2022-01-31 02:30:00,-94.91586182754418,
2022-01-31 03:00:00,-94.91586182754418,
2022-01-31 18:30:00,-91.78668398284026,
2022-01-31 20:00:00,177.40037656912864,
2022-01-31 23:00:00,128.02082690754924,
2022-01-31 23:59:59,109.66194069461108,c
2022-02-01 00:00:00,170.00567191935716,
2022-02-01 01:00:00,190.49790662813393,
2022-02-01 02:30:00,190.49790662813393,
2022-02-01 03:00:00,190.49790662813393,
2022-02-01 18:30:00,237.7581983303162,
2022-02-01 20:00:00,112.5663446536928,
2022-02-01 23:00:00,109.01854910077236,
2022-02-01 23:59:59,136.547980328437,c
2022-02-02 00:00:00,189.38829471099416,
2022-02-02 01:00:00,166.71711088251413,
2022-02-02 02:30:00,166.71711088251413,
2022-02-02 03:00:00,166.71711088251413,
2022-02-02 18:30:00,105.30600692703683,
2022-02-02 20:00:00,185.36739325496546,
2022-02-02 23:00:00,-15.320342851468013,
2022-02-02 23:59:59,26.0968617984081,c
2022-02-03 00:00:00,66.93443012753505,
2022-02-03 01:00:00,42.458355449909504,
2022-02-03 02:30:00,42.458355449909504,
2022-02-03 03:00:00,42.458355449909504,
2022-02-03 18:30:00,66.62660297517414,
2022-02-03 20:00:00,142.1645653010728,
2022-02-03 23:00:00,61.92524412557759,
2022-02-03 23:59:59,88.79225666409002,c
2022-02-04 00:00:00,61.09371720701256,
2022-02-04 01:00:00,87.30103821337798,
2022-02-04 02:30:00,87.30103821337798,
2022-02-04 03:00:00,87.30103821337798,
2022-02-04 18:30:00,87.30103821337798,
2022-02-04 20:00:00,87.30103821337798,
2022-02-04 23:00:00,87.30103821337798,
2022-02-04 23:59:59,80.7176408607902,w
2022-02-07 00:00:00,197.43525290059915,
2022-02-07 01:00:00,186.62357139554115,
2022-02-07 02:30:00,186.62357139554115,
2022-02-07 03:00:00,186.62357139554115,
2022-02-07 18:30:00,229.22076204144105,
2022-02-07 20:00:00,91.61071150027237,
2022-02-07 23:00:00,121.13914314644262,
2022-02-07 23:59:59,93.21486608372106,c
2022-02-08 00:00:00,123.1173973404675,
2022-02-08 01:00:00,126.86962680457327,
2022-02-08 02:30:00,126.86962680457327,
2022-02-08 03:00:00,126.86962680457327,
2022-02-08 18:30:00,467.53266046320914,
2022-02-08 20:00:00,444.9231379781495,
2022-02-08 23:00:00,218.13183971010312,
2022-02-08 23:59:59,264.4192543466852,c
2022-02-09 00:00:00,-26.18729953352613,
2022-02-09 01:00:00,-8.375872822979545,
2022-02-09 02:30:00,-8.375872822979545,
2022-02-09 03:00:00,-8.375872822979545,
2022-02-09 18:30:00,-101.96453687279609,
2022-02-09 20:00:00,-62.69222688660375,
2022-02-09 23:00:00,13.782585401341748,
2022-02-09 23:59:59,0.0,a
2022-02-10 00:00:00,68.09116926515799,
2022-02-10 01:00:00,88.59472307664419,
2022-02-10 02:30:00,88.59472307664419,
2022-02-10 03:00:00,88.59472307664419,
2022-02-10 18:30:00,38.85221670874398,
2022-02-10 20:00:00,44.87409842890247,
2022-02-10 23:00:00,-40.19538188238403,
2022-02-10 23:59:59,-36.60068882937503,c
2022-02-11 00:00:00,-17.173134664765712,
2022-02-11 01:00:00,-17.173134664765712,
2022-02-11 02:30:00,-17.173134664765712,
2022-02-11 03:00:00,-17.173134664765712,
2022-02-11 18:30:00,-17.173134664765712,
2022-02-11 20:00:00,-17.173134664765712,
2022-02-11 23:00:00,-17.173134664765712,
2022-02-11 23:59:59,5.76641952628961,w
2022-02-14 00:00:00,-83.66628537598717,
2022-02-14 01:00:00,-109.27702375809804,
2022-02-14 02:30:00,-109.27702375809804,
2022-02-14 03:00:00,-109.27702375809804,
2022-02-14 18:30:00,-65.94643281918616,
2022-02-14 20:00:00,-152.5115678019356,
2022-02-14 23:00:00,-275.43829011175967,
2022-02-14 23:59:59,-291.90364880485413,c
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
0,-291.90364880485413,
2022-02-15 00:00:00,-346.04192174958735,
2022-02-15 01:00:00,-371.9520401838545,
2022-02-15 02:30:00,-371.9520401838545,
2022-02-15 03:00:00,-371.9520401838545,
2022-02-15 18:30:00,-406.4928478055772,
2022-02-15 20:00:00,-361.7400917078121,
2022-02-15 23:00:00,-282.09610080764287,
2022-02-15 23:59:59,-307.2796338223134,c
2022-02-16 00:00:00,-270.12715289051994,
2022-02-16 01:00:00,-275.19289393589224,
2022-02-16 02:30:00,-275.19289393589224,
2022-02-16 03:00:00,-275.19289393589224,
2022-02-16 18:30:00,-342.9109829329809,
2022-02-16 20:00:00,-285.0490539849234,
2022-02-16 23:00:00,-425.6851547135693,
2022-02-16 23:59:59,-464.38794306214186,c
2022-02-17 00:00:00,-436.51681122529135,
2022-02-17 01:00:00,-432.18531820597855,
2022-02-17 02:30:00,-432.18531820597855,
2022-02-17 03:00:00,-432.18531820597855,
2022-02-17 18:30:00,-391.8498321665238,
2022-02-17 20:00:00,-330.72166085398385,
2022-02-17 23:00:00,-371.42074226352815,
2022-02-17 23:59:59,-348.9751259903378,c
2022-02-18 00:00:00,-453.85193908462134,
2022-02-18 01:00:00,-389.05627557768275,
2022-02-18 02:30:00,-389.05627557768275,
2022-02-18 03:00:00,-389.05627557768275,
2022-02-18 18:30:00,-389.05627557768275,
2022-02-18 20:00:00,-389.05627557768275,
2022-02-18 23:00:00,-389.05627557768275,
2022-02-18 23:59:59,-385.22171883538067,w
2022-02-21 00:00:00,-411.54774232813634,
2022-02-21 01:00:00,-400.9565395283098,
2022-02-21 02:30:00,-400.9565395283098,
2022-02-21 03:00:00,-400.9565395283098,
2022-02-21 18:30:00,-482.0500313851235,
2022-02-21 20:00:00,-397.2871723185026,
2022-02-21 23:00:00,-564.1200391617595,
2022-02-21 23:59:59,-641.5465984482425,c
2022-02-22 00:00:00,-669.0084545124128,
2022-02-22 01:00:00,-697.5977170874785,
2022-02-22 02:30:00,-697.5977170874785,
2022-02-22 03:00:00,-697.5977170874785,
2022-02-22 18:30:00,-682.5033790845728,
2022-02-22 20:00:00,-571.4286358430118,
2022-02-22 23:00:00,-557.6753431498801,
2022-02-22 23:59:59,-585.5079550075734,c
2022-02-23 00:00:00,-606.6211561937671,
2022-02-23 01:00:00,-606.6211561937671,
2022-02-23 02:30:00,-606.6211561937671,
2022-02-23 03:00:00,-606.6211561937671,
2022-02-23 18:30:00,-583.5977279091248,
2022-02-23 20:00:00,-509.9410446954025,
2022-02-23 23:00:00,-699.5602633215021,
2022-02-23 23:59:59,-810.8079582246728,c
2022-02-24 00:00:00,-834.9983081495966,
2022-02-24 01:00:00,-825.9849937064737,
2022-02-24 02:30:00,-825.9849937064737,
2022-02-24 03:00:00,-825.9849937064737,
2022-02-24 18:30:00,-789.7621587290223,
2022-02-24 20:00:00,-641.1029812751904,
2022-02-24 23:00:00,-583.6954837699777,
2022-02-24 23:59:59,-593.2829051435547,c
2022-02-25 00:00:00,-487.00340592862085,
2022-02-25 01:00:00,-476.3908240210012,
2022-02-25 02:30:00,-476.3908240210012,
2022-02-25 03:00:00,-476.3908240210012,
2022-02-25 18:30:00,-476.3908240210012,
2022-02-25 20:00:00,-476.3908240210012,
2022-02-25 23:00:00,-476.3908240210012,
2022-02-25 23:59:59,-503.22838570578097,w
2022-02-28 00:00:00,-425.9732088238907,
2022-02-28 01:00:00,-451.50694391362504,
2022-02-28 02:30:00,-451.50694391362504,
2022-02-28 03:00:00,-451.50694391362504,
2022-02-28 18:30:00,-475.4011350440478,
2022-02-28 20:00:00,-317.70221111144747,
2022-02-28 23:00:00,-492.2932204540557,
2022-02-28 23:59:59,-426.2327453996413,e
2022-03-01 00:00:00,-270.5780136817111,
2022-03-01 01:00:00,-286.1455133632835,
2022-03-01 02:30:00,-286.1455133632835,
2022-03-01 03:00:00,-286.1455133632835,
2022-03-01 18:30:00,-151.53086941695074,
2022-03-01 20:00:00,-189.34059161209552,
2022-03-01 23:00:00,-232.3966839515533,
2022-03-01 23:59:59,-206.4943612584966,c
2022-03-02 00:00:00,-177.6727545783633,
2022-03-02 01:00:00,-198.35134086157632,
2022-03-02 02:30:00,-198.35134086157632,
2022-03-02 03:00:00,-198.35134086157632,
2022-03-02 18:30:00,-158.00564843807842,
2022-03-02 20:00:00,-203.2543535835748,
2022-03-02 23:00:00,-127.93803354979264,
2022-03-02 23:59:59,-44.35111822668023,c
2022-03-03 00:00:00,52.27453038076783,
2022-03-03 01:00:00,89.41634826962218,
2022-03-03 02:30:00,89.41634826962218,
2022-03-03 03:00:00,89.41634826962218,
2022-03-03 18:30:00,73.32692908499394,
2022-03-03 20:00:00,224.66698758174425,
2022-03-03 23:00:00,136.93247092081128,
2022-03-03 23:59:59,196.28062922142362,c
2022-03-04 00:00:00,299.0999466420608,
2022-03-04 01:00:00,256.3804718909896,
2022-03-04 02:30:00,256.3804718909896,
2022-03-04 03:00:00,256.3804718909896,
2022-03-04 18:30:00,256.3804718909896,
2022-03-04 20:00:00,256.3804718909896,
2022-03-04 23:00:00,256.3804718909896,
2022-03-04 23:59:59,242.9534131104101,w
2022-03-07 00:00:00,413.3409216384234,
2022-03-07 01:00:00,389.1816282741429,
2022-03-07 02:30:00,389.1816282741429,
2022-03-07 03:00:00,389.1816282741429,
2022-03-07 18:30:00,389.1816282741429,
2022-03-07 20:00:00,389.1816282741429,
2022-03-07 23:00:00,389.1816282741429,
2022-03-07 23:59:59,369.3669740527421,c
2022-03-08 00:00:00,369.3669740527421,
2022-03-08 01:00:00,369.3669740527421,
2022-03-08 02:30:00,369.3669740527421,
2022-03-08 03:00:00,369.3669740527421,
2022-03-08 18:30:00,369.3669740527421,
2022-03-08 20:00:00,369.3669740527421,
2022-03-08 23:00:00,369.3669740527421,
2022-03-08 23:59:59,369.3669740527421,c
2022-03-09 00:00:00,369.3669740527421,
2022-03-09 01:00:00,369.3669740527421,
2022-03-09 02:30:00,369.3669740527421,
2022-03-09 03:00:00,369.3669740527421,
2022-03-09 18:30:00,369.3669740527421,
2022-03-09 20:00:00,369.3669740527421,
2022-03-09 23:00:00,369.3669740527421,
2022-03-09 23:59:59,369.3669740527421,c
2022-03-10 00:00:00,369.3669740527421,
2022-03-10 01:00:00,369.3669740527421,
2022-03-10 02:30:00,369.3669740527421,
2022-03-10 03:00:00,369.3669740527421,
2022-03-10 18:30:00,369.3669740527421,
2022-03-10 20:00:00,369.3669740527421,
2022-03-10 23:00:00,369.3669740527421,
2022-03-10 23:59:59,369.3669740527421,c
2022-03-11 00:00:00,369.3669740527421,
2022-03-11 01:00:00,369.3669740527421,
2022-03-11 02:30:00,369.3669740527421,
2022-03-11 03:00:00,369.3669740527421,
2022-03-11 18:30:00,369.3669740527421,
2022-03-11 20:00:00,369.3669740527421,
2022-03-11 23:00:00,369.3669740527421,
2022-03-11 23:59:59,369.3669740527421,w
2022-03-14 00:00:00,369.3669740527421,
2022-03-14 01:00:00,369.3669740527421,
2022-03-14 02:30:00,369.3669740527421,
2022-03-14 03:00:00,369.3669740527421,
2022-03-14 18:30:00,369.3669740527421,
2022-03-14 20:00:00,369.3669740527421,
2022-03-14 23:00:00,369.3669740527421,
2022-03-14 23:59:59,369.3669740527421,c
2022-03-15 00:00:00,369.3669740527421,
2022-03-15 01:00:00,369.3669740527421,
2022-03-15 02:30:00,369.3669740527421,
2022-03-15 03:00:00,369.3669740527421,
2022-03-15 18:30:00,369.3669740527421,
2022-03-15 20:00:00,369.3669740527421,
2022-03-15 23:00:00,369.3669740527421,
2022-03-15 23:59:59,369.3669740527421,c
2022-03-16 00:00:00,369.3669740527421,
2022-03-16 01:00:00,369.3669740527421,
2022-03-16 02:30:00,369.3669740527421,
2022-03-16 03:00:00,369.3669740527421,
2022-03-16 18:30:00,369.3669740527421,
2022-03-16 20:00:00,369.3669740527421,
2022-03-16 23:00:00,369.3669740527421,
2022-03-16 23:59:59,369.3669740527421,c
2022-03-17 00:00:00,369.3669740527421,
2022-03-17 01:00:00,369.3669740527421,
2022-03-17 02:30:00,369.3669740527421,
2022-03-17 03:00:00,369.3669740527421,
2022-03-17 18:30:00,369.3669740527421,
2022-03-17 20:00:00,369.3669740527421,
2022-03-17 23:00:00,369.3669740527421,
2022-03-17 23:59:59,369.3669740527421,c
2022-03-18 00:00:00,369.3669740527421,
2022-03-18 01:00:00,369.3669740527421,
2022-03-18 02:30:00,369.3669740527421,
2022-03-18 03:00:00,369.3669740527421,
2022-03-18 18:30:00,369.3669740527421,
2022-03-18 20:00:00,369.3669740527421,
2022-03-18 23:00:00,369.3669740527421,
2022-03-18 23:59:59,369.3669740527421,w
2022-03-21 00:00:00,369.3669740527421,
2022-03-21 01:00:00,369.3669740527421,
2022-03-21 02:30:00,369.3669740527421,
2022-03-21 03:00:00,369.3669740527421,
2022-03-21 18:30:00,369.3669740527421,
2022-03-21 20:00:00,369.3669740527421,
2022-03-21 23:00:00,369.3669740527421,
2022-03-21 23:59:59,369.3669740527421,c
