date,EU_CIBR_2021_Q4,meta
2021-12-16 23:59:59,-150.5910472501164,c
2021-12-17 00:00:00,-164.28219119333153,
2021-12-17 03:30:00,-65.37320158202965,
2021-12-17 04:00:00,-30.94370609404905,
2021-12-17 06:00:00,27.229806066772653,
2021-12-17 08:00:00,-63.39736594007081,
2021-12-17 10:30:00,-142.17823301264252,
2021-12-17 11:00:00,-99.93490327488325,
2021-12-17 23:59:59,-68.44418359081828,e
2021-12-20 00:00:00,-224.5232245434836,
2021-12-20 03:30:00,-231.43618784112186,
2021-12-20 04:00:00,-284.0772069741197,
2021-12-20 06:00:00,-177.59404604889642,
2021-12-20 08:00:00,-185.94740770664794,
2021-12-20 10:30:00,-146.950212614649,
2021-12-20 11:00:00,-185.0146339016119,
2021-12-20 23:59:59,-194.40270786840847,c
2021-12-21 00:00:00,-142.3763608841873,
2021-12-21 03:30:00,-181.10381374369354,
2021-12-21 04:00:00,-181.23747462804567,
2021-12-21 06:00:00,-149.84002347888963,
2021-12-21 08:00:00,-84.97738002231563,
2021-12-21 10:30:00,-72.46492616450087,
2021-12-21 11:00:00,-66.73254801917938,
2021-12-21 23:59:59,2.749764913898616,c
2021-12-22 00:00:00,-30.108980549821354,
2021-12-22 03:30:00,32.802481994367554,
2021-12-22 04:00:00,61.08463331746498,
2021-12-22 06:00:00,124.63399527327783,
2021-12-22 08:00:00,169.3093109425863,
2021-12-22 10:30:00,154.90700028389438,
2021-12-22 11:00:00,166.24301959939476,
2021-12-22 23:59:59,161.5670346552106,c
2021-12-23 00:00:00,172.52393450008458,
2021-12-23 03:30:00,242.8382015238767,
2021-12-23 04:00:00,241.5452861751728,
2021-12-23 06:00:00,249.6467338742641,
2021-12-23 08:00:00,223.84402056825093,
2021-12-23 10:30:00,250.14478062618036,
2021-12-23 11:00:00,223.82456278444988,
2021-12-23 23:59:59,240.97968103104176,c
2021-12-24 00:00:00,243.71868109663228,
2021-12-24 03:30:00,238.6656062838647,
2021-12-24 04:00:00,237.73268446106522,
2021-12-24 06:00:00,190.2180734322792,
2021-12-24 08:00:00,190.2180734322792,
2021-12-24 10:30:00,190.2180734322792,
2021-12-24 11:00:00,190.2180734322792,
2021-12-24 23:59:59,197.16876995558414,w
2021-12-27 00:00:00,199.90700002270387,
2021-12-27 03:30:00,244.71517013557605,
2021-12-27 04:00:00,213.77434257499226,
2021-12-27 06:00:00,218.71352520897926,
2021-12-27 08:00:00,216.90809879109474,
2021-12-27 10:30:00,278.8620193070401,
2021-12-27 11:00:00,267.0793762952362,
2021-12-27 23:59:59,276.57744190206904,c
2021-12-28 00:00:00,282.0550862283744,
2021-12-28 03:30:00,345.95237089378134,
2021-12-28 04:00:00,346.86551761672126,
2021-12-28 06:00:00,333.61859924518285,
2021-12-28 08:00:00,349.1504410608195,
2021-12-28 10:30:00,330.389679526681,
2021-12-28 11:00:00,324.0187027482807,
2021-12-28 23:59:59,342.2961546430306,c
2021-12-29 00:00:00,342.2961546430306,
2021-12-29 03:30:00,327.65219548601453,
2021-12-29 04:00:00,337.24169637462,
2021-12-29 06:00:00,297.57430982269943,
2021-12-29 08:00:00,298.47962209783145,
2021-12-29 10:30:00,325.6641917640791,
2021-12-29 11:00:00,328.4162344591132,
2021-12-29 23:59:59,293.00800775831885,c
2021-12-30 00:00:00,293.00800775831885,
2021-12-30 03:30:00,250.63063855167456,
2021-12-30 04:00:00,260.6781150200786,
2021-12-30 06:00:00,260.16714642422994,
2021-12-30 08:00:00,309.34642215926215,
2021-12-30 10:30:00,335.9056600924978,
2021-12-30 11:00:00,324.0275757261352,
2021-12-30 23:59:59,309.4373900532173,c
2021-12-31 00:00:00,268.36503253669434,
2021-12-31 03:30:00,241.3412026872411,
2021-12-31 04:00:00,255.54367008037843,
2021-12-31 06:00:00,268.25894275023893,
2021-12-31 08:00:00,268.25894275023893,
2021-12-31 10:30:00,268.25894275023893,
2021-12-31 11:00:00,268.25894275023893,
2021-12-31 23:59:59,240.98272578326942,w
