date,DTCC_ROBO_2021_Q4,meta
2021-12-23 15:30:30,-567.5504459419191,
2021-12-23 23:59:59,-569.3034503176941,c
2021-12-24 00:00:00,-509.97698573397196,
2021-12-24 10:00:00,-509.97698573397196,
2021-12-24 10:30:00,-509.97698573397196,
2021-12-24 12:00:00,-509.97698573397196,
2021-12-24 13:30:00,-509.97698573397196,
2021-12-24 15:00:00,-509.97698573397196,
2021-12-24 15:30:30,-509.97698573397196,
2021-12-24 23:59:59,-569.0312870231311,w
2021-12-27 00:00:00,-455.39295312132157,
2021-12-27 10:00:00,-387.0484792101421,
2021-12-27 10:30:00,-408.15622668708494,
2021-12-27 12:00:00,-408.15622668708494,
2021-12-27 13:30:00,-408.15622668708494,
2021-12-27 15:00:00,-408.15622668708494,
2021-12-27 15:30:30,-408.15622668708494,
2021-12-27 23:59:59,-419.00863769508805,c
2021-12-28 00:00:00,-386.50455910652516,
2021-12-28 10:00:00,-332.3477034599632,
2021-12-28 10:30:00,-360.17764952964325,
2021-12-28 12:00:00,-360.17764952964325,
2021-12-28 13:30:00,-360.17764952964325,
2021-12-28 15:00:00,-360.17764952964325,
2021-12-28 15:30:30,-360.17764952964325,
2021-12-28 23:59:59,-371.3107311541826,c
2021-12-29 00:00:00,-355.64577413737777,
2021-12-29 10:00:00,91.52229401787567,
2021-12-29 10:30:00,28.668842376035904,
2021-12-29 12:00:00,28.668842376035904,
2021-12-29 13:30:00,28.668842376035904,
2021-12-29 15:00:00,28.668842376035904,
2021-12-29 15:30:30,28.668842376035904,
2021-12-29 23:59:59,44.04300985302527,c
2021-12-30 00:00:00,12.423770216991272,
2021-12-30 10:00:00,-27.667354110744963,
2021-12-30 10:30:00,-125.00512007569256,
2021-12-30 12:00:00,-125.00512007569256,
2021-12-30 13:30:00,-125.00512007569256,
2021-12-30 15:00:00,-125.00512007569256,
2021-12-30 15:30:30,-125.00512007569256,
2021-12-30 23:59:59,-115.93186674311413,c
2021-12-31 00:00:00,-119.37091186490292,
2021-12-31 10:00:00,-119.37091186490292,
2021-12-31 10:30:00,-119.37091186490292,
2021-12-31 12:00:00,-119.37091186490292,
2021-12-31 13:30:00,-119.37091186490292,
2021-12-31 15:00:00,-119.37091186490292,
2021-12-31 15:30:30,-119.37091186490292,
2021-12-31 23:59:59,-113.50368339554133,w
