date,SILJ_2022_Q4,meta
2022-12-26 23:59:59,266.05004543263294,c
2022-12-27 00:00:00,267.3215435060001,
2022-12-27 10:00:00,249.0577574463823,
2022-12-27 10:30:00,230.57455492885947,
2022-12-27 12:00:00,255.999583330753,
2022-12-27 13:30:00,247.75335400801032,
2022-12-27 15:00:00,247.9245626504653,
2022-12-27 15:30:30,247.9245626504653,
2022-12-27 23:59:59,258.935747438838,c
2022-12-28 00:00:00,271.24103075612675,
2022-12-28 10:00:00,232.7465564096683,
2022-12-28 10:30:00,184.4029728574851,
2022-12-28 12:00:00,167.34768167776747,
2022-12-28 13:30:00,232.7930015723241,
2022-12-28 15:00:00,230.58239972875435,
2022-12-28 15:30:30,230.58239972875435,
2022-12-28 23:59:59,288.77600417288886,c
2022-12-29 00:00:00,321.88597331329765,
2022-12-29 10:00:00,239.950615978506,
2022-12-29 10:30:00,199.45117070724882,
2022-12-29 12:00:00,227.01168117110865,
2022-12-29 13:30:00,176.1228772864779,
2022-12-29 15:00:00,168.75504029071362,
2022-12-29 15:30:30,168.75504029071362,
2022-12-29 23:59:59,158.87963607118854,c
2022-12-30 00:00:00,178.6840192567288,
2022-12-30 10:00:00,69.14714349599853,
2022-12-30 10:30:00,78.4024324910988,
2022-12-30 12:00:00,57.150136124044366,
2022-12-30 13:30:00,55.386334868568156,
2022-12-30 15:00:00,73.59723709515674,
2022-12-30 15:30:30,73.59723709515674,
2022-12-30 23:59:59,85.04664700697231,w
