date,AS_GUNR_2021_Q4,meta
2021-12-02 00:00:00,149.50167372947908,
2021-12-02 01:00:00,160.73230027509544,
2021-12-02 02:30:00,178.6735367321653,
2021-12-02 03:00:00,177.84925693785135,
2021-12-02 18:30:00,249.33683546904012,
2021-12-02 20:00:00,277.5641342291801,
2021-12-02 23:00:00,208.4737430741652,
2021-12-02 23:59:59,252.56615566511118,c
2021-12-03 00:00:00,268.1526497076866,
2021-12-03 01:00:00,271.5012341674501,
2021-12-03 02:30:00,256.94505299105913,
2021-12-03 03:00:00,256.9834045242105,
2021-12-03 18:30:00,256.9834045242105,
2021-12-03 20:00:00,256.9834045242105,
2021-12-03 23:00:00,256.9834045242105,
2021-12-03 23:59:59,237.753945189972,w
2021-12-06 00:00:00,18.962108079770587,
2021-12-06 01:00:00,16.95504812648869,
2021-12-06 02:30:00,8.805098134545005,
2021-12-06 03:00:00,6.284573251665279,
2021-12-06 18:30:00,18.887839533855185,
2021-12-06 20:00:00,84.67753831653408,
2021-12-06 23:00:00,26.122383834975153,
2021-12-06 23:59:59,43.59240416866669,c
2021-12-07 00:00:00,-18.40746890544324,
2021-12-07 01:00:00,-26.04775167885964,
2021-12-07 02:30:00,-26.07589376355463,
2021-12-07 03:00:00,-24.37832674276342,
2021-12-07 18:30:00,12.568590305992075,
2021-12-07 20:00:00,-31.351567469651854,
2021-12-07 23:00:00,-105.17029891321363,
2021-12-07 23:59:59,-104.65609857906475,c
2021-12-08 00:00:00,-163.63959078813787,
2021-12-08 01:00:00,-163.86980802973812,
2021-12-08 02:30:00,-155.0220109470547,
2021-12-08 03:00:00,-151.86039572965274,
2021-12-08 18:30:00,-114.6305423224403,
2021-12-08 20:00:00,-125.91259202829679,
2021-12-08 23:00:00,-106.39481656515,
2021-12-08 23:59:59,-98.42814333432852,c
2021-12-09 00:00:00,-69.1180796462877,
2021-12-09 01:00:00,-74.05893366945202,
2021-12-09 02:30:00,-74.08164762643901,
2021-12-09 03:00:00,-70.04242032007005,
2021-12-09 18:30:00,-53.87690684063273,
2021-12-09 20:00:00,-39.74403121612704,
2021-12-09 23:00:00,-71.67634336276387,
2021-12-09 23:59:59,-39.17853977644609,c
2021-12-10 00:00:00,10.305396394241143,
2021-12-10 01:00:00,7.10022394738553,
2021-12-10 02:30:00,-3.3699180679395795,
2021-12-10 03:00:00,-5.013088998388412,
2021-12-10 18:30:00,-5.013088998388412,
2021-12-10 20:00:00,-5.013088998388412,
2021-12-10 23:00:00,-5.013088998388412,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,7.823299372768815,
2021-12-13 01:00:00,2.2616049366297375,
2021-12-13 02:30:00,-0.18675926121068187,
2021-12-13 03:00:00,1.421694921665221,
2021-12-13 18:30:00,-27.948972902741843,
2021-12-13 20:00:00,16.64008252092208,
2021-12-13 23:00:00,8.642950999394088,
2021-12-13 23:59:59,8.971271942132262,c
2021-12-14 00:00:00,5.153543654150781,
2021-12-14 01:00:00,11.994077272139293,
2021-12-14 02:30:00,12.012282655329727,
2021-12-14 03:00:00,9.563128177443105,
2021-12-14 18:30:00,75.39854901964554,
2021-12-14 20:00:00,-25.49216548876575,
2021-12-14 23:00:00,124.29553136068807,
2021-12-14 23:59:59,85.70117239647061,c
2021-12-15 00:00:00,122.90532784168863,
2021-12-15 01:00:00,117.06582419810366,
2021-12-15 02:30:00,113.71360586006722,
2021-12-15 03:00:00,110.49772633062548,
2021-12-15 18:30:00,86.70140298057322,
2021-12-15 20:00:00,33.655170511598044,
2021-12-15 23:00:00,47.64809416899607,
2021-12-15 23:59:59,73.41901522791886,c
2021-12-16 00:00:00,113.62295292297858,
2021-12-16 01:00:00,117.96312729022702,
2021-12-16 02:30:00,111.50471059419397,
2021-12-16 03:00:00,119.70059123330248,
2021-12-16 18:30:00,86.8082870922126,
2021-12-16 20:00:00,45.30788681338345,
2021-12-16 23:00:00,17.577298037926994,
2021-12-16 23:59:59,3.1385959288709273,c
2021-12-17 00:00:00,-92.6730247283931,
2021-12-17 01:00:00,-95.29953886286876,
2021-12-17 02:30:00,-91.98634802999459,
2021-12-17 03:00:00,-94.4576804099579,
2021-12-17 18:30:00,-94.4576804099579,
2021-12-17 20:00:00,-94.4576804099579,
2021-12-17 23:00:00,-94.4576804099579,
2021-12-17 23:59:59,-114.45250162681623,e
2021-12-20 00:00:00,39.908357679012624,
2021-12-20 01:00:00,38.895148510086074,
2021-12-20 02:30:00,34.81645441037199,
2021-12-20 03:00:00,41.40158325273842,
2021-12-20 18:30:00,-71.61077830935301,
2021-12-20 20:00:00,-129.58930823755327,
2021-12-20 23:00:00,-152.46459874058928,
2021-12-20 23:59:59,-172.6207695046578,c
2021-12-21 00:00:00,-137.9256051464099,
2021-12-21 01:00:00,-128.65394438196017,
2021-12-21 02:30:00,-128.7132183232643,
2021-12-21 03:00:00,-130.34266741139527,
2021-12-21 18:30:00,-92.28391174206627,
2021-12-21 20:00:00,-95.17267034272936,
2021-12-21 23:00:00,-59.315663575701365,
2021-12-21 23:59:59,-50.976820976769886,c
2021-12-22 00:00:00,-60.1212006549149,
2021-12-22 01:00:00,-58.1606997819481,
2021-12-22 02:30:00,-50.83292277248256,
2021-12-22 03:00:00,-49.28586937320506,
2021-12-22 18:30:00,-10.178784511491358,
2021-12-22 20:00:00,26.719268491587172,
2021-12-22 23:00:00,91.57234294630416,
2021-12-22 23:59:59,78.48899068222454,c
2021-12-23 00:00:00,10.38697126039824,
2021-12-23 01:00:00,14.556750438192466,
2021-12-23 02:30:00,8.859454780399574,
2021-12-23 03:00:00,11.33158463678501,
2021-12-23 18:30:00,72.21138055783558,
2021-12-23 20:00:00,88.64072189762373,
2021-12-23 23:00:00,68.54506901429522,
2021-12-23 23:59:59,65.77080262536401,c
2021-12-24 00:00:00,22.396023329684795,
2021-12-24 01:00:00,20.872105213878058,
2021-12-24 02:30:00,20.872105213878058,
2021-12-24 03:00:00,20.872105213878058,
2021-12-24 18:30:00,20.872105213878058,
2021-12-24 20:00:00,20.872105213878058,
2021-12-24 23:00:00,20.872105213878058,
2021-12-24 23:59:59,15.90905231877423,w
2021-12-27 00:00:00,5.740271321107684,
2021-12-27 01:00:00,7.971770708842087,
2021-12-27 02:30:00,7.971770708842087,
2021-12-27 03:00:00,7.971770708842087,
2021-12-27 18:30:00,7.971770708842087,
2021-12-27 20:00:00,6.81445476839599,
2021-12-27 23:00:00,-2.255544415883378,
2021-12-27 23:59:59,-3.0429157744356417,c
2021-12-28 00:00:00,12.218838809385488,
2021-12-28 01:00:00,9.960769696930583,
2021-12-28 02:30:00,19.05373886358575,
2021-12-28 03:00:00,19.105378157669293,
2021-12-28 18:30:00,21.088655880445003,
2021-12-28 20:00:00,0.9268151320111429,
2021-12-28 23:00:00,52.232540674927805,
2021-12-28 23:59:59,61.09387584065371,c
2021-12-29 00:00:00,55.78556772395132,
2021-12-29 01:00:00,77.76435352588032,
2021-12-29 02:30:00,59.83778366677234,
2021-12-29 03:00:00,69.65267371781101,
2021-12-29 18:30:00,42.55859304578371,
2021-12-29 20:00:00,60.351169944141475,
2021-12-29 23:00:00,112.17286939741916,
2021-12-29 23:59:59,112.8200958674106,c
2021-12-30 00:00:00,130.40423174024272,
2021-12-30 01:00:00,120.15436279016194,
2021-12-30 02:30:00,124.99878689410889,
2021-12-30 03:00:00,125.01488556739696,
2021-12-30 18:30:00,94.2827581500469,
2021-12-30 20:00:00,58.192193556147686,
2021-12-30 23:00:00,249.0303595562973,
2021-12-30 23:59:59,253.58003469533378,c
2021-12-31 00:00:00,220.85024543972122,
2021-12-31 01:00:00,220.85024543972122,
2021-12-31 02:30:00,220.85024543972122,
2021-12-31 03:00:00,220.85024543972122,
2021-12-31 18:30:00,220.85024543972122,
2021-12-31 20:00:00,220.85024543972122,
2021-12-31 23:00:00,220.85024543972122,
2021-12-31 23:59:59,230.26879153336176,w
