date,AS_MSCI_AS_DM_STAY_2022_Q1,meta
2022-03-11 23:00:00,373.8187947895676,
2022-03-11 23:59:59,373.8187947895676,w
2022-03-14 00:00:00,373.8187947895676,
2022-03-14 01:00:00,373.8187947895676,
2022-03-14 02:30:00,373.8187947895676,
2022-03-14 03:00:00,373.8187947895676,
2022-03-14 18:30:00,373.8187947895676,
2022-03-14 20:00:00,373.8187947895676,
2022-03-14 23:00:00,373.8187947895676,
2022-03-14 23:59:59,373.8187947895676,c
2022-03-15 00:00:00,373.8187947895676,
2022-03-15 01:00:00,373.8187947895676,
2022-03-15 02:30:00,373.8187947895676,
2022-03-15 03:00:00,373.8187947895676,
2022-03-15 18:30:00,373.8187947895676,
2022-03-15 20:00:00,373.8187947895676,
2022-03-15 23:00:00,373.8187947895676,
2022-03-15 23:59:59,373.8187947895676,c
2022-03-16 00:00:00,373.8187947895676,
2022-03-16 01:00:00,373.8187947895676,
2022-03-16 02:30:00,373.8187947895676,
2022-03-16 03:00:00,373.8187947895676,
2022-03-16 18:30:00,373.8187947895676,
2022-03-16 20:00:00,373.8187947895676,
2022-03-16 23:00:00,373.8187947895676,
2022-03-16 23:59:59,373.8187947895676,c
2022-03-17 00:00:00,373.8187947895676,
2022-03-17 01:00:00,373.8187947895676,
2022-03-17 02:30:00,373.8187947895676,
2022-03-17 03:00:00,373.8187947895676,
2022-03-17 18:30:00,373.8187947895676,
2022-03-17 20:00:00,373.8187947895676,
2022-03-17 23:00:00,373.8187947895676,
2022-03-17 23:59:59,373.8187947895676,c
2022-03-18 00:00:00,373.8187947895676,
2022-03-18 01:00:00,373.8187947895676,
2022-03-18 02:30:00,373.8187947895676,
2022-03-18 03:00:00,373.8187947895676,
2022-03-18 18:30:00,373.8187947895676,
2022-03-18 20:00:00,373.8187947895676,
2022-03-18 23:00:00,373.8187947895676,
2022-03-18 23:59:59,373.8187947895676,w
2022-03-21 00:00:00,373.8187947895676,
2022-03-21 01:00:00,373.8187947895676,
2022-03-21 02:30:00,373.8187947895676,
2022-03-21 03:00:00,373.8187947895676,
2022-03-21 18:30:00,373.8187947895676,
2022-03-21 20:00:00,373.8187947895676,
2022-03-21 23:00:00,373.8187947895676,
2022-03-21 23:59:59,373.8187947895676,c
