date,EU_BOTZ_2022_Q2,meta
2022-06-21 06:00:00,-119.27840081687884,
2022-06-21 08:00:00,-140.29230559845655,
2022-06-21 10:30:00,-92.61348582713623,
2022-06-21 11:00:00,-88.29180375249206,
2022-06-21 23:59:59,-89.78489635726214,c
2022-06-22 00:00:00,-146.04005220171211,
2022-06-22 03:30:00,-51.67256293070683,
2022-06-22 04:00:00,-16.409592728350262,
2022-06-22 06:00:00,-41.50405448296297,
2022-06-22 08:00:00,-45.46380832348241,
2022-06-22 10:30:00,-110.33362132975712,
2022-06-22 11:00:00,-99.9839195678631,
2022-06-22 23:59:59,-136.34317468205197,c
2022-06-23 00:00:00,-150.96429437809994,
2022-06-23 03:30:00,-92.6244678268333,
2022-06-23 04:00:00,-85.14325044110569,
2022-06-23 06:00:00,-71.16912496232273,
2022-06-23 08:00:00,-66.83005737642361,
2022-06-23 10:30:00,-39.49636132063765,
2022-06-23 11:00:00,-47.73875360966589,
2022-06-23 23:59:59,0.0,a
2022-06-24 00:00:00,21.262961632553512,
2022-06-24 03:30:00,-4.656465463002505,
2022-06-24 04:00:00,-13.613172928381402,
2022-06-24 06:00:00,9.729233219714374,
2022-06-24 08:00:00,19.12816557288913,
2022-06-24 10:30:00,52.86214522090155,
2022-06-24 11:00:00,42.99580849449946,
2022-06-24 23:59:59,66.64316214448725,w
2022-06-27 00:00:00,83.64407388704758,
2022-06-27 03:30:00,98.91061472461216,
2022-06-27 04:00:00,54.542382952766374,
2022-06-27 06:00:00,48.39757973054061,
2022-06-27 08:00:00,55.87753234727215,
2022-06-27 10:30:00,61.696131773051846,
2022-06-27 11:00:00,37.46745077021991,
2022-06-27 23:59:59,37.35545240755009,c
0,37.35545240755009,
0,37.35545240755009,
0,37.35545240755009,
0,37.35545240755009,
0,37.35545240755009,
0,37.35545240755009,
0,37.35545240755009,
0,37.35545240755009,
2022-06-28 00:00:00,65.01464538658577,
2022-06-28 03:30:00,77.51259808732225,
2022-06-28 04:00:00,75.56313721920434,
2022-06-28 06:00:00,101.8928609536455,
2022-06-28 08:00:00,124.95894648783589,
2022-06-28 10:30:00,111.5760783720526,
2022-06-28 11:00:00,99.46782617306168,
2022-06-28 23:59:59,109.3137379527716,c
2022-06-29 00:00:00,150.6394315994268,
2022-06-29 03:30:00,161.2848455873517,
2022-06-29 04:00:00,161.24858137371803,
2022-06-29 06:00:00,198.79413418013974,
2022-06-29 08:00:00,148.69897440330323,
2022-06-29 10:30:00,137.86931107271096,
2022-06-29 11:00:00,128.66202042283732,
2022-06-29 23:59:59,154.1870442974447,c
2022-06-30 00:00:00,152.64072852009326,
2022-06-30 03:30:00,188.80767870376735,
2022-06-30 04:00:00,218.99914369558593,
2022-06-30 06:00:00,260.2015111612604,
2022-06-30 08:00:00,247.54130921909513,
2022-06-30 10:30:00,269.38642334370877,
2022-06-30 11:00:00,270.62482577567323,
2022-06-30 23:59:59,263.6294798384708,e
2022-07-01 00:00:00,217.4820729121151,
2022-07-01 03:30:00,222.51916204210147,
2022-07-01 04:00:00,182.10416795124297,
2022-07-01 06:00:00,191.68196931243267,
2022-07-01 08:00:00,215.7256000513018,
2022-07-01 10:30:00,142.55375218817767,
2022-07-01 11:00:00,147.31736951471117,
2022-07-01 23:59:59,151.6661072567179,w
2022-07-04 00:00:00,115.85726345527296,
2022-07-04 03:30:00,117.662807156765,
2022-07-04 04:00:00,124.38253840843812,
2022-07-04 06:00:00,112.97369075591335,
2022-07-04 08:00:00,136.61661351927052,
2022-07-04 10:30:00,114.74312016243904,
2022-07-04 11:00:00,103.37770016511358,
2022-07-04 23:59:59,111.67927636379746,c
2022-07-05 00:00:00,90.6567609307033,
2022-07-05 03:30:00,60.25751377558727,
2022-07-05 04:00:00,50.46146657055458,
2022-07-05 06:00:00,34.93435318223682,
2022-07-05 08:00:00,54.107775281167974,
2022-07-05 10:30:00,-21.571761267580158,
2022-07-05 11:00:00,-4.609193444307678,
2022-07-05 23:59:59,2.089414054858352,c
2022-07-06 00:00:00,34.80203299164235,
2022-07-06 03:30:00,53.3551279761228,
2022-07-06 04:00:00,41.08437781944441,
2022-07-06 06:00:00,11.04564842487828,
2022-07-06 08:00:00,2.3608136485183024,
2022-07-06 10:30:00,1.92835017614415,
2022-07-06 11:00:00,-7.725392525744454,
2022-07-06 23:59:59,8.571625868940046,c
2022-07-07 00:00:00,26.76776470122506,
2022-07-07 03:30:00,27.945636356967768,
2022-07-07 04:00:00,33.00257940778748,
2022-07-07 06:00:00,21.47117948431692,
2022-07-07 08:00:00,5.922357383374518,
2022-07-07 10:30:00,-17.684105790335124,
2022-07-07 11:00:00,-21.41444769781289,
2022-07-07 23:59:59,-19.97443685188199,c
2022-07-08 00:00:00,-30.386461511260066,
2022-07-08 03:30:00,-19.475587481216152,
2022-07-08 04:00:00,-23.61650721370718,
2022-07-08 06:00:00,-39.34618451476402,
2022-07-08 08:00:00,-43.40918326002594,
2022-07-08 10:30:00,-70.83149535258374,
2022-07-08 11:00:00,-41.37120430504105,
2022-07-08 23:59:59,-44.347168042593935,w
2022-07-11 00:00:00,-54.40930967457051,
2022-07-11 03:30:00,-41.32167990339268,
2022-07-11 04:00:00,-71.47076174989556,
2022-07-11 06:00:00,-119.20124420265375,
2022-07-11 08:00:00,-77.89119034872743,
2022-07-11 10:30:00,-81.84729961728242,
2022-07-11 11:00:00,-72.22970252678365,
2022-07-11 23:59:59,-67.79703708868068,c
2022-07-12 00:00:00,-63.81803347332074,
2022-07-12 03:30:00,-27.168229794496142,
2022-07-12 04:00:00,-42.40186245227271,
2022-07-12 06:00:00,-38.174829621875375,
2022-07-12 08:00:00,-53.42316032899572,
2022-07-12 10:30:00,-36.4934253094291,
2022-07-12 11:00:00,-43.32433400404429,
2022-07-12 23:59:59,-34.98855760164942,c
2022-07-13 00:00:00,-26.763479429702144,
2022-07-13 03:30:00,-71.35994292481499,
2022-07-13 04:00:00,-58.11900024555902,
2022-07-13 06:00:00,-60.6071866028944,
2022-07-13 08:00:00,-70.23731872438873,
2022-07-13 10:30:00,-33.81832296539447,
2022-07-13 11:00:00,-14.937277238561578,
2022-07-13 23:59:59,-21.257581912566053,c
2022-07-14 00:00:00,-58.21402730113003,
2022-07-14 03:30:00,-72.94678530821027,
2022-07-14 04:00:00,-67.15741432194558,
2022-07-14 06:00:00,-82.86805974446467,
2022-07-14 08:00:00,-130.20316660738848,
2022-07-14 10:30:00,-109.91827293204368,
2022-07-14 11:00:00,-102.7347641533972,
2022-07-14 23:59:59,-108.34459990046199,c
