date,AS_KWEB_2022_Q4,meta
2022-12-07 23:59:59,-1088.4227577055228,c
2022-12-08 00:00:00,-1190.7013735178502,
2022-12-08 01:00:00,-1052.330014396792,
2022-12-08 02:30:00,-1147.6216066473098,
2022-12-08 03:00:00,-1242.6621555085408,
2022-12-08 18:30:00,-1242.6621555085408,
2022-12-08 20:00:00,-1242.6621555085408,
2022-12-08 23:00:00,-1189.2740386667208,
2022-12-08 23:59:59,-1188.1580371285866,c
2022-12-09 00:00:00,-1279.021927494606,
2022-12-09 01:00:00,-1235.718627880476,
2022-12-09 02:30:00,-1219.1246950806085,
2022-12-09 03:00:00,-1274.1889908297082,
2022-12-09 18:30:00,-1274.1889908297082,
2022-12-09 20:00:00,-1274.1889908297082,
2022-12-09 23:00:00,-1274.1889908297082,
2022-12-09 23:59:59,-1274.6745528094314,e
2022-12-12 00:00:00,-1259.988775608023,
2022-12-12 01:00:00,-1367.1759201232292,
2022-12-12 02:30:00,-1306.785149818244,
2022-12-12 03:00:00,-1371.3550879237498,
2022-12-12 18:30:00,-1371.3550879237498,
2022-12-12 20:00:00,-1371.3550879237498,
2022-12-12 23:00:00,-1594.6528300223024,
2022-12-12 23:59:59,-1591.638990384924,c
2022-12-13 00:00:00,-1624.4886886038908,
2022-12-13 01:00:00,-1572.0712160827877,
2022-12-13 02:30:00,-1502.5961001198925,
2022-12-13 03:00:00,-1469.5649526517616,
2022-12-13 18:30:00,-1469.5649526517616,
2022-12-13 20:00:00,-1469.5649526517616,
2022-12-13 23:00:00,-1256.7701075715327,
2022-12-13 23:59:59,-1256.8580384006618,c
2022-12-14 00:00:00,-1349.5084030111177,
2022-12-14 01:00:00,-1293.7183308852498,
2022-12-14 02:30:00,-1317.915518998827,
2022-12-14 03:00:00,-1305.2567631746788,
2022-12-14 18:30:00,-1305.2567631746788,
2022-12-14 20:00:00,-1305.2567631746788,
2022-12-14 23:00:00,-1105.8301093701234,
2022-12-14 23:59:59,-1105.3038702811334,c
2022-12-15 00:00:00,-1143.6414572357298,
2022-12-15 01:00:00,-1053.9888096538311,
2022-12-15 02:30:00,-1070.6407706217383,
2022-12-15 03:00:00,-1097.1221563288657,
2022-12-15 18:30:00,-1097.1221563288657,
2022-12-15 20:00:00,-1097.1221563288657,
2022-12-15 23:00:00,-1061.6367368786975,
2022-12-15 23:59:59,-1061.1519000938897,c
2022-12-16 00:00:00,-958.9920101920982,
2022-12-16 01:00:00,-976.6789424352684,
2022-12-16 02:30:00,-989.0106686391675,
2022-12-16 03:00:00,-991.5587906920038,
2022-12-16 18:30:00,-991.5587906920038,
2022-12-16 20:00:00,-991.5587906920038,
2022-12-16 23:00:00,-991.5587906920038,
2022-12-16 23:59:59,-991.6216302389728,w
2022-12-19 00:00:00,-891.6069161613025,
2022-12-19 01:00:00,-889.4610298949849,
2022-12-19 02:30:00,-850.2840125626991,
2022-12-19 03:00:00,-872.6878035255667,
2022-12-19 18:30:00,-872.6878035255667,
2022-12-19 20:00:00,-872.6878035255667,
2022-12-19 23:00:00,-952.6812711561743,
2022-12-19 23:59:59,-952.6089097978355,c
2022-12-20 00:00:00,-948.8964666680102,
2022-12-20 01:00:00,-786.2725286026246,
2022-12-20 02:30:00,-859.0270197950413,
2022-12-20 03:00:00,-819.5572958918443,
2022-12-20 18:30:00,-819.5572958918443,
2022-12-20 20:00:00,-819.5572958918443,
2022-12-20 23:00:00,-832.0562953212122,
2022-12-20 23:59:59,-832.3506109620857,c
2022-12-21 00:00:00,-905.4085642397389,
2022-12-21 01:00:00,-939.0306130514498,
2022-12-21 02:30:00,-984.2669812544683,
2022-12-21 03:00:00,-1016.7388360111879,
2022-12-21 18:30:00,-1016.7388360111879,
2022-12-21 20:00:00,-1016.7388360111879,
2022-12-21 23:00:00,-1045.3981932774498,
2022-12-21 23:59:59,-1045.921104594254,c
2022-12-22 00:00:00,-1109.3272875467803,
2022-12-22 01:00:00,-1088.1930684856363,
2022-12-22 02:30:00,-1071.8656811559313,
2022-12-22 03:00:00,-1065.4005147763871,
2022-12-22 18:30:00,-1065.4005147763871,
2022-12-22 20:00:00,-1065.4005147763871,
2022-12-22 23:00:00,-1168.866223088232,
2022-12-22 23:59:59,-1169.629859838322,c
2022-12-23 00:00:00,-1106.7180819688385,
2022-12-23 01:00:00,-1053.9179300638518,
2022-12-23 02:30:00,-1086.5069426786954,
2022-12-23 03:00:00,-1086.8657511747895,
2022-12-23 18:30:00,-1086.8657511747895,
2022-12-23 20:00:00,-1086.8657511747895,
2022-12-23 23:00:00,-1086.8657511747895,
2022-12-23 23:59:59,-1087.2371865337027,w
