date,VIG_TRANS_HEDGED_2021_Q3,meta
2021-08-17 13:30:00,-61.455374355002434,
2021-08-17 15:00:00,-60.70714728041338,
2021-08-17 15:30:30,-60.70714728041338,
2021-08-17 23:59:59,-57.354004394881684,c
2021-08-18 00:00:00,-57.145213991380004,
2021-08-18 10:00:00,-66.11871221145037,
2021-08-18 10:30:00,-64.1132678138103,
2021-08-18 12:00:00,-61.72120740815572,
2021-08-18 13:30:00,-57.195948715203414,
2021-08-18 15:00:00,-51.632313960892816,
2021-08-18 15:30:30,-51.632313960892816,
2021-08-18 23:59:59,-49.35395393890339,c
2021-08-19 00:00:00,-41.95551564354426,
2021-08-19 10:00:00,-54.57427644581587,
2021-08-19 10:30:00,-53.369909605116646,
2021-08-19 12:00:00,-47.371650682134955,
2021-08-19 13:30:00,-43.289933993230804,
2021-08-19 15:00:00,-38.829609437370706,
2021-08-19 15:30:30,-38.829609437370706,
2021-08-19 23:59:59,-37.6403422834716,c
2021-08-20 00:00:00,-44.52129303735691,
2021-08-20 10:00:00,-39.42609598902294,
2021-08-20 10:30:00,-42.20612897489819,
2021-08-20 12:00:00,-45.91904902732898,
2021-08-20 13:30:00,-42.940695353460185,
2021-08-20 15:00:00,-36.726212454863955,
2021-08-20 15:30:30,-36.726212454863955,
2021-08-20 23:59:59,-41.99963345579394,w
2021-08-23 00:00:00,-47.42353039714989,
2021-08-23 10:00:00,-44.99908965771081,
2021-08-23 10:30:00,-42.060419955493344,
2021-08-23 12:00:00,-43.944313974638575,
2021-08-23 13:30:00,-43.631036062367016,
2021-08-23 15:00:00,-41.01839328187967,
2021-08-23 15:30:30,-41.01839328187967,
2021-08-23 23:59:59,-39.52113734219624,c
2021-08-24 00:00:00,-39.2729794953007,
2021-08-24 10:00:00,-41.69715340137286,
2021-08-24 10:30:00,-47.14805488299538,
2021-08-24 12:00:00,-46.440821808254995,
2021-08-24 13:30:00,-49.506634817866185,
2021-08-24 15:00:00,-44.02387993392905,
2021-08-24 15:30:30,-44.02387993392905,
2021-08-24 23:59:59,-42.845029854356596,c
2021-08-25 00:00:00,-46.214538181876094,
2021-08-25 10:00:00,-41.60055173450776,
2021-08-25 10:30:00,-44.27828135534564,
2021-08-25 12:00:00,-47.20297246368639,
2021-08-25 13:30:00,-44.17587722607891,
2021-08-25 15:00:00,-43.84751561945285,
2021-08-25 15:30:30,-43.84751561945285,
2021-08-25 23:59:59,-44.96631591962131,c
2021-08-26 00:00:00,-41.48432303704797,
2021-08-26 10:00:00,-36.984769357589585,
2021-08-26 10:30:00,-34.242821442473726,
2021-08-26 12:00:00,-40.3722456150186,
2021-08-26 13:30:00,-36.52432234337567,
2021-08-26 15:00:00,-32.238248226063604,
2021-08-26 15:30:30,-32.238248226063604,
2021-08-26 23:59:59,-31.984704655482872,c
2021-08-27 00:00:00,-32.210360475184515,
2021-08-27 10:00:00,-34.096697056179536,
2021-08-27 10:30:00,-34.47807562604579,
2021-08-27 12:00:00,-34.33156303210771,
2021-08-27 13:30:00,-33.14987184496371,
2021-08-27 15:00:00,-27.094561012658446,
2021-08-27 15:30:30,-27.094561012658446,
2021-08-27 23:59:59,-26.36133793466564,w
2021-08-30 00:00:00,-28.515776664330417,
2021-08-30 10:00:00,-23.656340371894984,
2021-08-30 10:30:00,-24.62734476838466,
2021-08-30 12:00:00,-25.089075313006802,
2021-08-30 13:30:00,-24.419583564024705,
2021-08-30 15:00:00,-27.00345345718914,
2021-08-30 15:30:30,-27.00345345718914,
2021-08-30 23:59:59,-23.759476422749373,c
2021-08-31 00:00:00,-25.152269239747923,
2021-08-31 10:00:00,-27.90754756383582,
2021-08-31 10:30:00,-31.73796536661179,
2021-08-31 12:00:00,-34.057184768367605,
2021-08-31 13:30:00,-30.499704156284153,
2021-08-31 15:00:00,-24.702766638107363,
2021-08-31 15:30:30,-24.702766638107363,m
2021-08-31 23:59:59,-24.912526031336952,c
2021-09-01 00:00:00,-23.8372550901679,
2021-09-01 10:00:00,-22.970751745374656,
2021-09-01 10:30:00,-11.912698435609158,
2021-09-01 12:00:00,-16.52122060106811,
2021-09-01 13:30:00,-19.591045686727057,
2021-09-01 15:00:00,-19.215985061421506,
2021-09-01 15:30:30,-19.215985061421506,
2021-09-01 23:59:59,-21.249008312666817,c
2021-09-02 00:00:00,-15.134616517560175,
2021-09-02 10:00:00,-17.779346411519,
2021-09-02 10:30:00,-20.23389823944295,
2021-09-02 12:00:00,-18.960588140786356,
2021-09-02 13:30:00,-14.635564213654504,
2021-09-02 15:00:00,-15.208441655035202,
2021-09-02 15:30:30,-15.208441655035202,
2021-09-02 23:59:59,-11.870805196883921,c
2021-09-03 00:00:00,-16.34382050420622,
2021-09-03 10:00:00,-8.864147783933774,
2021-09-03 10:30:00,-10.116014870861079,
2021-09-03 12:00:00,-13.145465628921329,
2021-09-03 13:30:00,-12.956875195370287,
2021-09-03 15:00:00,-15.042458801198151,
2021-09-03 15:30:30,-15.042458801198151,
2021-09-03 23:59:59,-13.817214421222502,w
2021-09-06 00:00:00,-13.817214421222502,
2021-09-06 10:00:00,-13.817214421222502,
2021-09-06 10:30:00,-13.817214421222502,
2021-09-06 12:00:00,-13.817214421222502,
2021-09-06 13:30:00,-13.817214421222502,
2021-09-06 15:00:00,-13.817214421222502,
2021-09-06 15:30:30,-13.817214421222502,
2021-09-06 23:59:59,-13.817214421222502,c
2021-09-07 00:00:00,-2.6905605562493093,
2021-09-07 10:00:00,-3.054903350704322,
2021-09-07 10:30:00,-0.5058072785826937,
2021-09-07 12:00:00,1.5589150932869984,
2021-09-07 13:30:00,-5.589675556281776,
2021-09-07 15:00:00,-2.078791873838881,
2021-09-07 15:30:30,-2.078791873838881,
2021-09-07 23:59:59,-6.588622120676462,c
2021-09-08 00:00:00,-3.8935290418778266,
2021-09-08 10:00:00,12.386329363288453,
2021-09-08 10:30:00,9.245609711292019,
2021-09-08 12:00:00,1.8785011134737033,
2021-09-08 13:30:00,1.9547556305979583,
2021-09-08 15:00:00,10.347418018918106,
2021-09-08 15:30:30,10.347418018918106,
2021-09-08 23:59:59,9.70245288841933,c
2021-09-09 00:00:00,11.427415253086394,
2021-09-09 10:00:00,17.919388458671143,
2021-09-09 10:30:00,7.686909050171835,
2021-09-09 12:00:00,7.4460173558481415,
2021-09-09 13:30:00,7.431901374759903,
2021-09-09 15:00:00,7.1601540971424456,
2021-09-09 15:30:30,7.1601540971424456,
2021-09-09 23:59:59,8.864585497967482,c
2021-09-10 00:00:00,7.357558016855627,
2021-09-10 10:00:00,5.889968346883954,
2021-09-10 10:30:00,4.252180523187896,
2021-09-10 12:00:00,12.57844551942177,
2021-09-10 13:30:00,8.843960226755875,
2021-09-10 15:00:00,3.2065201111665047,
2021-09-10 15:30:30,3.2065201111665047,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,3.4982473301094927,
2021-09-13 10:00:00,15.800016542383602,
2021-09-13 10:30:00,19.454152613672576,
2021-09-13 12:00:00,26.009353456531898,
2021-09-13 13:30:00,27.129759848085072,
2021-09-13 15:00:00,24.01295569189105,
2021-09-13 15:30:30,24.01295569189105,
2021-09-13 23:59:59,22.318076923076262,c
2021-09-14 00:00:00,24.991573458303456,
2021-09-14 10:00:00,41.91236056245617,
2021-09-14 10:30:00,43.69200150393063,
2021-09-14 12:00:00,37.4285492702788,
2021-09-14 13:30:00,38.06210634583627,
2021-09-14 15:00:00,28.37578366946584,
2021-09-14 15:30:30,28.37578366946584,
2021-09-14 23:59:59,31.36277584584662,c
2021-09-15 00:00:00,34.65345487034648,
2021-09-15 10:00:00,30.522412664942678,
2021-09-15 10:30:00,28.691769299506483,
2021-09-15 12:00:00,17.19988925022541,
2021-09-15 13:30:00,21.890252298613817,
2021-09-15 15:00:00,22.456306367044917,
2021-09-15 15:30:30,22.456306367044917,
2021-09-15 23:59:59,19.927234210299915,c
2021-09-16 00:00:00,17.466764674718554,
2021-09-16 10:00:00,29.34694816254062,
2021-09-16 10:30:00,27.02634956064656,
2021-09-16 12:00:00,23.195368291295487,
2021-09-16 13:30:00,25.794888894274983,
2021-09-16 15:00:00,30.162585709075344,
2021-09-16 15:30:30,30.162585709075344,
2021-09-16 23:59:59,31.644019314741684,c
2021-09-17 00:00:00,36.70607742765578,
2021-09-17 10:00:00,55.44714307526506,
2021-09-17 10:30:00,50.519955304541426,
2021-09-17 12:00:00,32.08306240057028,
2021-09-17 13:30:00,41.948897181562,
2021-09-17 15:00:00,48.89005765569799,
2021-09-17 15:30:30,48.89005765569799,
2021-09-17 23:59:59,36.81944796385869,e
2021-09-20 00:00:00,31.43344783666238,
2021-09-20 10:00:00,16.060644950037464,
2021-09-20 10:30:00,3.3586118967808147,
2021-09-20 12:00:00,1.9060460606767435,
2021-09-20 13:30:00,8.48911588813904,
2021-09-20 15:00:00,3.6150459881267594,
2021-09-20 15:30:30,3.6150459881267594,
2021-09-20 23:59:59,3.0121517258057153,c
2021-09-21 00:00:00,9.632439103411443,
2021-09-21 10:00:00,2.904397542682972,
2021-09-21 10:30:00,2.286662580783549,
2021-09-21 12:00:00,5.071663921155761,
2021-09-21 13:30:00,3.040562494879893,
2021-09-21 15:00:00,3.729947247686617,
2021-09-21 15:30:30,3.729947247686617,
2021-09-21 23:59:59,3.771558923891604,c
2021-09-22 00:00:00,4.104646441926008,
2021-09-22 10:00:00,-5.804503698863826,
2021-09-22 10:30:00,-2.485891354437072,
2021-09-22 12:00:00,-2.447294685687993,
2021-09-22 13:30:00,-7.6128220081165665,
2021-09-22 15:00:00,-5.010612675457878,
2021-09-22 15:30:30,-5.010612675457878,
2021-09-22 23:59:59,-6.098946510390931,c
2021-09-23 00:00:00,-13.00654774319078,
2021-09-23 10:00:00,-10.72003056128733,
2021-09-23 10:30:00,-12.006563530711688,
2021-09-23 12:00:00,-6.969902561629226,
2021-09-23 13:30:00,-11.368591101620225,
2021-09-23 15:00:00,-7.965343514310135,
2021-09-23 15:30:30,-7.965343514310135,
2021-09-23 23:59:59,-7.44293522886916,c
2021-09-24 00:00:00,-22.01111940592594,
2021-09-24 10:00:00,-22.576805718538537,
2021-09-24 10:30:00,-27.835877689843656,
2021-09-24 12:00:00,-25.72623759435561,
2021-09-24 13:30:00,-16.83565472689108,
2021-09-24 15:00:00,-17.90616565660659,
2021-09-24 15:30:30,-17.90616565660659,
2021-09-24 23:59:59,-17.770014601995655,w
2021-09-27 00:00:00,-25.004689067325103,
2021-09-27 10:00:00,-17.512367784809285,
2021-09-27 10:30:00,-14.820104849108631,
2021-09-27 12:00:00,-19.219504272566397,
2021-09-27 13:30:00,-12.34888711454515,
2021-09-27 15:00:00,-21.241497494687096,
2021-09-27 15:30:30,-21.241497494687096,
2021-09-27 23:59:59,-16.12159488062217,c
2021-09-28 00:00:00,-34.44702786561881,
2021-09-28 10:00:00,-35.378384162095884,
2021-09-28 10:30:00,-38.15768293561648,
2021-09-28 12:00:00,-52.92103215411011,
2021-09-28 13:30:00,-50.558485909822224,
2021-09-28 15:00:00,-49.24235450876415,
2021-09-28 15:30:30,-49.24235450876415,
2021-09-28 23:59:59,-47.75617435082435,c
2021-09-29 00:00:00,-52.218383977986306,
2021-09-29 10:00:00,-59.01458350315855,
2021-09-29 10:30:00,-62.41686547142726,
2021-09-29 12:00:00,-65.18997904985815,
2021-09-29 13:30:00,-61.142690402971525,
2021-09-29 15:00:00,-64.23484753698045,
2021-09-29 15:30:30,-64.23484753698045,
2021-09-29 23:59:59,-59.128932292694586,c
2021-09-30 00:00:00,-61.87318368739086,
2021-09-30 10:00:00,-66.91688500624437,
2021-09-30 10:30:00,-64.03089200202842,
2021-09-30 12:00:00,-69.45391415296675,
2021-09-30 13:30:00,-71.09977264765462,
2021-09-30 15:00:00,-73.91833024058238,
2021-09-30 15:30:30,-73.91833024058238,
2021-09-30 23:59:59,-79.41554748157878,c
2021-10-01 00:00:00,-145.76699008365125,
2021-10-01 10:00:00,-152.67128397930847,
2021-10-01 10:30:00,-165.77605799875747,
2021-10-01 12:00:00,-151.4959285856184,
2021-10-01 13:30:00,-147.4545432576059,
2021-10-01 15:00:00,-149.7988732874138,
2021-10-01 15:30:30,-149.7988732874138,
2021-10-01 23:59:59,-134.8310936373289,w
2021-10-04 00:00:00,-172.85255744486787,
2021-10-04 10:00:00,-170.4264868886379,
2021-10-04 10:30:00,-171.84883766423215,
2021-10-04 12:00:00,-173.03280642190938,
2021-10-04 13:30:00,-168.11407975903776,
2021-10-04 15:00:00,-177.3683998512973,
2021-10-04 15:30:30,-177.3683998512973,
2021-10-04 23:59:59,-176.91170592006355,c
2021-10-05 00:00:00,-182.7526287839118,
2021-10-05 10:00:00,-178.74842881711632,
2021-10-05 10:30:00,-188.80581891813253,
2021-10-05 12:00:00,-175.3608004307583,
2021-10-05 13:30:00,-169.0136627280568,
2021-10-05 15:00:00,-173.046599156998,
2021-10-05 15:30:30,-173.046599156998,
2021-10-05 23:59:59,-172.5663940400095,c
2021-10-06 00:00:00,-176.10392997667162,
2021-10-06 10:00:00,-172.2105849732796,
2021-10-06 10:30:00,-174.36096813369124,
2021-10-06 12:00:00,-175.69160295445712,
2021-10-06 13:30:00,-174.2626653860028,
2021-10-06 15:00:00,-170.5091116624717,
2021-10-06 15:30:30,-170.5091116624717,
2021-10-06 23:59:59,-164.23603181651598,c
2021-10-07 00:00:00,-170.497080696683,
2021-10-07 10:00:00,-181.00896991269667,
2021-10-07 10:30:00,-176.3722935575286,
2021-10-07 12:00:00,-174.94194512220005,
2021-10-07 13:30:00,-174.6736683591159,
2021-10-07 15:00:00,-174.51739663952327,
2021-10-07 15:30:30,-174.51739663952327,
2021-10-07 23:59:59,-184.61452958554554,c
2021-10-08 00:00:00,-185.21067410885763,
2021-10-08 10:00:00,-193.22527682744476,
2021-10-08 10:30:00,-197.46552975536702,
2021-10-08 12:00:00,-193.9651793255053,
2021-10-08 13:30:00,-199.07939743327245,
2021-10-08 15:00:00,-198.40617597021378,
2021-10-08 15:30:30,-198.40617597021378,
2021-10-08 23:59:59,-199.46919268934607,w
2021-10-11 00:00:00,-210.98817727182524,
2021-10-11 10:00:00,-210.23186011740205,
2021-10-11 10:30:00,-207.20095109069348,
2021-10-11 12:00:00,-203.08197825590133,
2021-10-11 13:30:00,-207.54866790346983,
2021-10-11 15:00:00,-206.8409444261115,
2021-10-11 15:30:30,-206.8409444261115,
2021-10-11 23:59:59,-205.82131153487308,c
2021-10-12 00:00:00,-200.05679501887272,
2021-10-12 10:00:00,-209.95396683457983,
2021-10-12 10:30:00,-204.3424941409453,
2021-10-12 12:00:00,-211.6542923523332,
2021-10-12 13:30:00,-208.9895821334831,
2021-10-12 15:00:00,-202.45785159360776,
2021-10-12 15:30:30,-202.45785159360776,
2021-10-12 23:59:59,-206.8829763970133,c
2021-10-13 00:00:00,-205.21481495440662,
2021-10-13 10:00:00,-199.52273969448794,
2021-10-13 10:30:00,-194.12821023450448,
2021-10-13 12:00:00,-194.311635286379,
2021-10-13 13:30:00,-187.69775551356523,
2021-10-13 15:00:00,-182.14149769280115,
2021-10-13 15:30:30,-182.14149769280115,
2021-10-13 23:59:59,-181.5354075998644,c
2021-10-14 00:00:00,-165.41894496064265,
2021-10-14 10:00:00,-153.11184555430333,
2021-10-14 10:30:00,-157.49194345293728,
2021-10-14 12:00:00,-151.01466566716448,
2021-10-14 13:30:00,-144.39776218693598,
2021-10-14 15:00:00,-138.43950669522206,
2021-10-14 15:30:30,-138.43950669522206,
2021-10-14 23:59:59,-132.52705044902552,c
2021-10-15 00:00:00,-132.84929145717885,
2021-10-15 10:00:00,-146.68262270529848,
2021-10-15 10:30:00,-145.54294328639008,
2021-10-15 12:00:00,-143.04204495930344,
2021-10-15 13:30:00,-140.43198200239914,
2021-10-15 15:00:00,-134.25608922743274,
2021-10-15 15:30:30,-134.25608922743274,
2021-10-15 23:59:59,-136.26775640498872,w
