date,FCTR_2022_K,meta
2022-04-29 10:00:00,-24.74666273534136,
2022-04-29 10:30:00,49.771813051201974,
2022-04-29 12:00:00,56.90211448510052,
2022-04-29 13:30:00,78.95772377173292,
2022-04-29 15:00:00,121.30865587097819,
2022-04-29 15:30:30,121.30865587097819,s
2022-04-29 23:59:59,139.5599949605384,w
2022-05-02 00:00:00,147.59591809629183,
2022-05-02 10:00:00,61.78048744050713,
2022-05-02 10:30:00,99.88488153394101,
2022-05-02 12:00:00,65.21542790922041,
2022-05-02 13:30:00,87.1459119776498,
2022-05-02 15:00:00,46.56064260046052,
2022-05-02 15:30:30,46.56064260046052,
2022-05-02 23:59:59,0.0,a
2022-05-03 00:00:00,13.847202706251068,
2022-05-03 10:00:00,-6.033601001905964,
2022-05-03 10:30:00,37.98352752314821,
2022-05-03 12:00:00,86.0042439962834,
2022-05-03 13:30:00,80.90991724488825,
2022-05-03 15:00:00,47.34038823938507,
2022-05-03 15:30:30,47.34038823938507,
2022-05-03 23:59:59,60.71476243546539,c
0,60.71476243546539,
0,60.71476243546539,
0,60.71476243546539,
0,60.71476243546539,
0,60.71476243546539,
0,60.71476243546539,
0,60.71476243546539,
0,60.71476243546539,
2022-05-04 00:00:00,69.42187703871254,
2022-05-04 10:00:00,184.60682168136873,
2022-05-04 10:30:00,219.7858744945978,
2022-05-04 12:00:00,238.64067934411707,
2022-05-04 13:30:00,174.76217734723363,
2022-05-04 15:00:00,115.08940477943148,
2022-05-04 15:30:30,115.08940477943148,
2022-05-04 23:59:59,54.79882946025097,e
2022-05-05 00:00:00,72.49522680242254,
2022-05-05 10:00:00,154.81678843476672,
2022-05-05 10:30:00,213.2003635702102,
2022-05-05 12:00:00,240.9570741939672,
2022-05-05 13:30:00,218.1971217680302,
2022-05-05 15:00:00,240.78713665082262,
2022-05-05 15:30:30,240.78713665082262,
2022-05-05 23:59:59,220.17564023165806,c
2022-05-06 00:00:00,253.38065093530653,
2022-05-06 10:00:00,446.4878964447163,
2022-05-06 10:30:00,366.33731558368044,
2022-05-06 12:00:00,339.5064879496697,
2022-05-06 13:30:00,338.626955146503,
2022-05-06 15:00:00,377.82904730182236,
2022-05-06 15:30:30,377.82904730182236,
2022-05-06 23:59:59,393.33100490178435,w
2022-05-09 00:00:00,464.2228936519013,
2022-05-09 10:00:00,522.280664688804,
2022-05-09 10:30:00,580.2978687980554,
2022-05-09 12:00:00,610.8306580649084,
2022-05-09 13:30:00,632.6196644900513,
2022-05-09 15:00:00,674.5530076771556,
2022-05-09 15:30:30,674.5530076771556,
2022-05-09 23:59:59,682.3584679432778,c
2022-05-10 00:00:00,605.086093392345,
2022-05-10 10:00:00,636.0725838468561,
2022-05-10 10:30:00,638.8204289517158,
2022-05-10 12:00:00,711.2720308792308,
2022-05-10 13:30:00,668.8609323889411,
2022-05-10 15:00:00,597.2237352463336,
2022-05-10 15:30:30,597.2237352463336,u
2022-05-10 23:59:59,623.1979861126364,c
2022-05-11 00:00:00,698.6421460869182,
2022-05-11 10:00:00,653.9311042796611,
2022-05-11 10:30:00,624.5232467211931,
2022-05-11 12:00:00,694.1297370048135,
2022-05-11 13:30:00,756.4513732503623,
2022-05-11 15:00:00,781.1744832554778,
2022-05-11 15:30:30,781.1744832554778,
2022-05-11 23:59:59,800.0447743253676,c
2022-05-12 00:00:00,836.8014090615347,
2022-05-12 10:00:00,839.9494686191856,
2022-05-12 10:30:00,733.0144266198274,
2022-05-12 12:00:00,732.3442330268823,
2022-05-12 13:30:00,737.896885959998,
2022-05-12 15:00:00,787.5133790762209,
2022-05-12 15:30:30,787.5133790762209,
2022-05-12 23:59:59,751.745937570576,c
2022-05-13 00:00:00,685.3787712425794,
2022-05-13 10:00:00,566.0842580584208,
2022-05-13 10:30:00,563.6477971403958,
2022-05-13 12:00:00,536.6446354097479,
2022-05-13 13:30:00,512.2610768702426,
2022-05-13 15:00:00,521.3059082956382,
2022-05-13 15:30:30,521.3059082956382,
2022-05-13 23:59:59,527.6518429557875,w
2022-05-16 00:00:00,566.0673515468093,
2022-05-16 10:00:00,547.3552270278287,
2022-05-16 10:30:00,519.0088130065367,
2022-05-16 12:00:00,611.50817875968,
2022-05-16 13:30:00,633.7682689950859,
2022-05-16 15:00:00,646.6902650371358,
2022-05-16 15:30:30,646.6902650371358,
2022-05-16 23:59:59,681.3212405951003,c
2022-05-17 00:00:00,613.8668153903811,
2022-05-17 10:00:00,612.512708528653,
2022-05-17 10:30:00,675.2304741146365,
2022-05-17 12:00:00,632.9340346009631,
2022-05-17 13:30:00,641.5772155817591,
2022-05-17 15:00:00,644.3324391716474,
2022-05-17 15:30:30,644.3324391716474,
2022-05-17 23:59:59,628.4590714124328,c
2022-05-18 00:00:00,663.1572400479909,
2022-05-18 10:00:00,641.0923355289628,
2022-05-18 10:30:00,607.9408866089566,
2022-05-18 12:00:00,662.4796241293805,
2022-05-18 13:30:00,690.5293878644856,
2022-05-18 15:00:00,688.7350635140608,
2022-05-18 15:30:30,688.7350635140608,
2022-05-18 23:59:59,659.5871670427553,c
