date,XT_HEDGED_2021_Q4,meta
2021-12-21 13:30:00,-4.6506189312113975,
2021-12-21 15:00:00,-10.056379679292377,
2021-12-21 15:30:30,-10.056379679292377,
2021-12-21 23:59:59,-14.272883269971203,c
2021-12-22 00:00:00,2.1086672947283205,
2021-12-22 10:00:00,8.307472999736433,
2021-12-22 10:30:00,-1.7692170918587635,
2021-12-22 12:00:00,-22.424965187371072,
2021-12-22 13:30:00,-35.10980263388285,
2021-12-22 15:00:00,-31.54953846644787,
2021-12-22 15:30:30,-31.54953846644787,
2021-12-22 23:59:59,-36.72313018226305,c
2021-12-23 00:00:00,-32.85788206443101,
2021-12-23 10:00:00,-52.25329075207071,
2021-12-23 10:30:00,-61.03659983999307,
2021-12-23 12:00:00,-58.44698163283681,
2021-12-23 13:30:00,-50.494390252535936,
2021-12-23 15:00:00,-59.5186597237381,
2021-12-23 15:30:30,-59.5186597237381,
2021-12-23 23:59:59,-47.35772044423152,c
2021-12-24 00:00:00,-47.35772044423152,
2021-12-24 10:00:00,-47.35772044423152,
2021-12-24 10:30:00,-47.35772044423152,
2021-12-24 12:00:00,-47.35772044423152,
2021-12-24 13:30:00,-47.35772044423152,
2021-12-24 15:00:00,-47.35772044423152,
2021-12-24 15:30:30,-47.35772044423152,
2021-12-24 23:59:59,-47.35772044423152,w
2021-12-27 00:00:00,-41.54134682693223,
2021-12-27 10:00:00,-77.71211936146744,
2021-12-27 10:30:00,-76.89110563667907,
2021-12-27 12:00:00,-77.60529192290471,
2021-12-27 13:30:00,-78.62533878966894,
2021-12-27 15:00:00,-84.72383080603765,
2021-12-27 15:30:30,-84.72383080603765,
2021-12-27 23:59:59,-80.49688660467007,c
2021-12-28 00:00:00,-79.1149339082873,
2021-12-28 10:00:00,-85.55063126420112,
2021-12-28 10:30:00,-84.75403274169423,
2021-12-28 12:00:00,-84.74681316220097,
2021-12-28 13:30:00,-79.99063907519246,
2021-12-28 15:00:00,-74.64006146576878,
2021-12-28 15:30:30,-74.64006146576878,
2021-12-28 23:59:59,-68.65690629114363,c
2021-12-29 00:00:00,-81.4804155642313,
2021-12-29 10:00:00,-90.4287156849083,
2021-12-29 10:30:00,-79.8273704285283,
2021-12-29 12:00:00,-71.15618258616985,
2021-12-29 13:30:00,-74.96640035894404,
2021-12-29 15:00:00,-81.99352461468436,
2021-12-29 15:30:30,-81.99352461468436,
2021-12-29 23:59:59,-78.66268015496973,c
2021-12-30 00:00:00,-79.22928598135252,
2021-12-30 10:00:00,-55.214079114123365,
2021-12-30 10:30:00,-59.06398522125494,
2021-12-30 12:00:00,-49.04143188852993,
2021-12-30 13:30:00,-35.82168858645343,
2021-12-30 15:00:00,-42.85064602680234,
2021-12-30 15:30:30,-42.85064602680234,
2021-12-30 23:59:59,-35.702678619131575,c
2021-12-31 00:00:00,-29.92416658771924,
2021-12-31 10:00:00,-28.397139713186334,
2021-12-31 10:30:00,-43.87365941294627,
2021-12-31 12:00:00,-39.33779628381046,
2021-12-31 13:30:00,-49.47929042688668,
2021-12-31 15:00:00,-46.1053159261495,
2021-12-31 15:30:30,-46.1053159261495,
2021-12-31 23:59:59,-50.488686042159884,w
