date,RAFI_SCHWAB_2022_Q1,meta
2022-02-28 15:30:30,138.6950155721721,s
2022-02-28 23:59:59,129.374873864959,c
2022-03-01 00:00:00,105.52742188161983,
2022-03-01 10:00:00,94.78503944818635,
2022-03-01 10:30:00,100.97429359211799,
2022-03-01 12:00:00,94.23467239726995,
2022-03-01 13:30:00,92.155005342707,
2022-03-01 15:00:00,83.47636605744833,
2022-03-01 15:30:30,83.47636605744833,
2022-03-01 23:59:59,80.03334725888567,c
2022-03-02 00:00:00,64.62070355864535,
2022-03-02 10:00:00,62.945788452069905,
2022-03-02 10:30:00,38.684005403948504,
2022-03-02 12:00:00,29.138663861665464,
2022-03-02 13:30:00,27.20638126806375,
2022-03-02 15:00:00,26.27659470109961,
2022-03-02 15:30:30,26.27659470109961,
2022-03-02 23:59:59,17.1164471224904,c
2022-03-03 00:00:00,8.689409043578053,
2022-03-03 10:00:00,5.392474435842587,
2022-03-03 10:30:00,-1.167080555319444,
2022-03-03 12:00:00,7.71155467660742,
2022-03-03 13:30:00,-9.367561819789216,
2022-03-03 15:00:00,-2.832118054361672,
2022-03-03 15:30:30,-2.832118054361672,
2022-03-03 23:59:59,0.0,a
2022-03-04 00:00:00,3.715283304794184,
2022-03-04 10:00:00,12.974100965728667,
2022-03-04 10:30:00,12.192408861094009,
2022-03-04 12:00:00,15.719020269326393,
2022-03-04 13:30:00,-3.704626535244415,
2022-03-04 15:00:00,-15.435858883766059,
2022-03-04 15:30:30,-15.435858883766059,
2022-03-04 23:59:59,-23.6569285559558,w
2022-03-07 00:00:00,-6.200165659187633,
2022-03-07 10:00:00,-30.374764132786822,
2022-03-07 10:30:00,-31.582856535587553,
2022-03-07 12:00:00,-14.757775778960195,
2022-03-07 13:30:00,-20.915387017349758,
2022-03-07 15:00:00,-29.60081689461913,
2022-03-07 15:30:30,-29.60081689461913,
2022-03-07 23:59:59,-36.174693743630314,c
2022-03-08 00:00:00,-64.9806014651499,
2022-03-08 10:00:00,-66.86638432937548,
2022-03-08 10:30:00,-60.491302970115385,
2022-03-08 12:00:00,-49.6807815765369,
2022-03-08 13:30:00,-40.32735732983542,
2022-03-08 15:00:00,-42.20964038432771,
2022-03-08 15:30:30,-42.20964038432771,
2022-03-08 23:59:59,-30.90473923319132,c
2022-03-09 00:00:00,-20.563295736348664,
2022-03-09 10:00:00,-9.775432751482867,
2022-03-09 10:30:00,-0.4412963351066992,
2022-03-09 12:00:00,-21.087853847775023,
2022-03-09 13:30:00,2.487263663183967,
2022-03-09 15:00:00,1.3788658608427795,
2022-03-09 15:30:30,1.3788658608427795,
2022-03-09 23:59:59,0.9341916775583741,c
2022-03-10 00:00:00,7.146593672558538,
2022-03-10 10:00:00,20.017223775190587,
2022-03-10 10:30:00,24.077798931524512,
2022-03-10 12:00:00,6.111384280253787,
2022-03-10 13:30:00,-2.7603309271391936,
2022-03-10 15:00:00,-15.590176770252356,
2022-03-10 15:30:30,-15.590176770252356,
2022-03-10 23:59:59,-14.174934477759734,c
2022-03-11 00:00:00,-7.4660441660446395,
2022-03-11 10:00:00,-5.722523081295549,
2022-03-11 10:30:00,2.5165758894966075,
2022-03-11 12:00:00,-2.5849706832175343,
2022-03-11 13:30:00,-8.066870385218863,
2022-03-11 15:00:00,-7.378892748205544,
2022-03-11 15:30:30,-7.378892748205544,
2022-03-11 23:59:59,0.34018054096145534,w
2022-03-14 00:00:00,6.474586949426794,
2022-03-14 10:00:00,86.45129668740447,
2022-03-14 10:30:00,86.95834838410815,
2022-03-14 12:00:00,90.99550243298984,
2022-03-14 13:30:00,85.3981083992445,
2022-03-14 15:00:00,84.12620137035401,
2022-03-14 15:30:30,84.12620137035401,
2022-03-14 23:59:59,70.84425628776239,c
2022-03-15 00:00:00,87.07561143796227,
2022-03-15 10:00:00,103.24570449126963,
2022-03-15 10:30:00,82.47382799548006,
2022-03-15 12:00:00,68.44806316518554,
2022-03-15 13:30:00,59.54829620118721,
2022-03-15 15:00:00,53.64048751127791,
2022-03-15 15:30:30,53.64048751127791,
2022-03-15 23:59:59,49.57109952754024,c
2022-03-16 00:00:00,33.621970060525655,
2022-03-16 10:00:00,54.277504910203106,
2022-03-16 10:30:00,69.54518557169342,
2022-03-16 12:00:00,76.43408394727624,
2022-03-16 13:30:00,66.09477508801888,
2022-03-16 15:00:00,65.2187585683555,
2022-03-16 15:30:30,65.2187585683555,
2022-03-16 23:59:59,45.025129579096074,c
2022-03-17 00:00:00,46.96880169974759,
2022-03-17 10:00:00,64.18522851799435,
2022-03-17 10:30:00,74.4576149515583,
2022-03-17 12:00:00,65.69252149532713,
2022-03-17 13:30:00,70.74785115598377,
2022-03-17 15:00:00,65.24470573145061,
2022-03-17 15:30:30,65.24470573145061,
2022-03-17 23:59:59,58.00782450063332,c
2022-03-18 00:00:00,53.498017509431634,
2022-03-18 10:00:00,77.47588273319013,
2022-03-18 10:30:00,61.09369777886536,
2022-03-18 12:00:00,75.76906107641832,
2022-03-18 13:30:00,71.0101964737687,
2022-03-18 15:00:00,73.23962968039723,
2022-03-18 15:30:30,73.23962968039723,
2022-03-18 23:59:59,63.60458767174589,e
2022-03-21 00:00:00,43.76997422152556,
2022-03-21 10:00:00,56.043753445522725,
2022-03-21 10:30:00,56.2680133114759,
2022-03-21 12:00:00,62.59410926359101,
2022-03-21 13:30:00,68.78995539684308,
2022-03-21 15:00:00,75.39336118616404,
2022-03-21 15:30:30,75.39336118616404,
2022-03-21 23:59:59,74.38585725179928,c
2022-03-22 00:00:00,48.83274667269643,
2022-03-22 10:00:00,60.55929382482054,
2022-03-22 10:30:00,57.30030334155174,
2022-03-22 12:00:00,83.24979315561973,
2022-03-22 13:30:00,68.18871656932106,
2022-03-22 15:00:00,76.48820770483144,
2022-03-22 15:30:30,76.48820770483144,
2022-03-22 23:59:59,69.99801474587093,c
2022-03-23 00:00:00,66.71495452152101,
2022-03-23 10:00:00,63.385631970880695,
2022-03-23 10:30:00,74.62510898306437,
2022-03-23 12:00:00,82.18920122137774,
2022-03-23 13:30:00,85.73114213914573,
2022-03-23 15:00:00,72.32897532345316,
2022-03-23 15:30:30,72.32897532345316,
2022-03-23 23:59:59,76.82945583500225,c
2022-03-24 00:00:00,74.87211661459082,
2022-03-24 10:00:00,94.84197473431846,
2022-03-24 10:30:00,94.7650479324027,
2022-03-24 12:00:00,106.93856845794937,
2022-03-24 13:30:00,117.88526762277013,
2022-03-24 15:00:00,114.43158937919179,
2022-03-24 15:30:30,114.43158937919179,
2022-03-24 23:59:59,111.21196960792452,c
2022-03-25 00:00:00,121.57337611624155,
2022-03-25 10:00:00,110.47255304024429,
2022-03-25 10:30:00,102.04055590766075,
2022-03-25 12:00:00,104.90096424841875,
2022-03-25 13:30:00,100.59901496876171,
2022-03-25 15:00:00,99.31999919538237,
2022-03-25 15:30:30,99.31999919538237,
2022-03-25 23:59:59,93.01386752067731,w
2022-03-28 00:00:00,85.93317020717438,
2022-03-28 10:00:00,99.46043131032638,
2022-03-28 10:30:00,84.2635730178821,
2022-03-28 12:00:00,75.76855524745918,
2022-03-28 13:30:00,79.01125690062213,
2022-03-28 15:00:00,68.61601842727464,
2022-03-28 15:30:30,68.61601842727464,
2022-03-28 23:59:59,67.47954817108143,c
2022-03-29 00:00:00,83.97737291666022,
2022-03-29 10:00:00,95.15866179393345,
2022-03-29 10:30:00,93.99885380613671,
2022-03-29 12:00:00,106.35231196371024,
2022-03-29 13:30:00,106.77787454953773,
2022-03-29 15:00:00,104.80079618607624,
2022-03-29 15:30:30,104.80079618607624,
2022-03-29 23:59:59,101.28309023426061,c
2022-03-30 00:00:00,99.0062682803873,
2022-03-30 10:00:00,99.14811094897698,
2022-03-30 10:30:00,109.81727171340606,
2022-03-30 12:00:00,105.85656830718256,
2022-03-30 13:30:00,113.92861935785731,
2022-03-30 15:00:00,113.83744604007347,
2022-03-30 15:30:30,113.83744604007347,
2022-03-30 23:59:59,109.37412821148428,c
2022-03-31 00:00:00,110.08294465441918,
2022-03-31 10:00:00,122.01797651229413,
2022-03-31 10:30:00,129.93263477199412,
2022-03-31 12:00:00,131.01996017416707,
2022-03-31 13:30:00,132.9264145053853,
2022-03-31 15:00:00,136.5141133574882,
2022-03-31 15:30:30,136.5141133574882,
2022-03-31 23:59:59,138.92431192963068,c
2022-04-01 00:00:00,112.70160329646444,
2022-04-01 10:00:00,119.61275316691524,
2022-04-01 10:30:00,120.38619006468355,
2022-04-01 12:00:00,106.22168654185907,
2022-04-01 13:30:00,110.42902284585455,
2022-04-01 15:00:00,106.03348886482422,
2022-04-01 15:30:30,106.03348886482422,
2022-04-01 23:59:59,113.88791707655923,w
