date,EU_IBUY_2022_Q2,meta
2022-05-09 10:30:00,-361.4789769627587,
2022-05-09 11:00:00,-466.00277629121774,
2022-05-09 23:59:59,-453.4403264764205,c
2022-05-10 00:00:00,-422.0850531453052,
2022-05-10 03:30:00,-241.74096744836424,
2022-05-10 04:00:00,-347.73744325748703,
2022-05-10 06:00:00,-374.83808897474046,
2022-05-10 08:00:00,-329.0303427293875,
2022-05-10 10:30:00,-288.1289807719277,
2022-05-10 11:00:00,-353.24044744627463,
2022-05-10 23:59:59,-412.8300047322591,c
0,-412.8300047322591,
0,-412.8300047322591,
0,-412.8300047322591,
0,-412.8300047322591,
0,-412.8300047322591,
0,-412.8300047322591,
0,-412.8300047322591,
0,-412.8300047322591,
2022-05-11 00:00:00,-332.2553823746257,
2022-05-11 03:30:00,-320.1017246971769,
2022-05-11 04:00:00,-312.78964802735754,
2022-05-11 06:00:00,-207.8037068163958,
2022-05-11 08:00:00,-193.4839647895078,
2022-05-11 10:30:00,-261.0139203210292,
2022-05-11 11:00:00,-285.09791477448016,
2022-05-11 23:59:59,-249.9477898804489,e
2022-05-12 00:00:00,-335.7896870662298,
2022-05-12 03:30:00,-409.98960288178023,
2022-05-12 04:00:00,-338.5864084156656,
2022-05-12 06:00:00,-398.8100383501187,
2022-05-12 08:00:00,-431.594041162145,
2022-05-12 10:30:00,-7.7390632989208825,
2022-05-12 11:00:00,71.52831472856633,
2022-05-12 23:59:59,58.598585258456296,c
2022-05-13 00:00:00,94.66626484504013,
2022-05-13 03:30:00,304.663596509301,
2022-05-13 04:00:00,373.0102511232453,
2022-05-13 06:00:00,343.66408265134305,
2022-05-13 08:00:00,505.24101341252936,
2022-05-13 10:30:00,467.5899424623294,
2022-05-13 11:00:00,444.77471641841476,
2022-05-13 23:59:59,408.2873625746979,w
2022-05-16 00:00:00,392.60972590913843,
2022-05-16 03:30:00,316.26758772348876,
2022-05-16 04:00:00,388.23576380644954,
2022-05-16 06:00:00,425.5801410228596,
2022-05-16 08:00:00,416.43010139996295,
2022-05-16 10:30:00,598.4208711163992,
2022-05-16 11:00:00,522.9291776848077,
2022-05-16 23:59:59,546.0443401105113,c
2022-05-17 00:00:00,543.4955847453839,
2022-05-17 03:30:00,629.1829892854512,
2022-05-17 04:00:00,639.725654401569,
2022-05-17 06:00:00,640.6995746877492,
2022-05-17 08:00:00,753.7584480420701,
2022-05-17 10:30:00,678.5971678511542,
2022-05-17 11:00:00,598.7523704827963,
2022-05-17 23:59:59,610.2953046718958,c
2022-05-18 00:00:00,587.9797393769277,
2022-05-18 03:30:00,685.1073095112679,
2022-05-18 04:00:00,568.4951438156313,
2022-05-18 06:00:00,551.5876702119313,
2022-05-18 08:00:00,436.71602319220983,
2022-05-18 10:30:00,302.4960060935937,
2022-05-18 11:00:00,289.7535910299848,
2022-05-18 23:59:59,199.22105821567675,c
2022-05-19 00:00:00,233.94087214049978,
2022-05-19 03:30:00,20.223998380786725,
2022-05-19 04:00:00,46.53140633993098,
2022-05-19 06:00:00,16.12668268276684,
2022-05-19 08:00:00,178.09193994479756,
2022-05-19 10:30:00,336.15545433901934,
2022-05-19 11:00:00,429.74261978777577,
2022-05-19 23:59:59,303.9125804233263,c
2022-05-20 00:00:00,303.9125804233263,
2022-05-20 03:30:00,449.65776878523684,
2022-05-20 04:00:00,446.7544410129376,
2022-05-20 06:00:00,551.7401725319269,
2022-05-20 08:00:00,446.6117821789503,
2022-05-20 10:30:00,285.1319622424162,
2022-05-20 11:00:00,206.8573720934437,
2022-05-20 23:59:59,271.18665329094983,w
2022-05-23 00:00:00,243.77357726572154,
2022-05-23 03:30:00,389.8579802983095,
2022-05-23 04:00:00,357.20092637577727,
2022-05-23 06:00:00,299.9478743911732,
2022-05-23 08:00:00,291.5975039976074,
2022-05-23 10:30:00,348.38270481644577,
2022-05-23 11:00:00,332.5534432619006,
2022-05-23 23:59:59,352.8938009334397,c
2022-05-24 00:00:00,393.458546398595,
2022-05-24 03:30:00,253.67712328108792,
2022-05-24 04:00:00,207.7601717548805,
2022-05-24 06:00:00,251.6114170947185,
2022-05-24 08:00:00,287.11916437133914,
2022-05-24 10:30:00,101.27129903493005,
2022-05-24 11:00:00,121.65237502515447,
2022-05-24 23:59:59,45.50273921889675,c
2022-05-25 00:00:00,119.97151338029653,
2022-05-25 03:30:00,190.19911257878812,
2022-05-25 04:00:00,160.73361062850017,
2022-05-25 06:00:00,89.57679098590597,
2022-05-25 08:00:00,89.57679098590597,
2022-05-25 10:30:00,89.57679098590597,
2022-05-25 11:00:00,89.57679098590597,
2022-05-25 23:59:59,76.66546031261714,c
