date,FDN_HEDGED_2021_Q1,meta
2021-02-12 23:59:59,-166.28675543329692,w
2021-02-15 00:00:00,-166.28675543329692,
2021-02-15 10:00:00,-166.28675543329692,
2021-02-15 10:30:00,-166.28675543329692,
2021-02-15 12:00:00,-166.28675543329692,
2021-02-15 13:30:00,-166.28675543329692,
2021-02-15 15:00:00,-166.28675543329692,
2021-02-15 15:30:30,-166.28675543329692,
2021-02-15 23:59:59,-166.28675543329692,c
2021-02-16 00:00:00,-197.09264034407053,
2021-02-16 10:00:00,-232.16243804768771,
2021-02-16 10:30:00,-227.36377914839647,
2021-02-16 12:00:00,-226.90362446957718,
2021-02-16 13:30:00,-225.3982128890667,
2021-02-16 15:00:00,-212.67266400618504,
2021-02-16 15:30:30,-212.67266400618504,
2021-02-16 23:59:59,-193.71507520481762,c
2021-02-17 00:00:00,-183.69381570340613,
2021-02-17 10:00:00,-193.99010400749523,
2021-02-17 10:30:00,-203.24650117830916,
2021-02-17 12:00:00,-159.22376287254124,
2021-02-17 13:30:00,-163.72815532530004,
2021-02-17 15:00:00,-144.34092111311801,
2021-02-17 15:30:30,-144.34092111311801,
2021-02-17 23:59:59,-151.18727290249515,c
2021-02-18 00:00:00,-46.46442523423086,
2021-02-18 10:00:00,-66.07536087501254,
2021-02-18 10:30:00,-44.46219542390303,
2021-02-18 12:00:00,-16.975644870740094,
2021-02-18 13:30:00,-47.525323467408384,
2021-02-18 15:00:00,-49.62203072848477,
2021-02-18 15:30:30,-49.62203072848477,
2021-02-18 23:59:59,-62.98251774614158,c
2021-02-19 00:00:00,-155.88444585683112,
2021-02-19 10:00:00,-110.50784639367963,
2021-02-19 10:30:00,-94.82410341570704,
2021-02-19 12:00:00,-109.08168561088551,
2021-02-19 13:30:00,-139.51725420446945,
2021-02-19 15:00:00,-121.46159218872066,
2021-02-19 15:30:30,-121.46159218872066,s
2021-02-19 23:59:59,-128.9788133300449,w
2021-02-22 00:00:00,-119.2755350045305,
2021-02-22 10:00:00,-104.29268443023153,
2021-02-22 10:30:00,-82.28108833299284,
2021-02-22 12:00:00,-78.4260090218742,
2021-02-22 13:30:00,-62.59590077190299,
2021-02-22 15:00:00,-66.93269946352603,
2021-02-22 15:30:30,-66.93269946352603,
2021-02-22 23:59:59,-64.5723698803052,c
2021-02-23 00:00:00,-0.7893960861977982,
2021-02-23 10:00:00,-9.365668353483294,
2021-02-23 10:30:00,-1.9886528784412087,
2021-02-23 12:00:00,28.905658554341112,
2021-02-23 13:30:00,1.6924847300047485,
2021-02-23 15:00:00,-9.792661462400016,
2021-02-23 15:30:30,-9.792661462400016,
2021-02-23 23:59:59,-33.6810402666033,c
2021-02-24 00:00:00,-54.617681201717964,
2021-02-24 10:00:00,-34.883772583342974,
2021-02-24 10:30:00,-49.3090532500543,
2021-02-24 12:00:00,-3.8898880359168038,
2021-02-24 13:30:00,-22.937571486654598,
2021-02-24 15:00:00,-27.566344201667345,
2021-02-24 15:30:30,-27.566344201667345,
2021-02-24 23:59:59,-18.003769865198684,c
2021-02-25 00:00:00,-24.23638124740725,
2021-02-25 10:00:00,-9.760365679457024,
2021-02-25 10:30:00,-8.892255993818491,
2021-02-25 12:00:00,-28.445152792728333,
2021-02-25 13:30:00,-35.712759641600535,
2021-02-25 15:00:00,-42.92916407326904,
2021-02-25 15:30:30,-42.92916407326904,
2021-02-25 23:59:59,-44.07465931493321,c
2021-02-26 00:00:00,-72.36332068120987,
2021-02-26 10:00:00,-58.657038247137166,
2021-02-26 10:30:00,-55.030006216384656,
2021-02-26 12:00:00,-46.433110417375424,
2021-02-26 13:30:00,-39.08945224781988,
2021-02-26 15:00:00,-47.464317075565326,
2021-02-26 15:30:30,-47.464317075565326,
2021-02-26 23:59:59,-66.57194283986304,w
2021-03-01 00:00:00,-65.24874078406314,
2021-03-01 10:00:00,-53.04760228630503,
2021-03-01 10:30:00,-51.54800944434055,
2021-03-01 12:00:00,-43.12106549989291,
2021-03-01 13:30:00,-33.84229064973303,
2021-03-01 15:00:00,-18.835495696166866,
2021-03-01 15:30:30,-18.835495696166866,
2021-03-01 23:59:59,-14.954272586392793,c
2021-03-02 00:00:00,-20.77100928845441,
2021-03-02 10:00:00,-13.186651722151158,
2021-03-02 10:30:00,7.095397537418645,
2021-03-02 12:00:00,1.0072160508350727,
2021-03-02 13:30:00,-6.718506503982723,
2021-03-02 15:00:00,-3.5047406736805167,
2021-03-02 15:30:30,-3.5047406736805167,
2021-03-02 23:59:59,-22.72280477865003,c
2021-03-03 00:00:00,-15.663515953480047,
2021-03-03 10:00:00,-18.4487440052426,
2021-03-03 10:30:00,-9.38693182877406,
2021-03-03 12:00:00,7.7518004256902495,
2021-03-03 13:30:00,28.32560045769035,
2021-03-03 15:00:00,-6.461171567095341,
2021-03-03 15:30:30,-6.461171567095341,
2021-03-03 23:59:59,-15.387243877258175,c
2021-03-04 00:00:00,71.43796616693832,
2021-03-04 10:00:00,34.65842509585437,
2021-03-04 10:30:00,60.90226170790861,
2021-03-04 12:00:00,56.33533973376966,
2021-03-04 13:30:00,38.5350243387114,
2021-03-04 15:00:00,62.674212318716044,
2021-03-04 15:30:30,62.674212318716044,
2021-03-04 23:59:59,27.526501819230393,c
2021-03-05 00:00:00,51.092323604903775,
2021-03-05 10:00:00,71.38666215221971,
2021-03-05 10:30:00,57.91829073377506,
2021-03-05 12:00:00,29.310651469291653,
2021-03-05 13:30:00,-18.914519241964502,
2021-03-05 15:00:00,-6.119160866124861,
2021-03-05 15:30:30,-6.119160866124861,
2021-03-05 23:59:59,-1.8810547126733068,w
2021-03-08 00:00:00,-13.839456292969938,
2021-03-08 10:00:00,22.072604028325358,
2021-03-08 10:30:00,26.007389911280896,
2021-03-08 12:00:00,9.25129133937813,
2021-03-08 13:30:00,0.1311117167407092,
2021-03-08 15:00:00,7.546328675329122,
2021-03-08 15:30:30,7.546328675329122,
2021-03-08 23:59:59,-17.235972010395866,c
2021-03-09 00:00:00,15.723918814298983,
2021-03-09 10:00:00,15.45666738556891,
2021-03-09 10:30:00,-2.5107942212227323,
2021-03-09 12:00:00,13.81446672571155,
2021-03-09 13:30:00,13.62899961808874,
2021-03-09 15:00:00,16.62705178038524,
2021-03-09 15:30:30,16.62705178038524,
2021-03-09 23:59:59,3.377753848258904,c
2021-03-10 00:00:00,-19.86565574001274,
2021-03-10 10:00:00,-21.034132570775785,
2021-03-10 10:30:00,-25.036824223013323,
2021-03-10 12:00:00,-23.628653262891838,
2021-03-10 13:30:00,-18.215555543898265,
2021-03-10 15:00:00,10.94288007747636,
2021-03-10 15:30:30,10.94288007747636,
2021-03-10 23:59:59,-4.7038782396070955,c
2021-03-11 00:00:00,15.761414375192423,
2021-03-11 10:00:00,37.68230110006218,
2021-03-11 10:30:00,33.28217155795225,
2021-03-11 12:00:00,27.107638633506504,
2021-03-11 13:30:00,20.799751792226047,
2021-03-11 15:00:00,-4.736418162876583,
2021-03-11 15:30:30,-4.736418162876583,
2021-03-11 23:59:59,0.0,c
2021-03-12 00:00:00,0.0,
2021-03-12 10:00:00,0.0,
2021-03-12 10:30:00,0.0,
2021-03-12 12:00:00,0.0,
2021-03-12 13:30:00,0.0,
2021-03-12 15:00:00,0.0,
2021-03-12 15:30:30,0.0,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,0.0,
2021-03-15 10:00:00,0.0,
2021-03-15 10:30:00,0.0,
2021-03-15 12:00:00,0.0,
2021-03-15 13:30:00,0.0,
2021-03-15 15:00:00,0.0,
2021-03-15 15:30:30,0.0,
2021-03-15 23:59:59,0.0,c
2021-03-16 00:00:00,0.0,
2021-03-16 10:00:00,0.0,
2021-03-16 10:30:00,0.0,
2021-03-16 12:00:00,0.0,
2021-03-16 13:30:00,0.0,
2021-03-16 15:00:00,0.0,
2021-03-16 15:30:30,0.0,
2021-03-16 23:59:59,0.0,c
2021-03-17 00:00:00,0.0,
2021-03-17 10:00:00,0.0,
2021-03-17 10:30:00,0.0,
2021-03-17 12:00:00,0.0,
2021-03-17 13:30:00,0.0,
2021-03-17 15:00:00,0.0,
2021-03-17 15:30:30,0.0,
2021-03-17 23:59:59,0.0,c
2021-03-18 00:00:00,0.0,
2021-03-18 10:00:00,0.0,
2021-03-18 10:30:00,0.0,
2021-03-18 12:00:00,0.0,
2021-03-18 13:30:00,0.0,
2021-03-18 15:00:00,0.0,
2021-03-18 15:30:30,0.0,
2021-03-18 23:59:59,0.0,c
2021-03-19 00:00:00,0.0,
2021-03-19 10:00:00,0.0,
2021-03-19 10:30:00,0.0,
2021-03-19 12:00:00,0.0,
2021-03-19 13:30:00,0.0,
2021-03-19 15:00:00,0.0,
2021-03-19 15:30:30,0.0,
2021-03-19 23:59:59,0.0,e
2021-03-22 00:00:00,0.0,
2021-03-22 10:00:00,0.0,
2021-03-22 10:30:00,0.0,
2021-03-22 12:00:00,0.0,
2021-03-22 13:30:00,0.0,
2021-03-22 15:00:00,0.0,
2021-03-22 15:30:30,0.0,
2021-03-22 23:59:59,0.0,c
2021-03-23 00:00:00,0.0,
2021-03-23 10:00:00,0.0,
2021-03-23 10:30:00,0.0,
2021-03-23 12:00:00,0.0,
2021-03-23 13:30:00,0.0,
2021-03-23 15:00:00,0.0,
2021-03-23 15:30:30,0.0,
2021-03-23 23:59:59,0.0,c
2021-03-24 00:00:00,0.0,
2021-03-24 10:00:00,0.0,
2021-03-24 10:30:00,0.0,
2021-03-24 12:00:00,0.0,
2021-03-24 13:30:00,0.0,
2021-03-24 15:00:00,0.0,
2021-03-24 15:30:30,0.0,
2021-03-24 23:59:59,0.0,c
2021-03-25 00:00:00,0.0,
2021-03-25 10:00:00,0.0,
2021-03-25 10:30:00,0.0,
2021-03-25 12:00:00,0.0,
2021-03-25 13:30:00,0.0,
2021-03-25 15:00:00,0.0,
2021-03-25 15:30:30,0.0,
2021-03-25 23:59:59,0.0,c
2021-03-26 00:00:00,0.0,
2021-03-26 10:00:00,0.0,
2021-03-26 10:30:00,0.0,
2021-03-26 12:00:00,0.0,
2021-03-26 13:30:00,0.0,
2021-03-26 15:00:00,0.0,
2021-03-26 15:30:30,0.0,
2021-03-26 23:59:59,0.0,w
2021-03-29 00:00:00,0.0,
2021-03-29 10:00:00,0.0,
2021-03-29 10:30:00,0.0,
2021-03-29 12:00:00,0.0,
2021-03-29 13:30:00,0.0,
2021-03-29 15:00:00,0.0,
2021-03-29 15:30:30,0.0,
2021-03-29 23:59:59,0.0,c
2021-03-30 00:00:00,0.0,
2021-03-30 10:00:00,0.0,
2021-03-30 10:30:00,0.0,
2021-03-30 12:00:00,0.0,
2021-03-30 13:30:00,0.0,
2021-03-30 15:00:00,0.0,
2021-03-30 15:30:30,0.0,
2021-03-30 23:59:59,0.0,c
2021-03-31 00:00:00,0.0,
2021-03-31 10:00:00,0.0,
2021-03-31 10:30:00,0.0,
2021-03-31 12:00:00,0.0,
2021-03-31 13:30:00,0.0,
2021-03-31 15:00:00,0.0,
2021-03-31 15:30:30,0.0,
2021-03-31 23:59:59,0.0,c
2021-04-01 00:00:00,0.0,
2021-04-01 10:00:00,0.0,
2021-04-01 10:30:00,0.0,
2021-04-01 12:00:00,0.0,
2021-04-01 13:30:00,0.0,
2021-04-01 15:00:00,0.0,
2021-04-01 15:30:30,0.0,
2021-04-01 23:59:59,0.0,c
2021-04-02 00:00:00,0.0,
2021-04-02 10:00:00,0.0,
2021-04-02 10:30:00,0.0,
2021-04-02 12:00:00,0.0,
2021-04-02 13:30:00,0.0,
2021-04-02 15:00:00,0.0,
2021-04-02 15:30:30,0.0,
2021-04-02 23:59:59,0.0,w
