date,XT_2020_Q4,meta
2020-11-30 12:00:00,-270.9574874391335,
2020-11-30 13:30:00,-263.18246710686185,
2020-11-30 15:00:00,-237.78795140892908,
2020-11-30 15:30:30,-237.78795140892908,s
2020-11-30 23:59:59,-234.83387078039777,c
2020-12-01 00:00:00,-237.59083792505567,
2020-12-01 10:00:00,-280.4259637310963,
2020-12-01 10:30:00,-294.21792742821776,
2020-12-01 12:00:00,-310.30593681064465,
2020-12-01 13:30:00,-300.44082398758314,
2020-12-01 15:00:00,-311.3940968463287,
2020-12-01 15:30:30,-311.3940968463287,
2020-12-01 23:59:59,-302.26669440237924,c
2020-12-02 00:00:00,-360.00348919944304,
2020-12-02 10:00:00,-359.7934871806806,
2020-12-02 10:30:00,-339.041249346066,
2020-12-02 12:00:00,-341.62211709927965,
2020-12-02 13:30:00,-369.18657608794297,
2020-12-02 15:00:00,-378.7036399031308,
2020-12-02 15:30:30,-378.7036399031308,
2020-12-02 23:59:59,-364.0520277968219,c
2020-12-03 00:00:00,-260.9620372034383,
2020-12-03 10:00:00,-165.39217913640255,
2020-12-03 10:30:00,-145.97080506473367,
2020-12-03 12:00:00,-142.68898759016383,
2020-12-03 13:30:00,-168.52588114359673,
2020-12-03 15:00:00,-185.36732348485248,
2020-12-03 15:30:30,-185.36732348485248,
2020-12-03 23:59:59,-175.45354179986998,c
2020-12-04 00:00:00,-192.63822361183338,
2020-12-04 10:00:00,-167.31312119794643,
2020-12-04 10:30:00,-206.9108079353091,
2020-12-04 12:00:00,-184.63200304167208,
2020-12-04 13:30:00,-179.7624482185181,
2020-12-04 15:00:00,-188.37963034584914,
2020-12-04 15:30:30,-188.37963034584914,
2020-12-04 23:59:59,-184.00184897290774,w
2020-12-07 00:00:00,-164.70183952329558,
2020-12-07 10:00:00,-125.98949081508363,
2020-12-07 10:30:00,-132.26923932259956,
2020-12-07 12:00:00,-121.44882785851019,
2020-12-07 13:30:00,-112.704706714248,
2020-12-07 15:00:00,-84.12081464378775,
2020-12-07 15:30:30,-84.12081464378775,
2020-12-07 23:59:59,-78.09036300846651,c
2020-12-08 00:00:00,-68.39852149988224,
2020-12-08 10:00:00,-53.558845126700135,
2020-12-08 10:30:00,-81.58668317012348,
2020-12-08 12:00:00,-35.22112587630227,
2020-12-08 13:30:00,-29.107554097364073,
2020-12-08 15:00:00,-14.82021205247429,
2020-12-08 15:30:30,-14.82021205247429,
2020-12-08 23:59:59,-29.858866612778456,c
2020-12-09 00:00:00,-39.89451744612461,
2020-12-09 10:00:00,-55.87888087705983,
2020-12-09 10:30:00,-79.73893114788666,
2020-12-09 12:00:00,-45.05812707083851,
2020-12-09 13:30:00,-165.57874049794418,
2020-12-09 15:00:00,-175.53060584319746,
2020-12-09 15:30:30,-175.53060584319746,
2020-12-09 23:59:59,-175.52345759510422,c
2020-12-10 00:00:00,-201.7844944474607,
2020-12-10 10:00:00,-96.55258255473836,
2020-12-10 10:30:00,-53.967918920525335,
2020-12-10 12:00:00,-20.938558591273704,
2020-12-10 13:30:00,-8.901967905046831,
2020-12-10 15:00:00,-27.648359230493952,
2020-12-10 15:30:30,-27.648359230493952,
2020-12-10 23:59:59,-22.842093156210012,c
2020-12-11 00:00:00,-14.382321952931306,
2020-12-11 10:00:00,-16.797797844538536,
2020-12-11 10:30:00,16.149019747820375,
2020-12-11 12:00:00,-49.77619020027646,
2020-12-11 13:30:00,-26.238309965628332,
2020-12-11 15:00:00,-10.897508065612328,
2020-12-11 15:30:30,-10.897508065612328,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,51.943345097028214,
2020-12-14 10:00:00,113.2893977977983,
2020-12-14 10:30:00,111.27427286506054,
2020-12-14 12:00:00,142.87306197598514,
2020-12-14 13:30:00,138.4566245130536,
2020-12-14 15:00:00,149.13575384360206,
2020-12-14 15:30:30,149.13575384360206,
2020-12-14 23:59:59,160.97023050574126,c
2020-12-15 00:00:00,168.24894273762743,
2020-12-15 10:00:00,189.29749592439612,
2020-12-15 10:30:00,232.18618120006795,
2020-12-15 12:00:00,215.87451862726107,
2020-12-15 13:30:00,194.701355854643,
2020-12-15 15:00:00,196.01228711919703,
2020-12-15 15:30:30,196.01228711919703,
2020-12-15 23:59:59,218.30590407916293,c
2020-12-16 00:00:00,218.05667397170578,
2020-12-16 10:00:00,214.8739343805005,
2020-12-16 10:30:00,187.71066805031955,
2020-12-16 12:00:00,214.94049734655277,
2020-12-16 13:30:00,210.8040642161775,
2020-12-16 15:00:00,218.64127515273526,
2020-12-16 15:30:30,218.64127515273526,
2020-12-16 23:59:59,219.59199887414093,c
2020-12-17 00:00:00,233.82277052520794,
2020-12-17 10:00:00,298.30510631769994,
2020-12-17 10:30:00,343.37822467483375,
2020-12-17 12:00:00,335.2466649477187,
2020-12-17 13:30:00,352.729470064658,
2020-12-17 15:00:00,358.1679044643265,
2020-12-17 15:30:30,358.1679044643265,
2020-12-17 23:59:59,347.33311481510555,c
2020-12-18 00:00:00,380.5058326747935,
2020-12-18 10:00:00,406.6842289383271,
2020-12-18 10:30:00,409.6232263325778,
2020-12-18 12:00:00,355.2519422414066,
2020-12-18 13:30:00,389.5378169922492,
2020-12-18 15:00:00,398.9444621934649,
2020-12-18 15:30:30,398.9444621934649,
2020-12-18 23:59:59,373.9744040998776,e
2020-12-21 00:00:00,373.38958847880804,
2020-12-21 10:00:00,427.1397665135264,
2020-12-21 10:30:00,416.82477111419576,
2020-12-21 12:00:00,445.2290546997351,
2020-12-21 13:30:00,458.1413600304263,
2020-12-21 15:00:00,459.5834877037346,
2020-12-21 15:30:30,459.5834877037346,
2020-12-21 23:59:59,484.68787680584,c
2020-12-22 00:00:00,539.2815096533336,
2020-12-22 10:00:00,629.7476002927551,
2020-12-22 10:30:00,628.9201431366846,
2020-12-22 12:00:00,595.9005727684421,
2020-12-22 13:30:00,617.2037842078321,
2020-12-22 15:00:00,630.2184178641673,
2020-12-22 15:30:30,630.2184178641673,
2020-12-22 23:59:59,658.1173343432761,c
2020-12-23 00:00:00,685.8998148900396,
2020-12-23 10:00:00,645.6138251220605,
2020-12-23 10:30:00,614.1326409596777,
2020-12-23 12:00:00,637.1309769180175,
2020-12-23 13:30:00,646.772481181039,
2020-12-23 15:00:00,642.1576875987457,
2020-12-23 15:30:30,642.1576875987457,
2020-12-23 23:59:59,637.6835076151547,c
2020-12-24 00:00:00,708.1187114322674,
2020-12-24 10:00:00,732.3872276638299,
2020-12-24 10:30:00,713.1160015330715,
2020-12-24 12:00:00,704.3729829374652,
2020-12-24 13:30:00,704.3729829374652,
2020-12-24 15:00:00,704.3729829374652,
2020-12-24 15:30:30,704.3729829374652,
2020-12-24 23:59:59,669.9301469686579,c
2020-12-25 00:00:00,669.9301469686579,
2020-12-25 10:00:00,669.9301469686579,
2020-12-25 10:30:00,669.9301469686579,
2020-12-25 12:00:00,669.9301469686579,
2020-12-25 13:30:00,669.9301469686579,
2020-12-25 15:00:00,669.9301469686579,
2020-12-25 15:30:30,669.9301469686579,
2020-12-25 23:59:59,669.9301469686579,w
2020-12-28 00:00:00,712.9397621529392,
2020-12-28 10:00:00,628.3655223616583,
2020-12-28 10:30:00,553.292516096787,
2020-12-28 12:00:00,556.4350160621825,
2020-12-28 13:30:00,548.7856363223832,
2020-12-28 15:00:00,512.9010135213157,
2020-12-28 15:30:30,512.9010135213157,
2020-12-28 23:59:59,516.3622053888839,c
2020-12-29 00:00:00,508.5710386042624,
2020-12-29 10:00:00,398.3519882329697,
2020-12-29 10:30:00,405.58103968479327,
2020-12-29 12:00:00,377.37760553718954,
2020-12-29 13:30:00,363.4337022812315,
2020-12-29 15:00:00,377.74887943908607,
2020-12-29 15:30:30,377.74887943908607,
2020-12-29 23:59:59,391.8590898985226,c
2020-12-30 00:00:00,404.6847753132547,
2020-12-30 10:00:00,408.9038309469406,
2020-12-30 10:30:00,419.95148550421527,
2020-12-30 12:00:00,382.6319798661266,
2020-12-30 13:30:00,377.46749555669703,
2020-12-30 15:00:00,372.87979691874716,
2020-12-30 15:30:30,372.87979691874716,
2020-12-30 23:59:59,374.1160822318775,c
2020-12-31 00:00:00,372.5413959806692,
2020-12-31 10:00:00,354.89501057047755,
2020-12-31 10:30:00,357.4456167413491,
2020-12-31 12:00:00,351.32959605552105,
2020-12-31 13:30:00,341.1051565220314,
2020-12-31 15:00:00,320.8326399322382,
2020-12-31 15:30:30,320.8326399322382,
2020-12-31 23:59:59,315.7085823427292,c
2021-01-01 00:00:00,315.7085823427292,
2021-01-01 10:00:00,315.7085823427292,
2021-01-01 10:30:00,315.7085823427292,
2021-01-01 12:00:00,315.7085823427292,
2021-01-01 13:30:00,315.7085823427292,
2021-01-01 15:00:00,315.7085823427292,
2021-01-01 15:30:30,315.7085823427292,
2021-01-01 23:59:59,315.7085823427292,w
