date,GDXJ_US_2021_Q1,meta
2021-04-01 15:00:00,-54.23320339298061,
2021-04-01 15:30:30,-54.23320339298061,
2021-04-01 23:59:59,-26.03761015148666,c
2021-04-02 00:00:00,-26.03761015148666,
2021-04-02 10:00:00,-26.03761015148666,
2021-04-02 10:30:00,-26.03761015148666,
2021-04-02 12:00:00,-26.03761015148666,
2021-04-02 13:30:00,-26.03761015148666,
2021-04-02 15:00:00,-26.03761015148666,
2021-04-02 15:30:30,-26.03761015148666,
2021-04-02 23:59:59,-26.03761015148666,w
2021-04-05 00:00:00,-70.87146865168916,
2021-04-05 10:00:00,-77.04832040512974,
2021-04-05 10:30:00,-15.160625647671623,
2021-04-05 12:00:00,-120.6920595300262,
2021-04-05 13:30:00,-123.38325015582677,
2021-04-05 15:00:00,-163.2846111451022,
2021-04-05 15:30:30,-163.2846111451022,
2021-04-05 23:59:59,-126.86824049154575,c
2021-04-06 00:00:00,-148.3252819194754,
2021-04-06 10:00:00,-53.946618931465764,
2021-04-06 10:30:00,-55.80796195671837,
2021-04-06 12:00:00,1.5433868264567536,
2021-04-06 13:30:00,-42.548198669994235,
2021-04-06 15:00:00,-36.41491359927659,
2021-04-06 15:30:30,-36.41491359927659,
2021-04-06 23:59:59,-68.91768515710373,c
2021-04-07 00:00:00,-48.52495071345129,
2021-04-07 10:00:00,-95.5013574187401,
2021-04-07 10:30:00,-98.17223854016947,
2021-04-07 12:00:00,-163.56851936896464,
2021-04-07 13:30:00,-136.10736139403843,
2021-04-07 15:00:00,-146.19218329083333,
2021-04-07 15:30:30,-146.19218329083333,
2021-04-07 23:59:59,-164.20812869808742,c
2021-04-08 00:00:00,-107.83172414198907,
2021-04-08 10:00:00,-78.79630941047071,
2021-04-08 10:30:00,-70.61503227323647,
2021-04-08 12:00:00,-83.53031598858479,
2021-04-08 13:30:00,-67.80750489223874,
2021-04-08 15:00:00,-58.27043410935721,
2021-04-08 15:30:30,-58.27043410935721,
2021-04-08 23:59:59,-26.26537180323794,c
2021-04-09 00:00:00,-59.260837824777354,
2021-04-09 10:00:00,-47.412816139186816,
2021-04-09 10:30:00,-50.67959510373203,
2021-04-09 12:00:00,-19.27683572228625,
2021-04-09 13:30:00,-35.60110487359725,
2021-04-09 15:00:00,-83.82005567991246,
2021-04-09 15:30:30,-83.82005567991246,
2021-04-09 23:59:59,-81.03836380063422,w
