date,MSCI_FACT_VLUE_2021_Q2,meta
2021-04-23 10:30:00,-182.5572848556327,
2021-04-23 12:00:00,-172.1151588605004,
2021-04-23 13:30:00,-172.7063787033294,
2021-04-23 15:00:00,-177.85343172925877,
2021-04-23 15:30:30,-177.85343172925877,
2021-04-23 23:59:59,-180.42809640489668,w
2021-04-26 00:00:00,-183.9159587807651,
2021-04-26 10:00:00,-202.9983045869119,
2021-04-26 10:30:00,-200.61966713192203,
2021-04-26 12:00:00,-211.22213075388584,
2021-04-26 13:30:00,-214.74121797575845,
2021-04-26 15:00:00,-219.19551003009644,
2021-04-26 15:30:30,-219.19551003009644,
2021-04-26 23:59:59,-218.6564434561535,c
2021-04-27 00:00:00,-182.3437247760112,
2021-04-27 10:00:00,-173.02156582822624,
2021-04-27 10:30:00,-173.22489936142722,
2021-04-27 12:00:00,-170.96057874991925,
2021-04-27 13:30:00,-167.7005402976007,
2021-04-27 15:00:00,-168.63004264930703,
2021-04-27 15:30:30,-168.63004264930703,
2021-04-27 23:59:59,-183.33932802938853,c
2021-04-28 00:00:00,-161.21646483341226,
2021-04-28 10:00:00,-148.8161344311003,
2021-04-28 10:30:00,-148.16302070096356,
2021-04-28 12:00:00,-143.77354621950167,
2021-04-28 13:30:00,-141.51563689339832,
2021-04-28 15:00:00,-149.7590455174959,
2021-04-28 15:30:30,-149.7590455174959,
2021-04-28 23:59:59,-143.78152912197766,c
2021-04-29 00:00:00,-136.813724474526,
2021-04-29 10:00:00,-130.6597018354845,
2021-04-29 10:30:00,-130.75232559696963,
2021-04-29 12:00:00,-123.81946088950724,
2021-04-29 13:30:00,-124.10200851639729,
2021-04-29 15:00:00,-125.68826887213766,
2021-04-29 15:30:30,-125.68826887213766,
2021-04-29 23:59:59,-131.96511523020285,c
2021-04-30 00:00:00,-115.55821420669622,
2021-04-30 10:00:00,-133.93519251935982,
2021-04-30 10:30:00,-140.71256058326992,
2021-04-30 12:00:00,-122.8011006282743,
2021-04-30 13:30:00,-105.58424509685187,
2021-04-30 15:00:00,-97.83373787888945,
2021-04-30 15:30:30,-97.83373787888945,s
2021-04-30 23:59:59,-104.03372537714199,w
2021-05-03 00:00:00,-106.88495788464525,
2021-05-03 10:00:00,-90.2860229883479,
2021-05-03 10:30:00,-72.78202302184127,
2021-05-03 12:00:00,-72.03253526066146,
2021-05-03 13:30:00,-72.0732653811308,
2021-05-03 15:00:00,-81.40811213592633,
2021-05-03 15:30:30,-81.40811213592633,
2021-05-03 23:59:59,-76.00601893439716,c
2021-05-04 00:00:00,-60.09085230778055,
2021-05-04 10:00:00,-19.35720588807112,
2021-05-04 10:30:00,-17.547189272830792,
2021-05-04 12:00:00,-9.277611797570898,
2021-05-04 13:30:00,-16.791858693325594,
2021-05-04 15:00:00,-27.484220257391826,
2021-05-04 15:30:30,-27.484220257391826,
2021-05-04 23:59:59,-29.17168995264501,c
2021-05-05 00:00:00,-44.39517495438872,
2021-05-05 10:00:00,-35.50006637909314,
2021-05-05 10:30:00,-39.60712011540454,
2021-05-05 12:00:00,-55.37032612608141,
2021-05-05 13:30:00,-51.867040236728144,
2021-05-05 15:00:00,-45.836778345988705,
2021-05-05 15:30:30,-45.836778345988705,
2021-05-05 23:59:59,-41.79969026860317,c
2021-05-06 00:00:00,-50.550724830342006,
2021-05-06 10:00:00,-54.02542563719089,
2021-05-06 10:30:00,-45.92685407933732,
2021-05-06 12:00:00,-37.4481417521888,
2021-05-06 13:30:00,-33.454417584516705,
2021-05-06 15:00:00,-24.369451852942575,
2021-05-06 15:30:30,-24.369451852942575,
2021-05-06 23:59:59,-36.341169560463186,c
2021-05-07 00:00:00,-47.6294967454578,
2021-05-07 10:00:00,-24.73715054125887,
2021-05-07 10:30:00,-36.5694384676417,
2021-05-07 12:00:00,-31.265316573806786,
2021-05-07 13:30:00,-31.46706024984337,
2021-05-07 15:00:00,-36.82030649869421,
2021-05-07 15:30:30,-36.82030649869421,
2021-05-07 23:59:59,-40.24158170300393,w
2021-05-10 00:00:00,-25.10238791721099,
2021-05-10 10:00:00,24.381475819202706,
2021-05-10 10:30:00,25.951971018355835,
2021-05-10 12:00:00,55.36557966739451,
2021-05-10 13:30:00,50.8221668929541,
2021-05-10 15:00:00,43.70992974293381,
2021-05-10 15:30:30,43.70992974293381,
2021-05-10 23:59:59,43.96678570876202,c
2021-05-11 00:00:00,62.77953408533358,
2021-05-11 10:00:00,42.05516410381165,
2021-05-11 10:30:00,62.099729374395565,
2021-05-11 12:00:00,35.15153014178918,
2021-05-11 13:30:00,25.234575227212645,
2021-05-11 15:00:00,32.48437063209349,
2021-05-11 15:30:30,32.48437063209349,
2021-05-11 23:59:59,33.82816119669087,c
2021-05-12 00:00:00,53.04782887835859,
2021-05-12 10:00:00,66.72388533603225,
2021-05-12 10:30:00,91.51974664426439,
2021-05-12 12:00:00,84.95789536765483,
2021-05-12 13:30:00,81.69114115415005,
2021-05-12 15:00:00,89.30641801770344,
2021-05-12 15:30:30,89.30641801770344,
2021-05-12 23:59:59,88.92104660411883,c
2021-05-13 00:00:00,63.88969802907695,
2021-05-13 10:00:00,49.48794753361358,
2021-05-13 10:30:00,63.77386385739828,
2021-05-13 12:00:00,64.47394714209099,
2021-05-13 13:30:00,55.582276877555614,
2021-05-13 15:00:00,54.559571266696366,
2021-05-13 15:30:30,54.559571266696366,
2021-05-13 23:59:59,60.18287359014289,c
2021-05-14 00:00:00,54.40356556625352,
2021-05-14 10:00:00,69.0169815875754,
2021-05-14 10:30:00,51.13795497143428,
2021-05-14 12:00:00,45.570994556721644,
2021-05-14 13:30:00,32.00031799122985,
2021-05-14 15:00:00,23.00067634575612,
2021-05-14 15:30:30,23.00067634575612,
2021-05-14 23:59:59,27.01969197407243,w
2021-05-17 00:00:00,66.047482398483,
2021-05-17 10:00:00,82.76610264937426,
2021-05-17 10:30:00,67.42631608259057,
2021-05-17 12:00:00,42.58974408214408,
2021-05-17 13:30:00,37.90525762444099,
2021-05-17 15:00:00,32.6873042277698,
2021-05-17 15:30:30,32.6873042277698,
2021-05-17 23:59:59,19.485074329357758,c
2021-05-18 00:00:00,-10.116161412389147,
2021-05-18 10:00:00,-13.299701290021403,
2021-05-18 10:30:00,-7.822837030790879,
2021-05-18 12:00:00,6.199987049557421,
2021-05-18 13:30:00,-3.4783042927085717,
2021-05-18 15:00:00,-2.847642220191574,
2021-05-18 15:30:30,-2.847642220191574,
2021-05-18 23:59:59,0.0,a
2021-05-19 00:00:00,-7.860119657495943,
2021-05-19 10:00:00,0.9474452032709451,
2021-05-19 10:30:00,-23.921446059022855,
2021-05-19 12:00:00,-33.310027707998415,
2021-05-19 13:30:00,-39.00960107348965,
2021-05-19 15:00:00,-55.20418659676261,
2021-05-19 15:30:30,-55.20418659676261,
2021-05-19 23:59:59,-44.52960699335176,c
2021-05-20 00:00:00,-82.10266644156172,
2021-05-20 10:00:00,-60.50917657053378,
2021-05-20 10:30:00,-50.24128873628683,
2021-05-20 12:00:00,-46.4941014747792,
2021-05-20 13:30:00,-52.18006533563812,
2021-05-20 15:00:00,-62.087421742516426,
2021-05-20 15:30:30,-62.087421742516426,
2021-05-20 23:59:59,-61.67558598240544,c
2021-05-21 00:00:00,-61.67558598240544,
2021-05-21 10:00:00,-61.67558598240544,
2021-05-21 10:30:00,-61.67558598240544,
2021-05-21 12:00:00,-61.67558598240544,
2021-05-21 13:30:00,-61.67558598240544,
2021-05-21 15:00:00,-61.67558598240544,
2021-05-21 15:30:30,-61.67558598240544,
2021-05-21 23:59:59,-61.67558598240544,w
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
0,-61.67558598240544,
2021-05-24 00:00:00,-61.67558598240544,
2021-05-24 10:00:00,-61.67558598240544,
2021-05-24 10:30:00,-61.67558598240544,
2021-05-24 12:00:00,-61.67558598240544,
2021-05-24 13:30:00,-61.67558598240544,
2021-05-24 15:00:00,-61.67558598240544,
2021-05-24 15:30:30,-61.67558598240544,
2021-05-24 23:59:59,-61.67558598240544,c
2021-05-25 00:00:00,-61.67558598240544,
2021-05-25 10:00:00,-61.67558598240544,
2021-05-25 10:30:00,-61.67558598240544,
2021-05-25 12:00:00,-61.67558598240544,
2021-05-25 13:30:00,-61.67558598240544,
2021-05-25 15:00:00,-61.67558598240544,
2021-05-25 15:30:30,-61.67558598240544,
2021-05-25 23:59:59,-61.67558598240544,c
2021-05-26 00:00:00,-61.67558598240544,
2021-05-26 10:00:00,-61.67558598240544,
2021-05-26 10:30:00,-61.67558598240544,
2021-05-26 12:00:00,-61.67558598240544,
2021-05-26 13:30:00,-61.67558598240544,
2021-05-26 15:00:00,-61.67558598240544,
2021-05-26 15:30:30,-61.67558598240544,
2021-05-26 23:59:59,-61.67558598240544,c
2021-05-27 00:00:00,-61.67558598240544,
2021-05-27 10:00:00,-61.67558598240544,
2021-05-27 10:30:00,-61.67558598240544,
2021-05-27 12:00:00,-61.67558598240544,
2021-05-27 13:30:00,-61.67558598240544,
2021-05-27 15:00:00,-61.67558598240544,
2021-05-27 15:30:30,-61.67558598240544,
2021-05-27 23:59:59,-61.67558598240544,c
2021-05-28 00:00:00,-61.67558598240544,
2021-05-28 10:00:00,-61.67558598240544,
2021-05-28 10:30:00,-61.67558598240544,
2021-05-28 12:00:00,-61.67558598240544,
2021-05-28 13:30:00,-61.67558598240544,
2021-05-28 15:00:00,-61.67558598240544,
2021-05-28 15:30:30,-61.67558598240544,
2021-05-28 23:59:59,-61.67558598240544,e
2021-05-31 00:00:00,-61.67558598240544,
2021-05-31 10:00:00,-61.67558598240544,
2021-05-31 10:30:00,-61.67558598240544,
2021-05-31 12:00:00,-61.67558598240544,
2021-05-31 13:30:00,-61.67558598240544,
2021-05-31 15:00:00,-61.67558598240544,
2021-05-31 15:30:30,-61.67558598240544,
2021-05-31 23:59:59,-61.67558598240544,c
2021-06-01 00:00:00,-61.67558598240544,
2021-06-01 10:00:00,-61.67558598240544,
2021-06-01 10:30:00,-61.67558598240544,
2021-06-01 12:00:00,-61.67558598240544,
2021-06-01 13:30:00,-61.67558598240544,
2021-06-01 15:00:00,-61.67558598240544,
2021-06-01 15:30:30,-61.67558598240544,
2021-06-01 23:59:59,-61.67558598240544,c
2021-06-02 00:00:00,-61.67558598240544,
2021-06-02 10:00:00,-61.67558598240544,
2021-06-02 10:30:00,-61.67558598240544,
2021-06-02 12:00:00,-61.67558598240544,
2021-06-02 13:30:00,-61.67558598240544,
2021-06-02 15:00:00,-61.67558598240544,
2021-06-02 15:30:30,-61.67558598240544,
2021-06-02 23:59:59,-61.67558598240544,c
2021-06-03 00:00:00,-61.67558598240544,
2021-06-03 10:00:00,-61.67558598240544,
2021-06-03 10:30:00,-61.67558598240544,
2021-06-03 12:00:00,-61.67558598240544,
2021-06-03 13:30:00,-61.67558598240544,
2021-06-03 15:00:00,-61.67558598240544,
2021-06-03 15:30:30,-61.67558598240544,
2021-06-03 23:59:59,-61.67558598240544,c
2021-06-04 00:00:00,-61.67558598240544,
2021-06-04 10:00:00,-61.67558598240544,
2021-06-04 10:30:00,-61.67558598240544,
2021-06-04 12:00:00,-61.67558598240544,
2021-06-04 13:30:00,-61.67558598240544,
2021-06-04 15:00:00,-61.67558598240544,
2021-06-04 15:30:30,-61.67558598240544,
2021-06-04 23:59:59,-61.67558598240544,w
2021-06-07 00:00:00,-61.67558598240544,
2021-06-07 10:00:00,-61.67558598240544,
2021-06-07 10:30:00,-61.67558598240544,
2021-06-07 12:00:00,-61.67558598240544,
2021-06-07 13:30:00,-61.67558598240544,
2021-06-07 15:00:00,-61.67558598240544,
2021-06-07 15:30:30,-61.67558598240544,
2021-06-07 23:59:59,-61.67558598240544,c
2021-06-08 00:00:00,-61.67558598240544,
2021-06-08 10:00:00,-61.67558598240544,
2021-06-08 10:30:00,-61.67558598240544,
2021-06-08 12:00:00,-61.67558598240544,
2021-06-08 13:30:00,-61.67558598240544,
2021-06-08 15:00:00,-61.67558598240544,
2021-06-08 15:30:30,-61.67558598240544,
2021-06-08 23:59:59,-61.67558598240544,c
2021-06-09 00:00:00,-61.67558598240544,
2021-06-09 10:00:00,-61.67558598240544,
2021-06-09 10:30:00,-61.67558598240544,
2021-06-09 12:00:00,-61.67558598240544,
2021-06-09 13:30:00,-61.67558598240544,
2021-06-09 15:00:00,-61.67558598240544,
2021-06-09 15:30:30,-61.67558598240544,
2021-06-09 23:59:59,-61.67558598240544,c
2021-06-10 00:00:00,-61.67558598240544,
2021-06-10 10:00:00,-61.67558598240544,
2021-06-10 10:30:00,-61.67558598240544,
2021-06-10 12:00:00,-61.67558598240544,
2021-06-10 13:30:00,-61.67558598240544,
2021-06-10 15:00:00,-61.67558598240544,
2021-06-10 15:30:30,-61.67558598240544,
2021-06-10 23:59:59,-61.67558598240544,c
2021-06-11 00:00:00,-61.67558598240544,
2021-06-11 10:00:00,-61.67558598240544,
2021-06-11 10:30:00,-61.67558598240544,
2021-06-11 12:00:00,-61.67558598240544,
2021-06-11 13:30:00,-61.67558598240544,
2021-06-11 15:00:00,-61.67558598240544,
2021-06-11 15:30:30,-61.67558598240544,
2021-06-11 23:59:59,-61.67558598240544,w
2021-06-14 00:00:00,-61.67558598240544,
2021-06-14 10:00:00,-61.67558598240544,
2021-06-14 10:30:00,-61.67558598240544,
2021-06-14 12:00:00,-61.67558598240544,
2021-06-14 13:30:00,-61.67558598240544,
2021-06-14 15:00:00,-61.67558598240544,
2021-06-14 15:30:30,-61.67558598240544,
2021-06-14 23:59:59,-61.67558598240544,c
2021-06-15 00:00:00,-61.67558598240544,
2021-06-15 10:00:00,-61.67558598240544,
2021-06-15 10:30:00,-61.67558598240544,
2021-06-15 12:00:00,-61.67558598240544,
2021-06-15 13:30:00,-61.67558598240544,
2021-06-15 15:00:00,-61.67558598240544,
2021-06-15 15:30:30,-61.67558598240544,
2021-06-15 23:59:59,-61.67558598240544,c
2021-06-16 00:00:00,-61.67558598240544,
2021-06-16 10:00:00,-61.67558598240544,
2021-06-16 10:30:00,-61.67558598240544,
2021-06-16 12:00:00,-61.67558598240544,
2021-06-16 13:30:00,-61.67558598240544,
2021-06-16 15:00:00,-61.67558598240544,
2021-06-16 15:30:30,-61.67558598240544,
2021-06-16 23:59:59,-61.67558598240544,c
2021-06-17 00:00:00,-61.67558598240544,
2021-06-17 10:00:00,-61.67558598240544,
2021-06-17 10:30:00,-61.67558598240544,
2021-06-17 12:00:00,-61.67558598240544,
2021-06-17 13:30:00,-61.67558598240544,
2021-06-17 15:00:00,-61.67558598240544,
2021-06-17 15:30:30,-61.67558598240544,
2021-06-17 23:59:59,-61.67558598240544,c
2021-06-18 00:00:00,-61.67558598240544,
2021-06-18 10:00:00,-61.67558598240544,
2021-06-18 10:30:00,-61.67558598240544,
2021-06-18 12:00:00,-61.67558598240544,
2021-06-18 13:30:00,-61.67558598240544,
2021-06-18 15:00:00,-61.67558598240544,
2021-06-18 15:30:30,-61.67558598240544,
2021-06-18 23:59:59,-61.67558598240544,w
