date,EU_IDV_2023_Q1,meta
2023-02-24 23:59:59,-23.180616604303623,w
2023-02-27 00:00:00,-3.328802642681353,
2023-02-27 03:30:00,-13.86901681530071,
2023-02-27 04:00:00,-10.45890117922903,
2023-02-27 06:00:00,-19.477566831216052,
2023-02-27 08:00:00,-16.04500713428058,
2023-02-27 10:30:00,-12.840311589796784,
2023-02-27 11:00:00,-12.98588764566216,
2023-02-27 23:59:59,-16.612417534992915,c
2023-02-28 00:00:00,-15.319377343366057,
2023-02-28 03:30:00,-8.283668879387676,
2023-02-28 04:00:00,-11.037670516586275,
2023-02-28 06:00:00,-1.1741511568973806,
2023-02-28 08:00:00,-1.6956729140496805,
2023-02-28 10:30:00,-10.152885036284829,
2023-02-28 11:00:00,-8.146642863698332,
2023-02-28 23:59:59,-11.181847488678443,c
2023-03-01 00:00:00,-8.30377878012041,
2023-03-01 03:30:00,-10.547256689834796,
2023-03-01 04:00:00,-11.684610939289257,
2023-03-01 06:00:00,-25.051666156262,
2023-03-01 08:00:00,-32.37467870648487,
2023-03-01 10:30:00,-36.74181341268013,
2023-03-01 11:00:00,-38.79602752398057,
2023-03-01 23:59:59,-27.625735497362314,c
2023-03-02 00:00:00,-23.44309997250133,
2023-03-02 03:30:00,-27.436047184998813,
2023-03-02 04:00:00,-30.73508285825511,
2023-03-02 06:00:00,-15.6487568285919,
2023-03-02 08:00:00,-12.506171889448638,
2023-03-02 10:30:00,-18.069950012176832,
2023-03-02 11:00:00,-17.912403271720564,
2023-03-02 23:59:59,-19.043123440016814,c
2023-03-03 00:00:00,-24.78483959115988,
2023-03-03 03:30:00,-26.55625344294708,
2023-03-03 04:00:00,-24.24780304624454,
2023-03-03 06:00:00,-36.0138711192281,
2023-03-03 08:00:00,-34.14678746404189,
2023-03-03 10:30:00,-39.81247377274309,
2023-03-03 11:00:00,-35.03055203716025,
2023-03-03 23:59:59,-39.47332438768228,w
2023-03-06 00:00:00,-27.58497561442033,
2023-03-06 03:30:00,-19.352052861375284,
2023-03-06 04:00:00,-23.829702407230116,
2023-03-06 06:00:00,-21.57798426111492,
2023-03-06 08:00:00,-12.872564183936618,
2023-03-06 10:30:00,-16.862064981419735,
2023-03-06 11:00:00,-20.50158776298838,
2023-03-06 23:59:59,-19.995068767177543,c
2023-03-07 00:00:00,-14.386334866225411,
2023-03-07 03:30:00,-30.973965453356072,
2023-03-07 04:00:00,-36.30701565489409,
2023-03-07 06:00:00,-31.253535703649618,
2023-03-07 08:00:00,-35.372473469688714,
2023-03-07 10:30:00,-15.698193144743357,
2023-03-07 11:00:00,-18.545769009001106,
2023-03-07 23:59:59,-17.189690676799557,c
2023-03-08 00:00:00,-21.11864275547748,
2023-03-08 03:30:00,-27.121659690449235,
2023-03-08 04:00:00,-27.155301174251633,
2023-03-08 06:00:00,-32.01985732055846,
2023-03-08 08:00:00,-16.257235899571015,
2023-03-08 10:30:00,-5.212152212390151,
2023-03-08 11:00:00,-6.978155210319244,
2023-03-08 23:59:59,-13.844935091652644,c
2023-03-09 00:00:00,-16.332048045397187,
2023-03-09 03:30:00,-7.99956077355489,
2023-03-09 04:00:00,-3.6327804603905633,
2023-03-09 06:00:00,-10.08860010226357,
2023-03-09 08:00:00,-17.306358658461875,
2023-03-09 10:30:00,-7.897459851471467,
2023-03-09 11:00:00,-2.932751636758894,
2023-03-09 23:59:59,0.0,c
2023-03-10 00:00:00,0.0,
2023-03-10 03:30:00,0.0,
2023-03-10 04:00:00,0.0,
2023-03-10 06:00:00,0.0,
2023-03-10 08:00:00,0.0,
2023-03-10 10:30:00,0.0,
2023-03-10 11:00:00,0.0,
2023-03-10 23:59:59,0.0,a
2023-03-13 00:00:00,0.0,
2023-03-13 03:30:00,0.0,
2023-03-13 04:00:00,0.0,
2023-03-13 06:00:00,0.0,
2023-03-13 08:00:00,0.0,
2023-03-13 10:30:00,0.0,
2023-03-13 11:00:00,0.0,
2023-03-13 23:59:59,0.0,c
2023-03-14 00:00:00,0.0,
2023-03-14 03:30:00,0.0,
2023-03-14 04:00:00,0.0,
2023-03-14 06:00:00,0.0,
2023-03-14 08:00:00,0.0,
2023-03-14 10:30:00,0.0,
2023-03-14 11:00:00,0.0,
2023-03-14 23:59:59,0.0,c
2023-03-15 00:00:00,0.0,
2023-03-15 03:30:00,0.0,
2023-03-15 04:00:00,0.0,
2023-03-15 06:00:00,0.0,
2023-03-15 08:00:00,0.0,
2023-03-15 10:30:00,0.0,
2023-03-15 11:00:00,0.0,
2023-03-15 23:59:59,0.0,c
2023-03-16 00:00:00,0.0,
2023-03-16 03:30:00,0.0,
2023-03-16 04:00:00,0.0,
2023-03-16 06:00:00,0.0,
2023-03-16 08:00:00,0.0,
2023-03-16 10:30:00,0.0,
2023-03-16 11:00:00,0.0,
2023-03-16 23:59:59,0.0,c
2023-03-17 00:00:00,0.0,
2023-03-17 03:30:00,0.0,
2023-03-17 04:00:00,0.0,
2023-03-17 06:00:00,0.0,
2023-03-17 08:00:00,0.0,
2023-03-17 10:30:00,0.0,
2023-03-17 11:00:00,0.0,
2023-03-17 23:59:59,0.0,e
2023-03-20 00:00:00,0.0,
2023-03-20 03:30:00,0.0,
2023-03-20 04:00:00,0.0,
2023-03-20 06:00:00,0.0,
2023-03-20 08:00:00,0.0,
2023-03-20 10:30:00,0.0,
2023-03-20 11:00:00,0.0,
2023-03-20 23:59:59,0.0,c
2023-03-21 00:00:00,0.0,
2023-03-21 03:30:00,0.0,
2023-03-21 04:00:00,0.0,
2023-03-21 06:00:00,0.0,
2023-03-21 08:00:00,0.0,
2023-03-21 10:30:00,0.0,
2023-03-21 11:00:00,0.0,
2023-03-21 23:59:59,0.0,c
2023-03-22 00:00:00,0.0,
2023-03-22 03:30:00,0.0,
2023-03-22 04:00:00,0.0,
2023-03-22 06:00:00,0.0,
2023-03-22 08:00:00,0.0,
2023-03-22 10:30:00,0.0,
2023-03-22 11:00:00,0.0,
2023-03-22 23:59:59,0.0,c
2023-03-23 00:00:00,0.0,
2023-03-23 03:30:00,0.0,
2023-03-23 04:00:00,0.0,
2023-03-23 06:00:00,0.0,
2023-03-23 08:00:00,0.0,
2023-03-23 10:30:00,0.0,
2023-03-23 11:00:00,0.0,
2023-03-23 23:59:59,0.0,c
2023-03-24 00:00:00,0.0,
2023-03-24 03:30:00,0.0,
2023-03-24 04:00:00,0.0,
2023-03-24 06:00:00,0.0,
2023-03-24 08:00:00,0.0,
2023-03-24 10:30:00,0.0,
2023-03-24 11:00:00,0.0,
2023-03-24 23:59:59,0.0,w
2023-03-27 00:00:00,0.0,
2023-03-27 03:30:00,0.0,
2023-03-27 04:00:00,0.0,
2023-03-27 06:00:00,0.0,
2023-03-27 08:00:00,0.0,
2023-03-27 10:30:00,0.0,
2023-03-27 11:00:00,0.0,
2023-03-27 23:59:59,0.0,c
2023-03-28 00:00:00,0.0,
2023-03-28 03:30:00,0.0,
2023-03-28 04:00:00,0.0,
2023-03-28 06:00:00,0.0,
2023-03-28 08:00:00,0.0,
2023-03-28 10:30:00,0.0,
2023-03-28 11:00:00,0.0,
2023-03-28 23:59:59,0.0,c
2023-03-29 00:00:00,0.0,
2023-03-29 03:30:00,0.0,
2023-03-29 04:00:00,0.0,
2023-03-29 06:00:00,0.0,
2023-03-29 08:00:00,0.0,
2023-03-29 10:30:00,0.0,
2023-03-29 11:00:00,0.0,
2023-03-29 23:59:59,0.0,c
2023-03-30 00:00:00,0.0,
2023-03-30 03:30:00,0.0,
2023-03-30 04:00:00,0.0,
2023-03-30 06:00:00,0.0,
2023-03-30 08:00:00,0.0,
2023-03-30 10:30:00,0.0,
2023-03-30 11:00:00,0.0,
2023-03-30 23:59:59,0.0,c
2023-03-31 00:00:00,0.0,
2023-03-31 03:30:00,0.0,
2023-03-31 04:00:00,0.0,
2023-03-31 06:00:00,0.0,
2023-03-31 08:00:00,0.0,
2023-03-31 10:30:00,0.0,
2023-03-31 11:00:00,0.0,
2023-03-31 23:59:59,0.0,w
