date,FCTR_2022_G,meta
0,22.568889584261115,
2022-02-03 00:00:00,83.7830966103229,
2022-02-03 10:00:00,-12.208831577860565,
2022-02-03 10:30:00,-4.395168104178083,
2022-02-03 12:00:00,-24.0645806079026,
2022-02-03 13:30:00,-11.882015504153287,
2022-02-03 15:00:00,-18.175578420031798,
2022-02-03 15:30:30,-18.175578420031798,
2022-02-03 23:59:59,-23.954488341668593,e
2022-02-04 00:00:00,26.005436184081645,
2022-02-04 10:00:00,11.5168443599066,
2022-02-04 10:30:00,-10.668822779047787,
2022-02-04 12:00:00,-5.364260840153747,
2022-02-04 13:30:00,-12.778661965248148,
2022-02-04 15:00:00,-20.473733994268514,
2022-02-04 15:30:30,-20.473733994268514,
2022-02-04 23:59:59,-16.829916372818843,w
2022-02-07 00:00:00,-54.15026515123145,
2022-02-07 10:00:00,-23.76752093644768,
2022-02-07 10:30:00,-17.28101561266476,
2022-02-07 12:00:00,1.9013709552193632,
2022-02-07 13:30:00,-13.803707799994754,
2022-02-07 15:00:00,-19.833982659941057,
2022-02-07 15:30:30,-19.833982659941057,
2022-02-07 23:59:59,-5.900423200454952,c
2022-02-08 00:00:00,129.24142334795647,
2022-02-08 10:00:00,134.7225189847918,
2022-02-08 10:30:00,126.44554740090211,
2022-02-08 12:00:00,163.8768365515789,
2022-02-08 13:30:00,192.74451457685768,
2022-02-08 15:00:00,154.47131212903764,
2022-02-08 15:30:30,154.47131212903764,
2022-02-08 23:59:59,140.37358768659305,c
2022-02-09 00:00:00,112.87228861763197,
2022-02-09 10:00:00,77.12144713348675,
2022-02-09 10:30:00,77.63389900048628,
2022-02-09 12:00:00,134.4467983180498,
2022-02-09 13:30:00,112.44092139856048,
2022-02-09 15:00:00,97.1282371570951,
2022-02-09 15:30:30,97.1282371570951,
2022-02-09 23:59:59,83.11088913079243,c
2022-02-10 00:00:00,111.04755017753382,
2022-02-10 10:00:00,124.54697895299887,
2022-02-10 10:30:00,107.63426620031737,
2022-02-10 12:00:00,99.68317502074251,
2022-02-10 13:30:00,112.97761456791181,
2022-02-10 15:00:00,118.57531766837769,
2022-02-10 15:30:30,118.57531766837769,
2022-02-10 23:59:59,148.40437740565176,c
2022-02-11 00:00:00,155.12411700290386,
2022-02-11 10:00:00,176.78424860908558,
2022-02-11 10:30:00,187.2071514541551,
2022-02-11 12:00:00,201.67508015151475,
2022-02-11 13:30:00,197.40561986527769,
2022-02-11 15:00:00,195.20313235215076,
2022-02-11 15:30:30,195.20313235215076,
2022-02-11 23:59:59,214.96137190382046,w
2022-02-14 00:00:00,243.31558381349123,
2022-02-14 10:00:00,237.78818686822387,
2022-02-14 10:30:00,240.30948074827234,
2022-02-14 12:00:00,257.3277250590952,
2022-02-14 13:30:00,276.54851302642396,
2022-02-14 15:00:00,284.4496585885056,
2022-02-14 15:30:30,284.4496585885056,
2022-02-14 23:59:59,300.1130626802235,c
2022-02-15 00:00:00,247.89940676680203,
2022-02-15 10:00:00,288.0515666287772,
2022-02-15 10:30:00,276.6466451699828,
2022-02-15 12:00:00,249.0097385239892,
2022-02-15 13:30:00,251.90988395211798,
2022-02-15 15:00:00,258.15159497226546,
2022-02-15 15:30:30,258.15159497226546,
2022-02-15 23:59:59,268.89512279770247,c
2022-02-16 00:00:00,252.40049546007708,
2022-02-16 10:00:00,274.63564461171995,
2022-02-16 10:30:00,274.10313967382217,
2022-02-16 12:00:00,271.6699348613297,
2022-02-16 13:30:00,266.70052285871157,
2022-02-16 15:00:00,264.311341987795,
2022-02-16 15:30:30,264.311341987795,
2022-02-16 23:59:59,265.91183099493674,c
2022-02-17 00:00:00,270.58852253439886,
2022-02-17 10:00:00,272.79897247757276,
2022-02-17 10:30:00,274.06131235663315,
2022-02-17 12:00:00,287.1103365031586,
2022-02-17 13:30:00,309.4273275194323,
2022-02-17 15:00:00,301.9926518451068,
2022-02-17 15:30:30,301.9926518451068,
2022-02-17 23:59:59,348.24589735127984,c
