date,AS_MSCI_VALUE_2022_Q4,meta
2022-10-21 03:00:00,-107.88735342373002,
2022-10-21 18:30:00,-107.88735342373002,
2022-10-21 20:00:00,-107.88735342373002,
2022-10-21 23:00:00,-107.88735342373002,
2022-10-21 23:59:59,-114.36111955636625,w
2022-10-24 00:00:00,-18.182204307698157,
2022-10-24 01:00:00,-16.889797588809415,
2022-10-24 02:30:00,-9.283363955971254,
2022-10-24 03:00:00,-11.284371771995211,
2022-10-24 18:30:00,-11.284371771995211,
2022-10-24 20:00:00,-15.324827397414083,
2022-10-24 23:00:00,-17.213305226575358,
2022-10-24 23:59:59,-65.21853868836388,c
2022-10-25 00:00:00,-82.34614083875204,
2022-10-25 01:00:00,-80.88794124645574,
2022-10-25 02:30:00,-71.83444765189961,
2022-10-25 03:00:00,-69.48681695045525,
2022-10-25 18:30:00,-69.48681695045525,
2022-10-25 20:00:00,-67.62782493330269,
2022-10-25 23:00:00,-83.79467378173467,
2022-10-25 23:59:59,-91.97443313192889,c
2022-10-26 00:00:00,-96.19857645126467,
2022-10-26 01:00:00,-106.00511133664895,
2022-10-26 02:30:00,-91.34384864860658,
2022-10-26 03:00:00,-91.06018485500954,
2022-10-26 18:30:00,-91.06018485500954,
2022-10-26 20:00:00,-93.91229626578843,
2022-10-26 23:00:00,-57.655150938220686,
2022-10-26 23:59:59,-79.67405261559088,c
2022-10-27 00:00:00,-93.50341611447857,
2022-10-27 01:00:00,-100.76818856344562,
2022-10-27 02:30:00,-104.75442388768806,
2022-10-27 03:00:00,-106.34463759203027,
2022-10-27 18:30:00,-106.34463759203027,
2022-10-27 20:00:00,-99.14665787700687,
2022-10-27 23:00:00,-127.02287457338389,
2022-10-27 23:59:59,-121.37456388625378,c
2022-10-28 00:00:00,-127.4715710244136,
2022-10-28 01:00:00,-118.63146196746766,
2022-10-28 02:30:00,-89.57212093038834,
2022-10-28 03:00:00,-88.35322554032791,
2022-10-28 18:30:00,-88.35322554032791,
2022-10-28 20:00:00,-88.35322554032791,
2022-10-28 23:00:00,-88.35322554032791,
2022-10-28 23:59:59,-94.9775816530555,w
2022-10-31 00:00:00,-111.58010758154069,
2022-10-31 01:00:00,-109.32499493263822,
2022-10-31 02:30:00,-112.23619223691549,
2022-10-31 03:00:00,-110.0687197834086,
2022-10-31 18:30:00,-110.0687197834086,
2022-10-31 20:00:00,-106.53841959639703,
2022-10-31 23:00:00,-110.49320813717623,
2022-10-31 23:59:59,-104.89272138426986,c
2022-11-01 00:00:00,-110.65093174373851,
2022-11-01 01:00:00,-76.00181070515919,
2022-11-01 02:30:00,-83.52801747683588,
2022-11-01 03:00:00,-79.39280422263437,
2022-11-01 18:30:00,-79.39280422263437,
2022-11-01 20:00:00,-80.88957521827251,
2022-11-01 23:00:00,-113.70405297079469,
2022-11-01 23:59:59,-85.46572485381148,c
2022-11-02 00:00:00,-77.89035221727772,
2022-11-02 01:00:00,-80.27210707359336,
2022-11-02 02:30:00,-86.50002610985484,
2022-11-02 03:00:00,-86.61696297795424,
2022-11-02 18:30:00,-86.61696297795424,
2022-11-02 20:00:00,-85.52066666424889,
2022-11-02 23:00:00,-80.0541337114746,
2022-11-02 23:59:59,-70.03703347306327,c
2022-11-03 00:00:00,-66.69990949221574,
2022-11-03 01:00:00,-65.70892852074758,
2022-11-03 02:30:00,-67.38542246312045,
2022-11-03 03:00:00,-66.4339911843781,
2022-11-03 18:30:00,-66.4339911843781,
2022-11-03 20:00:00,-66.03777141448336,
2022-11-03 23:00:00,-88.19172167579109,
2022-11-03 23:59:59,-89.0136033940089,c
2022-11-04 00:00:00,-82.16272058790582,
2022-11-04 01:00:00,-80.45156787219003,
2022-11-04 02:30:00,-66.12556845757263,
2022-11-04 03:00:00,-64.00511798334173,
2022-11-04 18:30:00,-64.00511798334173,
2022-11-04 20:00:00,-64.00511798334173,
2022-11-04 23:00:00,-64.00511798334173,
2022-11-04 23:59:59,-51.23468531069011,w
2022-11-07 00:00:00,-11.735514827800216,
2022-11-07 01:00:00,-4.643014250933447,
2022-11-07 02:30:00,-4.938889266007209,
2022-11-07 03:00:00,-6.712129327291223,
2022-11-07 18:30:00,-4.555575525770109,
2022-11-07 20:00:00,-29.275179494259646,
2022-11-07 23:00:00,-55.32114138892848,
2022-11-07 23:59:59,-64.31363761723787,c
2022-11-08 00:00:00,-66.33834072006448,
2022-11-08 01:00:00,-60.669965116206185,
2022-11-08 02:30:00,-63.469699660613514,
2022-11-08 03:00:00,-62.61818109882552,
2022-11-08 18:30:00,-64.03348757901495,
2022-11-08 20:00:00,-37.66932757028371,
2022-11-08 23:00:00,-10.977890994938207,
2022-11-08 23:59:59,-0.35108097487409395,c
2022-11-09 00:00:00,10.915548222551479,
2022-11-09 01:00:00,16.880556396348766,
2022-11-09 02:30:00,19.894830847561934,
2022-11-09 03:00:00,17.170753356058412,
2022-11-09 18:30:00,15.188530568331771,
2022-11-09 20:00:00,27.356363959699138,
2022-11-09 23:00:00,-8.68591569732962,
2022-11-09 23:59:59,-16.037660985009097,c
2022-11-10 00:00:00,2.652577234729506,
2022-11-10 01:00:00,-5.2668315142173014,
2022-11-10 02:30:00,-9.711591247224533,
2022-11-10 03:00:00,-10.093812932289438,
2022-11-10 18:30:00,-10.074588250421584,
2022-11-10 20:00:00,1.95208832991284,
2022-11-10 23:00:00,-14.034254417726515,
2022-11-10 23:59:59,-12.720845338039908,c
2022-11-11 00:00:00,-43.22391905194672,
2022-11-11 01:00:00,-38.591826924060115,
2022-11-11 02:30:00,-29.2341916331834,
2022-11-11 03:00:00,-29.597074360874103,
2022-11-11 18:30:00,-29.597074360874103,
2022-11-11 20:00:00,-29.597074360874103,
2022-11-11 23:00:00,-29.597074360874103,
2022-11-11 23:59:59,-28.048704961770454,w
2022-11-14 00:00:00,-1.2552412197028389,
2022-11-14 01:00:00,34.612918873281615,
2022-11-14 02:30:00,30.45170871483515,
2022-11-14 03:00:00,30.196452560352554,
2022-11-14 18:30:00,29.54502027993931,
2022-11-14 20:00:00,44.65265311706298,
2022-11-14 23:00:00,80.56886507507352,
2022-11-14 23:59:59,73.88094342280601,c
2022-11-15 00:00:00,71.4526742918456,
2022-11-15 01:00:00,80.44779443325933,
2022-11-15 02:30:00,83.85292670855688,
2022-11-15 03:00:00,80.49155227553729,
2022-11-15 18:30:00,81.40561575103584,
2022-11-15 20:00:00,112.2964614422267,
2022-11-15 23:00:00,95.44773512570373,
2022-11-15 23:59:59,81.35114966753918,c
2022-11-16 00:00:00,97.2577922394612,
2022-11-16 01:00:00,83.69343068849457,
2022-11-16 02:30:00,88.05734903069515,
2022-11-16 03:00:00,94.2013745957529,
2022-11-16 18:30:00,92.93260663342744,
2022-11-16 20:00:00,101.77163280322839,
2022-11-16 23:00:00,103.9128251339016,
2022-11-16 23:59:59,80.711130484151,c
2022-11-17 00:00:00,68.46797431054392,
2022-11-17 01:00:00,71.77483370214122,
2022-11-17 02:30:00,66.98929238884148,
2022-11-17 03:00:00,69.74911210384334,
2022-11-17 18:30:00,69.42329475537554,
2022-11-17 20:00:00,33.9963924133549,
2022-11-17 23:00:00,-0.8620388556573744,
2022-11-17 23:59:59,-0.5278627224952288,c
2022-11-18 00:00:00,-13.674477190040307,
2022-11-18 01:00:00,-17.584098701218863,
2022-11-18 02:30:00,-13.007503271519454,
2022-11-18 03:00:00,-15.547561135203068,
2022-11-18 18:30:00,-15.547561135203068,
2022-11-18 20:00:00,-15.547561135203068,
2022-11-18 23:00:00,-15.547561135203068,
2022-11-18 23:59:59,0.0,a
2022-11-21 00:00:00,20.541255770120642,
2022-11-21 01:00:00,12.546124585440339,
2022-11-21 02:30:00,14.451674425544297,
2022-11-21 03:00:00,13.309819337726367,
2022-11-21 18:30:00,11.797538032536977,
2022-11-21 20:00:00,-38.701325413408995,
2022-11-21 23:00:00,-36.24524460849807,
2022-11-21 23:59:59,-39.78551398859054,c
2022-11-22 00:00:00,-60.482736777558785,
2022-11-22 01:00:00,-46.01870225122093,
2022-11-22 02:30:00,-47.50946030455634,
2022-11-22 03:00:00,-45.632325625034355,
2022-11-22 18:30:00,-44.77743708757134,
2022-11-22 20:00:00,-42.540276402652125,
2022-11-22 23:00:00,-43.79503100225975,
2022-11-22 23:59:59,-40.054923581596086,c
2022-11-23 00:00:00,-40.303519188069004,
2022-11-23 01:00:00,-40.59414501743686,
2022-11-23 02:30:00,-42.29528823137571,
2022-11-23 03:00:00,-42.44153220583121,
2022-11-23 18:30:00,-41.98823405247367,
2022-11-23 20:00:00,-16.890885945210357,
2022-11-23 23:00:00,-56.10225066704152,
2022-11-23 23:59:59,-51.45772491026855,c
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
0,-51.45772491026855,
2022-11-24 00:00:00,-58.59798625100211,
2022-11-24 01:00:00,-44.799230525141866,
2022-11-24 02:30:00,-45.300356581088636,
2022-11-24 03:00:00,-50.49698584950784,
2022-11-24 18:30:00,-49.363271508968865,
2022-11-24 20:00:00,-46.85357548023967,
2022-11-24 23:00:00,-59.63474946783208,
2022-11-24 23:59:59,-54.96399356298116,c
2022-11-25 00:00:00,-68.50888848680006,
2022-11-25 01:00:00,-65.82089565006481,
2022-11-25 02:30:00,-66.01030007782992,
2022-11-25 03:00:00,-65.66129385501881,
2022-11-25 18:30:00,-65.66129385501881,
2022-11-25 20:00:00,-65.66129385501881,
2022-11-25 23:00:00,-65.66129385501881,
2022-11-25 23:59:59,-70.14354403014295,w
2022-11-28 00:00:00,-64.15258766175157,
2022-11-28 01:00:00,-69.1508074832891,
2022-11-28 02:30:00,-70.57880433716218,
2022-11-28 03:00:00,-68.11746439910439,
2022-11-28 18:30:00,-68.12333730388309,
2022-11-28 20:00:00,-56.168643998717016,
2022-11-28 23:00:00,-25.25136123055927,
2022-11-28 23:59:59,-8.498081096045098,c
2022-11-29 00:00:00,-15.03035558346437,
2022-11-29 01:00:00,-10.226036171221494,
2022-11-29 02:30:00,-6.162788922734762,
2022-11-29 03:00:00,-11.749377036660917,
2022-11-29 18:30:00,-12.479229925551408,
2022-11-29 20:00:00,1.9619640861465086,
2022-11-29 23:00:00,21.817808835597134,
2022-11-29 23:59:59,26.39480674128299,c
2022-11-30 00:00:00,28.90310459890634,
2022-11-30 01:00:00,36.305991490266024,
2022-11-30 02:30:00,38.36978006345407,
2022-11-30 03:00:00,34.70225337315651,
2022-11-30 18:30:00,38.612845524558,
2022-11-30 20:00:00,72.28604809928311,
2022-11-30 23:00:00,71.20757174243727,
2022-11-30 23:59:59,79.98624110910214,e
2022-12-01 00:00:00,82.79830486166838,
2022-12-01 01:00:00,88.97124650100386,
2022-12-01 02:30:00,84.97643002824407,
2022-12-01 03:00:00,85.56080990490591,
2022-12-01 18:30:00,83.03056468028899,
2022-12-01 20:00:00,129.67131764211354,
2022-12-01 23:00:00,112.1192479911997,
2022-12-01 23:59:59,137.65785287738572,c
2022-12-02 00:00:00,150.9063655297914,
2022-12-02 01:00:00,157.79402429343008,
2022-12-02 02:30:00,160.45123456450028,
2022-12-02 03:00:00,159.3019962873982,
2022-12-02 18:30:00,159.3019962873982,
2022-12-02 20:00:00,159.3019962873982,
2022-12-02 23:00:00,159.3019962873982,
2022-12-02 23:59:59,158.96349101629494,w
2022-12-05 00:00:00,199.30850572588406,
2022-12-05 01:00:00,192.8878953267199,
2022-12-05 02:30:00,192.148584629992,
2022-12-05 03:00:00,195.96500613176522,
2022-12-05 18:30:00,197.10889485030066,
2022-12-05 20:00:00,191.59566074012855,
2022-12-05 23:00:00,186.4270538029964,
2022-12-05 23:59:59,182.14895472426633,c
2022-12-06 00:00:00,176.78462435962547,
2022-12-06 01:00:00,188.7013674450527,
2022-12-06 02:30:00,183.8081327017917,
2022-12-06 03:00:00,177.58793365618158,
2022-12-06 18:30:00,179.71263852260518,
2022-12-06 20:00:00,160.53245038776276,
2022-12-06 23:00:00,142.17325021430725,
2022-12-06 23:59:59,134.45259583732104,c
2022-12-07 00:00:00,138.4775201762909,
2022-12-07 01:00:00,150.27560563302222,
2022-12-07 02:30:00,155.60387106373628,
2022-12-07 03:00:00,159.5086940970914,
2022-12-07 18:30:00,161.5640041165675,
2022-12-07 20:00:00,161.21018969908528,
2022-12-07 23:00:00,157.51097796902923,
2022-12-07 23:59:59,151.9822583182231,c
2022-12-08 00:00:00,167.45571324182902,
2022-12-08 01:00:00,174.57474681017493,
2022-12-08 02:30:00,176.337600229926,
2022-12-08 03:00:00,173.56218402770628,
2022-12-08 18:30:00,174.99544635520078,
2022-12-08 20:00:00,112.66749809403382,
2022-12-08 23:00:00,81.30305609344805,
2022-12-08 23:59:59,72.87644385183239,c
2022-12-09 00:00:00,71.30165676172555,
2022-12-09 01:00:00,75.6144810580704,
2022-12-09 02:30:00,72.65438694750901,
2022-12-09 03:00:00,75.29910703229598,
2022-12-09 18:30:00,75.29910703229598,
2022-12-09 20:00:00,75.29910703229598,
2022-12-09 23:00:00,75.29910703229598,
2022-12-09 23:59:59,89.73105845176951,w
2022-12-12 00:00:00,114.25692879064536,
2022-12-12 01:00:00,119.62771936734771,
2022-12-12 02:30:00,121.61488260748865,
2022-12-12 03:00:00,118.82148852811906,
2022-12-12 18:30:00,120.91481855183474,
2022-12-12 20:00:00,132.44949732162831,
2022-12-12 23:00:00,128.26757709693766,
2022-12-12 23:59:59,122.00277631509925,c
2022-12-13 00:00:00,126.27017616223884,
2022-12-13 01:00:00,129.7879030865729,
2022-12-13 02:30:00,120.21500516600918,
2022-12-13 03:00:00,120.6737388687693,
2022-12-13 18:30:00,122.6943950382838,
2022-12-13 20:00:00,99.72633407321564,
2022-12-13 23:00:00,96.47808246591603,
2022-12-13 23:59:59,92.00020028511744,c
2022-12-14 00:00:00,93.98708235734875,
2022-12-14 01:00:00,88.25946511213215,
2022-12-14 02:30:00,86.19618769437102,
2022-12-14 03:00:00,88.29702429344525,
2022-12-14 18:30:00,88.74036951348899,
2022-12-14 20:00:00,74.259538487996,
2022-12-14 23:00:00,77.8318285490218,
2022-12-14 23:59:59,89.60040825953865,c
2022-12-15 00:00:00,93.12802005069125,
2022-12-15 01:00:00,93.49431979014935,
2022-12-15 02:30:00,93.453988390007,
2022-12-15 03:00:00,91.5764939236069,
2022-12-15 18:30:00,90.98259340042978,
2022-12-15 20:00:00,87.03502744244224,
2022-12-15 23:00:00,88.36255509119928,
2022-12-15 23:59:59,90.26537950962302,c
2022-12-16 00:00:00,96.78866299906667,
2022-12-16 01:00:00,109.95764636354079,
2022-12-16 02:30:00,114.18359862788793,
2022-12-16 03:00:00,118.93850203653892,
2022-12-16 18:30:00,118.93850203653892,
2022-12-16 20:00:00,118.93850203653892,
2022-12-16 23:00:00,118.93850203653892,
2022-12-16 23:59:59,130.28235425552975,w
2022-12-19 00:00:00,89.55250571635361,
2022-12-19 01:00:00,92.25351015838851,
2022-12-19 02:30:00,94.51800869081626,
2022-12-19 03:00:00,90.47990970650153,
2022-12-19 18:30:00,90.85885161275428,
2022-12-19 20:00:00,114.97610126221389,
2022-12-19 23:00:00,36.6942674577258,
2022-12-19 23:59:59,51.902199723248486,c
2022-12-20 00:00:00,57.98832341920934,
2022-12-20 01:00:00,19.275103321844654,
2022-12-20 02:30:00,19.93868048106833,
2022-12-20 03:00:00,21.12722555942173,
2022-12-20 18:30:00,25.7302554066855,
2022-12-20 20:00:00,50.530621377907664,
2022-12-20 23:00:00,64.5101988689621,
2022-12-20 23:59:59,170.9824509143541,c
2022-12-21 00:00:00,163.288732873345,
2022-12-21 01:00:00,166.43946763936128,
2022-12-21 02:30:00,168.36636827768552,
2022-12-21 03:00:00,169.4666508325745,
2022-12-21 18:30:00,169.4666508325745,
2022-12-21 20:00:00,169.4666508325745,
2022-12-21 23:00:00,169.4666508325745,
2022-12-21 23:59:59,161.69751691975625,c
