date,2016_TAX,meta
1/4/2017 23:59,-80.62980676,c
1/5/2017 0:00,-73.38455913,
1/5/2017 10:00,-61.59329263,
1/5/2017 10:30,-67.31135821,
1/5/2017 12:00,-71.96853091,
1/5/2017 13:30,-87.13898385,
1/5/2017 15:00,-91.79686055,
1/5/2017 15:30,-91.79686055,
1/5/2017 23:59,-87.91615432,c
1/6/2017 0:00,-80.61722735,
1/6/2017 10:00,-55.98515933,
1/6/2017 10:30,-61.20566918,
1/6/2017 12:00,-54.62091038,
1/6/2017 13:30,-53.70054031,
1/6/2017 15:00,-63.95997311,
1/6/2017 15:30,-63.95997311,
1/6/2017 23:59,-58.20036851,w
1/9/2017 0:00,-66.23173152,
1/9/2017 10:00,-44.77611818,
1/9/2017 10:30,-59.38923816,
1/9/2017 12:00,-41.65597015,
1/9/2017 13:30,-44.18668911,
1/9/2017 15:00,-46.08102269,
1/9/2017 15:30,-46.08102269,
1/9/2017 23:59,-44.43530243,c
1/10/2017 0:00,-51.55208494,
1/10/2017 10:00,-40.01983159,
1/10/2017 10:30,-42.43651646,
1/10/2017 12:00,-26.84883882,
1/10/2017 13:30,-43.28200493,
1/10/2017 15:00,-29.49275024,
1/10/2017 15:30,-29.49275024,
1/10/2017 23:59,-19.34615664,c
1/11/2017 0:00,-14.63799754,
1/11/2017 10:00,-26.08167406,
1/11/2017 10:30,-25.88374953,
1/11/2017 12:00,-27.89021966,
1/11/2017 13:30,-17.62808592,
1/11/2017 15:00,-29.67739088,
1/11/2017 15:30,-29.67739088,
1/11/2017 23:59,-29.22825665,c
1/12/2017 0:00,-31.56033257,
1/12/2017 10:00,-20.76334538,
1/12/2017 10:30,-27.36638018,
1/12/2017 12:00,-37.03607532,
1/12/2017 13:30,-34.89689235,
1/12/2017 15:00,-40.01108052,
1/12/2017 15:30,-40.01108052,
1/12/2017 23:59,-31.63584967,c
1/13/2017 0:00,-35.98555277,
1/13/2017 10:00,-40.94076663,
1/13/2017 10:30,-32.53455052,
1/13/2017 12:00,-38.35871642,
1/13/2017 13:30,-33.00164724,
1/13/2017 15:00,-30.52129359,
1/13/2017 15:30,-30.52129359,
1/13/2017 23:59,-29.00722759,w
1/16/2017 0:00,-29.00722759,
1/16/2017 10:00,-29.00722759,
1/16/2017 10:30,-29.00722759,
1/16/2017 12:00,-29.00722759,
1/16/2017 13:30,-29.00722759,
1/16/2017 15:00,-29.00722759,
1/16/2017 15:30,-29.00722759,
1/16/2017 23:59,-29.00722759,c
1/17/2017 0:00,-23.98568826,
1/17/2017 10:00,-45.20530396,
1/17/2017 10:30,-51.1721525,
1/17/2017 12:00,-55.8740585,
1/17/2017 13:30,-57.11329141,
1/17/2017 15:00,-55.63696827,
1/17/2017 15:30,-55.63696827,
1/17/2017 23:59,-57.47761613,c
1/18/2017 0:00,-45.01707474,
1/18/2017 10:00,-31.34185431,
1/18/2017 10:30,-25.2762069,
1/18/2017 12:00,-15.95318649,
1/18/2017 13:30,-20.65649245,
1/18/2017 15:00,-22.5852065,
1/18/2017 15:30,-22.5852065,
1/18/2017 23:59,-18.59930942,c
