date,EU_DWX_2023_Q1,meta
2023-01-31 10:30:00,-54.076781711257354,
2023-01-31 11:00:00,-72.39726871979747,
2023-01-31 23:59:59,-69.29826214239893,e
2023-02-01 00:00:00,-50.39401522256048,
2023-02-01 03:30:00,-70.88129104653672,
2023-02-01 04:00:00,-67.78584770694033,
2023-02-01 06:00:00,-79.49668439106517,
2023-02-01 08:00:00,-98.47080113277389,
2023-02-01 10:30:00,-95.58746282461107,
2023-02-01 11:00:00,-101.01890000992717,
2023-02-01 23:59:59,-83.22480835838269,c
2023-02-02 00:00:00,-78.04740684424087,
2023-02-02 03:30:00,-79.75588932560731,
2023-02-02 04:00:00,-72.06578686366811,
2023-02-02 06:00:00,-61.10840878567524,
2023-02-02 08:00:00,-65.47933690920127,
2023-02-02 10:30:00,-60.66309790268406,
2023-02-02 11:00:00,-68.06312549420727,
2023-02-02 23:59:59,-72.82444920487251,c
2023-02-03 00:00:00,-62.037650927852155,
2023-02-03 03:30:00,-35.335398852593244,
2023-02-03 04:00:00,-50.34073854051894,
2023-02-03 06:00:00,-49.88571575035439,
2023-02-03 08:00:00,-45.324528482476126,
2023-02-03 10:30:00,-33.04298835235295,
2023-02-03 11:00:00,-31.663719773803678,
2023-02-03 23:59:59,-75.55147830338501,w
2023-02-06 00:00:00,-61.29967270882935,
2023-02-06 03:30:00,-46.760453917623636,
2023-02-06 04:00:00,-55.87464453655048,
2023-02-06 06:00:00,-36.37255762285349,
2023-02-06 08:00:00,-65.16624284508634,
2023-02-06 10:30:00,-65.77994722209223,
2023-02-06 11:00:00,-64.55459265870104,
2023-02-06 23:59:59,-88.81768193199787,c
2023-02-07 00:00:00,-104.49928632464889,
2023-02-07 03:30:00,-89.19883336791645,
2023-02-07 04:00:00,-91.65728420727646,
2023-02-07 06:00:00,-105.40695953150498,
2023-02-07 08:00:00,-94.75682419472014,
2023-02-07 10:30:00,-91.54887773627615,
2023-02-07 11:00:00,-96.61528914805149,
2023-02-07 23:59:59,-111.76911775384087,c
2023-02-08 00:00:00,-135.31053913177675,
2023-02-08 03:30:00,-150.8456228661953,
2023-02-08 04:00:00,-138.13085484263866,
2023-02-08 06:00:00,-155.76367167907665,
2023-02-08 08:00:00,-133.32365988948732,
2023-02-08 10:30:00,-122.01933977163117,
2023-02-08 11:00:00,-116.38839979618933,
2023-02-08 23:59:59,-129.0823893045208,c
2023-02-09 00:00:00,-139.70936026562413,
2023-02-09 03:30:00,-186.5675885593455,
2023-02-09 04:00:00,-185.13246437498583,
2023-02-09 06:00:00,-165.44589901524523,
2023-02-09 08:00:00,-158.17016879109087,
2023-02-09 10:30:00,-135.52859566510233,
2023-02-09 11:00:00,-138.6425969046013,
2023-02-09 23:59:59,-114.50953362374912,c
2023-02-10 00:00:00,-81.31784045541826,
2023-02-10 03:30:00,-75.02957715758475,
2023-02-10 04:00:00,-69.21928728569765,
2023-02-10 06:00:00,-30.87456002304134,
2023-02-10 08:00:00,13.139386119057235,
2023-02-10 10:30:00,-9.371579010628011,
2023-02-10 11:00:00,5.097714526596974,
2023-02-10 23:59:59,-28.612006384848428,w
2023-02-13 00:00:00,-38.7707333915414,
2023-02-13 03:30:00,-64.16782577870254,
2023-02-13 04:00:00,-73.34719985817082,
2023-02-13 06:00:00,-50.0510770446117,
2023-02-13 08:00:00,-81.20844674781529,
2023-02-13 10:30:00,-101.58653318850338,
2023-02-13 11:00:00,-104.60188423528143,
2023-02-13 23:59:59,-81.69840998174459,c
2023-02-14 00:00:00,-97.02436686339115,
2023-02-14 03:30:00,-116.13494565066776,
2023-02-14 04:00:00,-114.71622205721087,
2023-02-14 06:00:00,-113.31566542281962,
2023-02-14 08:00:00,-123.04804548847369,
2023-02-14 10:30:00,-131.37483558541317,
2023-02-14 11:00:00,-91.92384116434187,
2023-02-14 23:59:59,-99.20229003248642,c
