date,NRJ_2022_Q2,meta
2022-06-02 12:00:00,-131.70671845002016,
2022-06-02 13:30:00,-159.29548550185245,
2022-06-02 15:00:00,-138.907315223752,
2022-06-02 15:30:30,-138.907315223752,
2022-06-02 23:59:59,-162.15079095297142,c
2022-06-03 00:00:00,-101.50085566166035,
2022-06-03 10:00:00,-193.82398058925446,
2022-06-03 10:30:00,-142.14810786297494,
2022-06-03 12:00:00,-142.31983188916547,
2022-06-03 13:30:00,-173.89290073548,
2022-06-03 15:00:00,-170.5568377888494,
2022-06-03 15:30:30,-170.5568377888494,
2022-06-03 23:59:59,-155.53373261018078,w
2022-06-06 00:00:00,-260.5506463190277,
2022-06-06 10:00:00,-172.65193495359654,
2022-06-06 10:30:00,-205.78795666310316,
2022-06-06 12:00:00,-210.13226381018058,
2022-06-06 13:30:00,-145.8358621417524,
2022-06-06 15:00:00,-176.61589689075345,
2022-06-06 15:30:30,-176.61589689075345,
2022-06-06 23:59:59,-150.92822873560226,c
2022-06-07 00:00:00,-114.89304535953625,
2022-06-07 10:00:00,-139.43281524738813,
2022-06-07 10:30:00,-137.10455662004415,
2022-06-07 12:00:00,-119.59940195279523,
2022-06-07 13:30:00,-122.39565358895379,
2022-06-07 15:00:00,-133.0596166014866,
2022-06-07 15:30:30,-133.0596166014866,u
2022-06-07 23:59:59,-125.55399164450091,c
2022-06-08 00:00:00,-125.12147842428703,
2022-06-08 10:00:00,-151.53930822077382,
2022-06-08 10:30:00,-162.0982875092477,
2022-06-08 12:00:00,-90.95120521179251,
2022-06-08 13:30:00,-69.27957234514997,
2022-06-08 15:00:00,-78.72123312301437,
2022-06-08 15:30:30,-78.72123312301437,
2022-06-08 23:59:59,-82.41548363965603,c
2022-06-09 00:00:00,-92.97520828839606,
2022-06-09 10:00:00,-78.33335331451872,
2022-06-09 10:30:00,-96.08293994590076,
2022-06-09 12:00:00,-64.5883680647712,
2022-06-09 13:30:00,-50.21219550688738,
2022-06-09 15:00:00,-45.0533458066825,
2022-06-09 15:30:30,-45.0533458066825,
2022-06-09 23:59:59,-9.439451449727585,c
2022-06-10 00:00:00,6.570956321888389,
2022-06-10 10:00:00,-41.23774310237741,
2022-06-10 10:30:00,-26.702716524476273,
2022-06-10 12:00:00,-32.26951154965718,
2022-06-10 13:30:00,-23.825743910485016,
2022-06-10 15:00:00,-44.405955400537096,
2022-06-10 15:30:30,-44.405955400537096,
2022-06-10 23:59:59,-42.09902114823217,w
2022-06-13 00:00:00,104.4727455655675,
2022-06-13 10:00:00,130.34929260897798,
2022-06-13 10:30:00,179.87158636871163,
2022-06-13 12:00:00,168.57913972583037,
2022-06-13 13:30:00,134.78404619999037,
2022-06-13 15:00:00,149.2813340259654,
2022-06-13 15:30:30,149.2813340259654,
2022-06-13 23:59:59,160.3909769884758,c
2022-06-14 00:00:00,119.4258516754262,
2022-06-14 10:00:00,11.733286639733706,
2022-06-14 10:30:00,86.21081279734472,
2022-06-14 12:00:00,54.66338430372571,
2022-06-14 13:30:00,39.508613029355274,
2022-06-14 15:00:00,74.67666254797086,
2022-06-14 15:30:30,74.67666254797086,
2022-06-14 23:59:59,68.12071470027104,c
