date,AS_DGTL_2022_Q2,meta
2022-06-03 00:00:00,-24.8119111757278,
2022-06-03 01:00:00,-25.571009322678947,
2022-06-03 02:30:00,-25.571009322678947,
2022-06-03 03:00:00,-25.571009322678947,
2022-06-03 18:30:00,-25.571009322678947,
2022-06-03 20:00:00,-25.571009322678947,
2022-06-03 23:00:00,-25.571009322678947,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,123.37554831021771,
2022-06-06 01:00:00,112.36510044415445,
2022-06-06 02:30:00,112.36510044415445,
2022-06-06 03:00:00,112.36510044415445,
2022-06-06 18:30:00,112.36510044415445,
2022-06-06 20:00:00,112.36510044415445,
2022-06-06 23:00:00,46.04448319403491,
2022-06-06 23:59:59,35.252687259506274,c
2022-06-07 00:00:00,10.607261468847355,
2022-06-07 01:00:00,-14.580526874904535,
2022-06-07 02:30:00,-14.580526874904535,
2022-06-07 03:00:00,-14.580526874904535,
2022-06-07 18:30:00,-14.580526874904535,
2022-06-07 20:00:00,-14.580526874904535,
2022-06-07 23:00:00,-115.92033144510606,
2022-06-07 23:59:59,-91.69485434051967,c
2022-06-08 00:00:00,-160.24005489200863,
2022-06-08 01:00:00,-190.07685666241196,
2022-06-08 02:30:00,-190.07685666241196,
2022-06-08 03:00:00,-190.07685666241196,
2022-06-08 18:30:00,-190.07685666241196,
2022-06-08 20:00:00,-190.07685666241196,
2022-06-08 23:00:00,-116.33830775260867,
2022-06-08 23:59:59,-48.588502649901784,c
2022-06-09 00:00:00,-47.607353971372504,
2022-06-09 01:00:00,-7.296220038202591,
2022-06-09 02:30:00,-7.296220038202591,
2022-06-09 03:00:00,-7.296220038202591,
2022-06-09 18:30:00,-7.296220038202591,
2022-06-09 20:00:00,-7.296220038202591,
2022-06-09 23:00:00,4.745079430311307,
2022-06-09 23:59:59,-37.06073099182868,c
2022-06-10 00:00:00,-101.86744196538166,
2022-06-10 01:00:00,-158.23052669064054,
2022-06-10 02:30:00,-158.23052669064054,
2022-06-10 03:00:00,-158.23052669064054,
2022-06-10 18:30:00,-158.23052669064054,
2022-06-10 20:00:00,-158.23052669064054,
2022-06-10 23:00:00,-158.23052669064054,
2022-06-10 23:59:59,-169.35104619327285,w
2022-06-13 00:00:00,-494.400056139124,
2022-06-13 01:00:00,-555.7459736799246,
2022-06-13 02:30:00,-555.7459736799246,
2022-06-13 03:00:00,-555.7459736799246,
2022-06-13 18:30:00,-555.7459736799246,
2022-06-13 20:00:00,-555.7459736799246,
2022-06-13 23:00:00,-383.0133257606467,
2022-06-13 23:59:59,-423.19003390088255,c
2022-06-14 00:00:00,-529.0772962999163,
2022-06-14 01:00:00,-423.50625682337704,
2022-06-14 02:30:00,-423.50625682337704,
2022-06-14 03:00:00,-423.50625682337704,
2022-06-14 18:30:00,-423.50625682337704,
2022-06-14 20:00:00,-423.50625682337704,
2022-06-14 23:00:00,-380.71358208575657,
2022-06-14 23:59:59,-392.83906664534334,c
2022-06-15 00:00:00,-411.6083316329823,
2022-06-15 01:00:00,-417.1692365220697,
2022-06-15 02:30:00,-417.1692365220697,
2022-06-15 03:00:00,-417.1692365220697,
2022-06-15 18:30:00,-417.1692365220697,
2022-06-15 20:00:00,-417.1692365220697,
2022-06-15 23:00:00,-785.1781705791855,
2022-06-15 23:59:59,-820.8485194767909,c
2022-06-16 00:00:00,-718.1573687665041,
2022-06-16 01:00:00,-842.4193633289342,
2022-06-16 02:30:00,-842.4193633289342,
2022-06-16 03:00:00,-842.4193633289342,
2022-06-16 18:30:00,-842.4193633289342,
2022-06-16 20:00:00,-842.4193633289342,
2022-06-16 23:00:00,-966.5467178422678,
2022-06-16 23:59:59,-959.3387576571586,c
2022-06-17 00:00:00,-1082.7557641357962,
2022-06-17 01:00:00,-1027.4942688422234,
2022-06-17 02:30:00,-1027.4942688422234,
2022-06-17 03:00:00,-1027.4942688422234,
2022-06-17 18:30:00,-1027.4942688422234,
2022-06-17 20:00:00,-1027.4942688422234,
2022-06-17 23:00:00,-1027.4942688422234,
2022-06-17 23:59:59,-981.1257906831142,e
2022-06-20 00:00:00,-1258.749485337783,
2022-06-20 01:00:00,-1336.4395528146852,
2022-06-20 02:30:00,-1336.4395528146852,
2022-06-20 03:00:00,-1336.4395528146852,
2022-06-20 18:30:00,-1336.4395528146852,
2022-06-20 20:00:00,-1336.4395528146852,
2022-06-20 23:00:00,-1102.401714445139,
2022-06-20 23:59:59,-1033.910987549354,c
2022-06-21 00:00:00,-966.0360443035279,
2022-06-21 01:00:00,-938.0195580689051,
2022-06-21 02:30:00,-938.0195580689051,
2022-06-21 03:00:00,-938.0195580689051,
2022-06-21 18:30:00,-938.0195580689051,
2022-06-21 20:00:00,-938.0195580689051,
2022-06-21 23:00:00,-1185.6940677486036,
2022-06-21 23:59:59,-1212.9375233605006,c
2022-06-22 00:00:00,-1197.892263562444,
2022-06-22 01:00:00,-1169.2177000849315,
2022-06-22 02:30:00,-1169.2177000849315,
2022-06-22 03:00:00,-1169.2177000849315,
2022-06-22 18:30:00,-1169.2177000849315,
2022-06-22 20:00:00,-1169.2177000849315,
2022-06-22 23:00:00,-1321.8429945285206,
2022-06-22 23:59:59,-1348.229723497865,c
2022-06-23 00:00:00,-1336.6079568509595,
2022-06-23 01:00:00,-1282.1207799016029,
2022-06-23 02:30:00,-1282.1207799016029,
2022-06-23 03:00:00,-1282.1207799016029,
2022-06-23 18:30:00,-1282.1207799016029,
2022-06-23 20:00:00,-1282.1207799016029,
2022-06-23 23:00:00,-1134.274839015252,
2022-06-23 23:59:59,-1113.6168015654239,c
2022-06-24 00:00:00,-1022.816126132524,
2022-06-24 01:00:00,-1010.2600661889901,
2022-06-24 02:30:00,-1010.2600661889901,
2022-06-24 03:00:00,-1010.2600661889901,
2022-06-24 18:30:00,-1010.2600661889901,
2022-06-24 20:00:00,-1010.2600661889901,
2022-06-24 23:00:00,-1010.2600661889901,
2022-06-24 23:59:59,-1020.9169729823934,w
2022-06-27 00:00:00,-780.7901186574582,
2022-06-27 01:00:00,-738.5626235484251,
2022-06-27 02:30:00,-738.5626235484251,
2022-06-27 03:00:00,-738.5626235484251,
2022-06-27 18:30:00,-738.5626235484251,
2022-06-27 20:00:00,-738.5626235484251,
2022-06-27 23:00:00,-796.5813576455766,
2022-06-27 23:59:59,-761.0201121012215,c
2022-06-28 00:00:00,-798.6832282606774,
2022-06-28 01:00:00,-807.1990751230805,
2022-06-28 02:30:00,-807.1990751230805,
2022-06-28 03:00:00,-807.1990751230805,
2022-06-28 18:30:00,-807.1990751230805,
2022-06-28 20:00:00,-807.1990751230805,
2022-06-28 23:00:00,-606.7646165685364,
2022-06-28 23:59:59,-631.8639143579312,c
2022-06-29 00:00:00,-710.9855980623433,
2022-06-29 01:00:00,-686.6935466859668,
2022-06-29 02:30:00,-686.6935466859668,
2022-06-29 03:00:00,-686.6935466859668,
2022-06-29 18:30:00,-686.6935466859668,
2022-06-29 20:00:00,-686.6935466859668,
2022-06-29 23:00:00,-759.1350371596,
2022-06-29 23:59:59,-810.9734224387303,c
2022-06-30 00:00:00,-813.8042775742615,
2022-06-30 01:00:00,-755.7654621599086,
2022-06-30 02:30:00,-755.7654621599086,
2022-06-30 03:00:00,-755.7654621599086,
2022-06-30 18:30:00,-755.7654621599086,
2022-06-30 20:00:00,-755.7654621599086,
2022-06-30 23:00:00,-870.0855463604439,
2022-06-30 23:59:59,-899.1970149992794,c
2022-07-01 00:00:00,-934.0276518660194,
2022-07-01 01:00:00,-988.2549362365298,
2022-07-01 02:30:00,-988.2549362365298,
2022-07-01 03:00:00,-988.2549362365298,
2022-07-01 18:30:00,-988.2549362365298,
2022-07-01 20:00:00,-988.2549362365298,
2022-07-01 23:00:00,-988.2549362365298,
2022-07-01 23:59:59,-981.2855678860124,w
