date,OMFL_2021_Z,meta
2021-12-03 10:00:00,-34.71726846204518,
2021-12-03 10:30:00,-52.96531759006825,
2021-12-03 12:00:00,-17.226395442579644,
2021-12-03 13:30:00,-24.10664448036306,
2021-12-03 15:00:00,-9.612182288811425,
2021-12-03 15:30:30,-9.612182288811425,
2021-12-03 23:59:59,0.0,a
2021-12-06 00:00:00,-17.300768378718374,
2021-12-06 10:00:00,-11.754373124279368,
2021-12-06 10:30:00,-15.863860704590877,
2021-12-06 12:00:00,-22.922881571207995,
2021-12-06 13:30:00,-17.955843944626622,
2021-12-06 15:00:00,-17.377771670278037,
2021-12-06 15:30:30,-17.377771670278037,
2021-12-06 23:59:59,3.7171271269029944,e
2021-12-07 00:00:00,-10.811336949589588,
2021-12-07 10:00:00,-32.770038393979235,
2021-12-07 10:30:00,-45.02655867491069,
2021-12-07 12:00:00,-31.11045939774931,
2021-12-07 13:30:00,-36.031674126762084,
2021-12-07 15:00:00,-39.489191802848495,
2021-12-07 15:30:30,-39.489191802848495,
2021-12-07 23:59:59,-16.603835419840436,c
2021-12-08 00:00:00,-24.944981573915186,
2021-12-08 10:00:00,-24.23877264843918,
2021-12-08 10:30:00,-15.869285107161375,
2021-12-08 12:00:00,-38.785617293114115,
2021-12-08 13:30:00,-31.79478652318312,
2021-12-08 15:00:00,-20.478593040907185,
2021-12-08 15:30:30,-20.478593040907185,
2021-12-08 23:59:59,-5.796536511883232,c
2021-12-09 00:00:00,6.1455125147613785,
2021-12-09 10:00:00,9.169968360596329,
2021-12-09 10:30:00,5.2699368994823885,
2021-12-09 12:00:00,17.249276646027567,
2021-12-09 13:30:00,15.902894616671347,
2021-12-09 15:00:00,28.777238344934744,
2021-12-09 15:30:30,28.777238344934744,
2021-12-09 23:59:59,34.02989221516532,c
2021-12-10 00:00:00,30.532418894452235,
2021-12-10 10:00:00,67.846058503971,
2021-12-10 10:30:00,66.5850780732045,
2021-12-10 12:00:00,77.11513691195256,
2021-12-10 13:30:00,87.09523043314431,
2021-12-10 15:00:00,88.05489777879842,
2021-12-10 15:30:30,88.05489777879842,
2021-12-10 23:59:59,83.97102891971599,w
2021-12-13 00:00:00,83.49204283650721,
2021-12-13 10:00:00,138.3840548836643,
2021-12-13 10:30:00,142.26980354244375,
2021-12-13 12:00:00,176.00977150968902,
2021-12-13 13:30:00,175.3573936974439,
2021-12-13 15:00:00,171.85718163089786,
2021-12-13 15:30:30,171.85718163089786,
2021-12-13 23:59:59,168.6082610955429,c
2021-12-14 00:00:00,159.26425593835648,
2021-12-14 10:00:00,102.22731982063124,
2021-12-14 10:30:00,82.8748015651147,
2021-12-14 12:00:00,109.60469420142385,
2021-12-14 13:30:00,108.27666860712105,
2021-12-14 15:00:00,123.2066415413396,
2021-12-14 15:30:30,123.2066415413396,
2021-12-14 23:59:59,131.29038598254596,c
2021-12-15 00:00:00,134.97388138237,
2021-12-15 10:00:00,175.05742694351045,
2021-12-15 10:30:00,186.27873950161472,
2021-12-15 12:00:00,183.03921570016678,
2021-12-15 13:30:00,168.4514902113496,
2021-12-15 15:00:00,187.9032239597608,
2021-12-15 15:30:30,187.9032239597608,
2021-12-15 23:59:59,183.08147884996902,c
2021-12-16 00:00:00,155.2754315838846,
2021-12-16 10:00:00,139.99792313124493,
2021-12-16 10:30:00,131.35379985238535,
2021-12-16 12:00:00,140.2122293449134,
2021-12-16 13:30:00,149.06843765975958,
2021-12-16 15:00:00,169.6177088398029,
2021-12-16 15:30:30,169.6177088398029,
2021-12-16 23:59:59,175.06694492221942,c
2021-12-17 00:00:00,164.4493575389152,
2021-12-17 10:00:00,184.01557315771458,
2021-12-17 10:30:00,172.1900812902049,
2021-12-17 12:00:00,155.28890023558182,
2021-12-17 13:30:00,162.87469657119811,
2021-12-17 15:00:00,160.84269874770393,
2021-12-17 15:30:30,160.84269874770393,q
2021-12-17 23:59:59,162.6739980493196,w
2021-12-20 00:00:00,186.12251092450958,
2021-12-20 10:00:00,213.36181954314986,
2021-12-20 10:30:00,209.0922419178379,
2021-12-20 12:00:00,241.82819465800515,
2021-12-20 13:30:00,252.0849585284709,
2021-12-20 15:00:00,246.36217556360612,
2021-12-20 15:30:30,246.36217556360612,
2021-12-20 23:59:59,228.98077005949744,c
