date,FVD_2021_Mar,meta
2021-03-31 12:00:00,-31.042795492949836,
2021-03-31 13:30:00,-36.27900562247089,
2021-03-31 15:00:00,-37.945343798347835,
2021-03-31 15:30:30,-37.945343798347835,
2021-03-31 23:59:59,-64.14546486845683,c
2021-04-01 00:00:00,-32.65560346084385,
2021-04-01 10:00:00,-28.04691101214155,
2021-04-01 10:30:00,-25.05371034798941,
2021-04-01 12:00:00,-22.562968782292387,
2021-04-01 13:30:00,-21.396158555723332,
2021-04-01 15:00:00,-5.611026712708281,
2021-04-01 15:30:30,-5.611026712708281,
2021-04-01 23:59:59,-7.238327233598852,c
2021-04-02 00:00:00,-7.238327233598852,
2021-04-02 10:00:00,-7.238327233598852,
2021-04-02 10:30:00,-7.238327233598852,
2021-04-02 12:00:00,-7.238327233598852,
2021-04-02 13:30:00,-7.238327233598852,
2021-04-02 15:00:00,-7.238327233598852,
2021-04-02 15:30:30,-7.238327233598852,
2021-04-02 23:59:59,-7.238327233598852,w
2021-04-05 00:00:00,0.7322465735576316,
2021-04-05 10:00:00,-9.015713335078544,
2021-04-05 10:30:00,-14.73643371655271,
2021-04-05 12:00:00,-14.011416859595101,
2021-04-05 13:30:00,-10.832238277809324,
2021-04-05 15:00:00,-4.605150171029663,
2021-04-05 15:30:30,-4.605150171029663,
2021-04-05 23:59:59,4.464142494471389,c
2021-04-06 00:00:00,1.0186750927982757,
2021-04-06 10:00:00,10.631473701749428,
2021-04-06 10:30:00,15.478223919163042,
2021-04-06 12:00:00,23.515225782075163,
2021-04-06 13:30:00,15.53003367829524,
2021-04-06 15:00:00,22.198533405808348,
2021-04-06 15:30:30,22.198533405808348,
2021-04-06 23:59:59,23.565150767568866,c
2021-04-07 00:00:00,31.45311119046687,
2021-04-07 10:00:00,27.306852215448316,
2021-04-07 10:30:00,30.912625374144113,
2021-04-07 12:00:00,9.957953604088061,
2021-04-07 13:30:00,6.222818828313393,
2021-04-07 15:00:00,9.520834072520188,
2021-04-07 15:30:30,9.520834072520188,
2021-04-07 23:59:59,3.286603669479746,c
