date,XLKCAP_2022_Q2,meta
2022-06-24 00:00:00,88.49945513301452,
2022-06-24 10:00:00,129.87001523364802,
2022-06-24 10:30:00,162.512805606475,
2022-06-24 12:00:00,163.412654313276,
2022-06-24 13:30:00,172.34522557038088,
2022-06-24 15:00:00,171.91574284901742,
2022-06-24 15:30:30,171.91574284901742,
2022-06-24 23:59:59,178.45283965143506,w
2022-06-27 00:00:00,172.7800415425677,
2022-06-27 10:00:00,128.83315573786774,
2022-06-27 10:30:00,118.46053679339855,
2022-06-27 12:00:00,134.06522702022994,
2022-06-27 13:30:00,139.64856242835776,
2022-06-27 15:00:00,149.2598636804414,
2022-06-27 15:30:30,149.2598636804414,
2022-06-27 23:59:59,139.06438991103494,c
2022-06-28 00:00:00,132.3255395568898,
2022-06-28 10:00:00,127.12465651662376,
2022-06-28 10:30:00,120.99783211454962,
2022-06-28 12:00:00,90.73163789918351,
2022-06-28 13:30:00,90.37504722786093,
2022-06-28 15:00:00,90.16019114230801,
2022-06-28 15:30:30,90.16019114230801,
2022-06-28 23:59:59,87.83669396867697,c
2022-06-29 00:00:00,65.32776379828931,
2022-06-29 10:00:00,-17.056967228799408,
2022-06-29 10:30:00,-27.35033242825284,
2022-06-29 12:00:00,-29.685631885281055,
2022-06-29 13:30:00,-18.344675096387164,
2022-06-29 15:00:00,-16.424138716094262,
2022-06-29 15:30:30,-16.424138716094262,
2022-06-29 23:59:59,0.0,a
2022-06-30 00:00:00,-12.584202906749283,
2022-06-30 10:00:00,7.890167960863096,
2022-06-30 10:30:00,11.693238475966268,
2022-06-30 12:00:00,28.257504314229777,
2022-06-30 13:30:00,16.495990811783713,
2022-06-30 15:00:00,14.259839501942224,
2022-06-30 15:30:30,14.259839501942224,
2022-06-30 23:59:59,3.4403962361321874,e
2022-07-01 00:00:00,-16.208382553316483,
2022-07-01 10:00:00,-53.15674346731407,
2022-07-01 10:30:00,-63.388558326510406,
2022-07-01 12:00:00,-80.13090062365211,
2022-07-01 13:30:00,-100.90777744882121,
2022-07-01 15:00:00,-97.24385226382628,
2022-07-01 15:30:30,-97.24385226382628,
2022-07-01 23:59:59,-109.73589266188583,w
2022-07-04 00:00:00,-109.73589266188583,
2022-07-04 10:00:00,-109.73589266188583,
2022-07-04 10:30:00,-109.73589266188583,
2022-07-04 12:00:00,-109.73589266188583,
2022-07-04 13:30:00,-109.73589266188583,
2022-07-04 15:00:00,-109.73589266188583,
2022-07-04 15:30:30,-109.73589266188583,
2022-07-04 23:59:59,-109.73589266188583,c
2022-07-05 00:00:00,-152.6983749500041,
2022-07-05 10:00:00,-176.34399953880836,
2022-07-05 10:30:00,-159.90607431590502,
2022-07-05 12:00:00,-156.38277002950588,
2022-07-05 13:30:00,-124.90915491523901,
2022-07-05 15:00:00,-125.59363849080876,
2022-07-05 15:30:30,-125.59363849080876,
2022-07-05 23:59:59,-118.3294288120569,c
2022-07-06 00:00:00,-95.58730123191617,
2022-07-06 10:00:00,-132.81677550080758,
2022-07-06 10:30:00,-152.85157292134045,
2022-07-06 12:00:00,-117.39391587520129,
2022-07-06 13:30:00,-113.00841521462746,
2022-07-06 15:00:00,-110.79752397843401,
2022-07-06 15:30:30,-110.79752397843401,
2022-07-06 23:59:59,-117.28933741364665,c
2022-07-07 00:00:00,-86.6751639085046,
2022-07-07 10:00:00,-100.81800367021663,
2022-07-07 10:30:00,-113.18847346811981,
2022-07-07 12:00:00,-91.47394775782595,
2022-07-07 13:30:00,-98.00010344191094,
2022-07-07 15:00:00,-89.33098871042398,
2022-07-07 15:30:30,-89.33098871042398,
2022-07-07 23:59:59,-91.84539706267992,c
2022-07-08 00:00:00,-124.93962537879258,
2022-07-08 10:00:00,-154.20464126235993,
2022-07-08 10:30:00,-149.5601944311411,
2022-07-08 12:00:00,-111.71420756242571,
2022-07-08 13:30:00,-126.11369859234298,
2022-07-08 15:00:00,-119.02926016686149,
2022-07-08 15:30:30,-119.02926016686149,
2022-07-08 23:59:59,-113.96724975786356,w
2022-07-11 00:00:00,-126.24528845028146,
2022-07-11 10:00:00,-143.5349531071895,
2022-07-11 10:30:00,-156.94339372405557,
2022-07-11 12:00:00,-154.48638952521344,
2022-07-11 13:30:00,-151.19621724010437,
2022-07-11 15:00:00,-157.45332056801715,
2022-07-11 15:30:30,-157.45332056801715,
2022-07-11 23:59:59,-148.607352911313,c
2022-07-12 00:00:00,-156.30154513254706,
2022-07-12 10:00:00,-225.97385112698692,
2022-07-12 10:30:00,-263.89230537425743,
2022-07-12 12:00:00,-256.8311280872076,
2022-07-12 13:30:00,-257.60775536773133,
2022-07-12 15:00:00,-258.28845750779624,
2022-07-12 15:30:30,-258.28845750779624,
2022-07-12 23:59:59,-253.4307321019201,c
2022-07-13 00:00:00,-271.76693426149467,
2022-07-13 10:00:00,-284.81502345133146,
2022-07-13 10:30:00,-268.49117277803185,
2022-07-13 12:00:00,-258.3366849422029,
2022-07-13 13:30:00,-246.20048746701394,
2022-07-13 15:00:00,-250.0280047713993,
2022-07-13 15:30:30,-250.0280047713993,
2022-07-13 23:59:59,-247.69831447422388,c
2022-07-14 00:00:00,-255.98375940963456,
2022-07-14 10:00:00,-287.8642628034105,
2022-07-14 10:30:00,-317.12966557474243,
2022-07-14 12:00:00,-317.3520441174371,
2022-07-14 13:30:00,-314.23460671134853,
2022-07-14 15:00:00,-299.9119755967401,
2022-07-14 15:30:30,-299.9119755967401,
2022-07-14 23:59:59,-300.56480215106944,c
