date,FCTR_2022_J,meta
2022-04-05 00:00:00,-14.755519640259976,
2022-04-05 10:00:00,-2.9024133617026564,
2022-04-05 10:30:00,-4.883465014096885,
2022-04-05 12:00:00,-10.61416264908496,
2022-04-05 13:30:00,-13.776323375897505,
2022-04-05 15:00:00,-11.832317270848705,
2022-04-05 15:30:30,-11.832317270848705,
2022-04-05 23:59:59,-13.534680518113646,e
2022-04-06 00:00:00,5.203879387776141,
2022-04-06 10:00:00,19.414021420742984,
2022-04-06 10:30:00,15.179895683168269,
2022-04-06 12:00:00,15.32708081653783,
2022-04-06 13:30:00,4.540633161000017,
2022-04-06 15:00:00,-2.3721997790499927,
2022-04-06 15:30:30,-2.3721997790499927,
2022-04-06 23:59:59,-1.1661807994513822,c
2022-04-07 00:00:00,-0.14700173536064653,
2022-04-07 10:00:00,-5.886348118631105,
2022-04-07 10:30:00,-3.8274164095918195,
2022-04-07 12:00:00,3.677003004969322,
2022-04-07 13:30:00,-0.8198886148020108,
2022-04-07 15:00:00,0.4947638646616781,
2022-04-07 15:30:30,0.4947638646616781,
2022-04-07 23:59:59,1.1028261343150518,c
2022-04-08 00:00:00,1.8578346759722137,
2022-04-08 10:00:00,4.572059032315792,
2022-04-08 10:30:00,-7.998659409446887,
2022-04-08 12:00:00,1.940900758276598,
2022-04-08 13:30:00,2.5435321956855717,
2022-04-08 15:00:00,4.960069621424736,
2022-04-08 15:30:30,4.960069621424736,
2022-04-08 23:59:59,10.005091644071342,w
2022-04-11 00:00:00,22.370083002774777,
2022-04-11 10:00:00,13.782304549503436,
2022-04-11 10:30:00,33.795182328216384,
2022-04-11 12:00:00,27.51674616388061,
2022-04-11 13:30:00,18.79133363241678,
2022-04-11 15:00:00,19.116486224975716,
2022-04-11 15:30:30,19.116486224975716,
2022-04-11 23:59:59,22.32074379068061,c
2022-04-12 00:00:00,19.605623014504403,
2022-04-12 10:00:00,24.041564704405403,
2022-04-12 10:30:00,23.598958882234257,
2022-04-12 12:00:00,32.743117109345064,
2022-04-12 13:30:00,41.463602682889416,
2022-04-12 15:00:00,44.99784013355733,
2022-04-12 15:30:30,44.99784013355733,
2022-04-12 23:59:59,46.02430115607524,c
2022-04-13 00:00:00,49.62039859717535,
2022-04-13 10:00:00,50.17349879620613,
2022-04-13 10:30:00,46.21385401780972,
2022-04-13 12:00:00,43.43347029560195,
2022-04-13 13:30:00,52.508899723067486,
2022-04-13 15:00:00,50.44771919916573,
2022-04-13 15:30:30,50.44771919916573,
2022-04-13 23:59:59,49.644514170544085,c
2022-04-14 00:00:00,48.915399783834516,
2022-04-14 10:00:00,64.60834163069302,
2022-04-14 10:30:00,67.45827184723402,
2022-04-14 12:00:00,61.00237771742749,
2022-04-14 13:30:00,70.74155906576448,
2022-04-14 15:00:00,75.70708092273796,
2022-04-14 15:30:30,75.70708092273796,
2022-04-14 23:59:59,80.75094473255385,c
2022-04-15 00:00:00,80.75094473255385,
2022-04-15 10:00:00,80.75094473255385,
2022-04-15 10:30:00,80.75094473255385,
2022-04-15 12:00:00,80.75094473255385,
2022-04-15 13:30:00,80.75094473255385,
2022-04-15 15:00:00,80.75094473255385,
2022-04-15 15:30:30,80.75094473255385,
2022-04-15 23:59:59,80.75094473255385,w
2022-04-18 00:00:00,92.7129420966591,
2022-04-18 10:00:00,85.04124998020302,
2022-04-18 10:30:00,84.25980560425378,
2022-04-18 12:00:00,91.01894885977242,
2022-04-18 13:30:00,99.7589492838828,
2022-04-18 15:00:00,103.62879084692719,
2022-04-18 15:30:30,103.62879084692719,
2022-04-18 23:59:59,104.54248581020465,c
2022-04-19 00:00:00,97.32207333453621,
2022-04-19 10:00:00,70.18850441702583,
2022-04-19 10:30:00,65.82060877019853,
2022-04-19 12:00:00,49.562378829720245,
2022-04-19 13:30:00,48.440588524242116,
2022-04-19 15:00:00,45.33752132017884,
2022-04-19 15:30:30,45.33752132017884,
2022-04-19 23:59:59,39.665024455559035,c
