date,AS_HEAL_2021_Q2,meta
2021-06-29 18:30:00,-50.77998864308074,
2021-06-29 20:00:00,-50.77998864308074,
2021-06-29 23:00:00,34.928078405303495,
2021-06-29 23:59:59,44.38333793204902,c
2021-06-30 00:00:00,7.222781545376847,
2021-06-30 01:00:00,-4.589847105317631,
2021-06-30 02:30:00,-2.915969088855036,
2021-06-30 03:00:00,-0.055319442280961084,
2021-06-30 18:30:00,-0.055319442280961084,
2021-06-30 20:00:00,-0.055319442280961084,
2021-06-30 23:00:00,10.139422036108954,
2021-06-30 23:59:59,11.762569027945801,c
2021-07-01 00:00:00,-2.3311418299863362,
2021-07-01 01:00:00,4.708638682181572,
2021-07-01 02:30:00,4.708638682181572,
2021-07-01 03:00:00,4.708638682181572,
2021-07-01 18:30:00,4.708638682181572,
2021-07-01 20:00:00,4.708638682181572,
2021-07-01 23:00:00,46.33184220351154,
2021-07-01 23:59:59,48.593103088433736,c
2021-07-02 00:00:00,64.65210474160176,
2021-07-02 01:00:00,67.71275296994031,
2021-07-02 02:30:00,57.52290776969767,
2021-07-02 03:00:00,61.302278255251395,
2021-07-02 18:30:00,61.302278255251395,
2021-07-02 20:00:00,61.302278255251395,
2021-07-02 23:00:00,61.302278255251395,
2021-07-02 23:59:59,52.79712336358011,w
