date,XLYCAP_2021_Q2,meta
2021-07-08 10:30:00,-145.92981082905982,
2021-07-08 12:00:00,-123.99092226742448,
2021-07-08 13:30:00,-119.56513254514684,
2021-07-08 15:00:00,-135.13545875645886,
2021-07-08 15:30:30,-135.13545875645886,
2021-07-08 23:59:59,-155.64517289234342,c
2021-07-09 00:00:00,-145.81191680711464,
2021-07-09 10:00:00,-113.71043386553279,
2021-07-09 10:30:00,-97.27375458898696,
2021-07-09 12:00:00,-104.02218874730667,
2021-07-09 13:30:00,-88.10956876022294,
2021-07-09 15:00:00,-79.65994272228454,
2021-07-09 15:30:30,-79.65994272228454,
2021-07-09 23:59:59,-81.735427715926,w
2021-07-12 00:00:00,-98.76432602174731,
2021-07-12 10:00:00,-88.66745134008777,
2021-07-12 10:30:00,-92.98777887518341,
2021-07-12 12:00:00,-110.37323807188744,
2021-07-12 13:30:00,-115.96609549984345,
2021-07-12 15:00:00,-100.37204655811607,
2021-07-12 15:30:30,-100.37204655811607,
2021-07-12 23:59:59,-95.6333978538498,c
2021-07-13 00:00:00,-83.02198407712665,
2021-07-13 10:00:00,-105.11720738114747,
2021-07-13 10:30:00,-113.1702272805498,
2021-07-13 12:00:00,-121.61619788108015,
2021-07-13 13:30:00,-109.86633639514986,
2021-07-13 15:00:00,-116.1733767763672,
2021-07-13 15:30:30,-116.1733767763672,
2021-07-13 23:59:59,-134.63931769956804,c
2021-07-14 00:00:00,-120.33009897709505,
2021-07-14 10:00:00,-129.83624878894935,
2021-07-14 10:30:00,-146.78265747816718,
2021-07-14 12:00:00,-142.97060982290031,
2021-07-14 13:30:00,-139.8040189432646,
2021-07-14 15:00:00,-138.01601023316846,
2021-07-14 15:30:30,-138.01601023316846,
2021-07-14 23:59:59,-132.0514660764301,c
