date,DIV_2021_Q1,meta
2021-03-01 23:59:59,52.613125082781174,c
2021-03-02 00:00:00,39.57354263294787,
2021-03-02 10:00:00,33.27386070778043,
2021-03-02 10:30:00,23.597537958351257,
2021-03-02 12:00:00,28.76253374664055,
2021-03-02 13:30:00,10.454589750222567,
2021-03-02 15:00:00,7.12111236135484,
2021-03-02 15:30:30,7.12111236135484,
2021-03-02 23:59:59,1.1366517255561321,c
2021-03-03 00:00:00,27.680208996507588,
2021-03-03 10:00:00,13.707009403347438,
2021-03-03 10:30:00,2.3916915296436736,
2021-03-03 12:00:00,-4.247679943264291,
2021-03-03 13:30:00,-11.492503473451539,
2021-03-03 15:00:00,-2.6218228523046907,
2021-03-03 15:30:30,-2.6218228523046907,
2021-03-03 23:59:59,8.109694236295889,c
2021-03-04 00:00:00,11.23185342431099,
2021-03-04 10:00:00,5.16449079606271,
2021-03-04 10:30:00,8.391972781292937,
2021-03-04 12:00:00,-19.59179609343196,
2021-03-04 13:30:00,-3.9566122195313387,
2021-03-04 15:00:00,-33.43720617620884,
2021-03-04 15:30:30,-33.43720617620884,
2021-03-04 23:59:59,-19.315422191427675,c
2021-03-05 00:00:00,-16.27764055220381,
2021-03-05 10:00:00,-38.388013764364146,
2021-03-05 10:30:00,-29.030958609045243,
2021-03-05 12:00:00,-12.580438142234259,
2021-03-05 13:30:00,-45.75120742946921,
2021-03-05 15:00:00,-25.97229350719658,
2021-03-05 15:30:30,-25.97229350719658,
2021-03-05 23:59:59,-13.62838031648837,w
2021-03-08 00:00:00,-12.129977352726597,
2021-03-08 10:00:00,-0.21575201894953394,
2021-03-08 10:30:00,5.815423357680454,
2021-03-08 12:00:00,8.020774279516496,
2021-03-08 13:30:00,7.150908346904118,
2021-03-08 15:00:00,16.79961074605487,
2021-03-08 15:30:30,16.79961074605487,
2021-03-08 23:59:59,29.76658866842184,c
2021-03-09 00:00:00,21.20424119650804,
2021-03-09 10:00:00,48.428484152691794,
2021-03-09 10:30:00,44.58335756636412,
2021-03-09 12:00:00,8.230323528769835,
2021-03-09 13:30:00,9.809155038334785,
2021-03-09 15:00:00,17.696177594095484,
2021-03-09 15:30:30,17.696177594095484,
2021-03-09 23:59:59,26.770417562472435,c
2021-03-10 00:00:00,13.85757381797501,
2021-03-10 10:00:00,26.550050218727257,
2021-03-10 10:30:00,46.12901556406343,
2021-03-10 12:00:00,34.7511578105479,
2021-03-10 13:30:00,26.3487554804492,
2021-03-10 15:00:00,21.300191671172158,
2021-03-10 15:30:30,21.300191671172158,
2021-03-10 23:59:59,37.20808851518192,c
