date,AS_XT_2022_Q4,meta
2022-12-05 23:00:00,-66.61802034570246,
2022-12-05 23:59:59,-59.04070661492142,c
2022-12-06 00:00:00,-112.16616319465129,
2022-12-06 01:00:00,-114.21456238976862,
2022-12-06 02:30:00,-117.85641301920532,
2022-12-06 03:00:00,-118.37897393072944,
2022-12-06 18:30:00,-115.95605423039797,
2022-12-06 20:00:00,-137.12891293753455,
2022-12-06 23:00:00,-106.26596590018562,
2022-12-06 23:59:59,-88.52316798927859,c
2022-12-07 00:00:00,-64.54677358677372,
2022-12-07 01:00:00,-81.26457373841367,
2022-12-07 02:30:00,-165.40307220822206,
2022-12-07 03:00:00,-171.49759376446173,
2022-12-07 18:30:00,-173.42255767001598,
2022-12-07 20:00:00,-144.562034477854,
2022-12-07 23:00:00,-148.72005417374294,
2022-12-07 23:59:59,-146.7863390531511,c
2022-12-08 00:00:00,-118.2580938781216,
2022-12-08 01:00:00,-138.00616171610045,
2022-12-08 02:30:00,-101.73402853635207,
2022-12-08 03:00:00,-105.36381688184792,
2022-12-08 18:30:00,-90.99077406102106,
2022-12-08 20:00:00,-100.54002376570406,
2022-12-08 23:00:00,-117.00022115654065,
2022-12-08 23:59:59,-116.65892897597541,c
2022-12-09 00:00:00,-82.87033148841874,
2022-12-09 01:00:00,-9.911344299302527,
2022-12-09 02:30:00,12.686934633419696,
2022-12-09 03:00:00,-2.5451935019591474,
2022-12-09 18:30:00,-2.5451935019591474,
2022-12-09 20:00:00,-2.5451935019591474,
2022-12-09 23:00:00,-2.5451935019591474,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,53.30148085552628,
2022-12-12 01:00:00,72.61268702848338,
2022-12-12 02:30:00,61.40874689364682,
2022-12-12 03:00:00,51.579543354754605,
2022-12-12 18:30:00,74.20902047416939,
2022-12-12 20:00:00,74.55849069155602,
2022-12-12 23:00:00,87.87002704704082,
2022-12-12 23:59:59,75.19170484643928,c
2022-12-13 00:00:00,35.24861688513829,
2022-12-13 01:00:00,38.76194893722504,
2022-12-13 02:30:00,36.51725215985425,
2022-12-13 03:00:00,38.272701489162955,
2022-12-13 18:30:00,36.51095670006953,
2022-12-13 20:00:00,50.809695461508454,
2022-12-13 23:00:00,21.261285054657947,
2022-12-13 23:59:59,15.343609649954942,c
2022-12-14 00:00:00,54.51382130822367,
2022-12-14 01:00:00,54.48237336758848,
2022-12-14 02:30:00,61.46423148061831,
2022-12-14 03:00:00,63.2321852788682,
2022-12-14 18:30:00,57.1803346884476,
2022-12-14 20:00:00,47.30438510294016,
2022-12-14 23:00:00,34.92316196307593,
2022-12-14 23:59:59,38.44333594318505,c
2022-12-15 00:00:00,66.91603544980262,
2022-12-15 01:00:00,52.85825835411242,
2022-12-15 02:30:00,34.447640065147425,
2022-12-15 03:00:00,26.639058745613966,
2022-12-15 18:30:00,19.32348744133651,
2022-12-15 20:00:00,19.890158067339144,
2022-12-15 23:00:00,79.32765675803785,
2022-12-15 23:59:59,79.45173785359384,c
2022-12-16 00:00:00,73.23093432916949,
2022-12-16 01:00:00,71.3843192814843,
2022-12-16 02:30:00,65.6956437982517,
2022-12-16 03:00:00,54.508260582892945,
2022-12-16 18:30:00,54.508260582892945,
2022-12-16 20:00:00,54.508260582892945,
2022-12-16 23:00:00,54.508260582892945,
2022-12-16 23:59:59,60.709466147185594,e
2022-12-19 00:00:00,26.971032025902332,
2022-12-19 01:00:00,34.02294612736296,
2022-12-19 02:30:00,22.588206520303174,
2022-12-19 03:00:00,26.735943447004047,
2022-12-19 18:30:00,29.130355184703603,
2022-12-19 20:00:00,23.7054878635945,
2022-12-19 23:00:00,-68.00935618868789,
2022-12-19 23:59:59,-46.15363079579993,c
2022-12-20 00:00:00,-44.976196569399235,
2022-12-20 01:00:00,-36.48281941137475,
2022-12-20 02:30:00,-28.16503736440336,
2022-12-20 03:00:00,-22.608888022257815,
2022-12-20 18:30:00,-23.299282657864296,
2022-12-20 20:00:00,-46.53126429609756,
2022-12-20 23:00:00,-30.51419491875913,
2022-12-20 23:59:59,21.57156647902866,c
2022-12-21 00:00:00,56.867222398179365,
2022-12-21 01:00:00,47.01516089439929,
2022-12-21 02:30:00,51.42518531738051,
2022-12-21 03:00:00,47.148556816557175,
2022-12-21 18:30:00,38.72507120916589,
2022-12-21 20:00:00,49.24288146935942,
2022-12-21 23:00:00,-0.0008678119065734791,
2022-12-21 23:59:59,-8.53598924388507,c
2022-12-22 00:00:00,66.42578939088344,
2022-12-22 01:00:00,80.84991881810902,
2022-12-22 02:30:00,72.59651964820569,
2022-12-22 03:00:00,62.620675489026326,
2022-12-22 18:30:00,77.1877522561208,
2022-12-22 20:00:00,99.25092057500615,
2022-12-22 23:00:00,58.63952426072274,
2022-12-22 23:59:59,66.0691052629395,c
2022-12-23 00:00:00,47.09984217824103,
2022-12-23 01:00:00,37.38893682501657,
2022-12-23 02:30:00,57.23834037528104,
2022-12-23 03:00:00,54.55874625902197,
2022-12-23 18:30:00,54.55874625902197,
2022-12-23 20:00:00,54.55874625902197,
2022-12-23 23:00:00,54.55874625902197,
2022-12-23 23:59:59,51.65919536775937,w
2022-12-26 00:00:00,57.298803592198055,
2022-12-26 01:00:00,60.85804982726404,
2022-12-26 02:30:00,60.85804982726404,
2022-12-26 03:00:00,60.85804982726404,
2022-12-26 18:30:00,60.85804982726404,
2022-12-26 20:00:00,48.07853871612315,
2022-12-26 23:00:00,41.06265240208995,
2022-12-26 23:59:59,38.62566791412928,c
2022-12-27 00:00:00,30.492180520717284,
2022-12-27 01:00:00,25.756142275644834,
2022-12-27 02:30:00,35.01684176644494,
2022-12-27 03:00:00,31.026313636705254,
2022-12-27 18:30:00,36.161282880325416,
2022-12-27 20:00:00,47.089525448940094,
2022-12-27 23:00:00,-45.20314091112141,
2022-12-27 23:59:59,-41.991222308961824,c
2022-12-28 00:00:00,-40.8383009435106,
2022-12-28 01:00:00,-35.36230591139292,
2022-12-28 02:30:00,-30.673091401528836,
2022-12-28 03:00:00,-26.923057487560072,
2022-12-28 18:30:00,-13.101514820856664,
2022-12-28 20:00:00,-10.534101521888715,
2022-12-28 23:00:00,-15.955829070855543,
2022-12-28 23:59:59,-28.19188998096388,c
2022-12-29 00:00:00,-61.95270635071438,
2022-12-29 01:00:00,-88.03416190129747,
2022-12-29 02:30:00,-90.40398545631206,
2022-12-29 03:00:00,-112.3337395808162,
2022-12-29 18:30:00,-113.61552008960734,
2022-12-29 20:00:00,-111.31443191240669,
2022-12-29 23:00:00,-75.4568628200318,
2022-12-29 23:59:59,-72.94235532023185,c
2022-12-30 00:00:00,-32.22775901088653,
2022-12-30 01:00:00,-29.62297586733075,
2022-12-30 02:30:00,-74.14215639580425,
2022-12-30 03:00:00,-83.83362238606469,
2022-12-30 18:30:00,-83.83362238606469,
2022-12-30 20:00:00,-83.83362238606469,
2022-12-30 23:00:00,-83.83362238606469,
2022-12-30 23:59:59,-75.92452853193026,w
