date,XLECAP_2022_Q2,meta
2022-06-24 12:00:00,-28.710419502424017,
2022-06-24 13:30:00,-23.081723182053423,
2022-06-24 15:00:00,-22.73816917114391,
2022-06-24 15:30:30,-22.73816917114391,
2022-06-24 23:59:59,-26.771713877544954,w
2022-06-27 00:00:00,-8.975450744608835,
2022-06-27 10:00:00,-21.69952649598146,
2022-06-27 10:30:00,-6.315664430830537,
2022-06-27 12:00:00,-26.13371336369724,
2022-06-27 13:30:00,-3.1078394295813325,
2022-06-27 15:00:00,-12.089689048230454,
2022-06-27 15:30:30,-12.089689048230454,
2022-06-27 23:59:59,-20.49016807822133,c
2022-06-28 00:00:00,-5.50774781272473,
2022-06-28 10:00:00,-3.2839446605199782,
2022-06-28 10:30:00,-56.96721142061966,
2022-06-28 12:00:00,-38.965431046688735,
2022-06-28 13:30:00,-22.37114454662705,
2022-06-28 15:00:00,-39.00931597796473,
2022-06-28 15:30:30,-39.00931597796473,
2022-06-28 23:59:59,-23.020751491537055,c
2022-06-29 00:00:00,-34.33141786954681,
2022-06-29 10:00:00,-51.69949649607264,
2022-06-29 10:30:00,-43.59141768361452,
2022-06-29 12:00:00,-13.625775143891744,
2022-06-29 13:30:00,-4.625444741362074,
2022-06-29 15:00:00,-0.285595110663607,
2022-06-29 15:30:30,-0.285595110663607,
2022-06-29 23:59:59,0.0,a
2022-06-30 00:00:00,9.380993659741065,
2022-06-30 10:00:00,77.25627689241567,
2022-06-30 10:30:00,76.91915238917306,
2022-06-30 12:00:00,78.04859036511355,
2022-06-30 13:30:00,80.04327781616011,
2022-06-30 15:00:00,58.50184697503473,
2022-06-30 15:30:30,58.50184697503473,
2022-06-30 23:59:59,50.690042291050986,e
2022-07-01 00:00:00,60.76612384386183,
2022-07-01 10:00:00,40.72685079950773,
2022-07-01 10:30:00,3.4198472269688835,
2022-07-01 12:00:00,15.519308398915257,
2022-07-01 13:30:00,12.923998071193154,
2022-07-01 15:00:00,2.0244354899710544,
2022-07-01 15:30:30,2.0244354899710544,
2022-07-01 23:59:59,-0.8185029959407615,w
2022-07-04 00:00:00,-0.8185029959407615,
2022-07-04 10:00:00,-0.8185029959407615,
2022-07-04 10:30:00,-0.8185029959407615,
2022-07-04 12:00:00,-0.8185029959407615,
2022-07-04 13:30:00,-0.8185029959407615,
2022-07-04 15:00:00,-0.8185029959407615,
2022-07-04 15:30:30,-0.8185029959407615,
2022-07-04 23:59:59,-0.8185029959407615,c
2022-07-05 00:00:00,-27.40093446548981,
2022-07-05 10:00:00,-67.30516108317991,
2022-07-05 10:30:00,-63.85604773259797,
2022-07-05 12:00:00,-79.0043200393726,
2022-07-05 13:30:00,-65.13549523580045,
2022-07-05 15:00:00,-73.70877468081184,
2022-07-05 15:30:30,-73.70877468081184,
2022-07-05 23:59:59,-76.19220264314538,c
2022-07-06 00:00:00,-65.45739766916978,
2022-07-06 10:00:00,-72.35735875828394,
2022-07-06 10:30:00,-88.12225184446072,
2022-07-06 12:00:00,-66.70318635831589,
2022-07-06 13:30:00,-53.40179262877251,
2022-07-06 15:00:00,-79.91610668595496,
2022-07-06 15:30:30,-79.91610668595496,
2022-07-06 23:59:59,-80.17525911041275,c
2022-07-07 00:00:00,-59.73236325543165,
2022-07-07 10:00:00,-91.07056715267987,
2022-07-07 10:30:00,-92.205975830238,
2022-07-07 12:00:00,-89.66339350329821,
2022-07-07 13:30:00,-79.5106908787082,
2022-07-07 15:00:00,-87.78890248296753,
2022-07-07 15:30:30,-87.78890248296753,
2022-07-07 23:59:59,-78.34998561209613,c
2022-07-08 00:00:00,-73.5471523637274,
2022-07-08 10:00:00,-98.4375307875844,
2022-07-08 10:30:00,-81.14998136813765,
2022-07-08 12:00:00,-79.10910383308556,
2022-07-08 13:30:00,-89.5080113662438,
2022-07-08 15:00:00,-81.19178560191051,
2022-07-08 15:30:30,-81.19178560191051,
2022-07-08 23:59:59,-88.69093316986923,w
2022-07-11 00:00:00,-98.28311021934326,
2022-07-11 10:00:00,-94.03562970992607,
2022-07-11 10:30:00,-104.23040392879025,
2022-07-11 12:00:00,-101.9814484896865,
2022-07-11 13:30:00,-95.11091673850461,
2022-07-11 15:00:00,-106.38599893467574,
2022-07-11 15:30:30,-106.38599893467574,
2022-07-11 23:59:59,-116.28291728405691,c
2022-07-12 00:00:00,-129.42348491989512,
2022-07-12 10:00:00,-149.82470159146266,
2022-07-12 10:30:00,-142.30410125891453,
2022-07-12 12:00:00,-148.0638526385775,
2022-07-12 13:30:00,-164.77295252216166,
2022-07-12 15:00:00,-147.3296047146932,
2022-07-12 15:30:30,-147.3296047146932,
2022-07-12 23:59:59,-168.62824893162755,c
2022-07-13 00:00:00,-160.86805496125405,
2022-07-13 10:00:00,-174.58389817731546,
2022-07-13 10:30:00,-168.8186752824176,
2022-07-13 12:00:00,-166.08200728873143,
2022-07-13 13:30:00,-175.9152326938644,
2022-07-13 15:00:00,-189.9339597727011,
2022-07-13 15:30:30,-189.9339597727011,
2022-07-13 23:59:59,-205.87654881842786,c
2022-07-14 00:00:00,-176.74521058436332,
2022-07-14 10:00:00,-200.40077874558108,
2022-07-14 10:30:00,-210.98585617592522,
2022-07-14 12:00:00,-205.58940926361203,
2022-07-14 13:30:00,-183.3924930547469,
2022-07-14 15:00:00,-206.76297372252537,
2022-07-14 15:30:30,-206.76297372252537,
2022-07-14 23:59:59,-201.23073594754453,c
