date,XSVM_2022_Q4,meta
2022-12-14 23:59:59,-69.41081440591387,c
2022-12-15 00:00:00,-84.53993997413292,
2022-12-15 10:00:00,-38.77013808845639,
2022-12-15 10:30:00,-16.189384595218698,
2022-12-15 12:00:00,-24.850872411570926,
2022-12-15 13:30:00,-12.69085022748552,
2022-12-15 15:00:00,0.8851762231746747,
2022-12-15 15:30:30,0.8851762231746747,
2022-12-15 23:59:59,0.0,a
2022-12-16 00:00:00,-24.650195832642922,
2022-12-16 10:00:00,5.957590540281775,
2022-12-16 10:30:00,-14.364327170587252,
2022-12-16 12:00:00,-17.848507815127874,
2022-12-16 13:30:00,29.306693273710575,
2022-12-16 15:00:00,26.26688672787735,
2022-12-16 15:30:30,26.26688672787735,
2022-12-16 23:59:59,30.400070190784756,e
2022-12-19 00:00:00,28.229670195053117,
2022-12-19 10:00:00,-10.587437423576915,
2022-12-19 10:30:00,-39.50790811499142,
2022-12-19 12:00:00,-55.15531581620958,
2022-12-19 13:30:00,-80.58115623421187,
2022-12-19 15:00:00,-89.15196632775917,
2022-12-19 15:30:30,-89.15196632775917,
2022-12-19 23:59:59,-82.81429859346035,c
2022-12-20 00:00:00,-95.55522670235963,
2022-12-20 10:00:00,-74.76341040517015,
2022-12-20 10:30:00,-70.82255318276935,
2022-12-20 12:00:00,-76.49985077195167,
2022-12-20 13:30:00,-71.7300767051216,
2022-12-20 15:00:00,-79.46097506378942,
2022-12-20 15:30:30,-79.46097506378942,
2022-12-20 23:59:59,-81.83207430364682,c
2022-12-21 00:00:00,-85.12640459405789,
2022-12-21 10:00:00,-117.18663536977722,
2022-12-21 10:30:00,-108.13530268732917,
2022-12-21 12:00:00,-98.81830456309056,
2022-12-21 13:30:00,-102.06775780913087,
2022-12-21 15:00:00,-102.41736286075626,
2022-12-21 15:30:30,-102.41736286075626,
2022-12-21 23:59:59,-115.85897131202726,c
2022-12-22 00:00:00,-128.3903085174082,
2022-12-22 10:00:00,-127.02375625212686,
2022-12-22 10:30:00,-124.26441276794553,
2022-12-22 12:00:00,-144.53621772881303,
2022-12-22 13:30:00,-157.90301465386426,
2022-12-22 15:00:00,-156.15472236878162,
2022-12-22 15:30:30,-156.15472236878162,
2022-12-22 23:59:59,-146.40378899202534,c
2022-12-23 00:00:00,-131.34901240920294,
2022-12-23 10:00:00,-132.74382511258148,
2022-12-23 10:30:00,-114.57072624831916,
2022-12-23 12:00:00,-119.07059833925128,
2022-12-23 13:30:00,-112.51913520553661,
2022-12-23 15:00:00,-109.11693366639933,
2022-12-23 15:30:30,-109.11693366639933,
2022-12-23 23:59:59,-102.44778447802285,w
2022-12-26 00:00:00,-102.44778447802285,
2022-12-26 10:00:00,-102.44778447802285,
2022-12-26 10:30:00,-102.44778447802285,
2022-12-26 12:00:00,-102.44778447802285,
2022-12-26 13:30:00,-102.44778447802285,
2022-12-26 15:00:00,-102.44778447802285,
2022-12-26 15:30:30,-102.44778447802285,
2022-12-26 23:59:59,-102.44778447802285,c
2022-12-27 00:00:00,-98.22271514239252,
2022-12-27 10:00:00,-104.60539608303937,
2022-12-27 10:30:00,-105.20426117135041,
2022-12-27 12:00:00,-118.95827585661401,
2022-12-27 13:30:00,-120.45827130673747,
2022-12-27 15:00:00,-121.30682838309359,
2022-12-27 15:30:30,-121.30682838309359,
2022-12-27 23:59:59,-108.20168171248388,c
2022-12-28 00:00:00,-107.76092349958752,
2022-12-28 10:00:00,-132.87849871668095,
2022-12-28 10:30:00,-146.8642435247492,
2022-12-28 12:00:00,-150.90907090589002,
2022-12-28 13:30:00,-141.6906743268957,
2022-12-28 15:00:00,-145.73015412467686,
2022-12-28 15:30:30,-145.73015412467686,
2022-12-28 23:59:59,-150.56256295673654,c
2022-12-29 00:00:00,-156.22324340214664,
2022-12-29 10:00:00,-135.27269114192592,
2022-12-29 10:30:00,-137.9265233668217,
2022-12-29 12:00:00,-130.47554808664478,
2022-12-29 13:30:00,-132.7840941782838,
2022-12-29 15:00:00,-133.3857044538812,
2022-12-29 15:30:30,-133.3857044538812,
2022-12-29 23:59:59,-128.27244966372018,c
2022-12-30 00:00:00,-137.23904141907514,
2022-12-30 10:00:00,-123.91414680214585,
2022-12-30 10:30:00,-108.10906300190861,
2022-12-30 12:00:00,-102.87245660318025,
2022-12-30 13:30:00,-96.39987071286309,
2022-12-30 15:00:00,-93.8491259555889,
2022-12-30 15:30:30,-93.8491259555889,
2022-12-30 23:59:59,-95.41119951404575,w
