date,EU_DGTL_2022_Q2,meta
2022-06-10 03:30:00,-264.0761489203942,
2022-06-10 04:00:00,-251.02590960492944,
2022-06-10 06:00:00,-306.8319429561061,
2022-06-10 08:00:00,-310.47103380752196,
2022-06-10 10:30:00,-485.4265662210464,
2022-06-10 11:00:00,-485.23396243548086,
2022-06-10 23:59:59,-431.03441373369697,w
2022-06-13 00:00:00,-478.3044324066086,
2022-06-13 03:30:00,-458.34750206444005,
2022-06-13 04:00:00,-464.08903167775134,
2022-06-13 06:00:00,-491.09572439565454,
2022-06-13 08:00:00,-509.7540570656729,
2022-06-13 10:30:00,-511.2581577811052,
2022-06-13 11:00:00,-520.4205027265516,
2022-06-13 23:59:59,-493.4244749943027,c
2022-06-14 00:00:00,-430.29382292734226,
2022-06-14 03:30:00,-481.54342065681794,
2022-06-14 04:00:00,-574.6691467185801,
2022-06-14 06:00:00,-668.8387601930099,
2022-06-14 08:00:00,-642.597855285233,
2022-06-14 10:30:00,-721.7519170036776,
2022-06-14 11:00:00,-760.1428865234648,
2022-06-14 23:59:59,-772.106406675126,c
2022-06-15 00:00:00,-672.8791708878098,
2022-06-15 03:30:00,-694.854083825915,
2022-06-15 04:00:00,-749.818863448425,
2022-06-15 06:00:00,-644.1543952601169,
2022-06-15 08:00:00,-633.3164721727635,
2022-06-15 10:30:00,-636.9059807842923,
2022-06-15 11:00:00,-604.3126663966223,
2022-06-15 23:59:59,-575.8477234954962,c
2022-06-16 00:00:00,-684.1905173867699,
2022-06-16 03:30:00,-863.3083764655703,
2022-06-16 04:00:00,-970.9640404427646,
2022-06-16 06:00:00,-1133.6722542776797,
2022-06-16 08:00:00,-1252.0813779545651,
2022-06-16 10:30:00,-1210.4620995108962,
2022-06-16 11:00:00,-1235.7844283285576,
2022-06-16 23:59:59,-1309.0416552320276,c
2022-06-17 00:00:00,-1298.8944733894623,
2022-06-17 03:30:00,-1141.7761202296779,
2022-06-17 04:00:00,-1119.8879436403222,
2022-06-17 06:00:00,-1038.2189732534816,
2022-06-17 08:00:00,-1057.351119866078,
2022-06-17 10:30:00,-1075.973655739729,
2022-06-17 11:00:00,-1074.2367532783937,
2022-06-17 23:59:59,-1016.0083463678584,e
2022-06-20 00:00:00,-998.3855058003719,
2022-06-20 03:30:00,-956.2050048369729,
2022-06-20 04:00:00,-948.6236597504985,
2022-06-20 06:00:00,-987.0841232766124,
2022-06-20 08:00:00,-1002.9445959790073,
2022-06-20 10:30:00,-1089.9861261006672,
2022-06-20 11:00:00,-1045.4934363540087,
2022-06-20 23:59:59,-1033.0741823783483,c
2022-06-21 00:00:00,-1039.8299234322176,
2022-06-21 03:30:00,-1085.8437060185142,
2022-06-21 04:00:00,-999.4184361632588,
2022-06-21 06:00:00,-1011.7583616490447,
2022-06-21 08:00:00,-1036.8288295952407,
2022-06-21 10:30:00,-1046.7842671358303,
2022-06-21 11:00:00,-1054.5864630218857,
2022-06-21 23:59:59,-1058.5289658541997,c
2022-06-22 00:00:00,-1126.3935152022977,
2022-06-22 03:30:00,-1122.3205380077015,
2022-06-22 04:00:00,-1122.8211779291832,
2022-06-22 06:00:00,-1142.7717809744227,
2022-06-22 08:00:00,-1146.4289331827404,
2022-06-22 10:30:00,-937.0983951448497,
2022-06-22 11:00:00,-917.6531378434083,
2022-06-22 23:59:59,-971.5198462047365,c
2022-06-23 00:00:00,-957.554738250723,
2022-06-23 03:30:00,-1020.2374204541065,
2022-06-23 04:00:00,-1088.0718967422436,
2022-06-23 06:00:00,-1017.2106088566479,
2022-06-23 08:00:00,-999.3141501358168,
2022-06-23 10:30:00,-989.5837795293892,
2022-06-23 11:00:00,-927.8197989913388,
2022-06-23 23:59:59,-936.732960067302,c
2022-06-24 00:00:00,-966.2947111629937,
2022-06-24 03:30:00,-1083.309664287981,
2022-06-24 04:00:00,-1070.5033595080959,
2022-06-24 06:00:00,-908.0011714291277,
2022-06-24 08:00:00,-953.6537029235724,
2022-06-24 10:30:00,-865.9674471637782,
2022-06-24 11:00:00,-898.9659299397881,
2022-06-24 23:59:59,-917.3637515838855,w
2022-06-27 00:00:00,-871.2186895254499,
2022-06-27 03:30:00,-827.3602032375038,
2022-06-27 04:00:00,-745.5855098575548,
2022-06-27 06:00:00,-760.8324081900755,
2022-06-27 08:00:00,-814.5600550406662,
2022-06-27 10:30:00,-837.494607915989,
2022-06-27 11:00:00,-809.2093227150644,
2022-06-27 23:59:59,-819.1206545607747,c
2022-06-28 00:00:00,-757.2763944117132,
2022-06-28 03:30:00,-828.8356054239885,
2022-06-28 04:00:00,-847.2679766343081,
2022-06-28 06:00:00,-800.5376283033456,
2022-06-28 08:00:00,-780.3920072704686,
2022-06-28 10:30:00,-819.3178225669772,
2022-06-28 11:00:00,-837.5247049101945,
2022-06-28 23:59:59,-829.3445917068375,c
2022-06-29 00:00:00,-898.3292714623221,
2022-06-29 03:30:00,-881.3452005609697,
2022-06-29 04:00:00,-878.6003194206714,
2022-06-29 06:00:00,-916.1479714768193,
2022-06-29 08:00:00,-884.0260410741876,
2022-06-29 10:30:00,-904.1322722356363,
2022-06-29 11:00:00,-888.3147818755488,
2022-06-29 23:59:59,-894.850233350805,c
2022-06-30 00:00:00,-946.1618253291563,
2022-06-30 03:30:00,-1014.3228088706446,
2022-06-30 04:00:00,-1047.8309428549755,
2022-06-30 06:00:00,-1069.898107359656,
2022-06-30 08:00:00,-1205.2034710968528,
2022-06-30 10:30:00,-1097.2525848754085,
2022-06-30 11:00:00,-1031.963502552876,
2022-06-30 23:59:59,-997.6784657902563,c
2022-07-01 00:00:00,-1075.872426762201,
2022-07-01 03:30:00,-1071.6227396521963,
2022-07-01 04:00:00,-1001.8152643605763,
2022-07-01 06:00:00,-884.1711717413946,
2022-07-01 08:00:00,-983.4556738210513,
2022-07-01 10:30:00,-1031.6907019593564,
2022-07-01 11:00:00,-1040.3626979775972,
2022-07-01 23:59:59,-986.1657065193167,w
