date,EU_VOLT_2021_Q4,meta
2021-11-17 00:00:00,1.8088314281807243,
2021-11-17 03:30:00,42.170701414422865,
2021-11-17 04:00:00,87.4350916342745,
2021-11-17 06:00:00,106.04657430292832,
2021-11-17 08:00:00,111.3060090261057,
2021-11-17 10:30:00,90.51433936942294,
2021-11-17 11:00:00,85.56912374024898,
2021-11-17 23:59:59,91.68378257098607,c
2021-11-18 00:00:00,89.79228309032021,
2021-11-18 03:30:00,27.386950384789657,
2021-11-18 04:00:00,45.59729354955857,
2021-11-18 06:00:00,44.687972959990134,
2021-11-18 08:00:00,46.19637389814113,
2021-11-18 10:30:00,37.98990576109918,
2021-11-18 11:00:00,25.267818267504936,
2021-11-18 23:59:59,19.657213862301205,c
2021-11-19 00:00:00,22.001208816478425,
2021-11-19 03:30:00,-8.041441801776841,
2021-11-19 04:00:00,35.894221726104206,
2021-11-19 06:00:00,128.22061808988542,
2021-11-19 08:00:00,184.1444673376568,
2021-11-19 10:30:00,199.8456336809296,
2021-11-19 11:00:00,204.67757653497517,
2021-11-19 23:59:59,205.83696825873938,e
2021-11-22 00:00:00,206.92300539778796,
2021-11-22 03:30:00,242.61363426346793,
2021-11-22 04:00:00,239.30653377200827,
2021-11-22 06:00:00,152.489799895621,
2021-11-22 08:00:00,159.65237196155886,
2021-11-22 10:30:00,132.26646215197695,
2021-11-22 11:00:00,135.38806002308934,
2021-11-22 23:59:59,175.84948200990436,c
2021-11-23 00:00:00,169.20705065535935,
2021-11-23 03:30:00,192.70771763290884,
2021-11-23 04:00:00,179.62241665546094,
2021-11-23 06:00:00,153.57310471463427,
2021-11-23 08:00:00,137.04857363517124,
2021-11-23 10:30:00,110.67062138667234,
2021-11-23 11:00:00,157.068799384572,
2021-11-23 23:59:59,143.67787011754945,c
2021-11-24 00:00:00,171.2328732367772,
2021-11-24 03:30:00,149.67488826010913,
2021-11-24 04:00:00,155.06117308872058,
2021-11-24 06:00:00,155.77349045626966,
2021-11-24 08:00:00,186.10013835016093,
2021-11-24 10:30:00,122.16391493490039,
2021-11-24 11:00:00,123.5465470964208,
2021-11-24 23:59:59,113.79003583196504,c
2021-11-25 00:00:00,164.80897431736344,
2021-11-25 03:30:00,208.62261728881583,
2021-11-25 04:00:00,245.3151344749724,
2021-11-25 06:00:00,224.58056512966527,
2021-11-25 08:00:00,244.9060039858739,
2021-11-25 10:30:00,221.272109436179,
2021-11-25 11:00:00,230.2798139604281,
2021-11-25 23:59:59,228.14965344627365,c
2021-11-26 00:00:00,252.5726550661957,
2021-11-26 03:30:00,235.73942146506772,
2021-11-26 04:00:00,199.49495034999154,
2021-11-26 06:00:00,194.56805344607824,
2021-11-26 08:00:00,183.93744480030148,
2021-11-26 10:30:00,237.3759222965126,
2021-11-26 11:00:00,228.29964943082211,
2021-11-26 23:59:59,262.3752330065156,w
2021-11-29 00:00:00,244.46702066418493,
2021-11-29 03:30:00,177.6169486994595,
2021-11-29 04:00:00,226.84322467567165,
2021-11-29 06:00:00,297.57199408767065,
2021-11-29 08:00:00,304.9699575911721,
2021-11-29 10:30:00,302.93821192710175,
2021-11-29 11:00:00,318.9903185040825,
2021-11-29 23:59:59,305.2707575359921,c
2021-11-30 00:00:00,311.9882244759653,
2021-11-30 03:30:00,274.87033265568664,
2021-11-30 04:00:00,289.20743269555373,
2021-11-30 06:00:00,305.8124646965438,
2021-11-30 08:00:00,324.70772503671435,
2021-11-30 10:30:00,384.2886077304708,
2021-11-30 11:00:00,433.27008134286245,
2021-11-30 23:59:59,409.35768765781967,c
2021-12-01 00:00:00,321.05788024496496,
2021-12-01 03:30:00,275.78441199083295,
2021-12-01 04:00:00,264.3883032993747,
2021-12-01 06:00:00,301.7699208994153,
2021-12-01 08:00:00,257.3220938551101,
2021-12-01 10:30:00,273.7331780340961,
2021-12-01 11:00:00,258.89763207938745,
2021-12-01 23:59:59,254.55413806746367,c
2021-12-02 00:00:00,288.64103121516945,
2021-12-02 03:30:00,265.28428266054004,
2021-12-02 04:00:00,239.19865646468327,
2021-12-02 06:00:00,293.6899201084652,
2021-12-02 08:00:00,291.45702124145896,
2021-12-02 10:30:00,313.3508378851298,
2021-12-02 11:00:00,324.30164551266034,
2021-12-02 23:59:59,317.0635797274662,c
2021-12-03 00:00:00,315.2604591681906,
2021-12-03 03:30:00,307.26022774867283,
2021-12-03 04:00:00,322.60015453300025,
2021-12-03 06:00:00,324.38657027553563,
2021-12-03 08:00:00,303.0454866340455,
2021-12-03 10:30:00,302.3088581593045,
2021-12-03 11:00:00,328.7308581755889,
2021-12-03 23:59:59,327.66694011173234,w
