date,AS_SDIV_2022_Q1,meta
2022-02-22 18:30:00,-69.86760379036104,
2022-02-22 20:00:00,-79.60964861016885,
2022-02-22 23:00:00,-55.12487366474045,
2022-02-22 23:59:59,-61.50376767499313,c
2022-02-23 00:00:00,-45.0270803401462,
2022-02-23 01:00:00,-69.25488340766105,
2022-02-23 02:30:00,-23.82924628088017,
2022-02-23 03:00:00,-38.98699186500971,
2022-02-23 18:30:00,-49.2623409627646,
2022-02-23 20:00:00,-65.75191056977656,
2022-02-23 23:00:00,-117.68077944136371,
2022-02-23 23:59:59,-91.22030183808499,c
2022-02-24 00:00:00,-107.05495610610171,
2022-02-24 01:00:00,-136.6967492675259,
2022-02-24 02:30:00,-147.696604859599,
2022-02-24 03:00:00,-155.53139410828032,
2022-02-24 18:30:00,-135.50537260701378,
2022-02-24 20:00:00,-161.47697012149592,
2022-02-24 23:00:00,-220.89463455635155,
2022-02-24 23:59:59,-222.5348684379661,c
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
0,-222.5348684379661,
2022-02-25 00:00:00,-278.6289639273439,
2022-02-25 01:00:00,-285.0692114429959,
2022-02-25 02:30:00,-323.2432120051883,
2022-02-25 03:00:00,-329.8333374123433,
2022-02-25 18:30:00,-329.8333374123433,
2022-02-25 20:00:00,-329.8333374123433,
2022-02-25 23:00:00,-329.8333374123433,
2022-02-25 23:59:59,-326.0227618792667,w
2022-02-28 00:00:00,-378.596980657396,
2022-02-28 01:00:00,-370.99086012291264,
2022-02-28 02:30:00,-379.20933783239525,
2022-02-28 03:00:00,-354.77201559315904,
2022-02-28 18:30:00,-356.5218475014185,
2022-02-28 20:00:00,-348.031103547454,
2022-02-28 23:00:00,-343.283836953829,
2022-02-28 23:59:59,-346.0990371159148,c
2022-03-01 00:00:00,-376.0744268773158,
2022-03-01 01:00:00,-360.7710473398349,
2022-03-01 02:30:00,-348.7584999910084,
2022-03-01 03:00:00,-365.368417265503,
2022-03-01 18:30:00,-379.6523414398159,
2022-03-01 20:00:00,-392.70836000656436,
2022-03-01 23:00:00,-494.03409349990693,
2022-03-01 23:59:59,-496.1188983928753,c
2022-03-02 00:00:00,-492.21829929388264,
2022-03-02 01:00:00,-519.5066962889828,
2022-03-02 02:30:00,-525.0286920521478,
2022-03-02 03:00:00,-519.6464228250909,
2022-03-02 18:30:00,-525.2594470748747,
2022-03-02 20:00:00,-529.3625309756742,
2022-03-02 23:00:00,-595.5294642218548,
2022-03-02 23:59:59,-592.6207021694154,c
2022-03-03 00:00:00,-623.0624858584583,
2022-03-03 01:00:00,-615.8006323377433,
2022-03-03 02:30:00,-617.2027753299831,
2022-03-03 03:00:00,-623.8800061988311,
2022-03-03 18:30:00,-620.2647780550403,
2022-03-03 20:00:00,-615.3075116733739,
2022-03-03 23:00:00,-707.6471895959342,
2022-03-03 23:59:59,-708.3559768054156,c
2022-03-04 00:00:00,-693.5048755172984,
2022-03-04 01:00:00,-687.2775803494087,
2022-03-04 02:30:00,-692.1611775031349,
2022-03-04 03:00:00,-698.0233053234226,
2022-03-04 18:30:00,-698.0233053234226,
2022-03-04 20:00:00,-698.0233053234226,
2022-03-04 23:00:00,-698.0233053234226,
2022-03-04 23:59:59,-690.6100096435323,w
2022-03-07 00:00:00,-796.4426455388584,
2022-03-07 01:00:00,-781.0967029229298,
2022-03-07 02:30:00,-757.7646332760683,
2022-03-07 03:00:00,-760.6180295741592,
2022-03-07 18:30:00,-768.9807779553028,
2022-03-07 20:00:00,-758.6097082257302,
2022-03-07 23:00:00,-804.7653595285858,
2022-03-07 23:59:59,-798.8058705698704,e
2022-03-08 00:00:00,-772.962252814295,
2022-03-08 01:00:00,-796.0069991873816,
2022-03-08 02:30:00,-763.0674599968377,
2022-03-08 03:00:00,-737.2416535961736,
2022-03-08 18:30:00,-732.241341979231,
2022-03-08 20:00:00,-738.3414299049882,
2022-03-08 23:00:00,-812.8364726200687,
2022-03-08 23:59:59,-817.1821452197864,c
2022-03-09 00:00:00,-821.1417805179071,
2022-03-09 01:00:00,-793.3923120931001,
2022-03-09 02:30:00,-799.0662592140432,
2022-03-09 03:00:00,-744.9647297311749,
2022-03-09 18:30:00,-743.5900913618177,
2022-03-09 20:00:00,-743.8038671809454,
2022-03-09 23:00:00,-788.2868719957448,
2022-03-09 23:59:59,-785.1881010733534,c
2022-03-10 00:00:00,-779.5015360339987,
2022-03-10 01:00:00,-797.8248393129466,
2022-03-10 02:30:00,-771.0677915075594,
2022-03-10 03:00:00,-751.3456220626335,
2022-03-10 18:30:00,-749.7657399261577,
2022-03-10 20:00:00,-751.2207261788776,
2022-03-10 23:00:00,-702.6269088987817,
2022-03-10 23:59:59,-696.4815663676093,c
2022-03-11 00:00:00,-756.4535975239512,
2022-03-11 01:00:00,-711.3190955551963,
2022-03-11 02:30:00,-712.6960018860418,
2022-03-11 03:00:00,-692.96325484213,
2022-03-11 18:30:00,-692.96325484213,
2022-03-11 20:00:00,-692.96325484213,
2022-03-11 23:00:00,-692.96325484213,
2022-03-11 23:59:59,-696.2274185028109,w
2022-03-14 00:00:00,-578.8284784334185,
2022-03-14 01:00:00,-571.1764727389964,
2022-03-14 02:30:00,-528.8953541515009,
2022-03-14 03:00:00,-525.3675546908487,
2022-03-14 18:30:00,-525.3675546908487,
2022-03-14 20:00:00,-473.66612812503286,
2022-03-14 23:00:00,-430.31117203303097,
2022-03-14 23:59:59,-453.1687086297277,c
2022-03-15 00:00:00,-439.010159307373,
2022-03-15 01:00:00,-443.47373804524204,
2022-03-15 02:30:00,-457.9916825993139,
2022-03-15 03:00:00,-448.83778369253287,
2022-03-15 18:30:00,-448.83778369253287,
2022-03-15 20:00:00,-597.5129290368163,
2022-03-15 23:00:00,-530.8416046089244,
2022-03-15 23:59:59,-532.3147605779777,c
2022-03-16 00:00:00,-510.7917267850414,
2022-03-16 01:00:00,-513.2676992603767,
2022-03-16 02:30:00,-448.9602934525183,
2022-03-16 03:00:00,-463.71252818075163,
2022-03-16 18:30:00,-463.71252818075163,
2022-03-16 20:00:00,-413.08779049980353,
2022-03-16 23:00:00,-314.9749438390463,
2022-03-16 23:59:59,-238.80941908317402,c
2022-03-17 00:00:00,-199.69351406027488,
2022-03-17 01:00:00,-207.66749893334702,
2022-03-17 02:30:00,-84.08691790920716,
2022-03-17 03:00:00,-138.19397204902543,
2022-03-17 18:30:00,-138.19397204902543,
2022-03-17 20:00:00,-133.3250240958896,
2022-03-17 23:00:00,-267.72264835476915,
2022-03-17 23:59:59,-281.61654957213864,c
2022-03-18 00:00:00,-288.9205618754967,
2022-03-18 01:00:00,-290.0841059856758,
2022-03-18 02:30:00,-238.80108701993765,
2022-03-18 03:00:00,-271.86110709751824,
2022-03-18 18:30:00,-271.86110709751824,
2022-03-18 20:00:00,-271.86110709751824,
2022-03-18 23:00:00,-271.86110709751824,
2022-03-18 23:59:59,-251.23606686342964,w
2022-03-21 00:00:00,-348.80984176639413,
2022-03-21 01:00:00,-349.5176621824651,
2022-03-21 02:30:00,-386.92462976514594,
2022-03-21 03:00:00,-376.1592262161478,
2022-03-21 18:30:00,-376.1592262161478,
2022-03-21 20:00:00,-376.1592262161478,
2022-03-21 23:00:00,-376.1592262161478,
2022-03-21 23:59:59,-377.4382788841385,c
