date,XBI_WW_2020_Q4,meta
2020-11-26 10:00:00,-1360.4501673261448,
2020-11-26 10:30:00,-1360.4501673261448,
2020-11-26 12:00:00,-1360.4501673261448,
2020-11-26 13:30:00,-1360.4501673261448,
2020-11-26 15:00:00,-1360.4501673261448,
2020-11-26 15:30:30,-1360.4501673261448,
2020-11-26 23:59:59,-1360.4501673261448,c
2020-11-27 00:00:00,-1359.6896504653114,
2020-11-27 10:00:00,-1251.7775474600921,
2020-11-27 10:30:00,-1202.139361319585,
2020-11-27 12:00:00,-1140.721253513227,
2020-11-27 13:30:00,-1140.721253513227,
2020-11-27 15:00:00,-1140.721253513227,
2020-11-27 15:30:30,-1140.721253513227,
2020-11-27 23:59:59,-1114.3173331065645,w
2020-11-30 00:00:00,-1091.7960579633332,
2020-11-30 10:00:00,-1164.0706401279804,
2020-11-30 10:30:00,-1165.830160174437,
2020-11-30 12:00:00,-1179.2256902459217,
2020-11-30 13:30:00,-1163.1769221718605,
2020-11-30 15:00:00,-1118.1702535457594,
2020-11-30 15:30:30,-1118.1702535457594,s
2020-11-30 23:59:59,-1081.5008038076676,c
2020-12-01 00:00:00,-1052.6515886524621,
2020-12-01 10:00:00,-983.1761593007941,
2020-12-01 10:30:00,-987.5308258560026,
2020-12-01 12:00:00,-1050.4710508112516,
2020-12-01 13:30:00,-1061.5383854051688,
2020-12-01 15:00:00,-1067.7743350809515,
2020-12-01 15:30:30,-1067.7743350809515,
2020-12-01 23:59:59,-1091.3184886173276,c
2020-12-02 00:00:00,-1105.8303739795592,
2020-12-02 10:00:00,-1124.0373101471191,
2020-12-02 10:30:00,-1102.5773787098478,
2020-12-02 12:00:00,-1096.5626911692734,
2020-12-02 13:30:00,-1090.2709172826794,
2020-12-02 15:00:00,-1068.2699793213578,
2020-12-02 15:30:30,-1068.2699793213578,
2020-12-02 23:59:59,-1084.7635001590988,c
2020-12-03 00:00:00,-1103.886494268172,
2020-12-03 10:00:00,-1005.2780805508164,
2020-12-03 10:30:00,-971.118588470255,
2020-12-03 12:00:00,-915.7428042812367,
2020-12-03 13:30:00,-914.9833191374382,
2020-12-03 15:00:00,-862.7919535494252,
2020-12-03 15:30:30,-862.7919535494252,
2020-12-03 23:59:59,-860.2967971488833,c
2020-12-04 00:00:00,-800.5388859469058,
2020-12-04 10:00:00,-717.9703733671381,
2020-12-04 10:30:00,-712.7574207557359,
2020-12-04 12:00:00,-613.1738965337672,
2020-12-04 13:30:00,-617.3622703381743,
2020-12-04 15:00:00,-633.4089971998683,
2020-12-04 15:30:30,-633.4089971998683,
2020-12-04 23:59:59,-637.073347866432,w
2020-12-07 00:00:00,-552.7139854724719,
2020-12-07 10:00:00,-279.9965114368324,
2020-12-07 10:30:00,-350.65196011735407,
2020-12-07 12:00:00,-261.9775177021743,
2020-12-07 13:30:00,-249.66064045179974,
2020-12-07 15:00:00,-291.0730106719179,
2020-12-07 15:30:30,-291.0730106719179,
2020-12-07 23:59:59,-261.32475382199937,c
2020-12-08 00:00:00,-325.3878888534,
2020-12-08 10:00:00,-261.239915630676,
2020-12-08 10:30:00,-263.1765106805128,
2020-12-08 12:00:00,-255.13074727011508,
2020-12-08 13:30:00,-264.37805643087495,
2020-12-08 15:00:00,-235.37009581349366,
2020-12-08 15:30:30,-235.37009581349366,
2020-12-08 23:59:59,-239.35748065429243,c
2020-12-09 00:00:00,-197.51415526884784,
2020-12-09 10:00:00,-172.75168301410122,
2020-12-09 10:30:00,-224.88436170649038,
2020-12-09 12:00:00,-161.90796192206653,
2020-12-09 13:30:00,-338.2122592466294,
2020-12-09 15:00:00,-353.2978324406158,
2020-12-09 15:30:30,-353.2978324406158,
2020-12-09 23:59:59,-448.9091340262162,c
2020-12-10 00:00:00,-433.1273643147938,
2020-12-10 10:00:00,-282.45671377046847,
2020-12-10 10:30:00,-211.63904172979983,
2020-12-10 12:00:00,-199.43758552074087,
2020-12-10 13:30:00,-111.61446018185734,
2020-12-10 15:00:00,-115.89304596685179,
2020-12-10 15:30:30,-115.89304596685179,
2020-12-10 23:59:59,-39.29649493982333,c
2020-12-11 00:00:00,-78.43028919592052,
2020-12-11 10:00:00,15.370746034830972,
2020-12-11 10:30:00,21.439259091835538,
2020-12-11 12:00:00,-27.454994255255315,
2020-12-11 13:30:00,1.2707407534790036,
2020-12-11 15:00:00,-9.981149179056956,
2020-12-11 15:30:30,-9.981149179056956,
2020-12-11 23:59:59,0.0,a
2020-12-14 00:00:00,106.14444863402059,
2020-12-14 10:00:00,230.9021993161814,
2020-12-14 10:30:00,267.41941956943447,
2020-12-14 12:00:00,229.0303076715436,
2020-12-14 13:30:00,131.98410964369305,
2020-12-14 15:00:00,144.8239147016052,
2020-12-14 15:30:30,144.8239147016052,
2020-12-14 23:59:59,80.44355849059912,c
2020-12-15 00:00:00,128.14980002551374,
2020-12-15 10:00:00,45.17092205725703,
2020-12-15 10:30:00,112.823312144782,
2020-12-15 12:00:00,14.404292248425008,
2020-12-15 13:30:00,18.992345748365096,
2020-12-15 15:00:00,63.99893033304534,
2020-12-15 15:30:30,63.99893033304534,
2020-12-15 23:59:59,115.79118639094577,c
2020-12-16 00:00:00,119.515275046233,
2020-12-16 10:00:00,91.14491368687413,
2020-12-16 10:30:00,66.5980936379442,
2020-12-16 12:00:00,100.88703272457633,
2020-12-16 13:30:00,61.18728540415168,
2020-12-16 15:00:00,59.0374293732707,
2020-12-16 15:30:30,59.0374293732707,
2020-12-16 23:59:59,35.72212304604818,c
2020-12-17 00:00:00,30.06321206364646,
2020-12-17 10:00:00,39.91382576516071,
2020-12-17 10:30:00,106.60150188239322,
2020-12-17 12:00:00,68.97087363594846,
2020-12-17 13:30:00,98.98361209580617,
2020-12-17 15:00:00,114.8298720922985,
2020-12-17 15:30:30,114.8298720922985,
2020-12-17 23:59:59,105.10534871579284,c
2020-12-18 00:00:00,114.646482949438,
2020-12-18 10:00:00,122.20394890125408,
2020-12-18 10:30:00,112.76951833316753,
2020-12-18 12:00:00,84.46803388407716,
2020-12-18 13:30:00,153.9913145784617,
2020-12-18 15:00:00,196.5133215297842,
2020-12-18 15:30:30,196.5133215297842,
2020-12-18 23:59:59,249.72897816477416,e
2020-12-21 00:00:00,231.3561668661364,
2020-12-21 10:00:00,330.5978248785177,
2020-12-21 10:30:00,331.57539241211543,
2020-12-21 12:00:00,452.8772629484465,
2020-12-21 13:30:00,468.088743092806,
2020-12-21 15:00:00,495.01505830935184,
2020-12-21 15:30:30,495.01505830935184,
2020-12-21 23:59:59,487.1794536749421,c
2020-12-22 00:00:00,511.01003872736965,
2020-12-22 10:00:00,645.6686475451888,
2020-12-22 10:30:00,647.278945225813,
2020-12-22 12:00:00,684.2974126974723,
2020-12-22 13:30:00,752.447241516109,
2020-12-22 15:00:00,737.9537153644424,
2020-12-22 15:30:30,737.9537153644424,
2020-12-22 23:59:59,695.3227463969151,c
2020-12-23 00:00:00,666.5492547996564,
2020-12-23 10:00:00,527.0132684779974,
2020-12-23 10:30:00,568.7156415311056,
2020-12-23 12:00:00,609.2500618989225,
2020-12-23 13:30:00,620.7055162500383,
2020-12-23 15:00:00,589.3438617864331,
2020-12-23 15:30:30,589.3438617864331,
2020-12-23 23:59:59,593.2200776849104,c
2020-12-24 00:00:00,617.5980693126266,
2020-12-24 10:00:00,645.9047218494261,
2020-12-24 10:30:00,578.6051320844063,
2020-12-24 12:00:00,515.3516506496508,
2020-12-24 13:30:00,515.3516506496508,
2020-12-24 15:00:00,515.3516506496508,
2020-12-24 15:30:30,515.3516506496508,
2020-12-24 23:59:59,496.75087724340756,c
2020-12-25 00:00:00,496.75087724340756,
2020-12-25 10:00:00,496.75087724340756,
2020-12-25 10:30:00,496.75087724340756,
2020-12-25 12:00:00,496.75087724340756,
2020-12-25 13:30:00,496.75087724340756,
2020-12-25 15:00:00,496.75087724340756,
2020-12-25 15:30:30,496.75087724340756,
2020-12-25 23:59:59,496.75087724340756,w
2020-12-28 00:00:00,566.2263557983251,
2020-12-28 10:00:00,596.5830066536009,
2020-12-28 10:30:00,467.01731027813184,
2020-12-28 12:00:00,516.7632901047273,
2020-12-28 13:30:00,498.7514130661939,
2020-12-28 15:00:00,470.59859806030363,
2020-12-28 15:30:30,470.59859806030363,
2020-12-28 23:59:59,363.514776878671,c
2020-12-29 00:00:00,112.47664459831958,
2020-12-29 10:00:00,-197.650714122919,
2020-12-29 10:30:00,-204.61483212768007,
2020-12-29 12:00:00,-160.44643995350998,
2020-12-29 13:30:00,-172.28471147241498,
2020-12-29 15:00:00,-173.94734275849896,
2020-12-29 15:30:30,-173.94734275849896,
2020-12-29 23:59:59,-162.05492550940835,c
2020-12-30 00:00:00,-140.71185469552893,
2020-12-30 10:00:00,-71.96972647703478,
2020-12-30 10:30:00,-49.41428232328826,
2020-12-30 12:00:00,-155.5114926894189,
2020-12-30 13:30:00,-128.59647748040743,
2020-12-30 15:00:00,-121.17127412008858,
2020-12-30 15:30:30,-121.17127412008858,
2020-12-30 23:59:59,-108.24118106010701,c
2020-12-31 00:00:00,-59.843323197983864,
2020-12-31 10:00:00,-199.5471433341022,
2020-12-31 10:30:00,-185.02654100736345,
2020-12-31 12:00:00,-164.28669369222462,
2020-12-31 13:30:00,-187.6231644134541,
2020-12-31 15:00:00,-193.17948650337075,
2020-12-31 15:30:30,-193.17948650337075,
2020-12-31 23:59:59,-206.02833564800858,c
2021-01-01 00:00:00,-206.02833564800858,
2021-01-01 10:00:00,-206.02833564800858,
2021-01-01 10:30:00,-206.02833564800858,
2021-01-01 12:00:00,-206.02833564800858,
2021-01-01 13:30:00,-206.02833564800858,
2021-01-01 15:00:00,-206.02833564800858,
2021-01-01 15:30:30,-206.02833564800858,
2021-01-01 23:59:59,-206.02833564800858,w
