date,AS_FPXI_2021_Q4,meta
2021-12-23 02:30:00,124.34483368055498,
2021-12-23 03:00:00,133.08712531271112,
2021-12-23 18:30:00,133.08712531271112,
2021-12-23 20:00:00,130.2381338954342,
2021-12-23 23:00:00,76.45077548628888,
2021-12-23 23:59:59,71.83643107156831,c
2021-12-24 00:00:00,86.87605953321554,
2021-12-24 01:00:00,87.25709339879404,
2021-12-24 02:30:00,87.25709339879404,
2021-12-24 03:00:00,87.25709339879404,
2021-12-24 18:30:00,87.25709339879404,
2021-12-24 20:00:00,87.25709339879404,
2021-12-24 23:00:00,87.25709339879404,
2021-12-24 23:59:59,87.7039845473887,w
2021-12-27 00:00:00,98.35984714646929,
2021-12-27 01:00:00,95.3350945893626,
2021-12-27 02:30:00,95.3350945893626,
2021-12-27 03:00:00,95.3350945893626,
2021-12-27 18:30:00,95.3350945893626,
2021-12-27 20:00:00,105.28990429258829,
2021-12-27 23:00:00,129.0654752485998,
2021-12-27 23:59:59,131.07314756513506,c
2021-12-28 00:00:00,161.43354733358228,
2021-12-28 01:00:00,155.67358358421507,
2021-12-28 02:30:00,152.7939228305372,
2021-12-28 03:00:00,174.65999088010176,
2021-12-28 18:30:00,174.65999088010176,
2021-12-28 20:00:00,175.63893184848212,
2021-12-28 23:00:00,121.45943021772246,
2021-12-28 23:59:59,125.59742121917498,c
2021-12-29 00:00:00,136.30048845915053,
2021-12-29 01:00:00,160.2882222096864,
2021-12-29 02:30:00,137.1499789482591,
2021-12-29 03:00:00,155.7266763553198,
2021-12-29 18:30:00,155.7266763553198,
2021-12-29 20:00:00,159.1600993960751,
2021-12-29 23:00:00,180.34935637789386,
2021-12-29 23:59:59,173.95058605976737,c
2021-12-30 00:00:00,152.93297514376536,
2021-12-30 01:00:00,130.963022931237,
2021-12-30 02:30:00,134.02759479755377,
2021-12-30 03:00:00,143.1188312133445,
2021-12-30 18:30:00,143.1188312133445,
2021-12-30 20:00:00,143.1188312133445,
2021-12-30 23:00:00,116.01150887163658,
2021-12-30 23:59:59,115.39916605675944,c
2021-12-31 00:00:00,271.6549815595872,
2021-12-31 01:00:00,271.6549815595872,
2021-12-31 02:30:00,271.6549815595872,
2021-12-31 03:00:00,271.6549815595872,
2021-12-31 18:30:00,271.6549815595872,
2021-12-31 20:00:00,271.6549815595872,
2021-12-31 23:00:00,271.6549815595872,
2021-12-31 23:59:59,271.703158338536,w
