date,AS_CGW_2023_Q1,meta
2023-01-11 00:00:00,202.08621002333803,
2023-01-11 01:00:00,202.2545968538243,
2023-01-11 02:30:00,261.7639683252055,
2023-01-11 03:00:00,234.93751832900034,
2023-01-11 18:30:00,234.93751832900034,
2023-01-11 20:00:00,219.35449816400342,
2023-01-11 23:00:00,290.59529906343505,
2023-01-11 23:59:59,299.1626726554614,c
2023-01-12 00:00:00,225.82434414645013,
2023-01-12 01:00:00,224.4819025880861,
2023-01-12 02:30:00,241.5806357618012,
2023-01-12 03:00:00,247.2162954203559,
2023-01-12 18:30:00,247.2162954203559,
2023-01-12 20:00:00,219.26155350779027,
2023-01-12 23:00:00,255.90779908992226,
2023-01-12 23:59:59,268.87726172401926,c
2023-01-13 00:00:00,84.70514379141059,
2023-01-13 01:00:00,34.33692956104187,
2023-01-13 02:30:00,-4.185722492925379,
2023-01-13 03:00:00,1.1305340880917356,
2023-01-13 18:30:00,1.1305340880917356,
2023-01-13 20:00:00,1.1305340880917356,
2023-01-13 23:00:00,1.1305340880917356,
2023-01-13 23:59:59,0.0,a
2023-01-16 00:00:00,29.778137726102614,
2023-01-16 01:00:00,114.5479464022792,
2023-01-16 02:30:00,108.84395431582107,
2023-01-16 03:00:00,92.72550940244219,
2023-01-16 18:30:00,92.72550940244219,
2023-01-16 20:00:00,78.71149254041029,
2023-01-16 23:00:00,235.3618801788034,
2023-01-16 23:59:59,245.08384925044902,c
2023-01-17 00:00:00,130.18762982417502,
2023-01-17 01:00:00,154.4853977442417,
2023-01-17 02:30:00,128.47403117069098,
2023-01-17 03:00:00,117.17286323680946,
2023-01-17 18:30:00,117.17286323680946,
2023-01-17 20:00:00,130.223454784571,
2023-01-17 23:00:00,239.18530674693739,
2023-01-17 23:59:59,235.58220850948328,c
2023-01-18 00:00:00,182.93166742246467,
2023-01-18 01:00:00,154.36915239919108,
2023-01-18 02:30:00,128.6398851217191,
2023-01-18 03:00:00,117.59109223103587,
2023-01-18 18:30:00,117.59109223103587,
2023-01-18 20:00:00,125.62226546221245,
2023-01-18 23:00:00,17.210424550466996,
2023-01-18 23:59:59,-19.88128181651973,c
2023-01-19 00:00:00,15.736175132287826,
2023-01-19 01:00:00,26.320410767237263,
2023-01-19 02:30:00,49.04769266130461,
2023-01-19 03:00:00,43.50486553920564,
2023-01-19 18:30:00,43.50486553920564,
2023-01-19 20:00:00,44.81223470070199,
2023-01-19 23:00:00,256.76253875491875,
2023-01-19 23:59:59,279.25284562659726,c
2023-01-20 00:00:00,251.61997997853814,
2023-01-20 01:00:00,227.20983821962636,
2023-01-20 02:30:00,232.91010001527502,
2023-01-20 03:00:00,210.67470971750845,
2023-01-20 18:30:00,210.67470971750845,
2023-01-20 20:00:00,210.67470971750845,
2023-01-20 23:00:00,210.67470971750845,
2023-01-20 23:59:59,199.3865585464282,e
2023-01-23 00:00:00,200.26065531136646,
2023-01-23 01:00:00,203.61038460901818,
2023-01-23 02:30:00,203.61038460901818,
2023-01-23 03:00:00,203.61038460901818,
2023-01-23 18:30:00,203.61038460901818,
2023-01-23 20:00:00,236.52635124946846,
2023-01-23 23:00:00,217.51233365085864,
2023-01-23 23:59:59,204.11092600388838,c
2023-01-24 00:00:00,200.63035414295518,
2023-01-24 01:00:00,204.29024342882713,
2023-01-24 02:30:00,204.29024342882713,
2023-01-24 03:00:00,204.29024342882713,
2023-01-24 18:30:00,204.29024342882713,
2023-01-24 20:00:00,238.6343887998064,
2023-01-24 23:00:00,195.7893355860815,
2023-01-24 23:59:59,205.9121158707976,c
2023-01-25 00:00:00,194.10203251412713,
2023-01-25 01:00:00,201.26850939653832,
2023-01-25 02:30:00,201.26850939653832,
2023-01-25 03:00:00,201.26850939653832,
2023-01-25 18:30:00,201.26850939653832,
2023-01-25 20:00:00,206.24458565712575,
2023-01-25 23:00:00,132.58956882933126,
2023-01-25 23:59:59,106.42390367766347,c
2023-01-26 00:00:00,47.49786789453265,
2023-01-26 01:00:00,7.229606278634492,
2023-01-26 02:30:00,1.4867708290303199,
2023-01-26 03:00:00,-30.96401523138411,
2023-01-26 18:30:00,-30.96401523138411,
2023-01-26 20:00:00,-48.66821437314957,
2023-01-26 23:00:00,-14.31541713743627,
2023-01-26 23:59:59,1.0045691581908613,c
2023-01-27 00:00:00,-25.28968936432193,
2023-01-27 01:00:00,-175.65333393671972,
2023-01-27 02:30:00,-203.06602547014427,
2023-01-27 03:00:00,-289.8242031061691,
2023-01-27 18:30:00,-289.8242031061691,
2023-01-27 20:00:00,-289.8242031061691,
2023-01-27 23:00:00,-289.8242031061691,
2023-01-27 23:59:59,-293.09171631965455,w
2023-01-30 00:00:00,-91.06855793449631,
2023-01-30 01:00:00,-70.86567672395631,
2023-01-30 02:30:00,66.34839487956287,
2023-01-30 03:00:00,33.83557412122536,
2023-01-30 18:30:00,33.83557412122536,
2023-01-30 20:00:00,39.84768162319597,
2023-01-30 23:00:00,348.0784485211925,
2023-01-30 23:59:59,356.4851820888289,c
2023-01-31 00:00:00,323.43857780774306,
2023-01-31 01:00:00,360.04795099881085,
2023-01-31 02:30:00,361.03661027757516,
2023-01-31 03:00:00,350.699837129182,
2023-01-31 18:30:00,350.699837129182,
2023-01-31 20:00:00,356.94935202447505,
2023-01-31 23:00:00,379.97779749458005,
2023-01-31 23:59:59,383.5414810882976,c
2023-02-01 00:00:00,312.1524564537676,
2023-02-01 01:00:00,324.52075788889306,
2023-02-01 02:30:00,270.33278687922575,
2023-02-01 03:00:00,199.6498607579024,
2023-02-01 18:30:00,199.6498607579024,
2023-02-01 20:00:00,205.68232245984382,
2023-02-01 23:00:00,238.96361197644455,
2023-02-01 23:59:59,206.15742606953881,c
2023-02-02 00:00:00,125.02215231825448,
2023-02-02 01:00:00,195.49831455426465,
2023-02-02 02:30:00,196.29879311369496,
2023-02-02 03:00:00,185.4058710921836,
2023-02-02 18:30:00,185.4058710921836,
2023-02-02 20:00:00,235.30738115986878,
2023-02-02 23:00:00,247.17249600045034,
2023-02-02 23:59:59,234.0824309556274,c
2023-02-03 00:00:00,271.17162022105185,
2023-02-03 01:00:00,253.51010148729983,
2023-02-03 02:30:00,242.6472667502021,
2023-02-03 03:00:00,231.9430300762824,
2023-02-03 18:30:00,231.9430300762824,
2023-02-03 20:00:00,231.9430300762824,
2023-02-03 23:00:00,231.9430300762824,
2023-02-03 23:59:59,232.93398112687737,w
