date,AS_AGED_2022_Q2,meta
2022-05-31 23:59:59,45.26911456694506,c
2022-06-01 00:00:00,56.21133179509343,
2022-06-01 01:00:00,47.19805909813658,
2022-06-01 02:30:00,54.83190054234365,
2022-06-01 03:00:00,54.8494460238162,
2022-06-01 18:30:00,54.8494460238162,
2022-06-01 20:00:00,54.8494460238162,
2022-06-01 23:00:00,20.82539417161388,
2022-06-01 23:59:59,26.560427142479966,c
2022-06-02 00:00:00,3.7881988065782934,
2022-06-02 01:00:00,-0.1907071129353426,
2022-06-02 02:30:00,-1.1663436124981672,
2022-06-02 03:00:00,-4.025969200309191,
2022-06-02 18:30:00,-4.025969200309191,
2022-06-02 20:00:00,-4.025969200309191,
2022-06-02 23:00:00,-4.025969200309191,
2022-06-02 23:59:59,0.0,c
2022-06-03 00:00:00,0.0,
2022-06-03 01:00:00,0.0,
2022-06-03 02:30:00,0.0,
2022-06-03 03:00:00,0.0,
2022-06-03 18:30:00,0.0,
2022-06-03 20:00:00,0.0,
2022-06-03 23:00:00,0.0,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,30.45731114641967,
2022-06-06 01:00:00,36.93572330452844,
2022-06-06 02:30:00,18.110640329923626,
2022-06-06 03:00:00,21.064603851584252,
2022-06-06 18:30:00,21.064603851584252,
2022-06-06 20:00:00,21.064603851584252,
2022-06-06 23:00:00,-28.91165267759243,
2022-06-06 23:59:59,-3.932559855740692,c
2022-06-07 00:00:00,-7.888545658275689,
2022-06-07 01:00:00,-38.649883702293664,
2022-06-07 02:30:00,-72.86142033661235,
2022-06-07 03:00:00,-72.82159782666167,
2022-06-07 18:30:00,-72.82159782666167,
2022-06-07 20:00:00,-72.82159782666167,
2022-06-07 23:00:00,-30.112095448415857,
2022-06-07 23:59:59,-48.34636524617599,c
2022-06-08 00:00:00,-36.014164721997076,
2022-06-08 01:00:00,-55.60654031568993,
2022-06-08 02:30:00,-58.988592679475914,
2022-06-08 03:00:00,-59.011768283739,
2022-06-08 18:30:00,-59.011768283739,
2022-06-08 20:00:00,-59.011768283739,
2022-06-08 23:00:00,-182.79787604288867,
2022-06-08 23:59:59,-140.8572174070523,c
2022-06-09 00:00:00,-148.17332361541776,
2022-06-09 01:00:00,-134.97218263474315,
2022-06-09 02:30:00,-165.55394023720328,
2022-06-09 03:00:00,-165.56286237833046,
2022-06-09 18:30:00,-165.56286237833046,
2022-06-09 20:00:00,-165.56286237833046,
2022-06-09 23:00:00,-152.4531655377632,
2022-06-09 23:59:59,-157.1364632718578,c
2022-06-10 00:00:00,-205.56957936778417,
2022-06-10 01:00:00,-221.34222580390633,
2022-06-10 02:30:00,-177.30767378843666,
2022-06-10 03:00:00,-180.16169529392027,
2022-06-10 18:30:00,-180.16169529392027,
2022-06-10 20:00:00,-180.16169529392027,
2022-06-10 23:00:00,-180.16169529392027,
2022-06-10 23:59:59,-187.74407145134683,w
2022-06-13 00:00:00,-387.91651199985245,
2022-06-13 01:00:00,-398.626425399656,
2022-06-13 02:30:00,-413.6437679896335,
2022-06-13 03:00:00,-410.7533851340231,
2022-06-13 18:30:00,-410.7533851340231,
2022-06-13 20:00:00,-410.7533851340231,
2022-06-13 23:00:00,-455.49847897342624,
2022-06-13 23:59:59,-456.8101795832481,c
2022-06-14 00:00:00,-634.8439201684769,
2022-06-14 01:00:00,-570.9009270874685,
2022-06-14 02:30:00,-495.753981686501,
2022-06-14 03:00:00,-489.91869956108167,
2022-06-14 18:30:00,-489.91869956108167,
2022-06-14 20:00:00,-489.91869956108167,
2022-06-14 23:00:00,-576.3224818499912,
2022-06-14 23:59:59,-592.7459329026642,c
2022-06-15 00:00:00,-615.7612817991603,
2022-06-15 01:00:00,-660.2662998286623,
2022-06-15 02:30:00,-677.1851109099016,
2022-06-15 03:00:00,-694.6529010983804,
2022-06-15 18:30:00,-694.6529010983804,
2022-06-15 20:00:00,-694.6529010983804,
2022-06-15 23:00:00,-633.6207530547072,
2022-06-15 23:59:59,-674.0674776541455,c
2022-06-16 00:00:00,-622.0387453601334,
2022-06-16 01:00:00,-661.5327446862402,
2022-06-16 02:30:00,-746.204788827793,
2022-06-16 03:00:00,-751.9787907414575,
2022-06-16 18:30:00,-751.9787907414575,
2022-06-16 20:00:00,-751.9787907414575,
2022-06-16 23:00:00,-698.6400864484531,
2022-06-16 23:59:59,-659.9319418796567,c
2022-06-17 00:00:00,-747.6521552217919,
2022-06-17 01:00:00,-674.6659437693561,
2022-06-17 02:30:00,-642.9054073468096,
2022-06-17 03:00:00,-640.0357285149257,
2022-06-17 18:30:00,-640.0357285149257,
2022-06-17 20:00:00,-640.0357285149257,
2022-06-17 23:00:00,-640.0357285149257,
2022-06-17 23:59:59,-597.0794590174073,e
2022-06-20 00:00:00,-706.0066231122291,
2022-06-20 01:00:00,-724.0346892318903,
2022-06-20 02:30:00,-714.2657572186145,
2022-06-20 03:00:00,-717.1192490366348,
2022-06-20 18:30:00,-717.1192490366348,
2022-06-20 20:00:00,-717.1192490366348,
2022-06-20 23:00:00,-526.4626325802274,
2022-06-20 23:59:59,-510.6964920341088,c
2022-06-21 00:00:00,-460.43803500405556,
2022-06-21 01:00:00,-437.86227673427493,
2022-06-21 02:30:00,-507.93565537370523,
2022-06-21 03:00:00,-487.90438555812034,
2022-06-21 18:30:00,-487.90438555812034,
2022-06-21 20:00:00,-487.90438555812034,
2022-06-21 23:00:00,-593.4427016321742,
2022-06-21 23:59:59,-597.7544770018658,c
2022-06-22 00:00:00,-581.1834570554838,
2022-06-22 01:00:00,-579.5190750837937,
2022-06-22 02:30:00,-623.0361106300998,
2022-06-22 03:00:00,-617.3331855400329,
2022-06-22 18:30:00,-617.3331855400329,
2022-06-22 20:00:00,-617.3331855400329,
2022-06-22 23:00:00,-695.2091734802998,
2022-06-22 23:59:59,-716.8518852628868,c
2022-06-23 00:00:00,-695.9860988398441,
2022-06-23 01:00:00,-640.6896252184124,
2022-06-23 02:30:00,-665.097678270854,
2022-06-23 03:00:00,-665.0696026942451,
2022-06-23 18:30:00,-665.0696026942451,
2022-06-23 20:00:00,-665.0696026942451,
2022-06-23 23:00:00,-470.4290536215776,
2022-06-23 23:59:59,-473.7341244248728,c
2022-06-24 00:00:00,-460.29410185550296,
2022-06-24 01:00:00,-439.1668100158531,
2022-06-24 02:30:00,-393.4217283852031,
2022-06-24 03:00:00,-404.6639096944018,
2022-06-24 18:30:00,-404.6639096944018,
2022-06-24 20:00:00,-404.6639096944018,
2022-06-24 23:00:00,-404.6639096944018,
2022-06-24 23:59:59,-400.16933550312206,w
2022-06-27 00:00:00,-361.23533597577807,
2022-06-27 01:00:00,-344.79009042408325,
2022-06-27 02:30:00,-414.3863654744655,
2022-06-27 03:00:00,-414.37640484628355,
2022-06-27 18:30:00,-414.37640484628355,
2022-06-27 20:00:00,-414.37640484628355,
2022-06-27 23:00:00,-398.190109428906,
2022-06-27 23:59:59,-374.54668133856285,c
2022-06-28 00:00:00,-385.67233086821216,
2022-06-28 01:00:00,-401.1751378649842,
2022-06-28 02:30:00,-360.69318044868305,
2022-06-28 03:00:00,-366.22702267914246,
2022-06-28 18:30:00,-366.22702267914246,
2022-06-28 20:00:00,-366.22702267914246,
2022-06-28 23:00:00,-396.17141592764165,
2022-06-28 23:59:59,-414.3861032176501,c
2022-06-29 00:00:00,-468.74812739893605,
2022-06-29 01:00:00,-465.73375936044795,
2022-06-29 02:30:00,-489.4550143581,
2022-06-29 03:00:00,-500.66060811618627,
2022-06-29 18:30:00,-500.66060811618627,
2022-06-29 20:00:00,-500.66060811618627,
2022-06-29 23:00:00,-475.66552807013613,
2022-06-29 23:59:59,-515.2461981646138,c
2022-06-30 00:00:00,-504.2611559326215,
2022-06-30 01:00:00,-497.1842679466081,
2022-06-30 02:30:00,-545.491998584368,
2022-06-30 03:00:00,-548.2213030653511,
2022-06-30 18:30:00,-548.2213030653511,
2022-06-30 20:00:00,-548.2213030653511,
2022-06-30 23:00:00,-598.1758772603598,
2022-06-30 23:59:59,-658.469928714544,c
2022-07-01 00:00:00,-653.3930941359358,
2022-07-01 01:00:00,-664.1891699298949,
2022-07-01 02:30:00,-664.1891699298949,
2022-07-01 03:00:00,-664.1891699298949,
2022-07-01 18:30:00,-664.1891699298949,
2022-07-01 20:00:00,-664.1891699298949,
2022-07-01 23:00:00,-664.1891699298949,
2022-07-01 23:59:59,-630.5780384401405,w
