date,AS_TW50_2022_Q1,meta
2022-03-18 18:30:00,153.15090558753127,
2022-03-18 20:00:00,153.15090558753127,
2022-03-18 23:00:00,153.15090558753127,
2022-03-18 23:59:59,251.7836148935039,e
2022-03-21 00:00:00,207.54480501036187,
2022-03-21 01:00:00,168.8558344172443,
2022-03-21 02:30:00,168.8558344172443,
2022-03-21 03:00:00,168.8558344172443,
2022-03-21 18:30:00,168.8558344172443,
2022-03-21 20:00:00,168.8558344172443,
2022-03-21 23:00:00,140.32214271902603,
2022-03-21 23:59:59,162.18403676617027,c
2022-03-22 00:00:00,136.82927254873994,
2022-03-22 01:00:00,162.71043027256246,
2022-03-22 02:30:00,162.71043027256246,
2022-03-22 03:00:00,162.71043027256246,
2022-03-22 18:30:00,162.71043027256246,
2022-03-22 20:00:00,162.71043027256246,
2022-03-22 23:00:00,173.76411969657102,
2022-03-22 23:59:59,182.9310372075056,c
2022-03-23 00:00:00,203.91491075209296,
2022-03-23 01:00:00,183.24501753821187,
2022-03-23 02:30:00,183.24501753821187,
2022-03-23 03:00:00,183.24501753821187,
2022-03-23 18:30:00,183.24501753821187,
2022-03-23 20:00:00,183.24501753821187,
2022-03-23 23:00:00,186.7136272832954,
2022-03-23 23:59:59,200.90783894277547,c
2022-03-24 00:00:00,194.2493277756107,
2022-03-24 01:00:00,180.00641166250398,
2022-03-24 02:30:00,180.00641166250398,
2022-03-24 03:00:00,180.00641166250398,
2022-03-24 18:30:00,180.00641166250398,
2022-03-24 20:00:00,180.00641166250398,
2022-03-24 23:00:00,120.2437277278359,
2022-03-24 23:59:59,121.401803799351,c
2022-03-25 00:00:00,123.46548279042236,
2022-03-25 01:00:00,114.29782685955115,
2022-03-25 02:30:00,114.29782685955115,
2022-03-25 03:00:00,114.29782685955115,
2022-03-25 18:30:00,114.29782685955115,
2022-03-25 20:00:00,114.29782685955115,
2022-03-25 23:00:00,114.29782685955115,
2022-03-25 23:59:59,91.95856807248992,w
2022-03-28 00:00:00,154.029626750224,
2022-03-28 01:00:00,145.04973739728985,
2022-03-28 02:30:00,145.04973739728985,
2022-03-28 03:00:00,145.04973739728985,
2022-03-28 18:30:00,145.04973739728985,
2022-03-28 20:00:00,145.04973739728985,
2022-03-28 23:00:00,215.94881276233218,
2022-03-28 23:59:59,218.8105821182503,c
2022-03-29 00:00:00,216.76596268321236,
2022-03-29 01:00:00,214.89873714307942,
2022-03-29 02:30:00,214.89873714307942,
2022-03-29 03:00:00,214.89873714307942,
2022-03-29 18:30:00,214.89873714307942,
2022-03-29 20:00:00,214.89873714307942,
2022-03-29 23:00:00,251.07585760590518,
2022-03-29 23:59:59,247.2094853972785,c
2022-03-30 00:00:00,260.73169178976696,
2022-03-30 01:00:00,287.853551639359,
2022-03-30 02:30:00,287.853551639359,
2022-03-30 03:00:00,287.853551639359,
2022-03-30 18:30:00,287.853551639359,
2022-03-30 20:00:00,287.853551639359,
2022-03-30 23:00:00,369.38443143260884,
2022-03-30 23:59:59,356.93236389605363,c
2022-03-31 00:00:00,371.217399155611,
2022-03-31 01:00:00,363.77824335768537,
2022-03-31 02:30:00,363.77824335768537,
2022-03-31 03:00:00,363.77824335768537,
2022-03-31 18:30:00,363.77824335768537,
2022-03-31 20:00:00,363.77824335768537,
2022-03-31 23:00:00,328.3731016009551,
2022-03-31 23:59:59,318.3961354871208,c
2022-04-01 00:00:00,318.33697158907125,
2022-04-01 01:00:00,338.7800776093127,
2022-04-01 02:30:00,338.7800776093127,
2022-04-01 03:00:00,338.7800776093127,
2022-04-01 18:30:00,338.7800776093127,
2022-04-01 20:00:00,338.7800776093127,
2022-04-01 23:00:00,338.7800776093127,
2022-04-01 23:59:59,341.2806606278541,w
