date,DTCC_BBEU_2021_Q4,meta
2021-12-13 12:00:00,141.05530612606526,
2021-12-13 13:30:00,141.05530612606526,
2021-12-13 15:00:00,141.05530612606526,
2021-12-13 15:30:30,141.05530612606526,
2021-12-13 23:59:59,160.3119841162861,c
2021-12-14 00:00:00,99.10959439304042,
2021-12-14 10:00:00,-4.329555326477021,
2021-12-14 10:30:00,-17.04319524757102,
2021-12-14 12:00:00,-17.04319524757102,
2021-12-14 13:30:00,-17.04319524757102,
2021-12-14 15:00:00,-17.04319524757102,
2021-12-14 15:30:30,-17.04319524757102,
2021-12-14 23:59:59,-55.398403074872476,c
2021-12-15 00:00:00,-40.41456402725635,
2021-12-15 10:00:00,-46.75069961806366,
2021-12-15 10:30:00,-47.112868834419714,
2021-12-15 12:00:00,-47.112868834419714,
2021-12-15 13:30:00,-47.112868834419714,
2021-12-15 15:00:00,-47.112868834419714,
2021-12-15 15:30:30,-47.112868834419714,
2021-12-15 23:59:59,-44.07381266471293,c
2021-12-16 00:00:00,68.65664588354048,
2021-12-16 10:00:00,21.91168450619807,
2021-12-16 10:30:00,44.3273627525532,
2021-12-16 12:00:00,44.3273627525532,
2021-12-16 13:30:00,44.3273627525532,
2021-12-16 15:00:00,44.3273627525532,
2021-12-16 15:30:30,44.3273627525532,
2021-12-16 23:59:59,0.0,a
2021-12-17 00:00:00,1.9533138731212603,
2021-12-17 10:00:00,1.4161391679308508,
2021-12-17 10:30:00,-36.650498511635305,
2021-12-17 12:00:00,-36.650498511635305,
2021-12-17 13:30:00,-36.650498511635305,
2021-12-17 15:00:00,-36.650498511635305,
2021-12-17 15:30:30,-36.650498511635305,
2021-12-17 23:59:59,31.129456962865333,e
2021-12-20 00:00:00,-45.811762797537085,
2021-12-20 10:00:00,-48.782334223004,
2021-12-20 10:30:00,-62.58906267606835,
2021-12-20 12:00:00,-62.58906267606835,
2021-12-20 13:30:00,-62.58906267606835,
2021-12-20 15:00:00,-62.58906267606835,
2021-12-20 15:30:30,-62.58906267606835,
2021-12-20 23:59:59,-75.16284029794133,c
2021-12-21 00:00:00,-13.892197390784531,
2021-12-21 10:00:00,-43.71173284428551,
2021-12-21 10:30:00,-49.13219985093747,
2021-12-21 12:00:00,-49.13219985093747,
2021-12-21 13:30:00,-49.13219985093747,
2021-12-21 15:00:00,-49.13219985093747,
2021-12-21 15:30:30,-49.13219985093747,
2021-12-21 23:59:59,-58.08017976994233,c
2021-12-22 00:00:00,-41.624680205772165,
2021-12-22 10:00:00,25.819203323118018,
2021-12-22 10:30:00,21.808335500506473,
2021-12-22 12:00:00,21.808335500506473,
2021-12-22 13:30:00,21.808335500506473,
2021-12-22 15:00:00,21.808335500506473,
2021-12-22 15:30:30,21.808335500506473,
2021-12-22 23:59:59,5.661693615664262,c
2021-12-23 00:00:00,18.111909592069424,
2021-12-23 10:00:00,-16.27530375153401,
2021-12-23 10:30:00,10.113506901991968,
2021-12-23 12:00:00,10.113506901991968,
2021-12-23 13:30:00,10.113506901991968,
2021-12-23 15:00:00,10.113506901991968,
2021-12-23 15:30:30,10.113506901991968,
2021-12-23 23:59:59,7.342050253234447,c
2021-12-24 00:00:00,12.586164744264352,
2021-12-24 10:00:00,12.586164744264352,
2021-12-24 10:30:00,12.586164744264352,
2021-12-24 12:00:00,12.586164744264352,
2021-12-24 13:30:00,12.586164744264352,
2021-12-24 15:00:00,12.586164744264352,
2021-12-24 15:30:30,12.586164744264352,
2021-12-24 23:59:59,0.40068961989072704,w
2021-12-27 00:00:00,21.428802810765774,
2021-12-27 10:00:00,88.2411455061474,
2021-12-27 10:30:00,90.1658255111106,
2021-12-27 12:00:00,90.1658255111106,
2021-12-27 13:30:00,90.1658255111106,
2021-12-27 15:00:00,90.1658255111106,
2021-12-27 15:30:30,90.1658255111106,
2021-12-27 23:59:59,85.65996869848004,c
2021-12-28 00:00:00,107.25138883087766,
2021-12-28 10:00:00,166.0132460472505,
2021-12-28 10:30:00,162.97017581938962,
2021-12-28 12:00:00,162.97017581938962,
2021-12-28 13:30:00,162.97017581938962,
2021-12-28 15:00:00,162.97017581938962,
2021-12-28 15:30:30,162.97017581938962,
2021-12-28 23:59:59,157.35868107029,c
2021-12-29 00:00:00,178.4568009564755,
2021-12-29 10:00:00,257.4808678139525,
2021-12-29 10:30:00,239.57125514709878,
2021-12-29 12:00:00,239.57125514709878,
2021-12-29 13:30:00,239.57125514709878,
2021-12-29 15:00:00,239.57125514709878,
2021-12-29 15:30:30,239.57125514709878,
2021-12-29 23:59:59,223.47202522193493,c
2021-12-30 00:00:00,210.73335729460632,
2021-12-30 10:00:00,215.80392967567423,
2021-12-30 10:30:00,207.43025909817698,
2021-12-30 12:00:00,207.43025909817698,
2021-12-30 13:30:00,207.43025909817698,
2021-12-30 15:00:00,207.43025909817698,
2021-12-30 15:30:30,207.43025909817698,
2021-12-30 23:59:59,218.90790018151893,c
2021-12-31 00:00:00,204.95748624416137,
2021-12-31 10:00:00,204.95748624416137,
2021-12-31 10:30:00,204.95748624416137,
2021-12-31 12:00:00,204.95748624416137,
2021-12-31 13:30:00,204.95748624416137,
2021-12-31 15:00:00,204.95748624416137,
2021-12-31 15:30:30,204.95748624416137,
2021-12-31 23:59:59,177.9657861515916,w
