date,FVD_2022_Jul,meta
2022-07-27 13:30:00,11.688895725619659,
2022-07-27 15:00:00,-2.4283049606980285,
2022-07-27 15:30:30,-2.4283049606980285,
2022-07-27 23:59:59,7.935369190484494,e
2022-07-28 00:00:00,-41.27638326770642,
2022-07-28 10:00:00,-40.01555919803167,
2022-07-28 10:30:00,-50.45736881842032,
2022-07-28 12:00:00,-62.467313372052274,
2022-07-28 13:30:00,-63.909727597898325,
2022-07-28 15:00:00,-60.39056496460921,
2022-07-28 15:30:30,-60.39056496460921,
2022-07-28 23:59:59,-64.82153201925252,c
2022-07-29 00:00:00,-64.05677570987007,
2022-07-29 10:00:00,-63.684213102656145,
2022-07-29 10:30:00,-63.07438419236519,
2022-07-29 12:00:00,-53.84908645906131,
2022-07-29 13:30:00,-59.781422288762485,
2022-07-29 15:00:00,-58.113410023402764,
2022-07-29 15:30:30,-58.113410023402764,
2022-07-29 23:59:59,-60.68909222067043,w
2022-08-01 00:00:00,-56.2225957819893,
2022-08-01 10:00:00,-43.29676692662065,
2022-08-01 10:30:00,-48.731992516351,
2022-08-01 12:00:00,-56.7365189756253,
2022-08-01 13:30:00,-57.593965717387334,
2022-08-01 15:00:00,-63.18616081689078,
2022-08-01 15:30:30,-63.18616081689078,
2022-08-01 23:59:59,-57.675774970319026,c
2022-08-02 00:00:00,-74.32125390981543,
2022-08-02 10:00:00,-95.49436997085326,
2022-08-02 10:30:00,-83.05557159926644,
2022-08-02 12:00:00,-84.3434467455748,
2022-08-02 13:30:00,-89.30804828872851,
2022-08-02 15:00:00,-90.3098481383127,
2022-08-02 15:30:30,-90.3098481383127,
2022-08-02 23:59:59,-93.82873012692721,c
2022-08-03 00:00:00,-114.18730415634622,
2022-08-03 10:00:00,-146.00851469571523,
2022-08-03 10:30:00,-153.89615104861275,
2022-08-03 12:00:00,-148.6621352486244,
2022-08-03 13:30:00,-148.34230002437477,
2022-08-03 15:00:00,-155.2656756000522,
2022-08-03 15:30:30,-155.2656756000522,
2022-08-03 23:59:59,-163.77098992094864,c
2022-08-04 00:00:00,-160.13623924051416,
2022-08-04 10:00:00,-172.4947644378928,
2022-08-04 10:30:00,-159.09918539510892,
2022-08-04 12:00:00,-162.49978919284246,
2022-08-04 13:30:00,-157.33032159458742,
2022-08-04 15:00:00,-149.95414697616724,
2022-08-04 15:30:30,-149.95414697616724,
2022-08-04 23:59:59,-155.10718510582052,c
2022-08-05 00:00:00,-147.64689002850793,
2022-08-05 10:00:00,-146.45156881631704,
2022-08-05 10:30:00,-144.22603196896443,
2022-08-05 12:00:00,-143.53012675479687,
2022-08-05 13:30:00,-145.21541549098617,
2022-08-05 15:00:00,-148.559039304748,
2022-08-05 15:30:30,-148.559039304748,
2022-08-05 23:59:59,-146.34381033300548,w
2022-08-08 00:00:00,-139.69453965489134,
2022-08-08 10:00:00,-145.0670308243308,
2022-08-08 10:30:00,-146.71606092898497,
2022-08-08 12:00:00,-155.85765015239753,
2022-08-08 13:30:00,-154.42757431243064,
2022-08-08 15:00:00,-158.73249986102053,
2022-08-08 15:30:30,-158.73249986102053,
2022-08-08 23:59:59,-163.49510104690876,c
2022-08-09 00:00:00,-141.43323528755258,
2022-08-09 10:00:00,-132.989171574838,
2022-08-09 10:30:00,-132.55639906628028,
2022-08-09 12:00:00,-134.18903789077348,
2022-08-09 13:30:00,-127.94535334596605,
2022-08-09 15:00:00,-130.10842097147815,
2022-08-09 15:30:30,-130.10842097147815,
2022-08-09 23:59:59,-123.20506373114745,c
2022-08-10 00:00:00,-143.49719476241216,
2022-08-10 10:00:00,-131.2180815236067,
2022-08-10 10:30:00,-130.1292949097721,
2022-08-10 12:00:00,-121.01900575587672,
2022-08-10 13:30:00,-114.60340003009827,
2022-08-10 15:00:00,-126.25342037579583,
2022-08-10 15:30:30,-126.25342037579583,
2022-08-10 23:59:59,-130.6871227051475,c
