date,XT_2022_Q4,meta
2022-12-09 15:30:30,2.604060551904695,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,14.989085294720098,
2022-12-12 10:00:00,81.81016536212451,
2022-12-12 10:30:00,92.47638635391831,
2022-12-12 12:00:00,117.72069752092068,
2022-12-12 13:30:00,106.3796083423972,
2022-12-12 15:00:00,96.54451947831251,
2022-12-12 15:30:30,96.54451947831251,
2022-12-12 23:59:59,94.28386257277987,c
2022-12-13 00:00:00,197.38041543651275,
2022-12-13 10:00:00,188.33537785596877,
2022-12-13 10:30:00,154.87941264502706,
2022-12-13 12:00:00,119.02198625231063,
2022-12-13 13:30:00,133.0177032875048,
2022-12-13 15:00:00,133.55809443556302,
2022-12-13 15:30:30,133.55809443556302,
2022-12-13 23:59:59,130.6140321003486,c
2022-12-14 00:00:00,142.92791454184942,
2022-12-14 10:00:00,200.60146284017196,
2022-12-14 10:30:00,214.93883810187515,
2022-12-14 12:00:00,204.55966555022985,
2022-12-14 13:30:00,209.04198478630565,
2022-12-14 15:00:00,206.47331618992428,
2022-12-14 15:30:30,206.47331618992428,
2022-12-14 23:59:59,192.54386966820164,c
2022-12-15 00:00:00,146.29430019692677,
2022-12-15 10:00:00,186.95262001815922,
2022-12-15 10:30:00,202.82595937026724,
2022-12-15 12:00:00,167.60729356219156,
2022-12-15 13:30:00,155.67188318290323,
2022-12-15 15:00:00,161.86200315059625,
2022-12-15 15:30:30,161.86200315059625,
2022-12-15 23:59:59,147.06050848526422,c
2022-12-16 00:00:00,140.64494163137545,
2022-12-16 10:00:00,147.05025277354366,
2022-12-16 10:30:00,119.55695381280657,
2022-12-16 12:00:00,85.56588789303385,
2022-12-16 13:30:00,122.21204537593951,
2022-12-16 15:00:00,130.20344908611128,
2022-12-16 15:30:30,130.20344908611128,
2022-12-16 23:59:59,116.93801314181417,e
2022-12-19 00:00:00,99.60339735501054,
2022-12-19 10:00:00,36.74420207654134,
2022-12-19 10:30:00,48.55328764288697,
2022-12-19 12:00:00,-0.7397018539052169,
2022-12-19 13:30:00,27.733575057377948,
2022-12-19 15:00:00,-0.0772465280057304,
2022-12-19 15:30:30,-0.0772465280057304,
2022-12-19 23:59:59,-8.431567908013108,c
2022-12-20 00:00:00,-38.26048605889412,
2022-12-20 10:00:00,-9.28269354515146,
2022-12-20 10:30:00,1.5015760172459522,
2022-12-20 12:00:00,-12.641362956326816,
2022-12-20 13:30:00,-31.875382856536703,
2022-12-20 15:00:00,-32.225171017530556,
2022-12-20 15:30:30,-32.225171017530556,
2022-12-20 23:59:59,-34.12866665053491,c
2022-12-21 00:00:00,-31.623397233209516,
2022-12-21 10:00:00,-33.184117701478954,
2022-12-21 10:30:00,-25.524140646467117,
2022-12-21 12:00:00,-12.465618145350504,
2022-12-21 13:30:00,-24.981917421051094,
2022-12-21 15:00:00,-37.19973333457949,
2022-12-21 15:30:30,-37.19973333457949,
2022-12-21 23:59:59,-35.097423318951996,c
2022-12-22 00:00:00,-63.79763529823339,
2022-12-22 10:00:00,-78.34006676462349,
2022-12-22 10:30:00,-87.0017683477522,
2022-12-22 12:00:00,-112.01349762185674,
2022-12-22 13:30:00,-117.75862553927868,
2022-12-22 15:00:00,-112.216991427273,
2022-12-22 15:30:30,-112.216991427273,
2022-12-22 23:59:59,-86.12782467863326,c
2022-12-23 00:00:00,-96.42606363761752,
2022-12-23 10:00:00,-129.03399903712574,
2022-12-23 10:30:00,-102.58705466864336,
2022-12-23 12:00:00,-102.97982950076607,
2022-12-23 13:30:00,-108.776312454601,
2022-12-23 15:00:00,-97.71632565539466,
2022-12-23 15:30:30,-97.71632565539466,
2022-12-23 23:59:59,-92.74900427786139,w
2022-12-26 00:00:00,-92.74900427786139,
2022-12-26 10:00:00,-92.74900427786139,
2022-12-26 10:30:00,-92.74900427786139,
2022-12-26 12:00:00,-92.74900427786139,
2022-12-26 13:30:00,-92.74900427786139,
2022-12-26 15:00:00,-92.74900427786139,
2022-12-26 15:30:30,-92.74900427786139,
2022-12-26 23:59:59,-92.74900427786139,c
2022-12-27 00:00:00,-117.18149796997056,
2022-12-27 10:00:00,-150.40772307931883,
2022-12-27 10:30:00,-133.7191612193904,
2022-12-27 12:00:00,-128.78259914761264,
2022-12-27 13:30:00,-137.56998578078213,
2022-12-27 15:00:00,-127.05769392249232,
2022-12-27 15:30:30,-127.05769392249232,
2022-12-27 23:59:59,-123.8778469914418,c
2022-12-28 00:00:00,-142.60083142444574,
2022-12-28 10:00:00,-117.58978382429564,
2022-12-28 10:30:00,-121.98461930580595,
2022-12-28 12:00:00,-112.43007649885118,
2022-12-28 13:30:00,-98.46390489938096,
2022-12-28 15:00:00,-112.41426503332906,
2022-12-28 15:30:30,-112.41426503332906,
2022-12-28 23:59:59,-93.14715420459493,c
2022-12-29 00:00:00,-79.18916506302514,
2022-12-29 10:00:00,-50.28929005339228,
2022-12-29 10:30:00,-21.51456728590358,
2022-12-29 12:00:00,-11.451314414985745,
2022-12-29 13:30:00,-23.782698591165854,
2022-12-29 15:00:00,-21.643514441391403,
2022-12-29 15:30:30,-21.643514441391403,
2022-12-29 23:59:59,-6.977459698465395,c
2022-12-30 00:00:00,-40.37969682503979,
2022-12-30 10:00:00,1.9638510993671616,
2022-12-30 10:30:00,-0.5671508211530636,
2022-12-30 12:00:00,-8.127764634018718,
2022-12-30 13:30:00,-26.842344971380953,
2022-12-30 15:00:00,-22.24716185744944,
2022-12-30 15:30:30,-22.24716185744944,
2022-12-30 23:59:59,-12.957417994853472,w
