date,URNM_2022_Q3,meta
2022-09-30 12:00:00,-92.40769459126386,
2022-09-30 13:30:00,-4.297060684837561,
2022-09-30 15:00:00,143.56337143284327,
2022-09-30 15:30:30,143.56337143284327,
2022-09-30 23:59:59,236.04833525033519,e
2022-10-03 00:00:00,1.6941100046624342,
2022-10-03 10:00:00,-222.89389450213002,
2022-10-03 10:30:00,-243.25380695274453,
2022-10-03 12:00:00,-104.36777465786145,
2022-10-03 13:30:00,-198.35979738713468,
2022-10-03 15:00:00,-147.43180681614285,
2022-10-03 15:30:30,-147.43180681614285,
2022-10-03 23:59:59,-64.83028425568318,c
2022-10-04 00:00:00,-313.73773670775336,
2022-10-04 10:00:00,-92.29213756575518,
2022-10-04 10:30:00,-111.39817293445594,
2022-10-04 12:00:00,-247.679854066786,
2022-10-04 13:30:00,-163.1883402890744,
2022-10-04 15:00:00,-253.70636586336786,
2022-10-04 15:30:30,-253.70636586336786,
2022-10-04 23:59:59,-238.44903560343846,c
2022-10-05 00:00:00,-119.06470488528066,
2022-10-05 10:00:00,-161.91951345271173,
2022-10-05 10:30:00,38.66512717066689,
2022-10-05 12:00:00,-122.6445388891907,
2022-10-05 13:30:00,-170.1186194668926,
2022-10-05 15:00:00,-282.4713844227117,
2022-10-05 15:30:30,-282.4713844227117,
2022-10-05 23:59:59,-213.67132363275596,c
2022-10-06 00:00:00,-131.80911535823452,
2022-10-06 10:00:00,-117.35578328008796,
2022-10-06 10:30:00,26.05468466378443,
2022-10-06 12:00:00,-21.089274824244058,
2022-10-06 13:30:00,-48.78303721237262,
2022-10-06 15:00:00,0.8900461810635534,
2022-10-06 15:30:30,0.8900461810635534,
2022-10-06 23:59:59,16.1844856722455,c
2022-10-07 00:00:00,14.321317325586278,
2022-10-07 10:00:00,3.857744814204125,
2022-10-07 10:30:00,-6.834155037660821,
2022-10-07 12:00:00,-106.27121781918049,
2022-10-07 13:30:00,-72.75775121054176,
2022-10-07 15:00:00,-24.15826220445615,
2022-10-07 15:30:30,-24.15826220445615,
2022-10-07 23:59:59,24.615949777028618,w
2022-10-10 00:00:00,-40.38766762180967,
2022-10-10 10:00:00,56.297686890706245,
2022-10-10 10:30:00,-7.091628842492355,
2022-10-10 12:00:00,237.07932220584462,
2022-10-10 13:30:00,371.8490029792747,
2022-10-10 15:00:00,395.6318878216489,
2022-10-10 15:30:30,395.6318878216489,
2022-10-10 23:59:59,440.0266061940738,c
2022-10-11 00:00:00,363.17760401390933,
2022-10-11 10:00:00,430.1518825835592,
2022-10-11 10:30:00,394.51001219905265,
2022-10-11 12:00:00,122.2104233247046,
2022-10-11 13:30:00,138.96661426932678,
2022-10-11 15:00:00,297.1834782753522,
2022-10-11 15:30:30,297.1834782753522,
2022-10-11 23:59:59,318.0447977948015,c
2022-10-12 00:00:00,1411.0220104779246,
2022-10-12 10:00:00,1363.398758702374,
2022-10-12 10:30:00,1475.8946043800088,
2022-10-12 12:00:00,1409.3830346327459,
2022-10-12 13:30:00,1475.7207485623821,
2022-10-12 15:00:00,1409.7457572430067,
2022-10-12 15:30:30,1409.7457572430067,
2022-10-12 23:59:59,1371.370916382929,c
2022-10-13 00:00:00,1513.1234616706342,
2022-10-13 10:00:00,1435.447218884503,
2022-10-13 10:30:00,1553.7873893033293,
2022-10-13 12:00:00,1430.2673781651629,
2022-10-13 13:30:00,1403.3446400054654,
2022-10-13 15:00:00,1385.8433845747231,
2022-10-13 15:30:30,1385.8433845747231,
2022-10-13 23:59:59,1404.1936964278493,c
2022-10-14 00:00:00,1375.155583571869,
2022-10-14 10:00:00,1516.4357327355283,
2022-10-14 10:30:00,1569.7597096163072,
2022-10-14 12:00:00,1689.8316828939542,
2022-10-14 13:30:00,1677.6000135117893,
2022-10-14 15:00:00,1709.0215405460513,
2022-10-14 15:30:30,1709.0215405460513,
2022-10-14 23:59:59,1680.4006421180284,w
