date,EU_FTSE_EU_DM_AW_ADDSDELS_2021_Q4,meta
2021-12-22 11:00:00,-445.62552727813556,
2021-12-22 23:59:59,-447.3363668105021,c
2021-12-23 00:00:00,-463.14733896346036,
2021-12-23 03:30:00,-460.49347375418574,
2021-12-23 04:00:00,-463.1168879517363,
2021-12-23 06:00:00,-461.52038142876097,
2021-12-23 08:00:00,-447.9326527779648,
2021-12-23 10:30:00,-475.6278384066039,
2021-12-23 11:00:00,-471.6895649400175,
2021-12-23 23:59:59,-451.1437784544145,c
2021-12-24 00:00:00,-453.9404165394275,
2021-12-24 03:30:00,-450.9492302011024,
2021-12-24 04:00:00,-454.00899853227247,
2021-12-24 06:00:00,-468.11165505126894,
2021-12-24 08:00:00,-468.11165505126894,
2021-12-24 10:30:00,-468.11165505126894,
2021-12-24 11:00:00,-468.11165505126894,
2021-12-24 23:59:59,-457.0482839084659,w
2021-12-27 00:00:00,-459.038671378745,
2021-12-27 03:30:00,-448.83670666352634,
2021-12-27 04:00:00,-446.0732335790334,
2021-12-27 06:00:00,-458.29660174800847,
2021-12-27 08:00:00,-461.55974547413985,
2021-12-27 10:30:00,-464.6099432146625,
2021-12-27 11:00:00,-467.92925629155343,
2021-12-27 23:59:59,-481.64100927204106,c
2021-12-28 00:00:00,-487.2496748002078,
2021-12-28 03:30:00,-473.74878618210937,
2021-12-28 04:00:00,-473.6137915065548,
2021-12-28 06:00:00,-468.2910618099911,
2021-12-28 08:00:00,-475.2279194935221,
2021-12-28 10:30:00,-474.8025873206524,
2021-12-28 11:00:00,-471.9702033272257,
2021-12-28 23:59:59,-462.08512146427233,c
2021-12-29 00:00:00,-502.88636318527404,
2021-12-29 03:30:00,-451.7308514629689,
2021-12-29 04:00:00,-468.1353610167024,
2021-12-29 06:00:00,-422.8197425764688,
2021-12-29 08:00:00,-400.08759470917323,
2021-12-29 10:30:00,-401.29889197128625,
2021-12-29 11:00:00,-429.4847844749206,
2021-12-29 23:59:59,-413.4007432606903,c
2021-12-30 00:00:00,-416.1078339103401,
2021-12-30 03:30:00,-423.33214339681354,
2021-12-30 04:00:00,-424.366586573418,
2021-12-30 06:00:00,-420.15296791579283,
2021-12-30 08:00:00,-395.1787884607678,
2021-12-30 10:30:00,-381.70447008931166,
2021-12-30 11:00:00,-382.19875468312455,
2021-12-30 23:59:59,-369.64214349184573,c
2021-12-31 00:00:00,-326.053896165767,
2021-12-31 03:30:00,-344.64156167792237,
2021-12-31 04:00:00,-349.5071995078165,
2021-12-31 06:00:00,-338.12007865809073,
2021-12-31 08:00:00,-338.12007865809073,
2021-12-31 10:30:00,-338.12007865809073,
2021-12-31 11:00:00,-338.12007865809073,
2021-12-31 23:59:59,-375.83274772619205,w
2022-01-03 00:00:00,-381.28689284632287,
2022-01-03 03:30:00,-373.73298244599005,
2022-01-03 04:00:00,-372.98825194819517,
2022-01-03 06:00:00,-362.87080170684925,
2022-01-03 08:00:00,-341.92900934362746,
2022-01-03 10:30:00,-334.1714838909872,
2022-01-03 11:00:00,-331.8973569426223,
2022-01-03 23:59:59,-360.04748355916786,c
2022-01-04 00:00:00,-351.5899423656241,
2022-01-04 03:30:00,-350.53652598957785,
2022-01-04 04:00:00,-365.80252387468414,
2022-01-04 06:00:00,-404.4634414496081,
2022-01-04 08:00:00,-452.46258422085043,
2022-01-04 10:30:00,-550.2328650131553,
2022-01-04 11:00:00,-577.1206172535393,
2022-01-04 23:59:59,-575.6991671793922,c
2022-01-05 00:00:00,-577.2143507950464,
2022-01-05 03:30:00,-595.6626303918679,
2022-01-05 04:00:00,-590.0191947346832,
2022-01-05 06:00:00,-613.8765228497065,
2022-01-05 08:00:00,-603.3915725426217,
2022-01-05 10:30:00,-579.3045405528335,
2022-01-05 11:00:00,-581.9586745093735,
2022-01-05 23:59:59,-591.7681018980481,c
2022-01-06 00:00:00,-570.6741319866568,
2022-01-06 03:30:00,-671.6466596105728,
2022-01-06 04:00:00,-675.1971979106295,
2022-01-06 06:00:00,-731.9367670809246,
2022-01-06 08:00:00,-753.319984079763,
2022-01-06 10:30:00,-772.456265018826,
2022-01-06 11:00:00,-789.1675945571169,
2022-01-06 23:59:59,-762.4731275938055,c
2022-01-07 00:00:00,-772.6033364612384,
2022-01-07 03:30:00,-811.8180308986157,
2022-01-07 04:00:00,-844.4527285268331,
2022-01-07 06:00:00,-854.653692967116,
2022-01-07 08:00:00,-838.5697323429267,
2022-01-07 10:30:00,-850.221295570951,
2022-01-07 11:00:00,-866.242000369014,
2022-01-07 23:59:59,-868.6413786637639,w
